lane_id,target_rank,scout_target_id,municipality,state,unit_type,target_unit_type,known_counterpart_id,known_counterpart_unit_type,target_mechanism_family,secondary_mechanism_families,source_family_target,match_priority_tier,same_city_match_status,overlapping_cycle_status,expected_contract_or_document_period,reason_selected,duplicate_risk,prior_seen_status,dry_run_status,live_run_status,notes
lane_1,1,TS4-1-fe8a77939646e0a2,Newton,MA,police,non_safety_comparator,ma_newton_police_2015,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,2015-2018,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,low,known_safety_row_counterpart_target_not_satisfied,validated_no_call,not_started,city_id=ma_newton; candidate-only scout target; not verified
lane_1,2,TS4-1-3b25eeabdfa9d810,Somerville,MA,police,non_safety_comparator,ma_somerville_police_spea_2012,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,2012-2015,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,low,known_safety_row_counterpart_target_not_satisfied,validated_no_call,not_started,city_id=ma_somerville; candidate-only scout target; not verified
lane_1,3,TS4-1-c563fe0ca6e8ab82,Somerville,MA,police,non_safety_comparator,ma_somerville_police_spsoa_2012,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,2012-2018,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,low,known_safety_row_counterpart_target_not_satisfied,validated_no_call,not_started,city_id=ma_somerville; candidate-only scout target; not verified
lane_1,4,TS4-1-1ac8622167c0e80e,Newark,NJ,fire,non_safety_comparator,nj_newark_fire_2013,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,2013-2015,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,low,known_safety_row_counterpart_target_not_satisfied,validated_no_call,not_started,city_id=nj_newark; candidate-only scout target; not verified
lane_1,5,TS4-1-1a0035ea9b2cc4a7,San Antonio,TX,fire,non_safety_comparator,tx_san_antonio_fire_2024,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,2024-2027,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,low,known_safety_row_counterpart_target_not_satisfied,validated_no_call,not_started,city_id=tx_san_antonio; candidate-only scout target; not verified
lane_1,6,TS4-1-ab8594900c394513,San Antonio,TX,police,non_safety_comparator,tx_san_antonio_police_2022,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,2022-2026,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,low,known_safety_row_counterpart_target_not_satisfied,validated_no_call,not_started,city_id=tx_san_antonio; candidate-only scout target; not verified
lane_1,7,TS4-1-b48bd2c683c5d44c,Cleveland,OH,fire,non_safety_comparator,oh_cleveland_fire_2025,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_core_known_safety_cycle_gap,exploratory_adjacent_only,same_or_overlapping_cycle_required,2025-2028,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,low,known_safety_row_counterpart_target_not_satisfied,validated_no_call,not_started,city_id=oh_cleveland; candidate-only scout target; not verified
lane_1,8,TS4-1-ac5a5e4ec364e4e2,Denver,CO,police,non_safety_comparator,NSCQ-CO-20260720-0004,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2021-2022,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=co_denver; population=716577; scout candidate only
lane_1,9,TS4-1-f6f8ca5199539bb1,Oklahoma City,OK,police,non_safety_comparator,NSCQ-OK-20260720-0001,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2023-2025,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_209170; population=702767; scout candidate only
lane_1,10,TS4-1-96a67be842029337,Nashville-Davidson County,TN,police,non_safety_comparator,NSCQ-TN-20260720-0001,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2023,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_175728; population=687788; scout candidate only
lane_1,11,TS4-1-4a1e280c7ed373c4,Boston,MA,fire,non_safety_comparator,NSCQ-MA-20260720-0005,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,"July 1, 2014 – June 30, 2017",Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=ma_boston; population=653833; scout candidate only
lane_1,12,TS4-1-95d9ea9171a3b30f,Memphis,TN,police,non_safety_comparator,NSCQ-TN-20260720-0003,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,"July 1, 2022 through June 30, 2025",Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_175826; population=618639; scout candidate only
lane_1,13,TS4-1-1debe54cd8c59c45,Milwaukee,WI,police,non_safety_comparator,NSCQ-WI-20260720-0001,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2018-2019,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_136562; population=561385; scout candidate only
lane_1,14,TS4-1-3c3d71be7971a94f,Atlanta,GA,fire,non_safety_comparator,NSCQ-GA-20260720-0001,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,unclear,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_194678; population=510823; scout candidate only
lane_1,15,TS4-1-c20a8e81df938237,Omaha,NE,police,non_safety_comparator,NSCQ-NE-20260720-0001,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2015-2020,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_208698; population=483335; scout candidate only
lane_1,16,TS4-1-572854261d8b8d43,Aurora,CO,police,non_safety_comparator,NSCQ-CO-20260720-0001,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2023-2024,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_194644; population=395052; scout candidate only
lane_1,17,TS4-1-4b7176fc4f9b032f,Corpus Christi,TX,fire,non_safety_comparator,NSCQ-TX-20260720-0017,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,"October 1, 2020 thru September 30, 2024",Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_176325; population=316595; scout candidate only
lane_1,18,TS4-1-83de2a162462e3d6,Pittsburgh,PA,police,non_safety_comparator,NSCQ-PA-20260720-0006,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2014-2024 target window,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=pa_pittsburgh; population=303255; scout candidate only
lane_1,19,TS4-1-234069385ee80ad8,Madison,WI,police,non_safety_comparator,NSCQ-WI-20260720-0005,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2016-2017,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=wi_madison; population=280305; scout candidate only
lane_1,20,TS4-1-d5af3b1e19d915bd,Chandler,AZ,fire,non_safety_comparator,NSCQ-AZ-20260720-0009,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2023-2024,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_100249; population=280167; scout candidate only
lane_1,21,TS4-1-e06976717542dc23,Buffalo,NY,fire,non_safety_comparator,NSCQ-NY-20260720-0001,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,"July 1, 2017 to June 30, 2025",Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=ny_buffalo; population=274678; scout candidate only
lane_1,22,TS4-1-0e51a46cf907c2f6,Boise City,ID,fire,non_safety_comparator,NSCQ-ID-20260720-0002,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2022-2026,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_162035; population=235421; scout candidate only
lane_1,23,TS4-1-1f6ea5e331e2ffc0,Fremont,CA,police,non_safety_comparator,NSCQ-CA-20260720-0037,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,unclear,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_207577; population=226208; scout candidate only
lane_1,24,TS4-1-e675f6076fced394,Frisco,TX,police,non_safety_comparator,NSCQ-TX-20260720-0028,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,FY24,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_194820; population=225007; scout candidate only
lane_1,25,TS4-1-fb169f49b80c8e98,Tallahassee,FL,fire,non_safety_comparator,NSCQ-FL-20260720-0022,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,unclear,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_161650; population=202221; scout candidate only
lane_1,26,TS4-1-dfac63e9b0182cc2,Peoria,AZ,police,non_safety_comparator,NSCQ-AZ-20260720-0006,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2018-2021,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_160832; population=198750; scout candidate only
lane_1,27,TS4-1-8dca1993422abb65,Huntington Beach,CA,police,non_safety_comparator,NSCQ-CA-20260720-0070,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,"July 1, 2023 – June 30, 2026",Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_100709; population=192129; scout candidate only
lane_1,28,TS4-1-6542f6fbc71d7ff5,Brownsville,TX,police,non_safety_comparator,NSCQ-TX-20260720-0038,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,FY 2022-23 through FY 2025-26,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_176022; population=190158; scout candidate only
lane_1,29,TS4-1-800c4746648f748e,Elk Grove,CA,police,non_safety_comparator,NSCQ-CA-20260720-0079,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2023-2027,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_200728; population=178444; scout candidate only
lane_1,30,TS4-1-a6c67cbeb3d88e92,Shreveport,LA,police,non_safety_comparator,NSCQ-LA-20260720-0001,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,unclear,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_127810; population=177959; scout candidate only
lane_1,31,TS4-1-e8c1043a26580360,Aurora,IL,fire,non_safety_comparator,NSCQ-IL-20260720-0005,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2017-2020,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=il_aurora; population=177563; scout candidate only
lane_1,32,TS4-1-d1515912241d416a,Pembroke Pines,FL,police,non_safety_comparator,NSCQ-FL-20260720-0026,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2019-2022,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_161593; population=171119; scout candidate only
lane_1,33,TS4-1-bad6784044c57b27,Fort Collins,CO,police,non_safety_comparator,NSCQ-CO-20260720-0011,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2022-2024,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_101409; population=170376; scout candidate only
lane_1,34,TS4-1-4f5ff8824962f705,Springfield,MO,police,non_safety_comparator,NSCQ-MO-20260720-0001,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,unclear,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_168896; population=170188; scout candidate only
lane_1,35,TS4-1-c1f4e012d191585f,Killeen,TX,police,non_safety_comparator,NSCQ-TX-20260720-0039,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,"Sep 30, 2023 (base term); extension possible until Mar 1, 2024",Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_175981; population=159643; scout candidate only
lane_1,36,TS4-1-82046183328a5402,Kansas City,KS,police,non_safety_comparator,NSCQ-KS-20260720-0003,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,unclear,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_164911; population=152933; scout candidate only
lane_1,37,TS4-1-be66707bee19939b,Savannah,GA,fire,non_safety_comparator,NSCQ-GA-20260720-0002,fire,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2018-2022,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_124438; population=147748; scout candidate only
lane_1,38,TS4-1-b96511aa40965c17,Pasadena,TX,police,non_safety_comparator,NSCQ-TX-20260720-0045,police,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,collective_bargaining_agreement_or_moa_or_wage_schedule,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,unclear,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,low,municipality_seen_safety_lead_target_unit_not_seen,validated_no_call,not_started,municipality_id=cog_2025_205455; population=146716; scout candidate only
