source_review_id,triage_id,candidate_queue_row_id,verification_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,source_locator,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,triage_status,priority_for_content_review,recommended_next_action,candidate_priority,verification_round_id,content_triage_round_id,source_owner_type,unit_type_scouted,population,matched_set_potential,official_domain_signal,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,pilot_selection_rank,source_review_lane_id,source_review_stage,pilot_selection_reason,source_review_status,source_review_status_detail,url_access_status,download_status,content_artifact_path,content_hash,content_byte_size,content_type_observed,text_layer_status,pdf_page_count,source_officialness_rating,source_relevance_rating,municipality_match_rating,employer_match_rating,bargaining_unit_match_rating,safety_unit_match_signal,non_safety_unit_match_signal,document_type_rating,contract_or_document_period_start,contract_or_document_period_end,wage_table_signal,wage_growth_signal,mechanism_language_signal,extraction_readiness_rating,extraction_mode_recommended,duplicate_canonical_decision,reviewer_notes,reviewer,reviewed_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written,final_access_url_sanitized,http_status_code,redirect_count,content_length_header,response_metadata_path,content_sample_path,error_type,transport_exception_type,error_message_sanitized,source_review_pilot_id,source_review_merge_id,source_review_merged_at
sr_8f463436164e9f45fcc5bd09,TRI-5d0c0a14def07389d771,NSCQ-OH-20260720-0192,VER-45fa7c91e0c30fad6fa6,cog_2025_110697,110697,OH,Athens,CITY OF ATHENS,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1301.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1301.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1301.pdf,"Agreement Between the City of Athens, Ohio and the Fraternal Order of Police, Ohio Labor Council (Patrol Officers and Lieutenants) — 2018-2020",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,police,,yes,likely_official,URL-533d60a08c22406b427c,1,canonical_representative,1,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0001_sr_8f463436164e9f45fcc5bd09.pdf,870bdec71e1c5843fe5f9213050455564dd05c8f275f5deb32b8ef20cb33c396,5689714,application/pdf,unknown,unknown,official_state_repository,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:17Z,1,1,1,0,0,0,1,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1301.pdf,200,0,5689714,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0001_sr_8f463436164e9f45fcc5bd09.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_da87d04f4f9691cac856fa1f,TRI-47f51dc48f18d85996c1,NSCQ-CA-20260720-0708,VER-4ee72f442df2cded4754,cog_2025_100656,100656,CA,El Cerrito,CITY OF EL CERRITO,https://elcerrito.gov/DocumentCenter/View/14435/915-ECPEA-MOU-2020-2022,https://elcerrito.gov/DocumentCenter/View/14435/915-ECPEA-MOU-2020-2022,https://elcerrito.gov/DocumentCenter/View/14435/915-ECPEA-MOU-2020-2022,Memorandum of Understanding Between the City of El Cerrito and the El Cerrito Police Employees’ Association,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-b750004e64a8209bd3c8,1,canonical_representative,2,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0002_sr_da87d04f4f9691cac856fa1f.pdf,5a70d58b19cbeb6bd27b23e1b0d7fb9451caec9d891930b9a82219a22837de82,401223,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:17Z,1,1,1,0,0,0,1,https://elcerrito.gov/DocumentCenter/View/14435/915-ECPEA-MOU-2020-2022,200,0,401223,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0002_sr_da87d04f4f9691cac856fa1f.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_884210e072bd551abba7d407,TRI-0c930fe04fb171cd5578,NSCQ-IL-20260720-0231,VER-0372e6591b9091e07021,cog_2025_102755,102755,IL,Algonquin,VILLAGE OF ALGONQUIN,https://www.algonquin.org/egov/documents/1654284267_21109.pdf,https://www.algonquin.org/egov/documents/1654284267_21109.pdf,https://www.algonquin.org/egov/documents/1654284267_21109.pdf,"Collective Bargaining Agreement (Metropolitan Alliance of Police, Algonquin Civilians, Chapter #183) – Police Civilian Unit",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-5a8b50204e452fead026,1,canonical_representative,3,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0003_sr_884210e072bd551abba7d407.pdf,7e92985ed2dacdad73e654c6e671d667c53505af6654b50656a8256a4add4c7b,1754091,application/pdf,unknown,unknown,uncertain,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:17Z,1,1,1,0,0,0,1,https://www.algonquin.org/egov/documents/1654284267_21109.pdf,200,0,1754091,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0003_sr_884210e072bd551abba7d407.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_4aeb24b26f8034ba21ae228a,TRI-5e9f857270af9be702e8,NSCQ-FL-20260720-0218,VER-c48c39e39a0d293b6964,cog_2025_101922,101922,FL,Cocoa,CITY OF COCOA,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,Cocoa PBA Rank and File FY25-27,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-baccf946eaa15244d358,1,canonical_representative,4,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0004_sr_4aeb24b26f8034ba21ae228a.pdf,d6a5fe7e9dab092add24bef3459e1a7a4c0366db34d884efb98c65389c1e2ece,592690,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:17Z,1,1,1,0,0,0,1,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,200,0,592690,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0004_sr_4aeb24b26f8034ba21ae228a.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_2f9ea99f1c1cd9c14c1ab60a,TRI-7fbf879a8caa1aa0ea54,NSCQ-MI-20260720-0070,VER-38ca0890ebdf4668ee5d,cog_2025_106395,106395,MI,Saginaw,CITY OF SAGINAW,https://www.saginaw-mi.com/DocumentCenter/View/93/POAM-CONTRACT-2022-2026,https://www.saginaw-mi.com/DocumentCenter/View/93/POAM-CONTRACT-2022-2026,https://www.saginaw-mi.com/DocumentCenter/View/93/POAM-CONTRACT-2022-2026,"City of Saginaw and POAM Collective Bargaining Agreement (Effective July 1, 2022 through June 30, 2026)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-2359130c8b28bc4b35f1,1,canonical_representative,5,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0005_sr_2f9ea99f1c1cd9c14c1ab60a.pdf,8150e924b435b4048ca1c8def4982255fc80f699bc15c777e2fb2d5589b620b7,2305400,application/pdf,unknown,unknown,uncertain,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:21Z,1,1,1,0,0,0,1,https://www.saginaw-mi.com/DocumentCenter/View/93/POAM-CONTRACT-2022-2026,200,0,2305400,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0005_sr_2f9ea99f1c1cd9c14c1ab60a.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_44c8c3a014b12e7dbea66050,TRI-c3b977ba3884452c21da,NSCQ-WA-20260720-0012,VER-1683294c3474e980c354,cog_2025_114624,114624,WA,Bellevue,CITY OF BELLEVUE,https://bellevuewa.gov/sites/default/files/media/pdf_document/cba-Bellevue-Police-Management-Association-current.pdf,https://bellevuewa.gov/sites/default/files/media/pdf_document/cba-Bellevue-Police-Management-Association-current.pdf,https://bellevuewa.gov/sites/default/files/media/pdf_document/cba-Bellevue-Police-Management-Association-current.pdf,"Collective Bargaining Agreement; City of Bellevue & Bellevue Police Management Association (April 1, 2018 through December 31, 2021)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-e70eb526090c243ae4c7,1,canonical_representative,6,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0006_sr_44c8c3a014b12e7dbea66050.pdf,b94126861cd15dd0eab9c3b692b2ac85482160859c6e12cd2a056ec68df1605f,1898656,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:21Z,1,1,1,0,0,0,1,https://bellevuewa.gov/sites/default/files/media/pdf_document/cba-Bellevue-Police-Management-Association-current.pdf,200,0,1898656,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0006_sr_44c8c3a014b12e7dbea66050.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_88f69b21df618e10de3abc21,TRI-8b6dc9c922ef851d98ea,NSCQ-MA-20260720-0102,VER-a3a9a92e925baecf82f6,cog_2025_128105,128105,MA,Holyoke,CITY OF HOLYOKE,https://storage.googleapis.com/proudcity/holyokema/2025/02/Police-Patrol-k-22-25-10-2-23.doc.pdf,https://storage.googleapis.com/proudcity/holyokema/2025/02/Police-Patrol-k-22-25-10-2-23.doc.pdf,https://storage.googleapis.com/proudcity/holyokema/2025/02/Police-Patrol-k-22-25-10-2-23.doc.pdf,"Agreement between the City of Holyoke, Massachusetts and the International Brotherhood of Police Officers, Local 388 (July 1, 2022 – June 30, 2025)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-f1e4b275d9f01302517c,1,canonical_representative,7,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,download_timeout,bounded source access timed out,timeout,timeout,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,not_ready,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:21Z,1,1,0,0,0,0,0,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0007_sr_88f69b21df618e10de3abc21.json,,timeout,TotalTimeout,bounded source access timed out,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_25e2a9b7cf862022087b2c55,TRI-e6770eafb8f87fe8dcb1,NSCQ-OR-20260720-0040,VER-02d96d608bfea40c1b61,cog_2025_133202,133202,OR,Corvallis,CITY OF CORVALLIS,https://apps.corvallisoregon.gov/webdocs/showdoc.aspx?docID=934419,https://archives.corvallisoregon.gov/public/ElectronicFile.aspx?dbid=0&docid=934419,https://archives.corvallisoregon.gov/public/ElectronicFile.aspx?dbid=0&docid=934419,"Agreement City of Corvallis and Corvallis Police Officers’ Association (CPOA) (July 1, 2022 to June 30, 2027)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-54ce113a687a5add7896,1,canonical_representative,8,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0008_sr_25e2a9b7cf862022087b2c55.pdf,3868b135443468a4ae1cff1b503fdc7df0066467c9caf6dd360d9ba7a1da99a3,697913,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:22Z,1,1,1,0,0,0,1,https://archives.corvallisoregon.gov/public/ElectronicFile.aspx?dbid=0&docid=934419,200,0,676119,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0008_sr_25e2a9b7cf862022087b2c55.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_4dcba46d6bf5dc0b0de407c0,TRI-286960d635459c980a4e,NSCQ-WI-20260720-0012,VER-1a1f6bd26bd8bd5f5b14,cog_2025_177090,177090,WI,Green Bay,CITY OF GREEN BAY,https://www.greenbaywi.gov/DocumentCenter/View/306/Police-Officers-Agreement-PDF,https://www.greenbaywi.gov/DocumentCenter/View/306/Police-Officers-Agreement-PDF,https://www.greenbaywi.gov/DocumentCenter/View/306/Police-Officers-Agreement-PDF,Green Bay Professional Police Association Agreement (Police Officers Agreement) — City of Green Bay,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-177d8494a5f18452cc49,1,canonical_representative,9,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0009_sr_4dcba46d6bf5dc0b0de407c0.pdf,f7085c92dbe3b76389c563837911383dffa9f4d1037d1f05a081cf9a1ab7268d,8998231,application/pdf,unknown,unknown,official_municipal,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:23Z,1,1,1,0,0,0,1,https://www.greenbaywi.gov/DocumentCenter/View/306/Police-Officers-Agreement-PDF,200,0,8998231,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0009_sr_4dcba46d6bf5dc0b0de407c0.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
sr_55bdc3d4dad1ccf66dd114e4,TRI-f5e8e6cd87903777336f,NSCQ-MN-20260720-0028,VER-a79b0b28a06dfb2e7593,cog_2025_167455,167455,MN,Burnsville,CITY OF BURNSVILLE,https://burnsville.civicweb.net/document/49902/Police%20Officer%20Union%20Contract.pdf?handle=7DAE210AFD4E4D068A80DD401A67C50F,https://burnsville.civicweb.net/document/49902/Police%20Officer%20Union%20Contract.pdf?handle=7DAE210AFD4E4D068A80DD401A67C50F,https://burnsville.civicweb.net/document/49902/Police%20Officer%20Union%20Contract.pdf?handle=7DAE210AFD4E4D068A80DD401A67C50F,AGENDA REPORT — Approval of Police Officer Union Contract for 2023-2025,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-7499ebddca3dbedfa736,1,canonical_representative,10,lane_1,bounded_artifact_review_not_parsed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,reviewed_metadata_and_artifact_saved,bounded artifact saved; ratings remain preliminary pending content review,reached,artifact_saved,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0010_sr_55bdc3d4dad1ccf66dd114e4.pdf,69f02c0fdf66f6ba26fb20e35a84e30404e120fc7e8b829297e1b3ec62d75c30,131755,application/pdf,unknown,unknown,uncertain,possible,possible,possible,possible,unknown,unknown,cba_candidate,,,unknown,unknown,unknown,medium,manual_review,not_assessed,"Bounded source review; no wage extraction, OCR, ingestion, codification, or final empirical finding.",script_bounded_source_review,2026-07-24T21:36:26Z,1,1,1,0,0,0,1,https://burnsville.civicweb.net/document/49902/Police%20Officer%20Union%20Contract.pdf?handle=7DAE210AFD4E4D068A80DD401A67C50F,200,0,131755,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/metadata/0010_sr_55bdc3d4dad1ccf66dd114e4.json,,,,,SOURCE-REVIEW-BATCH2-500-2026-07-24,SOURCE-REVIEW-BATCH2-500-MERGE-2026-07-24,2026-07-24T23:09:19Z
