extracted_text_id,retained_source_id,candidate_id,lane_id,readiness_status,extraction_status,extracted_text_path,extracted_text_sha256,extracted_text_size_bytes,extracted_char_count,extraction_method,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
TXT321-bc5dc814edcf2071b654,RS429-00687c2dc8237bf7b72f,TS4L-b682e7b98c855c406ef9,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-bc5dc814edcf2071b654.txt,f2833462ba17e6e6618331ea5a0cae2e183a595a69dcfa89e16dfe36782f1eb3,60010,59815,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-52e695953bb83e2d07dd,RS429-035152075d9d3928aab9,TS4L-9d76845fdf24db968375,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-52e695953bb83e2d07dd.txt,12f184d24f21a16d9f038c006c2183f915241a45e4ec72aa6cdceb10ee4b0fa5,55579,55427,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-07bcf0d10677312b78d4,RS429-039b02c28c27a26001dc,TS4L-7b27c18ad36f3513f1b9,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-07bcf0d10677312b78d4.txt,fcd2a6b43f53b948ba40bcb607951ce44f98bc3b5a5a8fb1e115161e387e9734,48283,48067,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-0f066060de43dd015a09,RS429-08d677b98576ecebb03d,TS4L-fd41859209501998826d,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-0f066060de43dd015a09.txt,86c18d6f03774c2f2ed60ccd315dd75dd44d3081579c9ba33ac7410ea261f7c0,145874,145412,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-74ffcbd5074794206091,RS429-0d02559995800650d5e8,TS4L-4a4cb123a1f2ff8ccef6,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-74ffcbd5074794206091.txt,0556cbfeeed34c073e08c189b86f308685c2680148da3f34a3afd231559527f7,31190,31190,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-55163f492e217a7d0a4f,RS429-0fdd483045f8e4450d41,TS4L-28cea38d600b12352ef4,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-55163f492e217a7d0a4f.txt,5989aabf36353c578d6884cba3490e843073234115d5da8e5a048562fc81dfdd,147827,147251,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-52a86f8e6add1466f100,RS429-10cc3df77f2a35331854,TS4L-66d5846bd673c3beeb07,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-52a86f8e6add1466f100.txt,7705e510bd42aeb8907857589845b20c6238ee23a2d7c0eb328ff95a6234ce25,17269,17269,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-b39b4b165665df8de027,RS429-12a888398310e59c3de8,TS4L-e4112ce5dfe0216f7e9a,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-b39b4b165665df8de027.txt,b4b6d3568ab3301d76d1ed98a6db49b4027651eaf2e60d7a4d03550676625ca5,153485,153188,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-08ee11403679979567e7,RS429-1a3717d800a5535b108f,TS4L-b617721424fd9353ae37,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-08ee11403679979567e7.txt,0b7e05ef5773ee4bc9de7288d4fd87e5f9cc1a59f8b1f2469720e93e413ce6a8,102639,102387,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT321-c674157fde204001e71e,RS429-23604e91ded43eaad9c1,TS4L-094708a83d131ff8adf8,lane_1,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-c674157fde204001e71e.txt,4fbd128b724abeaf8932eb3e4e50e438f8a1903b4ea7922bf9c9b49c83df421e,172658,172216,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
