scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4XPAR-20260727-001686,B4X1000-20260727-1001,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Bloomfield,Davis County (19051; primary),non_safety,non_safety,AFSCME/Iowa Council 61,unclear,"CEO 956 (State of Iowa PERB) - City of Bloomfield, AFSCME/Iowa Council 61: Amendment of Bargaining Unit and Certification (Bargaining Unit Included/Excluded)",https://eab.iowa.gov/media/187/download?inline=,eab.iowa.gov,https://eab.iowa.gov/media/187/download,mou_or_memorandum,memorandum_or_settlement,high,non_safety_constraint_signal,agreements_mous_settlements,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001687,B4X1000-20260727-1001,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Bloomfield,Davis County (19051; primary),unclear,unclear,,unclear,City of Bloomfield Employee Handbook (mentions collective bargaining agreement supersession; background HR policy),https://www.cityofbloomfield.org/wp-content/uploads/2020/06/VI.A.-2020-06-16-Employee-Handbook-revised-draft.pdf,cityofbloomfield.org,https://cityofbloomfield.org/wp-content/uploads/2020/06/VI.A.-2020-06-16-Employee-Handbook-revised-draft.pdf,cba,ordinance_or_policy,high,,agreements_mous_settlements,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001688,B4X1000-20260727-1003,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Chariton,Lucas County (19117; primary),non_safety,non_safety,"International Union of Operating Engineers, Local 234","FY2026 (wages paid beginning July 1, 2025); City Council resolution dated June 16, 2025","Resolution for Union Employee Wages for Fiscal Year 2026 (Union employee wage rates effective July 1, 2025)",https://chariton.org/vertical/sites/%7BA4F234CD-49D2-453F-B834-D4566EC7BDE3%7D/uploads/Council_Packet_06162025_website.pdf,chariton.org,https://chariton.org/vertical/sites/%7BA4F234CD-49D2-453F-B834-D4566EC7BDE3%7D/uploads/Council_Packet_06162025_website.pdf,mou_or_memorandum,memorandum_or_settlement,medium,non_safety_constraint_signal;fiscal_constraint_signal,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001689,B4X1000-20260727-1003,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Chariton,Lucas County (19117; primary),police,police,,"FY2026 (wages effective beginning July 1, 2025); City Council resolution dated June 16, 2025",Resolution for Non-Union Employee Wages for Fiscal Year 2026 (includes Police Department: Police Chief annual salary),https://chariton.org/vertical/sites/%7BA4F234CD-49D2-453F-B834-D4566EC7BDE3%7D/uploads/Council_Packet_06162025_website.pdf,chariton.org,https://chariton.org/vertical/sites/%7BA4F234CD-49D2-453F-B834-D4566EC7BDE3%7D/uploads/Council_Packet_06162025_website.pdf,other_local_government_pay_policy,ordinance_or_policy,medium,fiscal_constraint_signal,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,true,false,duplicate_or_prior_seen,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001690,B4X1000-20260727-1003,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Chariton,Lucas County (19117; primary),unclear,unclear,"International Union of Operating Engineers, Local 234","Not a wage/pay agreement; dated July 1, 2003 (certification order)","Order of Certification (Public Employment Relations Board): City of Chariton and International Union of Operating Engineers, Local 234",https://eab.iowa.gov/media/220/download?inline=,eab.iowa.gov,https://eab.iowa.gov/media/220/download,unknown_or_needs_review,index_page,low,,salary_wage_schedules,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001691,B4X1000-20260727-1004,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Eagle Grove,Wright County (19197; primary),non_safety,non_safety,"International Union of Operating Engineers, Local 234",unclear,"City of Eagle Grove and International Union of Operating Engineers, Local 234 (public collective bargaining document)",https://eab.iowa.gov/media/275/download?inline=,eab.iowa.gov,https://eab.iowa.gov/media/275/download,cba,cba,high,non_safety_constraint_signal,budget_pay_plans,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001692,B4X1000-20260727-1004,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Eagle Grove,Wright County (19197; primary),non_safety,non_safety,International Union of Operating Engineers,unclear,RESOLUTION 2022-03 Agreement between City of Eagle Grove and International Union of Operating Engineers,https://eaglegrove.gov/vertical/sites/%7B64A1095B-8B03-4661-9B9F-ADD124E544DC%7D/uploads/RESOLUTION_2022-03.pdf,eaglegrove.gov,https://eaglegrove.gov/vertical/sites/%7B64A1095B-8B03-4661-9B9F-ADD124E544DC%7D/uploads/RESOLUTION_2022-03.pdf,mou_or_memorandum,memorandum_or_settlement,medium,non_safety_constraint_signal,budget_pay_plans,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001693,B4X1000-20260727-1004,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Eagle Grove,Wright County (19197; primary),unclear,unclear,,unclear,RESOLUTION 2025-76 Authorizing Salaries and Wages for City of Eagle Grove Personnel,https://eaglegrove.gov/vertical/sites/%7B64A1095B-8B03-4661-9B9F-ADD124E544DC%7D/uploads/RESOLUTION_2025-76.pdf,eaglegrove.gov,https://eaglegrove.gov/vertical/sites/%7B64A1095B-8B03-4661-9B9F-ADD124E544DC%7D/uploads/RESOLUTION_2025-76.pdf,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,budget_pay_plans,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001694,B4X1000-20260727-1005,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Estherville,Emmet County (19063; primary),non_safety,non_safety,"AFSCME Council 61, Local 3651","July 1, 2025 through June 30, 2030","2025 - 2030 LABOR AGREEMENT (AFSCME Council 61, Local 3651) — City of Estherville Public Works Labor Agreement",https://cityofestherville.org/Library%20Documents/Library/About/Policies/PW%20LABOR%20AGREEMENT%2025-30.pdf,cityofestherville.org,https://cityofestherville.org/Library%20Documents/Library/About/Policies/PW%20LABOR%20AGREEMENT%2025-30.pdf,cba,cba,high,non_safety_constraint_signal,civil_service_hr_personnel,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001695,B4X1000-20260727-1005,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Estherville,Emmet County (19063; primary),police,police,Estherville Police/AFSCME Council 61,unclear,Estherville News (municipal council item text) — Police Labor Agreement (Tentative Agreement) ratification notice with 5-year period and effective date,https://epsilon.creativecirclecdn.com/estherville/files/20241223-151739-4f8-EsthervilleNews2024-12-26.pdf,epsilon.creativecirclecdn.com,https://epsilon.creativecirclecdn.com/estherville/files/20241223-151739-4f8-EsthervilleNews2024-12-26.pdf,cba,context_only,high,,civil_service_hr_personnel,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001696,B4X1000-20260727-1006,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Glenwood,Mills County (19129; primary),unclear,unclear,"AFCME Iowa Council 61, Union Local 3094-3",unclear,Glenwood City Council Minutes (approve union contract + approve resolution setting salaries/benefits for union and non-union employees),https://cityofglenwoodia.gov/api/blob/viewBlob?i=KK4KgyywpuFDfjGeqC%252BCo04D8%2F0HEV1%2FsRbi6Wa7I0t%2F1C46GPmYkzXZEcCB4gXK,cityofglenwoodia.gov,https://cityofglenwoodia.gov/api/blob/viewBlob,agenda_packet_or_minutes,meeting_minutes,high,,compensation_classification_studies,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001697,B4X1000-20260727-1006,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Glenwood,Mills County (19129; primary),unclear,unclear,AFSCME Iowa Council 61,unclear,Iowa Employment Appeal Board - Public Collective Bargaining: Election Obligations & Results (listing for City of Glenwood / AFSCME Iowa Council 61),https://eab.iowa.gov/public-collective-bargaining/election-obligations-results,eab.iowa.gov,https://eab.iowa.gov/public-collective-bargaining/election-obligations-results,cba,index_page,high,,compensation_classification_studies,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001698,B4X1000-20260727-1007,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Hiawatha,Linn County (19113; primary),police,police,Teamsters Local Union 238,1-year (operative duration not fully evidenced here beyond meeting minutes reference),City Council Regular Meeting Minutes (Resolution #17-066 approving a 1-year union contract agreement with Hiawatha Police Department and Teamsters Local Union 238),https://www.hiawatha-iowa.com/files/documents/17-04-05-Regular-Minutes.pdf,hiawatha-iowa.com,https://hiawatha-iowa.com/files/documents/17-04-05-Regular-Minutes.pdf,wage_schedule,meeting_minutes,high,,agenda_minutes_pay_policy,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,false,false,pending_combined_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4XPAR-20260727-001699,B4X1000-20260727-1007,lane_002,broad_shard_002,worker_lane_002,IA,Midwest,Hiawatha,Linn County (19113; primary),non_safety,non_safety,Teamsters Local Union 238,1-year (operative duration not fully evidenced here beyond meeting minutes reference),City Council Regular Meeting Minutes (Resolution #17-067 approving a 1-year union contract agreement with Hiawatha Maintenance Department and Teamsters Local Union 238),https://www.hiawatha-iowa.com/files/documents/17-04-05-Regular-Minutes.pdf,hiawatha-iowa.com,https://hiawatha-iowa.com/files/documents/17-04-05-Regular-Minutes.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,agenda_minutes_pay_policy,unscouted municipality; state-balanced geographic expansion,rotate broad public local-government labor and pay document families,false,true,false,duplicate_or_prior_seen,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
