readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_path,retained_file_type,retained_file_size_bytes,retained_file_sha256,file_extension,detected_file_type,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,file_integrity_status,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,html_text_readiness_hint,other_document_text_readiness_hint,readiness_status,readiness_reason
CBRDY-20260728-a6dba2f2d2f642525c1a,CBSRD-20260728-5d2489f5290fa5f9950d,CBCR-20260728-06440,BSSC-20260727-00003,BCV-20260728-03798,broad_490_preserved_review_queue,readiness_lane_001,7,AK,West,Dillingham,,Collective Bargaining Agreement by and between City of Dillingham and Public Safety Employees Association,https://www.psea.net/images/documents/2023/Dillingham_contract_23.pdf,https://psea.net/images/documents/2023/Dillingham_contract_23.pdf,psea.net,arbitration_award,cba,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-5d2489f5290fa5f9950d.pdf,pdf,585165,bb3d500f8dfaed3a97b225ee74426c519c418970ee2cc1636b582811bafcb8f9,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,34,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-db641092d3940c7fb588,CBSRD-20260728-0668999b6bba14ceec71,CBCR-20260728-08923,TS4L-e30b0a9e11e649a66da3,BCV-20260728-06007,targeted_prior_unrouted,readiness_lane_001,242,CA,West,San Ramon,,City of San Ramon HR MOU combined/regulation document (reg-moucombine.pdf),https://www.sanramon.ca.gov/UserFiles/Servers/Server_10826046/File/Our%20City/Departments/Admin%20Services/HR/MOU/reg-moucombine.pdf,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_10826046/File/Our%20City/Departments/Admin%20Services/HR/MOU/reg-moucombine.pdf,sanramon.ca.gov,collective_bargaining_agreement_or_moa_or_wage_schedule,collective_bargaining_agreement_or_moa_or_wage_schedule,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-0668999b6bba14ceec71.pdf,pdf,494933,d1e76ffd24176308b058f353e2ad06b4d4223ba0a36066cd22862feebc9da851,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,27,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-1a849643e33741e52724,CBSRD-20260728-650c06db867bfc7fab5e,CBCR-20260728-04616,B4XPAR-20260727-005033,BCV-20260728-01910,broad_4x1000_deduped,readiness_lane_001,275,CO,West,Gypsum,Eagle County (08037; primary),Approved 2026 Town Budget (salary expenditures / market + merit increase discussion),https://www.townofgypsum.com/files/61e78372b/Approved%2B2026%2BTown%2BBudget.pdf,https://townofgypsum.com/files/61e78372b/Approved%2B2026%2BTown%2BBudget.pdf,townofgypsum.com,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-650c06db867bfc7fab5e.pdf,pdf,4116911,9eadca3d9811ea7264f7a615f5f66fa9f11410041598e6ba85b30e8e1c047974,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,62,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-43db0e7659ae12b89762,CBSRD-20260728-528f99393a6cddffed26,CBCR-20260728-01680,B4XPAR-20260727-001814,BCV-20260728-03048,broad_4x1000_deduped,readiness_lane_001,645,IN,Midwest,Ellettsville,Monroe County (18105; primary),Town of Ellettsville Indiana Employee Handbook (personnel policy) (references salary ordinance for wage/compensation mechanics; overtime/work period rules for police/fire and civilian),https://ellettsville.in.us/egov/documents/1731522190_45815.pdf,https://ellettsville.in.us/egov/documents/1731522190_45815.pdf,ellettsville.in.us,salary_ordinance,ordinance_or_policy,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-528f99393a6cddffed26.pdf,pdf,753284,8b3a725ba452c8cb5b62d760337180f08888e42a5f7fe2e8bf489979edc5c54a,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,69,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-aed8534ae199f3c889e6,CBSRD-20260728-2be2a35efdd7b217af4e,CBCR-20260728-03331,B4XPAR-20260727-003623,BCV-20260728-07552,broad_4x1000_deduped,readiness_lane_001,670,IN,Midwest,Lawrenceburg,Dearborn County (18029; primary),"State Board of Accounts report (City of Lawrenceburg) referencing Article III(7) of the City’s collective bargaining agreement (effective through Dec 31, 2008) and uniform/clothing allowance amounts",https://www.in.gov/sboa/WebReports/B35646.pdf,https://in.gov/sboa/WebReports/B35646.pdf,in.gov,cba,context_only,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2be2a35efdd7b217af4e.pdf,pdf,553039,9b3c9badb979f2a6cac94db013588d5ba7129c60ec9d8cf2a226f2d641014dac,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,22,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-5249f1821d7a9d7b73ea,CBSRD-20260728-01ddb1c879851b6cb743,CBCR-20260728-03332,B4XPAR-20260727-003624,BCV-20260728-01122,broad_4x1000_deduped,readiness_lane_001,671,IN,Midwest,Lawrenceburg,Dearborn County (18029; primary),State Board of Accounts report (City of Lawrenceburg) referencing a collective bargaining agreement with IAM (Local 1391) for pension remittances and contractual obligations (context),https://www.in.gov/sboa/WebReports/B47390.pdf,https://in.gov/sboa/WebReports/B47390.pdf,in.gov,cba,insufficient_source,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-01ddb1c879851b6cb743.pdf,pdf,1603067,44998c36bbd47dabd9b0a934b8601256e31e91e2825633d7bc903377ed2019b0,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,17,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-f76e6dd15fc5fb4a7f18,CBSRD-20260728-cb3dd042474c54719452,CBCR-20260728-06832,BSSC-20260727-00434,BCV-20260728-04348,broad_490_preserved_review_queue,readiness_lane_001,906,LA,South,Youngsville,,Ordinance No. 462.1-2025 — Repealing Ordinance No. 462-2021 and Enacting a New Salary Schedule and Pay Plan for Enforcement Officers of the City of Youngsville Police Department (Exhibits “A” pay plan; “B” rules referenced),https://assets.newlouisiana.org/lafayette/youngsville/2025%2006%2026%20Introductory%20Ordinance%20462.1-2025.pdf,https://assets.newlouisiana.org/lafayette/youngsville/2025%2006%2026%20Introductory%20Ordinance%20462.1-2025.pdf,assets.newlouisiana.org,budget_or_pay_plan,ordinance_or_policy,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-cb3dd042474c54719452.pdf,pdf,582261,630dad12e6a94e1f44d00ae613889c4aaddf808e93513468953d729dbe7c4a15,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,5,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-16f5eb107d545b02080e,CBSRD-20260728-56c2f26b6872d3e0fcfe,CBCR-20260728-05015,B4XPAR-20260727-005470,BCV-20260728-04479,broad_4x1000_deduped,readiness_lane_001,1122,MI,Midwest,Grand Ledge,Eaton County (26045; primary); Clinton County (26037),Collective Bargaining Agreement (Grand Ledge Police Department Supervisor Unit) — CCLP,https://cclp.us/wp-content/uploads/GLPD-Supv-CBA-FINAL-07-01-24-06-30-27.pdf,https://cclp.us/wp-content/uploads/GLPD-Supv-CBA-FINAL-07-01-24-06-30-27.pdf,cclp.us,cba,cba,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-56c2f26b6872d3e0fcfe.pdf,pdf,673260,09d9e9e31236f7ece24536e95460f7f61dba2835c9af9282f62db40d0f5020cd,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,33,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-76973ae14703e5990aab,CBSRD-20260728-71bc4c2706bf467009a8,CBCR-20260728-03451,B4XPAR-20260727-003756,BCV-20260728-06821,broad_4x1000_deduped,readiness_lane_001,1192,MN,Midwest,Little Falls,Morrison County (27097; primary),"City Council Meeting Agenda Packet (Feb 17, 2026) — Deputy Clerk appointment at Pay Grade 10, Step 1 ($32.75/hour) stated as per AFSCME labor agreement",https://www.cityoflittlefalls.com/AgendaCenter/ViewFile/Agenda/_02172026-169,https://cityoflittlefalls.com/AgendaCenter/ViewFile/Agenda/_02172026-169,cityoflittlefalls.com,agenda_packet_or_minutes,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-71bc4c2706bf467009a8.pdf,pdf,21465718,38b0610915ae97ff6be9be1761dbca0a32f4febbae73d0059372ce0c03ca0d6d,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,145,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
CBRDY-20260728-f1674228ed7567419946,CBSRD-20260728-659b6801614b9de4f664,CBCR-20260728-03452,B4XPAR-20260727-003757,BCV-20260728-02535,broad_4x1000_deduped,readiness_lane_001,1193,MN,Midwest,Little Falls,Morrison County (27097; primary),"City Council Meeting Agenda Packet (Jun 15, 2026) — Park Maintenance Worker I posting at Pay Grade 4, Step 1 ($25.89/hour) as required by Labor Agreement (IUOE Local #49)",https://www.cityoflittlefalls.com/AgendaCenter/ViewFile/Agenda/_06152026-187,https://cityoflittlefalls.com/AgendaCenter/ViewFile/Agenda/_06152026-187,cityoflittlefalls.com,budget_or_pay_plan,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-659b6801614b9de4f664.pdf,pdf,15148073,34ba5ec4c23c84a96d4502ba8cb123292edcdf42a5f1faf6e0f7cc92fa94a00f,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,159,true,unknown,not_applicable,not_applicable,encrypted_or_locked,pdf_encrypted_or_locked
