readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_path,retained_file_type,retained_file_size_bytes,retained_file_sha256,file_extension,detected_file_type,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,file_integrity_status,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,html_text_readiness_hint,other_document_text_readiness_hint,readiness_status,readiness_reason
CBRDY-20260728-ef6dcbace1f873924d45,CBSRD-20260728-820d74afd9c3c4208d4e,CBCR-20260728-04543,B4XPAR-20260727-004952,BCV-20260728-02376,broad_4x1000_deduped,readiness_lane_001,165,CA,West,Anderson,Shasta County (06089; primary),CITY COUNCIL AGENDA (Anderson) — Exhibit A: Schedule of Wage Rates (includes municipal/non-sworn classifications; excerpt shows multiple hourly/monthly rates),https://www.ci.anderson.ca.us/12-3-2024%20Agenda%20Final.pdf,https://cms3.revize.com/revize/andersoncanew/12-3-2024%20Agenda%20Final.pdf,ci.anderson.ca.us,agenda_packet_or_minutes,wage_schedule_or_compensation_plan,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-820d74afd9c3c4208d4e.pdf,pdf,23895933,b0b8bc6b5858b798d8e599668a683880e35d48c2bf3722372e9f9f09b6d95f99,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,84,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-951c32e850042ba1470e,CBSRD-20260728-095ccd964d79bbb40644,CBCR-20260728-06166,B4XPAR-20260727-006717,BCV-20260728-06612,broad_4x1000_deduped,readiness_lane_001,179,CA,West,Carpinteria,Santa Barbara County (06083; primary),Resolution No. 6190 (approving and adopting SEIU Local 620 MOU for FY 2022-23 through 2026-27),https://carpinteriaca.gov/wp-content/uploads/2023/07/6190.pdf,https://carpinteriaca.gov/wp-content/uploads/2023/07/6190.pdf,carpinteriaca.gov,mou_or_memorandum,memorandum_or_settlement,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-095ccd964d79bbb40644.pdf,pdf,34722313,4e08b1696261bc9f5108038d0dbb60b2f6307f50411d47184f9d34d8702f4eb8,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,82,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-4afed961997e17dee42b,CBSRD-20260728-d7a6b052a6f275a9307f,CBCR-20260728-04554,B4XPAR-20260727-004964,BCV-20260728-07121,broad_4x1000_deduped,readiness_lane_001,188,CA,West,Crescent City,Del Norte County (06015; primary),"City Council Agenda (includes 'CCPOA 2018-2020 MOU Amendment' with operative period July 1, 2018 through June 30, 2020)",https://www.crescentcity.org/media/Agendas/2020/July%206th%202020.pdf,https://crescentcity.org/media/Agendas/2020/July%206th%202020.pdf,crescentcity.org,mou_or_memorandum,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-d7a6b052a6f275a9307f.pdf,pdf,23007937,537487319713c2ed5dbdcc7964aa5faf762c213e9c8aa61b43bf87f61baf4c57,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,107,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-cadd5aa8741b3e3af497,CBSRD-20260728-ab9b7e87c5219960c12f,CBCR-20260728-04574,B4XPAR-20260727-004984,BCV-20260728-01064,broad_4x1000_deduped,readiness_lane_001,203,CA,West,Healdsburg,Sonoma County (06097; primary),City Council Regular Meeting Agenda Packet (includes labor pay policy / salary schedule attachment),https://www.healdsburg.gov/AgendaCenter/ViewFile/Agenda/_04072025-1592,https://healdsburg.gov/AgendaCenter/ViewFile/Agenda/_04072025-1592,healdsburg.gov,wage_schedule,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-ab9b7e87c5219960c12f.pdf,pdf,46884072,9a9e728d031f90b3fd5cfe9557d8e6c3c46e0783f15adf87998e3c9573c14341,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,378,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-ad0b64f334727ce1ff27,CBSRD-20260728-33686d2295dd6ae82909,CBCR-20260728-04588,B4XPAR-20260727-005000,BCV-20260728-01433,broad_4x1000_deduped,readiness_lane_001,217,CA,West,Morro Bay,San Luis Obispo County (06079; primary),Memorandum of Understanding Between Service Employees International Union Local No. 620 and the City of Morro Bay (SEIU MOU 2021-2024),https://www.morrobayca.gov/ArchiveCenter/ViewFile/Item/5942,https://morrobayca.gov/ArchiveCenter/ViewFile/Item/5942,morrobayca.gov,mou_or_memorandum,cba,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-33686d2295dd6ae82909.pdf,pdf,35520254,ef153f043aac949b22cbe73be66a5030e4328b26b12b336db5598180c3353451,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,364,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-13c30770433a7cefa74a,CBSRD-20260728-c6972fb9f8354c215ee9,CBCR-20260728-06564,BSSC-20260727-00138,BCV-20260728-08162,broad_490_preserved_review_queue,readiness_lane_001,243,CA,West,Seal Beach,,Memorandum of Understanding (MOU) Between the City of Seal Beach and the Seal Beach Police Management Association,https://www.sealbeachca.gov/Portals/0/Documents/7551.2.pdf?ver=2024-10-02-120227-420,https://sealbeachca.gov/Portals/0/Documents/7551.2.pdf,sealbeachca.gov,mou_or_memorandum,memorandum_or_settlement,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-c6972fb9f8354c215ee9.pdf,pdf,27184283,a37d05588cf5075a71a7fb9e56f352e8798eedf8b940e753107f0cbda509b1f9,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,43,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-31ccf621244cdf103419,CBSRD-20260728-1c17920e13effdf169d2,CBCR-20260728-06583,BSSC-20260727-00157,BCV-20260728-07601,broad_490_preserved_review_queue,readiness_lane_001,279,CO,West,Lafayette,,"Attachment A - Ordinance No. 04, Series 2025: Enacting Chapter 87 of the Code of Ordinances Regarding Collective Bargaining for Police Officers",https://www.lafayetteco.gov/Archive.aspx?ADID=7427,https://lafayetteco.gov/ArchiveCenter/ViewFile/Item/7427,lafayetteco.gov,factfinding_report,ordinance_or_policy,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-1c17920e13effdf169d2.pdf,pdf,43871462,0107859fe7416a0e76d3b9ceaf91effe9380a06228c37999bec7167c2a3acf30,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,207,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-51172415e0d66124ae8d,CBSRD-20260728-84137989ab9590c4062a,CBCR-20260728-04628,B4XPAR-20260727-005045,BCV-20260728-02130,broad_4x1000_deduped,readiness_lane_001,289,CO,West,Woodland Park,Teller County (08119; primary),2022 Pay Plan (within FY23 Budget appendices),https://woodlandpark.gov/ArchiveCenter/ViewFile/Item/227,https://woodlandpark.gov/ArchiveCenter/ViewFile/Item/227,woodlandpark.gov,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-84137989ab9590c4062a.pdf,pdf,37615827,6f16d1fe71db338e1b4a77c3c94ce12b1988ee6e8d87b776da2071221b6d603e,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,206,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-89251ddc96ef82e5e3e0,CBSRD-20260728-808116eba29ccbd40067,CBCR-20260728-00460,B4XPAR-20260727-000509,BCV-20260728-07937,broad_4x1000_deduped,readiness_lane_001,321,CT,Northeast,North Branford,South Central Connecticut Planning Region (09170; primary),"Memorandum of Agreement (Police DB plan extension) — Town of North Branford & Fraternal Order of Police, Lodge #040 (NBTC Agenda Item #13p)",https://www.northbranfordct.gov/AgendaCenter/ViewFile/Agenda/_05192026-1005,https://northbranfordct.gov/AgendaCenter/ViewFile/Agenda/_05192026-1005,northbranfordct.gov,mou_or_memorandum,memorandum_or_settlement,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-808116eba29ccbd40067.pdf,pdf,22445309,27495727b6fc828b1ad261c4aea574704b28e35536fe291c5b7a4822057bc500,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,128,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
CBRDY-20260728-3e90406af1a59bb4877a,CBSRD-20260728-de939c453372ad078307,CBCR-20260728-00489,B4XPAR-20260727-000539,BCV-20260728-02129,broad_4x1000_deduped,readiness_lane_001,334,CT,Northeast,Woodbury,Naugatuck Valley Planning Region (09140; primary),3-10-2025 Charter Revision Comm Minutes (includes reference to personnel administration and a Pay Plan),https://woodburyct.org/vertical/Sites/%7B59751637-3DF2-41D3-B20A-866E470B1D1D%7D/uploads/3-10-2025_Charter_Revision_Comm_Minutes.pdf,https://woodburyct.org/vertical/Sites/%7B59751637-3DF2-41D3-B20A-866E470B1D1D%7D/uploads/3-10-2025_Charter_Revision_Comm_Minutes.pdf,woodburyct.org,budget_or_pay_plan,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-de939c453372ad078307.pdf,pdf,21653964,6075f8d2b3df2ba591f2f6a5db983b5196cdc5d4d6b0eb660430576b9b1551f1,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,67,false,unknown,not_applicable,not_applicable,oversized_for_text_pass,pdf_exceeds_20mib_or_500_page_text_pass_limit
