readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_path,retained_file_type,retained_file_size_bytes,retained_file_sha256,file_extension,detected_file_type,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,file_integrity_status,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,html_text_readiness_hint,other_document_text_readiness_hint,readiness_status,readiness_reason
CBRDY-20260728-749e9e2a1217b0452f3f,CBSRD-20260728-70d12e32b88a129a6095,CBCR-20260728-03079,B4XPAR-20260727-003341,BCV-20260728-08377,broad_4x1000_deduped,readiness_lane_002,78,MT,West,Winifred,Fergus County (30027; primary),Town Council Meeting Minutes Archive (includes multiple .docx minutes files; inspect for wage/pay policy attachments),https://www.townofwinifred.com/meeting-archive,https://townofwinifred.com/meeting-archive,townofwinifred.com,salary_ordinance,index_page,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-70d12e32b88a129a6095.html,html,949154,7eb665e0077adbe9b63dda25117f59c3cf8c1161e29d9b87ef1534cca63a9ac6,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-558da74ce3b6f4b17fab,CBSRD-20260728-6e23acf88fbf51a5cb89,CBCR-20260728-02724,B4XPAR-20260727-002954,BCV-20260728-00364,broad_4x1000_deduped,readiness_lane_002,660,OK,South,Henryetta,Okmulgee County (40111; primary),"February 17, 2025 City Council Agenda (appoint council members for negotiations: FOP Lodge #115 FY 2026-2027 bargaining agreement)",https://www.cityofhenryetta.com/index.php/agendas/256-feb-17-2025-city-council-agenda,https://cityofhenryetta.com/index.php/agendas/256-feb-17-2025-city-council-agenda,cityofhenryetta.com,agenda_packet_or_minutes,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-6e23acf88fbf51a5cb89.html,html,114,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-71f2ee7847ae957adda0,CBSRD-20260728-864ac360de05dce9e384,CBCR-20260728-04702,B4XPAR-20260727-005122,BCV-20260728-06727,broad_4x1000_deduped,readiness_lane_002,693,OR,West,Canyonville,Douglas County (41019; primary),Council Agendas & Minutes (landing page),https://www.cityofcanyonville.com/council-agendas-minutes,https://cityofcanyonville.com/council-agendas-minutes,cityofcanyonville.com,wage_schedule,index_page,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-864ac360de05dce9e384.html,html,827507,0cc5868dbe9939317fb70c914b3f9f41eace6b0466f040f0f0e47cb92aa3e528,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-2ee4adc1bc86986376f6,CBSRD-20260728-5ed121e206afdd1bef13,CBCR-20260728-00392,B4XPAR-20260727-000434,BCV-20260728-06411,broad_4x1000_deduped,readiness_lane_002,939,SD,Midwest,Winner,Tripp County (46123; primary),Agenda 1/16/24 (attachment text includes “Starting Wage Scale - Administrative Policy PAYROLL 1/10/2024”),https://www.winnersd.org/post/agenda-1-16-24,https://winnersd.org/post/agenda-1-16-24,winnersd.org,agenda_packet_or_minutes,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-5ed121e206afdd1bef13.html,html,981457,d3a403bdccfec468a5cce6fa63f0a7e36c97443a090dba495da7b56588a01d88,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-a28c64a62ff805c13853,CBSRD-20260728-4819d7c538d9c6c8b106,CBCR-20260728-03133,B4XPAR-20260727-003404,BCV-20260728-01092,broad_4x1000_deduped,readiness_lane_002,1035,UT,West,Hooper,Weber County (49057; primary),Meeting Minutes and Agendas (index/packet links for Hooper City Council),https://www.hoopercity.gov/meeting-minutes,https://hoopercity.gov/meeting-minutes,hoopercity.gov,salary_ordinance,index_page,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-4819d7c538d9c6c8b106.html,html,1058774,f090f7b5dbce82d9221e8269fb0a28c5aefc5d857bb7534913a2cdb101846949,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-99dc38dc11dfa3749b13,CBSRD-20260728-5fe5ba5d30eacdec50f3,CBCR-20260728-04508,B4XPAR-20260727-004914,BCV-20260728-02562,broad_4x1000_deduped,readiness_lane_003,164,AK,West,Nenana,Yukon-Koyukuk Census Area (02290; primary),City of Nenana Code of Ordinances (landing/table of contents),https://www.cityofnenana.com/city-code,https://cityofnenana.com/city-code,cityofnenana.com,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-5fe5ba5d30eacdec50f3.html,html,882844,5577e6b80cee1e54f210bdb8492df6af11a0292ca87a9daa86b7cfe1188bf9b4,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-031186d6f6baae157d2b,CBSRD-20260728-5f41e446fed6c0b52ea8,CBCR-20260728-05708,B4XPAR-20260727-006212,BCV-20260728-02926,broad_4x1000_deduped,readiness_lane_003,204,AR,South,Cave City,Sharp County (05135; primary); Independence County (05063),Dropbox folder: Website Ordinances (linked from Cave City public notices),https://www.dropbox.com/scl/fo/p2x9z3w0l25sq0fy80cv3/AGleZ2NcgFCUGb0ceQjM84E?dl=0&rlkey=wka7ts3ksutj7cumsqdhiufay,https://dropbox.com/scl/fo/p2x9z3w0l25sq0fy80cv3/AGleZ2NcgFCUGb0ceQjM84E,dropbox.com,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-5f41e446fed6c0b52ea8.html,html,212115,0ced8d3e594daa634e67e4a75b950f9b426ca843392d972fbd3cd499eacb6fe3,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-64fae6940e33d526609e,CBSRD-20260728-70d7654861528774a6a6,CBCR-20260728-05709,B4XPAR-20260727-006213,BCV-20260728-05070,broad_4x1000_deduped,readiness_lane_003,205,AR,South,Cave City,Sharp County (05135; primary); Independence County (05063),Dropbox folder: Website Resolutions (linked from Cave City public notices),https://www.dropbox.com/scl/fo/pejnu2tftlkw92m673bkd/AAsV_HT2wAtZKul5KUCenO0?dl=0&rlkey=avam1jz53hnfo0lionhpe9c5h,https://dropbox.com/scl/fo/pejnu2tftlkw92m673bkd/AAsV_HT2wAtZKul5KUCenO0,dropbox.com,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-70d7654861528774a6a6.html,html,212119,4cf1a2196cad32db52337a2f1c5b93181e14e5e53d44ac66fbb69f92e09788f1,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-811657951829dc1fc29b,CBSRD-20260728-3c476a3b50995026f1e6,CBCR-20260728-05710,B4XPAR-20260727-006214,BCV-20260728-07213,broad_4x1000_deduped,readiness_lane_003,206,AR,South,Cave City,Sharp County (05135; primary); Independence County (05063),Dropbox folder: Website Other Documents (linked from Cave City public notices),https://www.dropbox.com/scl/fo/t4t3x0r5zgmjstzfxoyii/AD97nwhFIuIPWO_fiJQc3lE?dl=0&rlkey=bnh1fdq0nk9zr5hoa1h0y1kfb,https://dropbox.com/scl/fo/t4t3x0r5zgmjstzfxoyii/AD97nwhFIuIPWO_fiJQc3lE,dropbox.com,unknown_or_needs_review,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-3c476a3b50995026f1e6.html,html,212143,4b939e235c3c309bb1d6ea3c215a29e8ee7e3ac101dd7970e8a464e0ba4b0990,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
CBRDY-20260728-4dc33f7d2b500db8c648,CBSRD-20260728-2698cd318197a608fad5,CBCR-20260728-08370,TS4L-8209c9d689c8bcb980bf,BCV-20260728-03799,targeted_prior_unrouted,readiness_lane_003,319,CA,West,Santa Maria,,"City Council Meeting - May 05, 2026 (includes “Third Amendment to the Memorandum of Understanding” with SEIU Local 620; attachments include “MOU_SEIU 620.pdf”)",https://pub-santamaria.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=67a911aa-4e0e-4b3a-b7a3-3be5da9fdb2a&lang=English,https://pub-santamaria.escribemeetings.com/Meeting.aspx,pub-santamaria.escribemeetings.com,collective_bargaining_agreement_or_moa_or_wage_schedule,collective_bargaining_agreement_or_moa_or_wage_schedule,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-2698cd318197a608fad5.html,html,26263,97f9d81bee34f75a0c1ea55459572d12b41cefd47a671f7a83d946c141cd02af,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis.",integrity_pass,,not_applicable,not_applicable,shell_or_navigation,not_applicable,shell_or_navigation_only,bounded_html_signal_is_redirect_shell_or_navigation_heavy
