canonical_source_id,alias_relative_path,alias_type,file_size_bytes,future_action
00e460774862dfce8e3897fbf41bbe1cd580b4ee90e6cf3e7506e31f6788ef7f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6e8a479c3002532653bc.pdf,exact_physical_duplicate,570225,retain_alias_metadata; remove physical duplicate only after source-library acceptance
d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9ec7e22546fde8998fd2.html,exact_physical_duplicate,212,retain_alias_metadata; remove physical duplicate only after source-library acceptance
d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d.html,exact_physical_duplicate,212,retain_alias_metadata; remove physical duplicate only after source-library acceptance
f5222837af34a10b0dc1162ab127c1f1a2a8bf10bf5691519a9fb9d953a1764f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c8d1a73b5db53bb40074.pdf,exact_physical_duplicate,312053,retain_alias_metadata; remove physical duplicate only after source-library acceptance
d9426a76aebd1a95fdb766dc2ee1f9822a99f4bcbff05b4242b76964d4148f54,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-37667299f14eaf264ae9.pdf,exact_physical_duplicate,1612232,retain_alias_metadata; remove physical duplicate only after source-library acceptance
c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3ec7e016a8465b142104.pdf,exact_physical_duplicate,5219027,retain_alias_metadata; remove physical duplicate only after source-library acceptance
ae89845ea339d99fd61946308d539df1e2160a6dd648e3f35feb41c136b50183,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-eb486acee6159c35376a.pdf,exact_physical_duplicate,1847892,retain_alias_metadata; remove physical duplicate only after source-library acceptance
be0f63a4a25aa6ced8592f524b89d6d77812756218b5666596e10534e970824f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-64c5272734c785fef27b.pdf,exact_physical_duplicate,3542175,retain_alias_metadata; remove physical duplicate only after source-library acceptance
3be8d598d237120c96f6102e6f4531c9719c3b46303402184009691e2b74bce0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e9be7da028b1655a3ae0.html,exact_physical_duplicate,3355,retain_alias_metadata; remove physical duplicate only after source-library acceptance
8492feb9bcfc15ca89078491772d1877995ef5991c7ac1abbf9dd8ea32312860,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b201e2cb1e4368aa04d9.pdf,exact_physical_duplicate,682630,retain_alias_metadata; remove physical duplicate only after source-library acceptance
c9d4b803d7b068f21e7d3d8f6c0dec3d3f49b60b53201f07a66dceba0935bf50,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-987514161ac566228d17.pdf,exact_physical_duplicate,112834,retain_alias_metadata; remove physical duplicate only after source-library acceptance
9cccaa08daa6b49c45d4a479750b4451accade054f99ac1a002f76eb89fdf259,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3c1af260b48940b1adfc.pdf,exact_physical_duplicate,11863483,retain_alias_metadata; remove physical duplicate only after source-library acceptance
e0e10c94c9ffabaa6ba2d1def8aa65b4f62ab5aa35c0336be6616686f686e953,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-7460e98a6e1ea96185fe.pdf,exact_physical_duplicate,114617,retain_alias_metadata; remove physical duplicate only after source-library acceptance
281798a41b84f9771cb415f25c3f8e1bbb8087cc1792c89586ecf7625eb120bd,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-c27c122c6d22486c70eb.pdf,exact_physical_duplicate,430701,retain_alias_metadata; remove physical duplicate only after source-library acceptance
feb10768a9f3e5404cc5e126236ea0fd93773b474368e7432edbb0cf62e1b884,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d2ccf80f62137f80afb9.pdf,exact_physical_duplicate,468620,retain_alias_metadata; remove physical duplicate only after source-library acceptance
2e9f33115ec18630f709ee5b16a5e8228624d92464ec6caae71480d08c9fccc1,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-84572d32706a5f123b69.pdf,exact_physical_duplicate,568288,retain_alias_metadata; remove physical duplicate only after source-library acceptance
a42e03292bec92846e8ad97ffe867cf0312773578b4ee646f47e2a45b4490157,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-344836bfb658dc462b6d.pdf,exact_physical_duplicate,2562242,retain_alias_metadata; remove physical duplicate only after source-library acceptance
6c95db0377043e3a81be8113ddab4a2b256b06e19339fb8dd094f751e27eb3f6,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-b05bc560d6cf941234ab.pdf,exact_physical_duplicate,345633,retain_alias_metadata; remove physical duplicate only after source-library acceptance
de8d3626688b3b884dbcce961d1315b0a8cbbaa47e25863cc2a0bd19e9b3d310,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-9444d2a3f8b92ce308ee.pdf,exact_physical_duplicate,559153,retain_alias_metadata; remove physical duplicate only after source-library acceptance
f059e4b8166ed7b25ef2fc7c4868ae579f0950090bc867ece7b0d0dfffd1378b,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-4d0cc5835350a5c29194.pdf,exact_physical_duplicate,1760106,retain_alias_metadata; remove physical duplicate only after source-library acceptance
02e960930acf8f5d0c626c651f0b54f87e9c49b7e6fe19630e8874bd4e9651fb,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3e3ec3fdc297bb3ba142.pdf,exact_physical_duplicate,535381,retain_alias_metadata; remove physical duplicate only after source-library acceptance
c47244b881f79b01d1170a2a3bffbad8cc1b73b1403d30859b7788a5d61efde4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-607f5c36220a52119f8e.pdf,exact_physical_duplicate,50183,retain_alias_metadata; remove physical duplicate only after source-library acceptance
