inventory_id,relative_path,artifact_family,artifact_subfamily,file_size_bytes,clean_repo_decision,source_library_decision,original_archive_decision,post_acceptance_cleanup_decision,cleanup_level,lane_id,lineage,absolute_path_hash,filename,extension,tracked_status,ignored_status,untracked_status,symlink_status,file_size_human,modified_time,created_time_if_available,SHA256_if_available,existing_hash_source,exact_duplicate_group_id,near_duplicate_group_id_if_available,canonical_source_id_if_available,task_id_if_available,source_type_if_available,municipality_if_available,state_if_available,period_if_available,original_URL_pointer_if_available,extraction_status_if_available,claim_or_report_dependency,current_use_status,superseded_status,sensitive_material_risk,machine_specific_path_risk,redistribution_risk,cleanup_priority,estimated_reclaimable_bytes,replacement_summary_path,retention_reason,exclusion_reason,unresolved_question,logical_file_count
INV-a49036ba5a0e7315512e,docs/prompts/README.md,prompt,orchestration_prompt,3054,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,3054,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-599d87b087b3b40f7fdf,tmp/national_batch01_ma_live_scout_validation_2026-07-16/prompt_test.txt,prompt,orchestration_prompt,228,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,228,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-f2f04c014494cf53eeae,tmp/national_batch01_ma_live_scout_validation_2026-07-16/py_compile_prompt_test.txt,prompt,orchestration_prompt,0,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,0,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-a526099857c93555f1d2,docs/analysis/pdf_readiness_pilots/PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24/pdf_readiness_merge_prompt_stub.md,prompt,orchestration_prompt,361,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,361,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-475b32a5c831c71bf7c1,docs/analysis/text_table_detection_pilots/TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24/text_table_detection_merge_prompt_stub.md,prompt,orchestration_prompt,337,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,337,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-1d4d670e707ce634d91b,docs/analysis/worker_3_tx50_prep_prompt_2026-07-21.md,prompt,orchestration_prompt,3462,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,3462,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-cf117c048774880960db,docs/analysis/worker_2_nj50_prep_prompt_2026-07-21.md,prompt,orchestration_prompt,3396,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,3396,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-e97f9ed2aecfcefd0b90,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-SCOUT-INFRASTRUCTURE-PREP-2026-07-29/next_broad_state_4x2500_live_scout_prompt.md,prompt,orchestration_prompt,1524,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,1524,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-18d5b4bdd2d9fc020b72,docs/analysis/parallel_scout_round1_live_prompt_2026-07-23.md,prompt,orchestration_prompt,5691,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,5691,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
INV-124e765f366a0227cd76,docs/analysis/compensation_extraction/TARGETED-SCOUTING-FOUR-LANE-PREP-DRY-RUN-FROM-PROVISIONAL-CLAIM-REVIEW-2026-07-25/worker_prompts/targeted_scouting_lane_4_live_prompt.md,prompt,orchestration_prompt,1775,exclude,exclude,retain,eligible_after_compact_history_archive,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,1775,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,
