inventory_id,relative_path,artifact_family,artifact_subfamily,file_size_bytes,clean_repo_decision,source_library_decision,original_archive_decision,post_acceptance_cleanup_decision,cleanup_level,lane_id,lineage,absolute_path_hash,filename,extension,tracked_status,ignored_status,untracked_status,symlink_status,file_size_human,modified_time,created_time_if_available,SHA256_if_available,existing_hash_source,exact_duplicate_group_id,near_duplicate_group_id_if_available,canonical_source_id_if_available,task_id_if_available,source_type_if_available,municipality_if_available,state_if_available,period_if_available,original_URL_pointer_if_available,extraction_status_if_available,claim_or_report_dependency,current_use_status,superseded_status,sensitive_material_risk,machine_specific_path_risk,redistribution_risk,cleanup_priority,estimated_reclaimable_bytes,replacement_summary_path,retention_reason,exclusion_reason,unresolved_question,logical_file_count
INV-941b40cf6a50cad4f274,docs/archive/early_occupation_scoping_2026-07/wage_mechanism_project_checkpoint_2026-07-05.md,checkpoint,worker_checkpoint,53040,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,53040,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-00707283f12c76eec928,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/lane_004_checkpoint.json,checkpoint,worker_checkpoint,2875131,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,2875131,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-1481501fdc07ea164840,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/06_EXTERNAL-DATA-EXTRACTION/extraction_lane_001_checkpoint.json,checkpoint,worker_checkpoint,609,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,609,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-712071d8ec2a4cfb79f9,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_002/scout_lane_002_checkpoint.json,checkpoint,worker_checkpoint,2874880,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,2874880,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-22c42623031994e8e7fd,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SOURCE-REVIEW-DOWNLOAD-2026-08-02/source_review_lane_003_checkpoint.json,checkpoint,worker_checkpoint,400,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,400,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-0c18aa5c05957470b4fe,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/06_EXTERNAL-DATA-EXTRACTION/extraction_lane_002_checkpoint.json,checkpoint,worker_checkpoint,633,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,633,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-990d44c1a896fb05e198,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/01_RESIDUAL-HOSTED-SEARCH-SCOUT/residual_resume_lane_004_checkpoint.json,checkpoint,worker_checkpoint,357,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,357,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-def001e653c4229453e3,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01/scout_lane_005_checkpoint.json,checkpoint,worker_checkpoint,1557327,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,1557327,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-3c6f08c34617bcdab3c0,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/05_EXTERNAL-DATA-READINESS/readiness_lane_002_checkpoint.json,checkpoint,worker_checkpoint,634,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,634,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
INV-81788abaa85040c83162,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-TEXT-EXTRACTION-2026-08-02/lanes/text_extraction_lane_001/checkpoint.json,checkpoint,worker_checkpoint,327,exclude,exclude,retain,eligible_after_handoff_acceptance,1,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,327,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,
