verification_id,candidate_queue_row_id,candidate_queue_stable_key,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,candidate_title,candidate_source_type,candidate_priority,candidate_status_before_verification,triage_bucket,duplicate_source_group_id,duplicate_group_size,duplicate_group_role,near_duplicate_candidate_key,population,state_candidate_rows_per_covered,unit_type_scouted,source_owner_type,scout_confidence,triage_score,source_wave,verification_stage
VER-4c85e6d104f266adb03f,NSCQ-DC-20260720-0001,NSCQ-DC-20260720-0001,cog_2025_124214,124214,DC,Washington,CITY OF WASHINGTON DC,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/Comp-Unit-3---FOP-MPD-FY18-FY20-Union-FOP-Salary-Schedules.pdf,Comp Unit 3 - FOP MPD FY18-FY20 Union FOP Salary Schedules,wage_schedule_or_compensation_plan,high,scheduled,high_priority_later_verify,URL-e60b4d3e85e1842254bd,1,primary,KEY-8d238d73f3514fcda26a,678972,5.0,police,city,medium,82,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-49b9a371abd16333b148,NSCQ-DC-20260720-0004,NSCQ-DC-20260720-0004,cog_2025_124214,124214,DC,Washington,CITY OF WASHINGTON DC,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/CBA%20Comp%201-2%20w.%20Union%20Agency%20signatures%20and%20Mayor%20signature%20FY%202022-2025.pdf,Compensation Units One and Two Collective Bargaining Agreement (FY 2022-2025),cba,high,scheduled,high_priority_later_verify,URL-ce1e381944c7979c087d,1,primary,KEY-a8ddb0df942c8fd6d9f7,678972,5.0,non_safety,city,medium,91,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-4b616d6b312ba7a9a999,NSCQ-RI-20260720-0005,NSCQ-RI-20260720-0005,cog_2025_112807,112807,RI,Warwick,CITY OF WARWICK,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/2024-09/Warwick-Fire-Local-2748-CBA-Exp-06-30-25.pdf,"Agreement by and Between the City of Warwick and Local 2748, International Association of Fire Fighters (Fire)",cba,high,scheduled,high_priority_later_verify,URL-e7c2fc3ec3a1525f89ec,1,primary,KEY-83748cf669ad58dd6403,82999,3.375,fire,state_labor_board,medium,100,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-f344fae3373d8002f347,NSCQ-RI-20260720-0009,NSCQ-RI-20260720-0009,cog_2025_209434,209434,RI,Cranston,CITY OF CRANSTON,https://municipalfinance.ri.gov/documents/contracts/Cranston_GE.pdf,"Collective Bargaining Agreement: City of Cranston and Teamsters Local Union No. 251 (Municipal Employees) for the Term July 1, 2015–June 30, 2018",cba,high,scheduled,high_priority_later_verify,URL-0884e413dbb64f64b998,1,primary,KEY-4373d4c397744ac9abca,82635,3.375,non_safety,state_labor_board,high,100,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-8465da5fe8e6ed9d826f,NSCQ-RI-20260720-0012,NSCQ-RI-20260720-0012,cog_2025_174833,174833,RI,Pawtucket,CITY OF PAWTUCKET,https://pawtucketri.gov/wp-content/uploads/2025/01/Signed-1012-Contract-2024_2027.pdf,"CONTRACT BETWEEN R.I. COUNCIL 94, AFSCME, AFL-CIO LOCAL 1012 AND THE CITY OF PAWTUCKET, RHODE ISLAND (Signed 2024–2027)",cba,high,scheduled,high_priority_later_verify,URL-2c951f0c8f9652a4372b,1,primary,KEY-3baa893f106febfa1369,75321,3.375,non_safety,city,medium,100,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-94f9e6a33b576b642517,NSCQ-RI-20260720-0017,NSCQ-RI-20260720-0017,cog_2025_134386,134386,RI,Woonsocket,CITY OF WOONSOCKET,https://municipalfinance.ri.gov/documents/contracts/Woonsocket_Police.pdf,"Contract Agreement for July 1, 2014 through June 30, 2019 (City of Woonsocket and International Brotherhood of Police Officers Local Number 404)",cba,high,scheduled,high_priority_later_verify,URL-ed234959cf7b923d38cc,1,primary,KEY-96fe98933eb50e89f75b,43135,3.375,police,state_labor_board,high,100,POST-PI-PARALLEL-ROUND2-3X150-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-4f696c92de1e44994a28,NSCQ-NV-20260720-0001,NSCQ-NV-20260720-0001,cog_2025_169987,169987,NV,Henderson,CITY OF HENDERSON,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/police/City%20of%20Henderson%20and%20HPSA%20Restated.pdf,"LABOR AGREEMENT BETWEEN CITY OF HENDERSON, NEVADA AND HENDERSON POLICE SUPERVISORS ASSOCIATION — JULY 1, 2014 – JUNE 30, 2018 (Amended and Restated on January 17, 2017)",cba,high,scheduled,high_priority_later_verify,URL-ac59ed87af7f00955d79,1,primary,KEY-db3c8c8366b6052db37d,337305,3.090909,police,state_labor_board,medium,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-134d31654316d387a4c4,NSCQ-NV-20260720-0004,NSCQ-NV-20260720-0004,cog_2025_169987,169987,NV,Henderson,CITY OF HENDERSON,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/cities/City%20of%20Henderson.Blue%20Collar.July%201%2C%202018%20-%20June%2030%2C%202020.pdf,"City of Henderson Blue Collar — July 1, 2018 – June 30, 2020",cba,high,scheduled,high_priority_later_verify,URL-73f3ba35e803c2a79be0,1,primary,KEY-6c0080f186fe03e175e5,337305,3.090909,non_safety,state_labor_board,low,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-6da2bf2d4ca6647a7611,NSCQ-NV-20260720-0009,NSCQ-NV-20260720-0009,cog_2025_169993,169993,NV,Reno,CITY OF RENO,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/police/RPSAE%202019%20to%202022%20Sgt%20CBA.pdf,Agreement Between the City of Reno and the Reno Police Supervisory and Administrative Employees Association Covering Supervisory Employees (RPSAE - Sergeants) (Contract term shown on document),cba,high,scheduled,high_priority_later_verify,URL-930a1431c2acb6d141ac,1,primary,KEY-836f963dba36a7830237,274915,3.090909,police,state_labor_board,medium,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-7a44ddd62907b22f4536,NSCQ-NV-20260720-0012,NSCQ-NV-20260720-0012,cog_2025_169993,169993,NV,Reno,CITY OF RENO,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/FF/IAFF%20Local%20731%202024-2025%20CBA%281%29.pdf,Agreement Between the City of Reno and the Reno Fire Fighters Local 731 International Association of Firefighters (IAFF Local 731),cba,high,scheduled,high_priority_later_verify,URL-c5ad9493c8522b75637b,1,primary,KEY-ef76d974c1c8723080dd,274915,3.090909,fire,state_labor_board,medium,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
