adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,mathematical_result,formula,numerator,denominator,supporting_or_countervailing_role,semantic_question_to_resolve,recommended_review_method,final_adjudication
False,,EXTINGEST-8ee1b3b0d98bbe92322aedb0,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-46235bdb2cf53a36edd7e8a6,,cog_2025_212147,staffing_count,2016,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-e058e783d247f63438385376,unclear,a88275a72e4863e625f2cd78e3bf45177d09b6129ed4888c57416fce067a50a1,879145,879138,Vacant,574,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-9596ef7bd4aed18c0a003960,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-7ead6ff3e33b627e070e0ba7,,cog_2025_162791,staffing_count,2022,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-e35bf069b686ab54d7cb7880,unclear,dac4d8cf08ed6abe1eaa25222ffb932884d2f8714914c2e6dc6d6826c3949615,561059,561057,76,263,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-9ca21215fd92b9c2cdd12ca0,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-434041756a83c9688e53d85c,,cog_2025_209137,staffing_count,2023,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-83158bc6cc485d416e63442b,unclear,290983d48ae32c270de6477d3541b2a8afca0a1579c6782a4821da85ef42d735,334815,334813,24,147,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-b800048bd5fb25876d094889,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-82fb14abe01719e35b2bfba7,MECH-06,cog_2025_123727,staffing_count,undated,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-3a952fde97c951d513a7aadd,unclear,0f07c4d695b65e6f78897ef5b25ebf8af9943033e6b078b00833d32db2bb7a89,238534,238533,1,184,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-847be8ab8a9d4cfe0563c66d,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-5bc390791c8206656e0576a8,,cog_2025_168447,staffing_count,2026,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-c125e036569e0cc69ae0f700,unclear,943e086e4822e2ba938c3a0f24c48e86e49f74ee7eabcbed50dba0d10a1173ce,23308,23307,0,15,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-ed269557f84f1a06b428ed38,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-4ca94c169779869d7d8cb4c7,,cog_2025_225676,staffing_count,2023,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-fe042762fc0d3472a98ceec6,unclear,684df7bcddd0c5e41231211024fdc33b875e1868dfd072d9183578189ac3b4be,122366,122362,5.00,75,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-a48a062a518ac535820023b1,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-921d65ec8de22286df7226f3,,cog_2025_170299,staffing_count,2025,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-1d31a5d2e2a0ab2322b7d08f,unclear,92f1fbfd58782d11c4e84d9cb32be848f9feeddb594eb04758302b30ec9870f6,655175,655171,0.00,374,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-60bdb648c42a6e940db10924,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-61144665861ee7c06c63bf26,,cog_2025_109487,staffing_count,2017,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-7ae47011d3969ed3c1f6f076,unclear,9d93ced51293286c8ef02b8b45d193dfd35446f741f0a1bfe1ed668c0cf044c9,53595,53590,"1,040",23,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-e5b557ab0b520a4145a35ff5,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-c45f6078e0bc58551462b379,MECH-06,cog_2025_168274,staffing_count,2019,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-18d9bacee4b0a057d4d8a5e1,unclear,a00d9ffd8f4afa2c7dad884e4720a9cac910a1ece32be260049cc3d65c9c7753,992417,992415,22,333,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-c12881f543bd83bea0d2c992,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-43c537d82731a5a0aeb0b7b3,MECH-06,cog_2025_170800,staffing_count,2025,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-55e0ad9ad9d3ec42ee4b5009,unclear,9eba24ee01666e0a37fc34a3c89d96244bfb5ca780e46f0936f32ecdc3e55fea,106542980,106542974,15.059,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
