scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,census_gov_id,county,population,government_name,prior_scout_covered_flag,newly_planned_this_wave_flag,unit_type_hint,occupation_group_hint,matched_safety_non_safety_opportunity_flag,source_family_query_family,source_family_diversification_reason,broad_geographic_target_reason,planned_search_query_family,planned_search_terms_redacted_or_sanitized,expected_source_family_hints,prior_candidate_overlap_flag,prior_seen_locator_risk_flag,target_quality_tier,target_inclusion_reason,expected_units_to_search,scout_purpose,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,dry_run_status,live_status,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X2500-20260729-00001,broad_4x2500_shard_001,1,IA,Midwest,Albert City,cog_2025_164308,164308,Buena Vista County (19021; primary),626,CITY OF ALBERT CITY,false,true,broad_discovery_unspecified,police; fire; non_safety,false,cba_agreement,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,collective bargaining agreement labor contract,cba,false,false,acceptable_broad_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Albert City"" IA labor agreement MOU settlement","""Albert City"" IA arbitration factfinding labor","""Albert City"" IA salary ordinance wage schedule pay plan","""Albert City"" IA civil service HR compensation classification personnel","""Albert City"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00002,broad_4x2500_shard_001,2,IA,Midwest,Alburnett,cog_2025_164469,164469,Linn County (19113; primary),667,CITY OF ALBURNETT,false,true,broad_discovery_unspecified,police; fire; non_safety,false,mou_settlement,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,memorandum MOU settlement agreement labor,mou_or_memorandum; settlement_agreement,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Alburnett"" IA labor agreement MOU settlement","""Alburnett"" IA arbitration factfinding labor","""Alburnett"" IA salary ordinance wage schedule pay plan","""Alburnett"" IA civil service HR compensation classification personnel","""Alburnett"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00003,broad_4x2500_shard_001,3,IA,Midwest,Anthon,cog_2025_104495,104495,Woodbury County (19193; primary),531,CITY OF ANTHON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,arbitration award factfinding impasse report,arbitration_award; factfinding_report,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Anthon"" IA labor agreement MOU settlement","""Anthon"" IA arbitration factfinding labor","""Anthon"" IA salary ordinance wage schedule pay plan","""Anthon"" IA civil service HR compensation classification personnel","""Anthon"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00004,broad_4x2500_shard_001,4,IA,Midwest,Belmond,cog_2025_184215,184215,Wright County (19197; primary),2399,CITY OF BELMOND,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedule,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,salary ordinance wage schedule compensation schedule,salary_ordinance; wage_schedule,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Belmond"" IA labor agreement MOU settlement","""Belmond"" IA arbitration factfinding labor","""Belmond"" IA salary ordinance wage schedule pay plan","""Belmond"" IA civil service HR compensation classification personnel","""Belmond"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00005,broad_4x2500_shard_001,5,IA,Midwest,Britt,cog_2025_164413,164413,Hancock County (19081; primary),2004,CITY OF BRITT,false,true,broad_discovery_unspecified,police; fire; non_safety,false,budget_pay_plan,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,municipal budget pay plan compensation plan,budget_or_pay_plan,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Britt"" IA labor agreement MOU settlement","""Britt"" IA arbitration factfinding labor","""Britt"" IA salary ordinance wage schedule pay plan","""Britt"" IA civil service HR compensation classification personnel","""Britt"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00006,broad_4x2500_shard_001,6,IA,Midwest,Brooklyn,cog_2025_126695,126695,Poweshiek County (19157; primary),1464,CITY OF BROOKLYN,false,true,broad_discovery_unspecified,police; fire; non_safety,false,civil_service_hr_pay,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,civil service HR pay plan classification,civil_service_or_hr_pay_plan,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Brooklyn"" IA labor agreement MOU settlement","""Brooklyn"" IA arbitration factfinding labor","""Brooklyn"" IA salary ordinance wage schedule pay plan","""Brooklyn"" IA civil service HR compensation classification personnel","""Brooklyn"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00007,broad_4x2500_shard_001,7,IA,Midwest,Cambridge,cog_2025_164570,164570,Story County (19169; primary),828,CITY OF CAMBRIDGE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,compensation_classification_study,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,compensation study classification study pay,compensation_study; classification_study,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Cambridge"" IA labor agreement MOU settlement","""Cambridge"" IA arbitration factfinding labor","""Cambridge"" IA salary ordinance wage schedule pay plan","""Cambridge"" IA civil service HR compensation classification personnel","""Cambridge"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00008,broad_4x2500_shard_001,8,IA,Midwest,Center Point,cog_2025_193315,193315,Linn County (19113; primary),2549,CITY OF CENTER POINT,false,true,broad_discovery_unspecified,police; fire; non_safety,false,personnel_policy,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,personnel policy employee compensation wages,personnel_policy,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Center Point"" IA labor agreement MOU settlement","""Center Point"" IA arbitration factfinding labor","""Center Point"" IA salary ordinance wage schedule pay plan","""Center Point"" IA civil service HR compensation classification personnel","""Center Point"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00009,broad_4x2500_shard_001,9,IA,Midwest,Central City,cog_2025_126658,126658,Linn County (19113; primary),1241,CITY OF CENTRAL CITY,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agenda_minutes_attachment,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,council agenda minutes attached labor pay record,agenda_packet_or_minutes,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Central City"" IA labor agreement MOU settlement","""Central City"" IA arbitration factfinding labor","""Central City"" IA salary ordinance wage schedule pay plan","""Central City"" IA civil service HR compensation classification personnel","""Central City"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00010,broad_4x2500_shard_001,10,IA,Midwest,Charter Oak,cog_2025_126598,126598,Crawford County (19047; primary),511,CITY OF CHARTER OAK,false,true,broad_discovery_unspecified,police; fire; non_safety,false,local_pay_policy,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,local government pay policy labor relations compensation,other_local_government_pay_policy,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Charter Oak"" IA labor agreement MOU settlement","""Charter Oak"" IA arbitration factfinding labor","""Charter Oak"" IA salary ordinance wage schedule pay plan","""Charter Oak"" IA civil service HR compensation classification personnel","""Charter Oak"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00011,broad_4x2500_shard_001,11,IA,Midwest,Clarksville,cog_2025_104349,104349,Butler County (19023; primary),1243,CITY OF CLARKSVILLE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,labor_relations_index,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,official labor relations agreements awards index,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Clarksville"" IA labor agreement MOU settlement","""Clarksville"" IA arbitration factfinding labor","""Clarksville"" IA salary ordinance wage schedule pay plan","""Clarksville"" IA civil service HR compensation classification personnel","""Clarksville"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-00012,broad_4x2500_shard_001,12,IA,Midwest,Colfax,cog_2025_104410,104410,Jasper County (19099; primary),2262,CITY OF COLFAX,false,true,broad_discovery_unspecified,police; fire; non_safety,false,broad_pay_document_index,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,official municipal pay document source index,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Colfax"" IA labor agreement MOU settlement","""Colfax"" IA arbitration factfinding labor","""Colfax"" IA salary ordinance wage schedule pay plan","""Colfax"" IA civil service HR compensation classification personnel","""Colfax"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
