scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,census_gov_id,county,population,government_name,prior_scout_covered_flag,newly_planned_this_wave_flag,unit_type_hint,occupation_group_hint,matched_safety_non_safety_opportunity_flag,source_family_query_family,source_family_diversification_reason,broad_geographic_target_reason,planned_search_query_family,planned_search_terms_redacted_or_sanitized,expected_source_family_hints,prior_candidate_overlap_flag,prior_seen_locator_risk_flag,target_quality_tier,target_inclusion_reason,expected_units_to_search,scout_purpose,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,dry_run_status,live_status,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X2500-20260729-02501,broad_4x2500_shard_002,1,IA,Midwest,Afton,cog_2025_208068,208068,Union County (19175; primary),863,CITY OF AFTON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,mou_settlement,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,memorandum MOU settlement agreement labor,mou_or_memorandum; settlement_agreement,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Afton"" IA labor agreement MOU settlement","""Afton"" IA arbitration factfinding labor","""Afton"" IA salary ordinance wage schedule pay plan","""Afton"" IA civil service HR compensation classification personnel","""Afton"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02502,broad_4x2500_shard_002,2,IA,Midwest,Ainsworth,cog_2025_164592,164592,Washington County (19183; primary),513,CITY OF AINSWORTH,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,arbitration award factfinding impasse report,arbitration_award; factfinding_report,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Ainsworth"" IA labor agreement MOU settlement","""Ainsworth"" IA arbitration factfinding labor","""Ainsworth"" IA salary ordinance wage schedule pay plan","""Ainsworth"" IA civil service HR compensation classification personnel","""Ainsworth"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02503,broad_4x2500_shard_002,3,IA,Midwest,Alta,cog_2025_185376,185376,Buena Vista County (19021; primary),2018,CITY OF ALTA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedule,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,salary ordinance wage schedule compensation schedule,salary_ordinance; wage_schedule,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Alta"" IA labor agreement MOU settlement","""Alta"" IA arbitration factfinding labor","""Alta"" IA salary ordinance wage schedule pay plan","""Alta"" IA civil service HR compensation classification personnel","""Alta"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02504,broad_4x2500_shard_002,4,IA,Midwest,Alton,cog_2025_104475,104475,Sioux County (19167; primary),1243,CITY OF ALTON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,budget_pay_plan,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,municipal budget pay plan compensation plan,budget_or_pay_plan,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Alton"" IA labor agreement MOU settlement","""Alton"" IA arbitration factfinding labor","""Alton"" IA salary ordinance wage schedule pay plan","""Alton"" IA civil service HR compensation classification personnel","""Alton"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02505,broad_4x2500_shard_002,5,IA,Midwest,Anita,cog_2025_164325,164325,Cass County (19029; primary),965,CITY OF ANITA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,civil_service_hr_pay,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,civil service HR pay plan classification,civil_service_or_hr_pay_plan,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Anita"" IA labor agreement MOU settlement","""Anita"" IA arbitration factfinding labor","""Anita"" IA salary ordinance wage schedule pay plan","""Anita"" IA civil service HR compensation classification personnel","""Anita"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02506,broad_4x2500_shard_002,6,IA,Midwest,Arcadia,cog_2025_212008,212008,Carroll County (19027; primary),578,CITY OF ARCADIA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,compensation_classification_study,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,compensation study classification study pay,compensation_study; classification_study,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Arcadia"" IA labor agreement MOU settlement","""Arcadia"" IA arbitration factfinding labor","""Arcadia"" IA salary ordinance wage schedule pay plan","""Arcadia"" IA civil service HR compensation classification personnel","""Arcadia"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02507,broad_4x2500_shard_002,7,IA,Midwest,Armstrong,cog_2025_164390,164390,Emmet County (19063; primary),856,CITY OF ARMSTRONG,false,true,broad_discovery_unspecified,police; fire; non_safety,false,personnel_policy,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,personnel policy employee compensation wages,personnel_policy,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Armstrong"" IA labor agreement MOU settlement","""Armstrong"" IA arbitration factfinding labor","""Armstrong"" IA salary ordinance wage schedule pay plan","""Armstrong"" IA civil service HR compensation classification personnel","""Armstrong"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02508,broad_4x2500_shard_002,8,IA,Midwest,Audubon,cog_2025_164287,164287,Audubon County (19009; primary),1999,CITY OF AUDUBON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agenda_minutes_attachment,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,council agenda minutes attached labor pay record,agenda_packet_or_minutes,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Audubon"" IA labor agreement MOU settlement","""Audubon"" IA arbitration factfinding labor","""Audubon"" IA salary ordinance wage schedule pay plan","""Audubon"" IA civil service HR compensation classification personnel","""Audubon"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02509,broad_4x2500_shard_002,9,IA,Midwest,Avoca,cog_2025_164539,164539,Pottawattamie County (19155; primary),1678,CITY OF AVOCA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,local_pay_policy,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,local government pay policy labor relations compensation,other_local_government_pay_policy,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Avoca"" IA labor agreement MOU settlement","""Avoca"" IA arbitration factfinding labor","""Avoca"" IA salary ordinance wage schedule pay plan","""Avoca"" IA civil service HR compensation classification personnel","""Avoca"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-02510,broad_4x2500_shard_002,10,IA,Midwest,Battle Creek,cog_2025_164434,164434,Ida County (19093; primary),685,CITY OF BATTLE CREEK,false,true,broad_discovery_unspecified,police; fire; non_safety,false,labor_relations_index,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,official labor relations agreements awards index,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Battle Creek"" IA labor agreement MOU settlement","""Battle Creek"" IA arbitration factfinding labor","""Battle Creek"" IA salary ordinance wage schedule pay plan","""Battle Creek"" IA civil service HR compensation classification personnel","""Battle Creek"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
