reconciliation_id,span_rating_id,source_rating_id,span_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,comparison_potential_rating,original_side_relevance_rating,reconciled_side_relevance_label,reconciliation_status,reconciliation_confidence,reconciliation_basis,reconciliation_reason_codes,role_unit_terms_detected,strong_anchor_flag,moderate_anchor_flag,weak_anchor_only_flag,source_title_anchor_flag,section_heading_anchor_flag,neighboring_span_anchor_flag,snippet_anchor_flag,bounded_context_used_flag,not_applicable_reason,remains_unclear_reason,write_off_reason,span_text_snippet,bounded_context_snippet,source_title,section_heading,page_location_pointer,page_number,character_start_offset,character_end_offset,neighboring_span_ids_used,lane_id,reconciliation_priority_tier,source_locator_lineage,source_span_lineage_sha256,span_sha256,processed_at
BRMSIDEREC-20260803-3d2a0d421e409d893ce0ceba,BRMGRT-20260802-58bc29273cb960c27ffdad5c,BRMGRS-20260802-883db23b989cde1460b78a97,BRMSPAN-20260802-fd7a5d4b31994999b11bf14d,RMSRD-20260802-d68e68e0ec6dbf0d7bad,RMSRD-20260802-d68e68e0ec6dbf0d7bad,BRM5C-BRM5-20260731-14007-02,Milton,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,qual_comparability_or_parity_language,qualitative_mechanism,directional_hint_only,comparison_review_candidate,none,weak,none,weak_context_only,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police Department""]",true,false,false,true,false,false,false,false,,,,"community and in comparable communities.
",,City of Milton (Police Department) Dec. No. 30430-A (Teamsters Local Union No. 579) Interest Arbitration Award,,page=unavailable,,3373,3414,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-14007-02"", ""final"": ""https://werc.wi.gov/interest_awards/int30430.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int30430.pdf"", ""scout_target_id"": ""BRM5-20260731-14007""}",0d48dea2890991b943dc5caf5bc4dd2870294c04db84cd8c09a7b9b9a32672e9,0d48dea2890991b943dc5caf5bc4dd2870294c04db84cd8c09a7b9b9a32672e9,2026-08-03T04:13:17.726071+00:00
BRMSIDEREC-20260803-872a297621f33a04eb5ae6e4,BRMGRT-20260802-a373552e0dcb1696b289309b,BRMGRS-20260802-676c542e888f0ef41dafe7e3,BRMSPAN-20260802-6771186d5862822c5f843a57,RMSRD-20260802-fd7174b8933bf0eca5aa,RMSRD-20260802-fd7174b8933bf0eca5aa,BRM5C-BRM5-20260731-13407-01,Athens,OH,Midwest,pdf,factfinding_report,cba_arbitration_factfinding_hint,qual_comparability_or_parity_language,qualitative_mechanism,directional_hint_only,comparison_review_candidate,none,moderate,weak,weak_context_only,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Fraternal Order of Police""]",true,false,false,true,false,false,false,false,,,,"The Employer argues that a review of comparable jurisdictions shows the shift
",,"Fact-Finding Report and Recommended Language of the Fact Finder (SERB Case Numbers: 2017-MED-10-1301 / 2017-MED-10-1302 / 2017-MED-10-1303) — City of Athens, Ohio & Fraternal Order of Police, Ohio Labor Council, Inc.",,page=unavailable,,25939,26017,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-13407-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1301.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1301.pdf"", ""scout_target_id"": ""BRM5-20260731-13407""}",d179b2510f737f0e540d498859477851be77dde44cbfc31203f4382c05230ad5,d179b2510f737f0e540d498859477851be77dde44cbfc31203f4382c05230ad5,2026-08-03T04:13:17.726421+00:00
BRMSIDEREC-20260803-f8b3fc8b19332ca76a60b825,BRMGRT-20260802-a78cab6cd4ceeb7f9431e734,BRMGRS-20260802-6d9df8f6a7e5930ad6e26a1f,BRMSPAN-20260802-e08558d4999ee3db6faacf43,RMSRD-20260802-206f99340457d1781a57,RMSRD-20260802-206f99340457d1781a57,BRM5C-BRM5-20260731-10227-01,Jefferson,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,qual_collective_bargaining,qualitative_mechanism,mixed_quant_qual_claim_ready,comparison_review_candidate,none,moderate,weak,named_position_possible,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police Department""]",true,false,false,true,false,false,false,false,,,,"the comparable average and will maintain the bargaining unit's rank in the
",,"Jefferson, City of (Police Department) — Decision No. 27007-A (Rice, 5/22/92)",EMPLOYER'S POSITION,page=unavailable; section=EMPLOYER'S POSITION,,5962,6037,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-10227-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia27007.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia27007.pdf"", ""scout_target_id"": ""BRM5-20260731-10227""}",9494efa4f386ef2f82752285ff4938969fc5caddca6775874a180e0b057171d6,9494efa4f386ef2f82752285ff4938969fc5caddca6775874a180e0b057171d6,2026-08-03T04:13:17.726646+00:00
BRMSIDEREC-20260803-850f406ac17feaa588447ab4,BRMGRT-20260802-d5209f91d7fe34b8ad5b17b9,BRMGRS-20260802-75fae3fe18ce40d368f2165e,BRMSPAN-20260802-3c474b7d4a9c7721675bce08,RMSRD-20260802-3a5b1480152847828761,RMSRD-20260802-3a5b1480152847828761,BRM5C-BRM5-20260731-14033-01,Port Edwards,WI,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,qual_comparability_or_parity_language,qualitative_mechanism,qualitative_mechanism_claim_ready,comparison_review_candidate,none,moderate,moderate,weak_context_only,unclear,remains_unclear,remains_unclear,low,"[""available_bounded_metadata_insufficient""]","[""no_strong_or_multiple_moderate_side_anchor""]",[],false,false,true,false,false,false,false,false,,no_strong_or_multiple_moderate_side_anchor,," In selecting comparable municipalities, PAA selected villages
",,Village of Port Edwards organizational audit (job descriptions & salary schedule status),,page=unavailable,,28360,28423,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-14033-01"", ""final"": ""https://storage.googleapis.com/juniper-media-library/422/2025/10/organizational-audit-final-011320.pdf"", ""original"": ""https://storage.googleapis.com/juniper-media-library/422/2025/10/organizational-audit-final-011320.pdf"", ""scout_target_id"": ""BRM5-20260731-14033""}",d6b5a4e356d56d6d6788aa414b31451f66b3e3fb3b0b0a656d7be1b68f809181,d6b5a4e356d56d6d6788aa414b31451f66b3e3fb3b0b0a656d7be1b68f809181,2026-08-03T04:13:17.726858+00:00
BRMSIDEREC-20260803-09fd429b9cf02570351adb67,BRMGRT-20260802-d265f44a59c02a0d282a8d8f,BRMGRS-20260802-a3e1bf399109fb2fc10acd76,BRMSPAN-20260802-b0e8ad9158122357593b4ce0,RMSRD-20260802-09c49ab97b5b08a662cb,RMSRD-20260802-09c49ab97b5b08a662cb,BRM5C-BRM5-20260731-14173-01,Ellicott,NY,Northeast,pdf,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,qual_comparability_or_parity_language,qualitative_mechanism,qualitative_mechanism_claim_ready,comparison_review_candidate,none,moderate,moderate,explicit_cross_side_comparison_possible,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police""]",true,false,false,true,false,false,false,false,,,,"employment in comparable communities;
",,"Opinion and Award (Compulsory Interest Arbitration) — Town of Ellicott and Ellicott Police Civil Service Employees Association Local 1000, AFSCME, AFL-CIO (PERB Case No. IA 96-038)",,page=unavailable,,4286,4324,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-14173-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia96-038-award-12-29-97.pdf"", ""original"": ""https://perb.ny.gov/town-ellicott-and-ellicott-police-civil-service-employees-association-local-1000-afscme-afl-cio"", ""scout_target_id"": ""BRM5-20260731-14173""}",19790d9a13563e99bdf85a5340383e5614e181db05e967e644f5699e0ae45a99,19790d9a13563e99bdf85a5340383e5614e181db05e967e644f5699e0ae45a99,2026-08-03T04:13:17.727073+00:00
BRMSIDEREC-20260803-8d19b91d346e347e91b13a38,BRMGRT-20260802-f8cb5baa1b8ec5d5a1656169,BRMGRS-20260802-b3892452b36c3396a90cd714,BRMSPAN-20260802-4ff21bf01e4075fb78a2f057,RMSRD-20260802-27e64101e7f21c3f0987,RMSRD-20260802-27e64101e7f21c3f0987,BRM5C-BRM5-20260731-03741-02,Union Gap,WA,West,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_cola_or_indexing_mechanism,qualitative_mechanism,mixed_quant_qual_claim_ready,core_finding_candidate,direct,weak,moderate,none,unclear,non_safety_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:non_safety_direct""]","[""Clerical""]",true,false,false,true,false,false,false,false,,,," There will be a 3% CPI wage increase for all three years of the contract.
",,Union Gap City Council Packet (Teamsters Local No. 760 - Office Clerical Bargaining Agreement; also includes retroactive/commencement wage details if present in attached agreement),,page=unavailable,,142210,142285,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-02"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-28-19-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-28-19-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",a6235bbb27194d9d9663f6b7e8cda04dab696a831c9475529249322efdca57d8,a6235bbb27194d9d9663f6b7e8cda04dab696a831c9475529249322efdca57d8,2026-08-03T04:13:17.727310+00:00
BRMSIDEREC-20260803-f328ace63125ec382560a426,BRMGRT-20260802-3baa8f79d0ef07c0f05dd84d,BRMGRS-20260802-fe05d488bff1722cf188b06a,BRMSPAN-20260802-ef1bb6c11abdc19e2c3eaa3c,RMSRD-20260802-6c6dcf7c7b9da8321cce,RMSRD-20260802-6c6dcf7c7b9da8321cce,BRM5C-BRM5-20260731-05418-01,Waterville,MN,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_mou_or_settlement,qualitative_mechanism,mixed_quant_qual_claim_ready,core_finding_candidate,direct,moderate,moderate,none,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police""]",true,false,false,true,false,false,false,false,,,,"Labor Services (LELS) is seeking a Memorandum of Understanding (MOU) to add a 15% base wage increase for
",,"Waterville City Council minutes (mention: Police Chief Contract effective May 4, 2026)",,page=unavailable,,13622,13727,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-05418-01"", ""final"": ""https://cityofwatervillemn.gov/documents/769/5.5.26_Council_minutes.pdf"", ""original"": ""https://cityofwatervillemn.gov/documents/769/5.5.26_Council_minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-05418""}",ba6b2978987d1c1b153f49907ad55a82b9b2046601aa7dfd402b8f68ecf94bf8,ba6b2978987d1c1b153f49907ad55a82b9b2046601aa7dfd402b8f68ecf94bf8,2026-08-03T04:13:17.727516+00:00
BRMSIDEREC-20260803-2f20f52eff5428e1cbb5c23b,BRMGRT-20260802-b09696eba49ec8a588f8c8d4,BRMGRS-20260802-d564fd5f3931aee9268eb80d,BRMSPAN-20260802-19bdfa452dfc41d32249a94d,RMSRD-20260802-418a8504bd56d024cc18,RMSRD-20260802-418a8504bd56d024cc18,BRM5C-BRM5-20260731-10874-02,Ralpho,PA,Northeast,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,moderate,moderate,none,unclear,remains_unclear,remains_unclear,low,"[""available_bounded_metadata_insufficient""]","[""no_strong_or_multiple_moderate_side_anchor""]",[],false,false,true,false,false,false,false,false,,no_strong_or_multiple_moderate_side_anchor,,"▪ Willaims/Madara motioned to increase pay effective January 1, 2026 by $1.75 per hour for
",,Ralpho Township Supervisors Minutes (accept AFSCME Collective Bargaining Agreement effective 1/1/2026-12/31/2028),,page=unavailable,,5972,6063,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-10874-02"", ""final"": ""https://ralphotownship.org/app/download/16768904/20251209.pdf"", ""original"": ""https://www.ralphotownship.org/app/download/16768904/20251209.pdf"", ""scout_target_id"": ""BRM5-20260731-10874""}",e65539737f1cd4650261fc1337bc06fa0b2ec937fcc9234e250ba42a29d9cf53,e65539737f1cd4650261fc1337bc06fa0b2ec937fcc9234e250ba42a29d9cf53,2026-08-03T04:13:17.727694+00:00
BRMSIDEREC-20260803-a6a6c972b7ec53a8d1087289,BRMGRT-20260802-40325898c105fa269278c6c7,BRMGRS-20260802-b3892452b36c3396a90cd714,BRMSPAN-20260802-fbfdb1a00d3f336161d491dc,RMSRD-20260802-27e64101e7f21c3f0987,RMSRD-20260802-27e64101e7f21c3f0987,BRM5C-BRM5-20260731-03741-02,Union Gap,WA,West,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_cpi_indexed_adjustment,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,weak,moderate,none,unclear,non_safety_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:non_safety_direct""]","[""Clerical""]",true,false,false,true,false,false,false,false,,,," There will be a 3% CPI wage increase for all three years of the contract.
",,Union Gap City Council Packet (Teamsters Local No. 760 - Office Clerical Bargaining Agreement; also includes retroactive/commencement wage details if present in attached agreement),,page=unavailable,,143746,143821,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-02"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-28-19-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-28-19-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",a6235bbb27194d9d9663f6b7e8cda04dab696a831c9475529249322efdca57d8,a6235bbb27194d9d9663f6b7e8cda04dab696a831c9475529249322efdca57d8,2026-08-03T04:13:17.727931+00:00
BRMSIDEREC-20260803-3106ee1e0d6c2024e985d604,BRMGRT-20260802-ecc01b9fcf07e482f21dcf2c,BRMGRS-20260802-2348e40fa5903ec89639f2a0,BRMSPAN-20260802-8e628a9735b0bea8f5bf54b3,RMSRD-20260802-4e3cd09438c704e8ddc3,RMSRD-20260802-4e3cd09438c704e8ddc3,BRM5C-BRM5-20260731-02742-01,Kaukauna,WI,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_percentage_raise_or_cola,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,moderate,weak,moderate,none,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police Association""]",true,false,false,true,false,false,false,false,,,,"$525 in 2026 base salaries, applied after the 3.5% increase is calculated on the previous pay scale.
",,Kaukauna Professional Police Association Contract Ratification (Tentative Agreement included) — 2026-2028 (packet includes wage-scale/longevity/shift-related edits),,page=unavailable,,99806,99907,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-02742-01"", ""final"": ""https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf"", ""original"": ""https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf"", ""scout_target_id"": ""BRM5-20260731-02742""}",48a9634c2de989fb39f4fbba0570609ea86641ef10c059f3b0c1e1fc2606f251,48a9634c2de989fb39f4fbba0570609ea86641ef10c059f3b0c1e1fc2606f251,2026-08-03T04:13:17.728216+00:00
