reconciliation_id,span_rating_id,source_rating_id,span_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,comparison_potential_rating,original_side_relevance_rating,reconciled_side_relevance_label,reconciliation_status,reconciliation_confidence,reconciliation_basis,reconciliation_reason_codes,role_unit_terms_detected,strong_anchor_flag,moderate_anchor_flag,weak_anchor_only_flag,source_title_anchor_flag,section_heading_anchor_flag,neighboring_span_anchor_flag,snippet_anchor_flag,bounded_context_used_flag,not_applicable_reason,remains_unclear_reason,write_off_reason,span_text_snippet,bounded_context_snippet,source_title,section_heading,page_location_pointer,page_number,character_start_offset,character_end_offset,neighboring_span_ids_used,lane_id,reconciliation_priority_tier,source_locator_lineage,source_span_lineage_sha256,span_sha256,processed_at
BRMSIDEREC-20260803-706906cd048debe40651717c,BRMGRT-20260802-4499e16064fb46807e5e5cea,BRMGRS-20260802-a298a3499cfdd7970558b9c2,BRMSPAN-20260802-dbae97ac806cf8a4f37cf745,RMSRD-20260802-0c961e7920a76e376aa7,RMSRD-20260802-0c961e7920a76e376aa7,BRM5C-BRM5-20260731-17240-01,Harrison,OH,Midwest,pdf,mou_or_memorandum,cba_arbitration_factfinding_hint,qual_collective_bargaining,qualitative_mechanism,source_navigation_or_reference_only,local_context_candidate,none,none,weak,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:safety_combined_direct""]","[""Firefighters"", ""Fraternal Order of Police""]",true,false,false,true,false,false,false,false,,,,"WHEREAS, as part of the Collective Bargaining Agreements between the Unions
",,"Memorandum of Understanding (City of Harrison, Hamilton County, OH) and Fraternal Order of Police / Ohio Labor Council; also United Steelworkers Local 1858 and Harrison Professional Firefighters IAFF Local 3204",,page=unavailable,,751,827,[],side_relevance_reconciliation_lane_001,tier_3_local_context_or_directional,"{""candidate_id"": ""BRM5C-BRM5-20260731-17240-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2015/15-MED-06-0588.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2015/15-MED-06-0588.pdf"", ""scout_target_id"": ""BRM5-20260731-17240""}",e53cdca4d6ef20d6c991ef9020ad34e8a70deb24d221d14aae9c7aab4b2a3e52,e53cdca4d6ef20d6c991ef9020ad34e8a70deb24d221d14aae9c7aab4b2a3e52,2026-08-03T04:13:18.135915+00:00
BRMSIDEREC-20260803-f86f2c4b8c0d32a986fca66c,BRMGRT-20260802-caaab73c0f36932ff8745906,BRMGRS-20260802-a298a3499cfdd7970558b9c2,BRMSPAN-20260802-6e85738d8a88b81fff7273f4,RMSRD-20260802-0c961e7920a76e376aa7,RMSRD-20260802-0c961e7920a76e376aa7,BRM5C-BRM5-20260731-17240-01,Harrison,OH,Midwest,pdf,mou_or_memorandum,cba_arbitration_factfinding_hint,qual_collective_bargaining,qualitative_mechanism,weak_or_not_supported,local_context_candidate,none,weak,weak,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:safety_combined_direct""]","[""Firefighters"", ""Fraternal Order of Police""]",true,false,false,true,false,false,false,false,,,,"""Unions"") are parties to a Collective Bargaining Agreement;",,"Memorandum of Understanding (City of Harrison, Hamilton County, OH) and Fraternal Order of Police / Ohio Labor Council; also United Steelworkers Local 1858 and Harrison Professional Firefighters IAFF Local 3204",K32984,page=unavailable; section=K32984,,587,646,[],side_relevance_reconciliation_lane_001,tier_3_local_context_or_directional,"{""candidate_id"": ""BRM5C-BRM5-20260731-17240-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2015/15-MED-06-0588.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2015/15-MED-06-0588.pdf"", ""scout_target_id"": ""BRM5-20260731-17240""}",67d41fff7e27f11ddfb1eb35b34e5a54e7c57560f09dea1ba4fe06fb27659575,67d41fff7e27f11ddfb1eb35b34e5a54e7c57560f09dea1ba4fe06fb27659575,2026-08-03T04:13:18.141372+00:00
BRMSIDEREC-20260803-4486cadd3387e9fe50600cc2,BRMGRT-20260802-0688a682c268844cf452218d,BRMGRS-20260802-a298a3499cfdd7970558b9c2,BRMSPAN-20260802-4e849b1149fd63e71758ffa2,RMSRD-20260802-0c961e7920a76e376aa7,RMSRD-20260802-0c961e7920a76e376aa7,BRM5C-BRM5-20260731-17240-01,Harrison,OH,Midwest,pdf,mou_or_memorandum,cba_arbitration_factfinding_hint,qual_mou_or_settlement,qualitative_mechanism,source_navigation_or_reference_only,exclude_or_write_off,none,none,none,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:safety_combined_direct""]","[""Firefighters"", ""Fraternal Order of Police""]",true,false,false,true,false,false,false,false,,,,"Re: Memorandum of Understanding
",,"Memorandum of Understanding (City of Harrison, Hamilton County, OH) and Fraternal Order of Police / Ohio Labor Council; also United Steelworkers Local 1858 and Harrison Professional Firefighters IAFF Local 3204",,page=unavailable,,4273,4305,[],side_relevance_reconciliation_lane_001,tier_4_weak_reference_or_writeoff,"{""candidate_id"": ""BRM5C-BRM5-20260731-17240-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2015/15-MED-06-0588.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2015/15-MED-06-0588.pdf"", ""scout_target_id"": ""BRM5-20260731-17240""}",f155652dbe87c28c505d67be0249cdd0b4de64aa8d271927c95b6a1e73e13fe0,f155652dbe87c28c505d67be0249cdd0b4de64aa8d271927c95b6a1e73e13fe0,2026-08-03T04:13:18.191267+00:00
BRMSIDEREC-20260803-a2d787984e7b43482cc06abf,BRMGRT-20260802-7a00410ef4dc7804c93f7077,BRMGRS-20260802-d323b93e675f4164e56b1563,BRMSPAN-20260802-68aea109cf4e572c4e402da1,RMSRD-20260802-11c39af48ecce0a51d02,RMSRD-20260802-11c39af48ecce0a51d02,BRM5C-BRM5-20260731-16502-01,Minneota,MN,Midwest,pdf,salary_ordinance,non_cba_or_unresolved_hint,qual_market_recruitment_retention_pressure,qualitative_mechanism,weak_or_not_supported,exclude_or_write_off,none,weak,none,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:safety_combined_direct""]","[""Fire Department"", ""Police Department""]",true,false,false,true,false,false,false,false,,,,"the organizing, recruiting, and training of emergency management personnel, which may be required
",,Minneota Basic Code (Ordinances 11-2024 PDF) — § 30.09 Compensation of Officers and Employees; § 31.28 Compensation (Volunteer Fire Department); Police Department section (compensation fixed by City Council),,page=unavailable,,80039,80137,[],side_relevance_reconciliation_lane_001,tier_4_weak_reference_or_writeoff,"{""candidate_id"": ""BRM5C-BRM5-20260731-16502-01"", ""final"": ""https://minneota.com/Ordinances%2011-2024.pdf"", ""original"": ""https://minneota.com/Ordinances%2011-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-16502""}",cf74aec4a481d7006e7d6b945084a0621b7d95d666e604ea1e194b3f671f1d23,cf74aec4a481d7006e7d6b945084a0621b7d95d666e604ea1e194b3f671f1d23,2026-08-03T04:13:18.243441+00:00
BRMSIDEREC-20260803-ecc12ca5a87434798c6e55d8,BRMGRT-20260802-05510deba84d6bdf04846898,BRMGRS-20260802-d323b93e675f4164e56b1563,BRMSPAN-20260802-d7d1571bb5b64ddcf9056174,RMSRD-20260802-11c39af48ecce0a51d02,RMSRD-20260802-11c39af48ecce0a51d02,BRM5C-BRM5-20260731-16502-01,Minneota,MN,Midwest,pdf,salary_ordinance,non_cba_or_unresolved_hint,qual_market_recruitment_retention_pressure,qualitative_mechanism,weak_or_not_supported,manual_review_candidate,none,none,none,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:safety_combined_direct""]","[""Fire Department"", ""Police Department""]",true,false,false,true,false,false,false,false,,,,"discharge or retention.
",,Minneota Basic Code (Ordinances 11-2024 PDF) — § 30.09 Compensation of Officers and Employees; § 31.28 Compensation (Volunteer Fire Department); Police Department section (compensation fixed by City Council),,page=unavailable,,49556,49580,[],side_relevance_reconciliation_lane_002,tier_2_manual_or_strong_support,"{""candidate_id"": ""BRM5C-BRM5-20260731-16502-01"", ""final"": ""https://minneota.com/Ordinances%2011-2024.pdf"", ""original"": ""https://minneota.com/Ordinances%2011-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-16502""}",ac74e5ab79f8c301e439df51ef6893f93efa5aa5984550af0270022a8173fd20,ac74e5ab79f8c301e439df51ef6893f93efa5aa5984550af0270022a8173fd20,2026-08-03T04:13:19.150946+00:00
BRMSIDEREC-20260803-0688106e194e06e98ce7a545,BRMGRT-20260802-ac19af89e2bd12d3b3e0db3e,BRMGRS-20260802-a298a3499cfdd7970558b9c2,BRMSPAN-20260802-96b1766752b1029ae4522b68,RMSRD-20260802-0c961e7920a76e376aa7,RMSRD-20260802-0c961e7920a76e376aa7,BRM5C-BRM5-20260731-17240-01,Harrison,OH,Midwest,pdf,mou_or_memorandum,cba_arbitration_factfinding_hint,qual_mou_or_settlement,qualitative_mechanism,source_navigation_or_reference_only,exclude_or_write_off,none,none,none,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:safety_combined_direct""]","[""Firefighters"", ""Fraternal Order of Police""]",true,false,false,true,false,false,false,false,,,," Notwithstanding the terms of this Memorandum of Understanding, all
",,"Memorandum of Understanding (City of Harrison, Hamilton County, OH) and Fraternal Order of Police / Ohio Labor Council; also United Steelworkers Local 1858 and Harrison Professional Firefighters IAFF Local 3204",,page=unavailable,,2854,2922,[],side_relevance_reconciliation_lane_002,tier_4_weak_reference_or_writeoff,"{""candidate_id"": ""BRM5C-BRM5-20260731-17240-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2015/15-MED-06-0588.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2015/15-MED-06-0588.pdf"", ""scout_target_id"": ""BRM5-20260731-17240""}",74e39be37b07dbb0e9dde9b1dc33323bf09fdf61afde689438160989aac10553,74e39be37b07dbb0e9dde9b1dc33323bf09fdf61afde689438160989aac10553,2026-08-03T04:13:19.264367+00:00
BRMSIDEREC-20260803-fcca1c28fad5e74c2fe9252e,BRMGRT-20260802-85e69229e518fc637adbcea1,BRMGRS-20260802-d323b93e675f4164e56b1563,BRMSPAN-20260802-2883dacb02e2d7cc1736f095,RMSRD-20260802-11c39af48ecce0a51d02,RMSRD-20260802-11c39af48ecce0a51d02,BRM5C-BRM5-20260731-16502-01,Minneota,MN,Midwest,pdf,salary_ordinance,non_cba_or_unresolved_hint,qual_market_recruitment_retention_pressure,qualitative_mechanism,weak_or_not_supported,exclude_or_write_off,none,weak,none,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:safety_combined_direct""]","[""Fire Department"", ""Police Department""]",true,false,false,true,false,false,false,false,,,," In the event of any vacancy, the Mayor, with the approval
",,Minneota Basic Code (Ordinances 11-2024 PDF) — § 30.09 Compensation of Officers and Employees; § 31.28 Compensation (Volunteer Fire Department); Police Department section (compensation fixed by City Council),§ 31.46 COMPOSITION.,page=unavailable; section=§ 31.46 COMPOSITION.,,57582,57641,[],side_relevance_reconciliation_lane_002,tier_4_weak_reference_or_writeoff,"{""candidate_id"": ""BRM5C-BRM5-20260731-16502-01"", ""final"": ""https://minneota.com/Ordinances%2011-2024.pdf"", ""original"": ""https://minneota.com/Ordinances%2011-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-16502""}",1f50f8bb562f3769dc5e7e424bd01b5ed6176a7d5740de0d1a0a7b215e10ad03,1f50f8bb562f3769dc5e7e424bd01b5ed6176a7d5740de0d1a0a7b215e10ad03,2026-08-03T04:13:19.313782+00:00
BRMSIDEREC-20260803-6c21e589e626b4d022006632,BRMGRT-20260802-2d6d2d911bcf713fb721e222,BRMGRS-20260802-d323b93e675f4164e56b1563,BRMSPAN-20260802-094e4b43e702591770824207,RMSRD-20260802-11c39af48ecce0a51d02,RMSRD-20260802-11c39af48ecce0a51d02,BRM5C-BRM5-20260731-16502-01,Minneota,MN,Midwest,pdf,salary_ordinance,non_cba_or_unresolved_hint,qual_ordinance_or_council_adoption,qualitative_mechanism,weak_or_not_supported,exclude_or_write_off,none,weak,none,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:safety_combined_direct""]","[""Fire Department"", ""Police Department""]",true,false,false,true,false,false,false,false,,,,"powers granted in § 10.20, the City Council is authorized to create by resolution, adopted by a majority
",,Minneota Basic Code (Ordinances 11-2024 PDF) — § 30.09 Compensation of Officers and Employees; § 31.28 Compensation (Volunteer Fire Department); Police Department section (compensation fixed by City Council),§ 10.98 SUPPLEMENTAL ADMINISTRATIVE PENALTIES.,page=unavailable; section=§ 10.98 SUPPLEMENTAL ADMINISTRATIVE PENALTIES.,,17684,17789,[],side_relevance_reconciliation_lane_002,tier_4_weak_reference_or_writeoff,"{""candidate_id"": ""BRM5C-BRM5-20260731-16502-01"", ""final"": ""https://minneota.com/Ordinances%2011-2024.pdf"", ""original"": ""https://minneota.com/Ordinances%2011-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-16502""}",68ade1099e9b79f6e1c656a572a75f3fdc83968a69cd7f450aa5a87e3d5bc9df,68ade1099e9b79f6e1c656a572a75f3fdc83968a69cd7f450aa5a87e3d5bc9df,2026-08-03T04:13:19.314139+00:00
BRMSIDEREC-20260803-6ab08a8b3874035625cd317c,BRMGRT-20260802-359051270cc2091e054a2a2b,BRMGRS-20260802-b8ee0b48f1e68b3aa93ea677,BRMSPAN-20260802-0f2121b86f138be1285c62f9,RMSRD-20260802-1d62c1c484fbe575c945,RMSRD-20260802-1d62c1c484fbe575c945,BRM5C-BRM5-20260731-12267-02,Bay,MI,Midwest,pdf,wage_schedule,cba_arbitration_factfinding_hint,quant_base_wage_direct_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,direct,none,none,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_span_heading_or_bounded_context_anchor""]","[""primary_anchor:safety_combined_direct"", ""broad_title_conflict_resolved_by_local_anchor""]","[""POLICE"", ""POLICE & FIRE"", ""Police Officers""]",true,false,false,true,true,true,false,false,,,,"2019 Base rate of pay: $29.44
",,"Police Officers Association of Michigan (POAM) Collective Bargaining Agreement (May 10, 2019 – June 30, 2023)",POLICE & FIRE RETIREMENT SYSTEM,page=unavailable; section=POLICE & FIRE RETIREMENT SYSTEM,,106641,106671,"[""BRMSPAN-20260802-4f9c20bf78748982809c96c0""]",side_relevance_reconciliation_lane_003,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-12267-02"", ""final"": ""https://mackinac.org/archives/2023/S2023-06_Bay_City_Officers_2019-2023.pdf"", ""original"": ""https://www.mackinac.org/archives/2023/S2023-06_Bay_City_Officers_2019-2023.pdf"", ""scout_target_id"": ""BRM5-20260731-12267""}",57fb992d72e6ddf77f5a1019c8907d649414a8a76a9cafa513bfa0e454d0c0bc,57fb992d72e6ddf77f5a1019c8907d649414a8a76a9cafa513bfa0e454d0c0bc,2026-08-03T04:20:14.933372+00:00
BRMSIDEREC-20260803-db7e57c5b3a4f36fb1a729a0,BRMGRT-20260802-a9918e430b455cacc7b239d6,BRMGRS-20260802-67cd9eb0370183b85eea3e6f,BRMSPAN-20260802-8b86ba6b28eaf1bdbb739584,RMSRD-20260802-eaf28f776255cb52eecb,RMSRD-20260802-eaf28f776255cb52eecb,BRM5C-BRM5-20260731-08072-01,Hammond,IN,Midwest,pdf,salary_ordinance,non_cba_or_unresolved_hint,qual_ordinance_or_council_adoption,qualitative_mechanism,qualitative_mechanism_claim_ready,mechanism_summary_candidate,none,moderate,weak,none,unclear,safety_combined_direct,relabeled_from_unclear,high,"[""explicit_span_heading_or_bounded_context_anchor""]","[""primary_anchor:safety_combined_direct""]","[""Firefighters"", ""Police"", ""Police & Fire"", ""Police Officers""]",true,false,false,true,true,true,false,false,,,,"paid in accordance and as defined by the Hammond Personnel Policy, Salary Ordinance, Collective
",,"Ordinance 9687 (Police & Fire Salary Ordinance 2026) — SALARIES AND WAGES of Police Officers (effective January 1, 2026)","SECTION SIX: Overtime, holiday pay (Firefighters), specialty pay (Police Officers), certification pay","page=unavailable; section=SECTION SIX: Overtime, holiday pay (Firefighters), specialty pay (Police Officers), certification pay",,1519,1615,"[""BRMSPAN-20260802-cb4d45548a5a864fdfc4a34b"", ""BRMSPAN-20260802-460f510107665a6d5bbc523e""]",side_relevance_reconciliation_lane_003,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-01"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9687.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9687.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}",9f723cc6145ff50868982ff1c9c6bec2afab54905cd5d620da07e99e5e6a6ce6,9f723cc6145ff50868982ff1c9c6bec2afab54905cd5d620da07e99e5e6a6ce6,2026-08-03T04:20:14.994492+00:00
