span_rating_id,span_id,source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,evidence_category,evidence_family,claim_readiness_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,side_relevance_rating,comparison_potential_rating,extraction_confidence_rating,source_context_quality_rating,downstream_use_bucket,reason_codes,concise_rating_rationale,input_safety_side_hint,input_comparison_potential_flag,input_confidence_score,page_number,section_heading,character_start_offset,character_end_offset,rating_lane_id,rating_status,quarantine_reason,source_locator_lineage,source_span_lineage_sha256,span_sha256,bounded_snippet_reference,span_extraction_lane_id,table_like_flag,currency_value_flag,percent_value_flag,date_or_effective_period_flag,position_or_unit_flag,span_extraction_reason_codes,canonical_ingestion_status,canonical_codification_status,side_relevance_relabeling_status,is_quantitative_direct_text_claim_ready,needs_quantitative_normalization,is_qualitative_mechanism_claim_ready,is_mixed_quant_qual_claim_ready,is_directional_hint_only,is_local_context_only,is_source_navigation_or_reference_only,is_weak_or_not_supported,is_quarantine_or_error,is_core_finding_candidate,is_supporting_example_candidate,is_mechanism_summary_candidate,is_quantitative_normalization_candidate,is_comparison_review_candidate,is_growth_continuity_candidate,is_manual_review_candidate,is_exclude_or_write_off,has_direct_quantitative_support,has_qualitative_mechanism_support,has_moderate_or_strong_mechanism,has_side_relevance_clear,has_side_relevance_unclear,has_comparison_potential,has_growth_continuity_potential,has_non_base_compensation_evidence,has_bargaining_or_dispute_evidence,needs_side_relevance_reconciliation,original_side_relevance_rating,final_side_relevance_rating,side_relevance_reconciliation_id,side_relevance_reconciliation_status,side_relevance_reconciliation_confidence,side_relevance_reconciliation_reason_codes
BRMGRT-20260802-6d666ca7d5b0b9b900886dbb,BRMSPAN-20260802-0264c899b6f89b4d3b1a7b7a,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,RMSRD-20260802-72326ebf42dd5c875a54,RMSRD-20260802-72326ebf42dd5c875a54,BRM5C-BRM5-20260731-17323-01,Norwalk,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_step_schedule_progression,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,none,unclear,none,very_high,strong,quantitative_normalization_candidate,explicit_officer_step_pay_amounts_present;step_schedule_table_fragment,"Contains explicit officer step pay figures (step 3 and amounts), directly readable as quantitative compensation schedule elements.",unclear,false,0.94,,"OFFICER-STEP 2 $29.59 $2,367.:W $30.33 $2,426.40 $31 .09 $2,487 .20",86196,86263,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}",fc4a109d44c1ae2dfe233cc12fcc6b6a9ac3dc7faab4064c04f5b686be28bab0,fc4a109d44c1ae2dfe233cc12fcc6b6a9ac3dc7faab4064c04f5b686be28bab0,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-0264c899b6f89b4d3b1a7b7a,span_extraction_lane_003,True,True,False,False,True,Q006,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,true,unclear,police_direct,BRMSIDEREC-20260803-33055e4012cf476ea1027311,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-287b005fe09569f4d21ec56e,BRMSPAN-20260802-12d19708ba93630bf9d84ac0,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,RMSRD-20260802-72326ebf42dd5c875a54,RMSRD-20260802-72326ebf42dd5c875a54,BRM5C-BRM5-20260731-17323-01,Norwalk,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_step_schedule_progression,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,none,unclear,none,very_high,strong,quantitative_normalization_candidate,explicit_officer_step_amounts_present;step_schedule_table_fragment,"Contains explicit officer step pay figures (step 2 and amounts), suitable for direct quantitative extraction from the snippet.",unclear,false,0.94,,"OFFICER-STEP 1 $3 1.05 $2.484.00 $31 .83 $2,546.40 $32.63 $2,6 10.40",86128,86196,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}",a2049b14f7701560e7fd62860fc7571068e90b423070af2e1c128fb882b38af5,a2049b14f7701560e7fd62860fc7571068e90b423070af2e1c128fb882b38af5,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-12d19708ba93630bf9d84ac0,span_extraction_lane_003,True,True,False,False,True,Q006,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,true,unclear,police_direct,BRMSIDEREC-20260803-4762ff780777795bb7c0868c,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-32a4b46d4782a28d1c8557c0,BRMSPAN-20260802-d88577882ba7042cab67ced6,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,RMSRD-20260802-72326ebf42dd5c875a54,RMSRD-20260802-72326ebf42dd5c875a54,BRM5C-BRM5-20260731-17323-01,Norwalk,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_step_schedule_progression,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,none,unclear,none,very_high,strong,quantitative_normalization_candidate,explicit_step_schedule_pay_amounts_present_for_other_rank_office;table_fragment_mixed_with_officer_step1,Contains explicit pay figures for a sergeant step schedule and also includes officer step 1 amounts within the provided snippet.,unclear,false,0.94,,SERGEANT $33.85 $2.708.00 $35.0 1 ~2.800.80 $35.89 $2.87 1.20,86059,86128,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}",26d0cd1b3025080aa19a4d36b3c116c0c4e37a4b5ef47e8049c3f6e8b08f7857,26d0cd1b3025080aa19a4d36b3c116c0c4e37a4b5ef47e8049c3f6e8b08f7857,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-d88577882ba7042cab67ced6,span_extraction_lane_003,True,True,False,False,True,Q006,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,true,unclear,police_direct,BRMSIDEREC-20260803-23749884d4611d10ec2d73d5,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-1fde73d598db41fe9148c5a8,BRMSPAN-20260802-b8b7a48f6a8d3906a4649a7f,BRMGRS-20260802-d9a410b9974a3f54bfd3c94e,RMSRD-20260802-847dfe7cf86f2457868a,RMSRD-20260802-847dfe7cf86f2457868a,BRM5C-BRM5-20260731-02242-02,Dover,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,none,unclear,none,very_high,moderate,core_finding_candidate,explicit_percentage_value_present;duration_all_three_years_phrase_present,States a '2.3% Increase All Three Years' in the contract.,unclear,false,0.94,,,43927,43957,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02242-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1259.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1259.pdf"", ""scout_target_id"": ""BRM5-20260731-02242""}",f0e4077878f0041854211c33d8ae5b6a7e1559540d50b093c7276c7bb2fe7ddb,f0e4077878f0041854211c33d8ae5b6a7e1559540d50b093c7276c7bb2fe7ddb,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-b8b7a48f6a8d3906a4649a7f,span_extraction_lane_001,True,False,True,False,False,Q008,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,unclear,fire_direct,BRMSIDEREC-20260803-25d59b6e0df7e14a601237db,relabeled_from_unclear,high,"[""source_title_anchor:fire_direct""]"
BRMGRT-20260802-5fba3bd71570c83ffd242863,BRMSPAN-20260802-15d73253045857c0e1dd2a8f,BRMGRS-20260802-64e4a7a68c4e4d198f8c5bf3,RMSRD-20260802-fd8f1ecd97a59fd3530f,RMSRD-20260802-fd8f1ecd97a59fd3530f,BRM5C-BRM5-20260731-02345-04,Monroe,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_cpi_indexed_adjustment,quantitative_compensation,quantitative_needs_normalization,moderate,none,none,unclear,none,high,moderate,manual_review_candidate,mentions_wages_and_cola_but_no_explicit_values_in_span_snippet,Mentions COLA and wage increases proposals but provides no explicit rates/values within the span text snippet.,unclear,false,0.84,,,3974,4162,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",58d1177f87abca29fb478946a3dd0200fb9091e269f9aa14e176194ea0bf1df5,58d1177f87abca29fb478946a3dd0200fb9091e269f9aa14e176194ea0bf1df5,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-15d73253045857c0e1dd2a8f,span_extraction_lane_005,True,False,False,False,False,Q010,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,unclear,fire_direct,BRMSIDEREC-20260803-e23fb57099fb35ecd1826e8d,relabeled_from_unclear,high,"[""source_title_anchor:fire_direct""]"
BRMGRT-20260802-6acf31c49f5c553db6f74be7,BRMSPAN-20260802-1e5f5f93a8e11473265f61e3,BRMGRS-20260802-64e4a7a68c4e4d198f8c5bf3,RMSRD-20260802-fd8f1ecd97a59fd3530f,RMSRD-20260802-fd8f1ecd97a59fd3530f,BRM5C-BRM5-20260731-02345-04,Monroe,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_cpi_indexed_adjustment,quantitative_compensation,source_navigation_or_reference_only,none,none,none,unclear,none,moderate,weak,exclude_or_write_off,incomplete_reference_to_cpi_w_midwest_and_cola_without_values,This looks like an incomplete reference to CPI-W Midwest and COLA with no explicit numeric claim in the snippet.,unclear,false,0.84,,,7120,7207,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",d392817f283668c29ac080f219e599ed5f25d02ab343e5e70d15c65b51110a49,d392817f283668c29ac080f219e599ed5f25d02ab343e5e70d15c65b51110a49,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-1e5f5f93a8e11473265f61e3,span_extraction_lane_005,True,False,False,False,False,Q010,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,true,unclear,fire_direct,BRMSIDEREC-20260803-733ad670230e469d062d03ed,relabeled_from_unclear,high,"[""source_title_anchor:fire_direct""]"
BRMGRT-20260802-056d7e311e7591494f99c32a,BRMSPAN-20260802-39a094df97c6879594e74d97,BRMGRS-20260802-64e4a7a68c4e4d198f8c5bf3,RMSRD-20260802-fd8f1ecd97a59fd3530f,RMSRD-20260802-fd8f1ecd97a59fd3530f,BRM5C-BRM5-20260731-02345-04,Monroe,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,none,police_direct,none,very_high,strong,core_finding_candidate,explicit_percent_general_wage_increase_2_5_and_3_present,Explicitly states general wage increases of 2.5% and 3% for different units.,police,false,0.94,,,42122,42210,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",f468a6a21cc28d096e85415676af95d125aea27454c3af1aacb948d1813a3fdb,f468a6a21cc28d096e85415676af95d125aea27454c3af1aacb948d1813a3fdb,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-39a094df97c6879594e74d97,span_extraction_lane_005,True,False,True,False,True,Q009,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,police_direct,police_direct,,not_required_original_label_preserved,original_rating_preserved,[]
BRMGRT-20260802-eee67849310949a659bae325,BRMSPAN-20260802-714db41067c8fe63866dc901,BRMGRS-20260802-64e4a7a68c4e4d198f8c5bf3,RMSRD-20260802-fd8f1ecd97a59fd3530f,RMSRD-20260802-fd8f1ecd97a59fd3530f,BRM5C-BRM5-20260731-02345-04,Monroe,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_cpi_indexed_adjustment,quantitative_compensation,directional_hint_only,none,none,none,unclear,none,moderate,weak,manual_review_candidate,partial_language_about_cola_and_union_proposed_wage_increases_no;explicit_values_in_span,Restates COLA/union wage increases at a high level without explicit numeric values in the provided snippet.,unclear,false,0.84,,,4072,4162,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",8a1bc6aa6b8a8126eee4c661bd1869b464e97590e5a1a3562fd2319b140056a9,8a1bc6aa6b8a8126eee4c661bd1869b464e97590e5a1a3562fd2319b140056a9,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-714db41067c8fe63866dc901,span_extraction_lane_005,True,False,False,False,False,Q010,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,unclear,fire_direct,BRMSIDEREC-20260803-1733d1f9133c4709221e8d7b,relabeled_from_unclear,high,"[""source_title_anchor:fire_direct""]"
BRMGRT-20260802-7a8d58679366138cbc7546d1,BRMSPAN-20260802-7ec736944dd34df7666f35bb,BRMGRS-20260802-64e4a7a68c4e4d198f8c5bf3,RMSRD-20260802-fd8f1ecd97a59fd3530f,RMSRD-20260802-fd8f1ecd97a59fd3530f,BRM5C-BRM5-20260731-02345-04,Monroe,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,none,unclear,none,high,moderate,supporting_example_candidate,explicit_total_increase_6_percent_over_three_years,States the Employer offered a total increase of 6% over three years (as written in the snippet).,unclear,false,0.94,,,46298,46384,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",5914f786733b2aafbfcc967542650204fd6327f1a140128039bce65f5daed485,5914f786733b2aafbfcc967542650204fd6327f1a140128039bce65f5daed485,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-7ec736944dd34df7666f35bb,span_extraction_lane_005,True,False,True,False,False,Q009,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,unclear,fire_direct,BRMSIDEREC-20260803-20265b7993213e1745f04660,relabeled_from_unclear,high,"[""source_title_anchor:fire_direct""]"
BRMGRT-20260802-485351f19b35390667159948,BRMSPAN-20260802-a971fcb28decf6a332d40b25,BRMGRS-20260802-64e4a7a68c4e4d198f8c5bf3,RMSRD-20260802-fd8f1ecd97a59fd3530f,RMSRD-20260802-fd8f1ecd97a59fd3530f,BRM5C-BRM5-20260731-02345-04,Monroe,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,direct,weak,weak,unclear,none,high,moderate,manual_review_candidate,explicit_three_2_percent_wage_increases_statement;mentions_inflation_trend_but_no_local_cpi_values_in_snippet,Contains explicit wage increase proposals (three 2% increases) and references inflation trend without providing the underlying numeric CPI values in the snippet.,unclear,false,0.94,,,6986,7120,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",3bb8a49a99350f36220aed8f14199228978b067090998f79428865d2cff5e00e,3bb8a49a99350f36220aed8f14199228978b067090998f79428865d2cff5e00e,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-a971fcb28decf6a332d40b25,span_extraction_lane_005,True,False,True,False,False,Q008,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,unclear,fire_direct,BRMSIDEREC-20260803-f56b7da19db09813b6869595,relabeled_from_unclear,high,"[""source_title_anchor:fire_direct""]"
