span_rating_id,span_id,source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,evidence_category,evidence_family,claim_readiness_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,side_relevance_rating,comparison_potential_rating,extraction_confidence_rating,source_context_quality_rating,downstream_use_bucket,reason_codes,concise_rating_rationale,input_safety_side_hint,input_comparison_potential_flag,input_confidence_score,page_number,section_heading,character_start_offset,character_end_offset,rating_lane_id,rating_status,quarantine_reason,source_locator_lineage,source_span_lineage_sha256,span_sha256,bounded_snippet_reference,span_extraction_lane_id,table_like_flag,currency_value_flag,percent_value_flag,date_or_effective_period_flag,position_or_unit_flag,span_extraction_reason_codes,canonical_ingestion_status,canonical_codification_status,side_relevance_relabeling_status,is_quantitative_direct_text_claim_ready,needs_quantitative_normalization,is_qualitative_mechanism_claim_ready,is_mixed_quant_qual_claim_ready,is_directional_hint_only,is_local_context_only,is_source_navigation_or_reference_only,is_weak_or_not_supported,is_quarantine_or_error,is_core_finding_candidate,is_supporting_example_candidate,is_mechanism_summary_candidate,is_quantitative_normalization_candidate,is_comparison_review_candidate,is_growth_continuity_candidate,is_manual_review_candidate,is_exclude_or_write_off,has_direct_quantitative_support,has_qualitative_mechanism_support,has_moderate_or_strong_mechanism,has_side_relevance_clear,has_side_relevance_unclear,has_comparison_potential,has_growth_continuity_potential,has_non_base_compensation_evidence,has_bargaining_or_dispute_evidence,needs_side_relevance_reconciliation,original_side_relevance_rating,final_side_relevance_rating,side_relevance_reconciliation_id,side_relevance_reconciliation_status,side_relevance_reconciliation_confidence,side_relevance_reconciliation_reason_codes
BRMGRT-20260802-6b8bd29bd7fcd6cb25a6c71a,BRMSPAN-20260802-13d1502670ca3cdc93d9873a,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,RMSRD-20260802-b410aa1534004d474cc3,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,weak,unclear,none,very_high,moderate,supporting_example_candidate,explicit_dollar_amount_present;explicit_effective_date_present;allowance_context_only_fragment,"Provides an explicit dollar amount ($375.00) and an effective date (July 1, 1990).",unclear,false,0.94,,CLOTHING AND CLEANING ALLOWANCE,36926,36985,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}",d8e0ed15b0e402a6459b61b19ef4dfa37f6048db10a1f0018e1578ee26ca022e,d8e0ed15b0e402a6459b61b19ef4dfa37f6048db10a1f0018e1578ee26ca022e,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-13d1502670ca3cdc93d9873a,span_extraction_lane_003,True,True,False,True,False,Q013,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,unclear,police_direct,BRMSIDEREC-20260803-34a717e9d779489e26f14286,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-834776425884ca513fea01ee,BRMSPAN-20260802-80b32f8ef82ddfcdff221b44,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,RMSRD-20260802-b410aa1534004d474cc3,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_overtime_or_holiday_rate,quantitative_compensation,weak_or_not_supported,none,weak,weak,unclear,none,moderate,weak,manual_review_candidate,fragment_only_overtime_and_vacation_pay;no_rate_or_rule_parameters,Contains only a fragment (“overtime and vacation pay”) without bounded details.,unclear,false,0.84,,,12859,12886,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}",b8787c4046da1033c258536bee82702e90310c8004c21bfb2c25c2100a4d0d0c,b8787c4046da1033c258536bee82702e90310c8004c21bfb2c25c2100a4d0d0c,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-80b32f8ef82ddfcdff221b44,span_extraction_lane_003,True,False,False,False,False,N005,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,true,unclear,police_direct,BRMSIDEREC-20260803-0ace488ed38ed5c95712e88c,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-cd405cd7eeae768d8ce51a17,BRMSPAN-20260802-ae4115f2c58f14fba63a2cd1,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,RMSRD-20260802-b410aa1534004d474cc3,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_overtime_or_holiday_rate,quantitative_compensation,qualitative_mechanism_claim_ready,none,moderate,moderate,unclear,none,moderate,moderate,mechanism_summary_candidate,states_employer_right_to_schedule_overtime;mechanism_rule_present_without_rates,Explicitly states an employer right to schedule overtime work (a mechanism/rule statement).,unclear,false,0.84,,,8249,8299,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}",a81a29aa20d06c3d91a82a524996e0bc783004cf7dd695915e5785ac6c5e43ae,a81a29aa20d06c3d91a82a524996e0bc783004cf7dd695915e5785ac6c5e43ae,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-ae4115f2c58f14fba63a2cd1,span_extraction_lane_003,True,False,False,False,False,N005,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,false,true,false,true,unclear,police_direct,BRMSIDEREC-20260803-2d78cb3f2b70997543a93ea4,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-5893ea6b84d9d8a43d430bd3,BRMSPAN-20260802-d4a434bb6909f8055568d3b7,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,RMSRD-20260802-b410aa1534004d474cc3,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_position_classification_pay_band,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,weak,unclear,none,very_high,strong,core_finding_candidate,explicit_wage_rate_amount_present;explicit_pay_plan_reference_present;effective_period_linked_via_january_1_1991_pay_plan,"Directly provides a wage-rate amount for the Dispatch Supervisor ($29,297) tied to the January 1, 1991 pay plan.",unclear,false,0.94,,,10717,10867,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}",2877084cb4d5df6a7e7dde22e9714a3ab5745b403dad4662987442c627cd3789,2877084cb4d5df6a7e7dde22e9714a3ab5745b403dad4662987442c627cd3789,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-d4a434bb6909f8055568d3b7,span_extraction_lane_003,True,True,False,True,False,Q015,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,unclear,police_direct,BRMSIDEREC-20260803-e7ebd8f7d7c8ff3ec39ade95,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-ec669fab55fcfc02bf5318bb,BRMSPAN-20260802-f146bea443ecc704a325184c,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,RMSRD-20260802-b410aa1534004d474cc3,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_other_compensation_value,quantitative_compensation,quantitative_needs_normalization,weak,none,weak,unclear,none,moderate,moderate,manual_review_candidate,explicit_effective_date_present;explicit_numeric_value_present;bounded_snippet_missing_full_compensation_rule_or_context,"Contains effective date (July 1, 1991) and a number (five (5)) but the snippet does not provide the complete compensation description/rate.",unclear,false,0.84,,,26237,26297,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}",9a1db1ddda1c50ab247327ca4f2fc07ec6f87473607819f63ac942bbe478cc0b,9a1db1ddda1c50ab247327ca4f2fc07ec6f87473607819f63ac942bbe478cc0b,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-f146bea443ecc704a325184c,span_extraction_lane_003,True,False,False,True,False,Q013,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,unclear,police_direct,BRMSIDEREC-20260803-941dfdf9c487d672abf1bc6f,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-0c33854c96877aa9987be0ee,BRMSPAN-20260802-f2541a703109eb5cba1e2885,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,RMSRD-20260802-b410aa1534004d474cc3,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_other_compensation_value,quantitative_compensation,quantitative_needs_normalization,weak,none,weak,unclear,none,moderate,weak,manual_review_candidate,explicit_effective_date_present;value_or_amount_not_in_bounded_snippet_after_receive;context_fragment,"Provides an effective date (July 1, 1989) and states officers will receive something, but the bounded snippet lacks the actual amount/value details.",unclear,false,0.84,,CLOTHING AND CLEANING ALLOWANCE,36745,36797,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}",700a281c5c07288acf3a692394104e2a9323e6b047f10ba27d9c26be46b166f4,700a281c5c07288acf3a692394104e2a9323e6b047f10ba27d9c26be46b166f4,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-f2541a703109eb5cba1e2885,span_extraction_lane_003,True,False,False,True,False,Q013,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,unclear,police_direct,BRMSIDEREC-20260803-497de963cd6ad0a4eede0dc7,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-1040b64e2b81489692774aac,BRMSPAN-20260802-95a4dd73b812a2fb06dc0270,BRMGRS-20260802-826ffacd36837db576eecc01,RMSRD-20260802-a77398525eee16bdd7e0,RMSRD-20260802-a77398525eee16bdd7e0,BRM5C-BRM5-20260731-14215-01,Kinderhook,NY,Northeast,pdf,factfinding_report,medium_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint;market_or_comparability_pressure;non_safety_constraint_signal,quant_other_compensation_value,quantitative_compensation,qualitative_mechanism_claim_ready,none,weak,weak,unclear,none,moderate,weak,manual_review_candidate,effective_date_and_eligibility_or_scope_start_present;no_amount_or_benefit_details_in_snippet,"Shows an effective date and scoped employee title for safety/work-related clothes, but the bounded span does not include the actual benefit details/amount.",unclear,false,0.84,,ARTICLE XIX - SAFETY SHOES OR WORK-RELATED CLOTHES,20855,20942,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}",5084ddee2eb689a73778f570511b826334e4eb0e9286e157b7b42122645b9a69,5084ddee2eb689a73778f570511b826334e4eb0e9286e157b7b42122645b9a69,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-95a4dd73b812a2fb06dc0270,span_extraction_lane_001,True,False,False,True,True,Q013,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,unclear,non_safety_direct,BRMSIDEREC-20260803-d2f0d2589b435bf740bed9aa,relabeled_from_unclear,high,"[""primary_anchor:non_safety_direct""]"
BRMGRT-20260802-3dcb583c7bd8c018c7091f51,BRMSPAN-20260802-00cdfbaa19238fdfe8dc9f42,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,RMSRD-20260802-72326ebf42dd5c875a54,RMSRD-20260802-72326ebf42dd5c875a54,BRM5C-BRM5-20260731-17323-01,Norwalk,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,qual_non_base_compensation_mechanism,qualitative_mechanism,quantitative_needs_normalization,none,moderate,moderate,unclear,none,high,moderate,supporting_example_candidate,mentions_venue_pay_component_change_eliminated;no_explicit_new_pay_formula_in_span_text,States longevity pay is eliminated but the span snippet is truncated and does not provide a detailed mechanism beyond recognition of elimination.,unclear,false,0.86,,,69653,69732,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}",0d0541aee876c495b24b526732ab46381208e470a2fdf529757a3ff0aac98d23,0d0541aee876c495b24b526732ab46381208e470a2fdf529757a3ff0aac98d23,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-00cdfbaa19238fdfe8dc9f42,span_extraction_lane_003,True,False,False,False,False,N001,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,false,true,unclear,police_direct,BRMSIDEREC-20260803-b384b5c5db3113a197176ae4,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-6d666ca7d5b0b9b900886dbb,BRMSPAN-20260802-0264c899b6f89b4d3b1a7b7a,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,RMSRD-20260802-72326ebf42dd5c875a54,RMSRD-20260802-72326ebf42dd5c875a54,BRM5C-BRM5-20260731-17323-01,Norwalk,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_step_schedule_progression,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,none,unclear,none,very_high,strong,quantitative_normalization_candidate,explicit_officer_step_pay_amounts_present;step_schedule_table_fragment,"Contains explicit officer step pay figures (step 3 and amounts), directly readable as quantitative compensation schedule elements.",unclear,false,0.94,,"OFFICER-STEP 2 $29.59 $2,367.:W $30.33 $2,426.40 $31 .09 $2,487 .20",86196,86263,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}",fc4a109d44c1ae2dfe233cc12fcc6b6a9ac3dc7faab4064c04f5b686be28bab0,fc4a109d44c1ae2dfe233cc12fcc6b6a9ac3dc7faab4064c04f5b686be28bab0,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-0264c899b6f89b4d3b1a7b7a,span_extraction_lane_003,True,True,False,False,True,Q006,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,true,unclear,police_direct,BRMSIDEREC-20260803-33055e4012cf476ea1027311,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
BRMGRT-20260802-bbee87ad935312f28147d588,BRMSPAN-20260802-060df71d2fea68847c5e624b,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,RMSRD-20260802-72326ebf42dd5c875a54,RMSRD-20260802-72326ebf42dd5c875a54,BRM5C-BRM5-20260731-17323-01,Norwalk,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,quant_longevity_or_service_pay,quantitative_compensation,quantitative_needs_normalization,none,moderate,moderate,unclear,none,high,moderate,supporting_example_candidate,mentions_longevity_pay_eliminated;span_truncated_no_detail_beyond_recognition,"Reiterates longevity pay elimination, but the snippet does not describe the adjustment mechanism or replacement.",unclear,false,0.84,,,69653,69732,gabriel_rating_lane_001,valid_rating,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}",0d0541aee876c495b24b526732ab46381208e470a2fdf529757a3ff0aac98d23,0d0541aee876c495b24b526732ab46381208e470a2fdf529757a3ff0aac98d23,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-060df71d2fea68847c5e624b,span_extraction_lane_003,True,False,False,False,False,N001,ingested_valid_rating,codified_metadata_only,not_run_preserved_input_label,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,false,true,unclear,police_direct,BRMSIDEREC-20260803-7b47fbb75583cecec57136f7,relabeled_from_unclear,high,"[""source_title_anchor:police_direct""]"
