reconciliation_id,span_rating_id,source_rating_id,span_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,comparison_potential_rating,original_side_relevance_rating,reconciled_side_relevance_label,reconciliation_status,reconciliation_confidence,reconciliation_basis,reconciliation_reason_codes,role_unit_terms_detected,strong_anchor_flag,moderate_anchor_flag,weak_anchor_only_flag,source_title_anchor_flag,section_heading_anchor_flag,neighboring_span_anchor_flag,snippet_anchor_flag,bounded_context_used_flag,not_applicable_reason,remains_unclear_reason,write_off_reason,span_text_snippet,bounded_context_snippet,source_title,section_heading,page_location_pointer,page_number,character_start_offset,character_end_offset,neighboring_span_ids_used,lane_id,reconciliation_priority_tier,source_locator_lineage,source_span_lineage_sha256,span_sha256,processed_at
BRMSIDEREC-20260803-3d2a0d421e409d893ce0ceba,BRMGRT-20260802-58bc29273cb960c27ffdad5c,BRMGRS-20260802-883db23b989cde1460b78a97,BRMSPAN-20260802-fd7a5d4b31994999b11bf14d,RMSRD-20260802-d68e68e0ec6dbf0d7bad,RMSRD-20260802-d68e68e0ec6dbf0d7bad,BRM5C-BRM5-20260731-14007-02,Milton,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,qual_comparability_or_parity_language,qualitative_mechanism,directional_hint_only,comparison_review_candidate,none,weak,none,weak_context_only,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police Department""]",true,false,false,true,false,false,false,false,,,,"community and in comparable communities.
",,City of Milton (Police Department) Dec. No. 30430-A (Teamsters Local Union No. 579) Interest Arbitration Award,,page=unavailable,,3373,3414,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-14007-02"", ""final"": ""https://werc.wi.gov/interest_awards/int30430.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int30430.pdf"", ""scout_target_id"": ""BRM5-20260731-14007""}",0d48dea2890991b943dc5caf5bc4dd2870294c04db84cd8c09a7b9b9a32672e9,0d48dea2890991b943dc5caf5bc4dd2870294c04db84cd8c09a7b9b9a32672e9,2026-08-03T04:13:17.726071+00:00
BRMSIDEREC-20260803-872a297621f33a04eb5ae6e4,BRMGRT-20260802-a373552e0dcb1696b289309b,BRMGRS-20260802-676c542e888f0ef41dafe7e3,BRMSPAN-20260802-6771186d5862822c5f843a57,RMSRD-20260802-fd7174b8933bf0eca5aa,RMSRD-20260802-fd7174b8933bf0eca5aa,BRM5C-BRM5-20260731-13407-01,Athens,OH,Midwest,pdf,factfinding_report,cba_arbitration_factfinding_hint,qual_comparability_or_parity_language,qualitative_mechanism,directional_hint_only,comparison_review_candidate,none,moderate,weak,weak_context_only,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Fraternal Order of Police""]",true,false,false,true,false,false,false,false,,,,"The Employer argues that a review of comparable jurisdictions shows the shift
",,"Fact-Finding Report and Recommended Language of the Fact Finder (SERB Case Numbers: 2017-MED-10-1301 / 2017-MED-10-1302 / 2017-MED-10-1303) — City of Athens, Ohio & Fraternal Order of Police, Ohio Labor Council, Inc.",,page=unavailable,,25939,26017,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-13407-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1301.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1301.pdf"", ""scout_target_id"": ""BRM5-20260731-13407""}",d179b2510f737f0e540d498859477851be77dde44cbfc31203f4382c05230ad5,d179b2510f737f0e540d498859477851be77dde44cbfc31203f4382c05230ad5,2026-08-03T04:13:17.726421+00:00
BRMSIDEREC-20260803-f8b3fc8b19332ca76a60b825,BRMGRT-20260802-a78cab6cd4ceeb7f9431e734,BRMGRS-20260802-6d9df8f6a7e5930ad6e26a1f,BRMSPAN-20260802-e08558d4999ee3db6faacf43,RMSRD-20260802-206f99340457d1781a57,RMSRD-20260802-206f99340457d1781a57,BRM5C-BRM5-20260731-10227-01,Jefferson,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,qual_collective_bargaining,qualitative_mechanism,mixed_quant_qual_claim_ready,comparison_review_candidate,none,moderate,weak,named_position_possible,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police Department""]",true,false,false,true,false,false,false,false,,,,"the comparable average and will maintain the bargaining unit's rank in the
",,"Jefferson, City of (Police Department) — Decision No. 27007-A (Rice, 5/22/92)",EMPLOYER'S POSITION,page=unavailable; section=EMPLOYER'S POSITION,,5962,6037,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-10227-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia27007.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia27007.pdf"", ""scout_target_id"": ""BRM5-20260731-10227""}",9494efa4f386ef2f82752285ff4938969fc5caddca6775874a180e0b057171d6,9494efa4f386ef2f82752285ff4938969fc5caddca6775874a180e0b057171d6,2026-08-03T04:13:17.726646+00:00
BRMSIDEREC-20260803-09fd429b9cf02570351adb67,BRMGRT-20260802-d265f44a59c02a0d282a8d8f,BRMGRS-20260802-a3e1bf399109fb2fc10acd76,BRMSPAN-20260802-b0e8ad9158122357593b4ce0,RMSRD-20260802-09c49ab97b5b08a662cb,RMSRD-20260802-09c49ab97b5b08a662cb,BRM5C-BRM5-20260731-14173-01,Ellicott,NY,Northeast,pdf,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,qual_comparability_or_parity_language,qualitative_mechanism,qualitative_mechanism_claim_ready,comparison_review_candidate,none,moderate,moderate,explicit_cross_side_comparison_possible,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police""]",true,false,false,true,false,false,false,false,,,,"employment in comparable communities;
",,"Opinion and Award (Compulsory Interest Arbitration) — Town of Ellicott and Ellicott Police Civil Service Employees Association Local 1000, AFSCME, AFL-CIO (PERB Case No. IA 96-038)",,page=unavailable,,4286,4324,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-14173-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia96-038-award-12-29-97.pdf"", ""original"": ""https://perb.ny.gov/town-ellicott-and-ellicott-police-civil-service-employees-association-local-1000-afscme-afl-cio"", ""scout_target_id"": ""BRM5-20260731-14173""}",19790d9a13563e99bdf85a5340383e5614e181db05e967e644f5699e0ae45a99,19790d9a13563e99bdf85a5340383e5614e181db05e967e644f5699e0ae45a99,2026-08-03T04:13:17.727073+00:00
BRMSIDEREC-20260803-f328ace63125ec382560a426,BRMGRT-20260802-3baa8f79d0ef07c0f05dd84d,BRMGRS-20260802-fe05d488bff1722cf188b06a,BRMSPAN-20260802-ef1bb6c11abdc19e2c3eaa3c,RMSRD-20260802-6c6dcf7c7b9da8321cce,RMSRD-20260802-6c6dcf7c7b9da8321cce,BRM5C-BRM5-20260731-05418-01,Waterville,MN,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_mou_or_settlement,qualitative_mechanism,mixed_quant_qual_claim_ready,core_finding_candidate,direct,moderate,moderate,none,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police""]",true,false,false,true,false,false,false,false,,,,"Labor Services (LELS) is seeking a Memorandum of Understanding (MOU) to add a 15% base wage increase for
",,"Waterville City Council minutes (mention: Police Chief Contract effective May 4, 2026)",,page=unavailable,,13622,13727,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-05418-01"", ""final"": ""https://cityofwatervillemn.gov/documents/769/5.5.26_Council_minutes.pdf"", ""original"": ""https://cityofwatervillemn.gov/documents/769/5.5.26_Council_minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-05418""}",ba6b2978987d1c1b153f49907ad55a82b9b2046601aa7dfd402b8f68ecf94bf8,ba6b2978987d1c1b153f49907ad55a82b9b2046601aa7dfd402b8f68ecf94bf8,2026-08-03T04:13:17.727516+00:00
BRMSIDEREC-20260803-3106ee1e0d6c2024e985d604,BRMGRT-20260802-ecc01b9fcf07e482f21dcf2c,BRMGRS-20260802-2348e40fa5903ec89639f2a0,BRMSPAN-20260802-8e628a9735b0bea8f5bf54b3,RMSRD-20260802-4e3cd09438c704e8ddc3,RMSRD-20260802-4e3cd09438c704e8ddc3,BRM5C-BRM5-20260731-02742-01,Kaukauna,WI,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_percentage_raise_or_cola,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,moderate,weak,moderate,none,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police Association""]",true,false,false,true,false,false,false,false,,,,"$525 in 2026 base salaries, applied after the 3.5% increase is calculated on the previous pay scale.
",,Kaukauna Professional Police Association Contract Ratification (Tentative Agreement included) — 2026-2028 (packet includes wage-scale/longevity/shift-related edits),,page=unavailable,,99806,99907,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-02742-01"", ""final"": ""https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf"", ""original"": ""https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf"", ""scout_target_id"": ""BRM5-20260731-02742""}",48a9634c2de989fb39f4fbba0570609ea86641ef10c059f3b0c1e1fc2606f251,48a9634c2de989fb39f4fbba0570609ea86641ef10c059f3b0c1e1fc2606f251,2026-08-03T04:13:17.728216+00:00
BRMSIDEREC-20260803-962e2a82643fe017debf8302,BRMGRT-20260802-d30e23e50b13e16ffe5a7907,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-36b76465f6843381b1f66d5c,RMSRD-20260802-7905a0b02aa5430f4543,RMSRD-20260802-7905a0b02aa5430f4543,BRM5C-BRM5-20260731-12430-01,Novi,MI,Midwest,pdf,cba,cba_arbitration_factfinding_hint,qual_strike_no_strike_or_labor_dispute_process,qualitative_mechanism,qualitative_mechanism_claim_ready,core_finding_candidate,none,moderate,central,none,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Police Officers""]",true,false,false,true,false,false,false,false,,,,"Section 12.1: The Union agrees that no strike, work stoppage, slow down or other
",,Labor Agreement between the City of Novi and Police Officers Labor Council (POLC) (POLC 2025-2028),12. NO STRIKE PROVISION,page=unavailable; section=12. NO STRIKE PROVISION,,42007,42088,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}",3cd7edf73da5035c92ac3dd6366dc9563d3ad7c9e984b55988bed20f407199e3,3cd7edf73da5035c92ac3dd6366dc9563d3ad7c9e984b55988bed20f407199e3,2026-08-03T04:13:17.730574+00:00
BRMSIDEREC-20260803-e31ed228135cfbc6f38f18a1,BRMGRT-20260802-2fa92f25a7118cbcd54598cb,BRMGRS-20260802-4435db793f3a28010344935e,BRMSPAN-20260802-0103758ad7c241753167bfda,RMSRD-20260802-a372e4c0cd93abe3eccf,RMSRD-20260802-a372e4c0cd93abe3eccf,BRM5C-BRM5-20260731-09853-01,Perry,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,qual_strike_no_strike_or_labor_dispute_process,qualitative_mechanism,qualitative_mechanism_claim_ready,core_finding_candidate,none,direct,central,none,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Fraternal Order of Police""]",true,false,false,true,false,false,false,false,,,,"NO STRIKE/NO LOCKOUT
",,"Collective Bargaining Agreement — Perry Township and Fraternal Order of Police Capital City Lodge No. 9 (January 1, 2022 - December 31, 2024)",ARTICLE 14,page=unavailable; section=ARTICLE 14,,68202,68223,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-09853-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1096.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1096.pdf"", ""scout_target_id"": ""BRM5-20260731-09853""}",648c1bbda0ec04b1e8defac06c8db91c3bcc29bd3fb477a627e8dff38af6bdd8,648c1bbda0ec04b1e8defac06c8db91c3bcc29bd3fb477a627e8dff38af6bdd8,2026-08-03T04:13:17.730821+00:00
BRMSIDEREC-20260803-496192281ea1075dfa2434a7,BRMGRT-20260802-b154893d8c803f59530a107a,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-7fadee787f861307c22a6f07,RMSRD-20260802-b068f8bdc7faddf4696d,RMSRD-20260802-b068f8bdc7faddf4696d,BRM5C-BRM5-20260731-05046-01,Baxter,MN,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,quant_stipend_or_premium,quantitative_compensation,qualitative_mechanism_claim_ready,core_finding_candidate,none,direct,central,none,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Law Enforcement"", ""Patrol""]",true,false,false,true,false,false,false,false,,,,"There shall be no shift differential paid for day added to the working hours an officer is
",,"Labor Agreement (Law Enforcement Labor Services, Inc. Local 312) — Patrol Employees Schedule",,page=unavailable,,41180,41271,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}",534eeff871d49d899cbe4476f1eceffef6b27a88b6c3afcfb011507ff27be5e7,534eeff871d49d899cbe4476f1eceffef6b27a88b6c3afcfb011507ff27be5e7,2026-08-03T04:13:17.731878+00:00
BRMSIDEREC-20260803-e2d420b00b1fe130be3a1178,BRMGRT-20260802-49b615c4b2daaf4e092f5269,BRMGRS-20260802-d26e0c10966bfdf28fd48538,BRMSPAN-20260802-f209afcc59a1bdccf7275e81,RMSRD-20260802-2c5ecee51aeb90ff473d,RMSRD-20260802-2c5ecee51aeb90ff473d,BRM5C-BRM5-20260731-08851-02,Eagle Lake,MN,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,direct,none,none,none,unclear,police_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:police_direct""]","[""Law Enforcement""]",true,false,false,true,false,false,false,false,,,," MVAC will bill for their work at $50
per hour, not to exceed $1,200 for the entire project.",,"City Council Minutes (Law Enforcement Coverage Contract) — Oct 2, 2023",,page=unavailable,,12024,12116,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-08851-02"", ""final"": ""https://eaglelakemn.gov/wp-content/uploads/10-02-2023-City-Council-Minutes.pdf"", ""original"": ""https://eaglelakemn.gov/wp-content/uploads/10-02-2023-City-Council-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-08851""}",2db082e15033b86052fc8467274c4c2b4add500732682f25751e316308bef6dc,2db082e15033b86052fc8467274c4c2b4add500732682f25751e316308bef6dc,2026-08-03T04:13:17.736639+00:00
