reconciliation_id,span_rating_id,source_rating_id,span_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,comparison_potential_rating,original_side_relevance_rating,reconciled_side_relevance_label,reconciliation_status,reconciliation_confidence,reconciliation_basis,reconciliation_reason_codes,role_unit_terms_detected,strong_anchor_flag,moderate_anchor_flag,weak_anchor_only_flag,source_title_anchor_flag,section_heading_anchor_flag,neighboring_span_anchor_flag,snippet_anchor_flag,bounded_context_used_flag,not_applicable_reason,remains_unclear_reason,write_off_reason,span_text_snippet,bounded_context_snippet,source_title,section_heading,page_location_pointer,page_number,character_start_offset,character_end_offset,neighboring_span_ids_used,lane_id,reconciliation_priority_tier,source_locator_lineage,source_span_lineage_sha256,span_sha256,processed_at
BRMSIDEREC-20260803-04f6c5359ba4ef8ca2da727d,BRMGRT-20260802-4f7c0eef47d7512abc5acb12,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-c5ed707961353c7a17155134,RMSRD-20260802-85e0306706461197c9fa,RMSRD-20260802-85e0306706461197c9fa,BRM5C-BRM5-20260731-18471-01,Wilkins,PA,Northeast,pdf,other_local_government_pay_policy,non_cba_or_unresolved_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,direct,none,none,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:mixed_direct""]","[""Chief of Police"", ""Public Works""]",true,false,false,true,false,false,false,false,,,,"the fiscal year 2025 is $7,375,000
",,"Township of Wilkins Ordinance No. 1131 (Salary/Compensation) — compensation of Township Manager, Assistant Township Manager, Chief of Police, Public Works Superintendent, Building and Fire Inspector, and Office Personnel; effective January 1, 2025",Section I. The estimated total revenue to be received by the Township during,page=unavailable; section=Section I. The estimated total revenue to be received by the Township during,,69160,69195,[],side_relevance_reconciliation_lane_001,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}",0fc9ed84b8a93905c41a52730446dd1055848f83e337330c4d2a169b64f5fb3a,0fc9ed84b8a93905c41a52730446dd1055848f83e337330c4d2a169b64f5fb3a,2026-08-03T04:13:17.970381+00:00
BRMSIDEREC-20260803-d6866a96aedeb390f98403c2,BRMGRT-20260802-6ae3f0d2d7c12b13c627c562,BRMGRS-20260802-ba3ae4960fd2ef73e2640ebc,BRMSPAN-20260802-8862b50ed3791948df860cdf,RMSRD-20260802-0685b68054fb6395c6e9,RMSRD-20260802-0685b68054fb6395c6e9,BRM5C-BRM5-20260731-15238-02,Hillsboro,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_collective_bargaining,qualitative_mechanism,local_context_only,local_context_candidate,none,weak,weak,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:mixed_direct""]","[""Fire Department"", ""Laborers"", ""Public Works""]",true,false,false,true,false,false,false,false,,,," Discussion / Action – Three (3)-year Collective Bargaining Agreement Between the
",,"City Council agenda (May 7, 2024) includes '3-year Collective Bargaining Agreement' with Laborers' Local 773 involving Fire Department and Public Works",,page=unavailable,,950,1032,[],side_relevance_reconciliation_lane_001,tier_3_local_context_or_directional,"{""candidate_id"": ""BRM5C-BRM5-20260731-15238-02"", ""final"": ""https://hillsboroillinois.net/wp-content/uploads/5-7-24-City-Council-agenda.pdf"", ""original"": ""https://hillsboroillinois.net/wp-content/uploads/5-7-24-City-Council-agenda.pdf"", ""scout_target_id"": ""BRM5-20260731-15238""}",1bfc9ce8fd006dab25d911c87cb41e6efe3080d27a258f6ca2ad7fe0556bc707,1bfc9ce8fd006dab25d911c87cb41e6efe3080d27a258f6ca2ad7fe0556bc707,2026-08-03T04:13:18.092437+00:00
BRMSIDEREC-20260803-498f452216e3cceef11388fd,BRMGRT-20260802-fbc4f8324e8c89919b40a141,BRMGRS-20260802-be6553c21ebf64d1e3e02da7,BRMSPAN-20260802-e242328c1e24cfdd80d6342f,RMSRD-20260802-4e559d8cae04664c6267,RMSRD-20260802-4e559d8cae04664c6267,BRM5C-BRM5-20260731-14370-02,Brighton,PA,Northeast,pdf,agenda_packet_or_minutes,cba_arbitration_factfinding_hint,quant_base_wage_direct_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,direct,none,none,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:mixed_direct""]","[""Police"", ""Public Works""]",true,false,false,true,false,false,false,false,,,,2023 with a base rate of $12.07 per month.,,"Board of Supervisors Minutes — November 13, 2023 (Police Contract Approval + Public Works Extension; date range references)",,page=unavailable,,9875,9917,[],side_relevance_reconciliation_lane_002,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-14370-02"", ""final"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""original"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""scout_target_id"": ""BRM5-20260731-14370""}",08fdd6013630333ebf5f5998ba2c0d8bf1b6ae7be90f1915081d8f0828e2134c,08fdd6013630333ebf5f5998ba2c0d8bf1b6ae7be90f1915081d8f0828e2134c,2026-08-03T04:13:18.847163+00:00
BRMSIDEREC-20260803-4864ca50e0d1a2e4ff174f2d,BRMGRT-20260802-5d1b602f2d94f08686975d30,BRMGRS-20260802-be6553c21ebf64d1e3e02da7,BRMSPAN-20260802-51ebcf56d1e4b0f1f5cefa1b,RMSRD-20260802-4e559d8cae04664c6267,RMSRD-20260802-4e559d8cae04664c6267,BRM5C-BRM5-20260731-14370-02,Brighton,PA,Northeast,pdf,agenda_packet_or_minutes,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,direct,none,none,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:mixed_direct""]","[""Police"", ""Public Works""]",true,false,false,true,false,false,false,false,,,,"Quarterly Refuse Rate effective January 1, 2024 $39.06
",,"Board of Supervisors Minutes — November 13, 2023 (Police Contract Approval + Public Works Extension; date range references)",,page=unavailable,,10419,10474,[],side_relevance_reconciliation_lane_002,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-14370-02"", ""final"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""original"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""scout_target_id"": ""BRM5-20260731-14370""}",8b41f3b4341b2bbf4e190d855e565c74e0a2ef64c491d59a488723c437084cfb,8b41f3b4341b2bbf4e190d855e565c74e0a2ef64c491d59a488723c437084cfb,2026-08-03T04:13:18.852275+00:00
BRMSIDEREC-20260803-c8261b4d732757104f5fcb16,BRMGRT-20260802-c90b6ca68e7d1fd0be195a32,BRMGRS-20260802-b538813ddb9f55de9b49eacf,BRMSPAN-20260802-906ed9f95d506022987503df,RMSRD-20260802-7082b46ec4f1d218e13b,RMSRD-20260802-7082b46ec4f1d218e13b,BRM5C-BRM5-20260731-04330-01,Franklin,IN,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,qual_market_recruitment_retention_pressure,qualitative_mechanism,quantitative_direct_text_claim_ready,core_finding_candidate,direct,weak,weak,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_span_heading_or_bounded_context_anchor""]","[""primary_anchor:mixed_direct""]","[""POLICE"", ""Treasurer""]",true,false,false,false,true,false,true,false,,,,"• $51,626.00 MVH / $3,444.00 Clerk-Treasurer Record Retention Clerk
",,Budgetary Ordinance No.:24-03 - Fixing and Authorizing the Payment of Certain Salaries of Appointed Officers and Employees for Year 2024 (Civil City),POLICE MERIT:,page=unavailable; section=POLICE MERIT:,,5535,5603,[],side_relevance_reconciliation_lane_002,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-04330-01"", ""final"": ""https://franklin.in.gov/egov/documents/1708436842_10086.pdf"", ""original"": ""https://www.franklin.in.gov/egov/documents/1708436842_10086.pdf"", ""scout_target_id"": ""BRM5-20260731-04330""}",e3d2581ad481339df32d6571ef508d5a6ca310e8d2117fa4f18522523212aba3,e3d2581ad481339df32d6571ef508d5a6ca310e8d2117fa4f18522523212aba3,2026-08-03T04:13:18.858817+00:00
BRMSIDEREC-20260803-3f96c11024681d21f4a1fac9,BRMGRT-20260802-e733cb7b7eac73ac7c7fd66d,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-9886ea1c6ea5c73999e898d8,RMSRD-20260802-85e0306706461197c9fa,RMSRD-20260802-85e0306706461197c9fa,BRM5C-BRM5-20260731-18471-01,Wilkins,PA,Northeast,pdf,other_local_government_pay_policy,non_cba_or_unresolved_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,direct,none,none,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:mixed_direct""]","[""Chief of Police"", ""Public Works""]",true,false,false,true,false,false,false,false,,,,"$114,806 effective January 1, 2025.
",,"Township of Wilkins Ordinance No. 1131 (Salary/Compensation) — compensation of Township Manager, Assistant Township Manager, Chief of Police, Public Works Superintendent, Building and Fire Inspector, and Office Personnel; effective January 1, 2025",Section I. The annual compensation of the Township Manager shall be set at,page=unavailable; section=Section I. The annual compensation of the Township Manager shall be set at,,75386,75422,[],side_relevance_reconciliation_lane_002,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}",8e60a98be036d62aa9261abbf521c8632000d11308f72122771f228b330cb02c,8e60a98be036d62aa9261abbf521c8632000d11308f72122771f228b330cb02c,2026-08-03T04:13:18.886125+00:00
BRMSIDEREC-20260803-a2fb405d50e14df4f17752d2,BRMGRT-20260802-1fb08ce33c531d4502c03782,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-a25d0daf1346c6df8727ca80,RMSRD-20260802-85e0306706461197c9fa,RMSRD-20260802-85e0306706461197c9fa,BRM5C-BRM5-20260731-18471-01,Wilkins,PA,Northeast,pdf,other_local_government_pay_policy,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,direct,none,none,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:mixed_direct""]","[""Chief of Police"", ""Public Works""]",true,false,false,true,false,false,false,false,,,,"Payroll Clerk/Accounts Payable: $23.61 per hour
",,"Township of Wilkins Ordinance No. 1131 (Salary/Compensation) — compensation of Township Manager, Assistant Township Manager, Chief of Police, Public Works Superintendent, Building and Fire Inspector, and Office Personnel; effective January 1, 2025",,page=unavailable,,75992,76040,[],side_relevance_reconciliation_lane_002,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}",92221b470eeb0e4be149069dbccbe52459ac96979f457436af219647cdd9b2f7,92221b470eeb0e4be149069dbccbe52459ac96979f457436af219647cdd9b2f7,2026-08-03T04:13:19.058225+00:00
BRMSIDEREC-20260803-d3290b23d510bca7832a5a20,BRMGRT-20260802-e8a4e866f7982176ab6ff42d,BRMGRS-20260802-7aef382735b8074cca38d297,BRMSPAN-20260802-876e3e088d60142c13eb8e27,RMSRD-20260802-63ad5455da33253bd1e3,RMSRD-20260802-63ad5455da33253bd1e3,BRM5C-BRM5-20260731-00387-01,Odell,IL,Midwest,html,wage_schedule,non_cba_or_unresolved_hint,quant_other_compensation_value,quantitative_compensation,weak_or_not_supported,manual_review_candidate,none,none,none,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_span_heading_or_bounded_context_anchor""]","[""primary_anchor:mixed_direct""]","[""Police"", ""Sewer""]",true,false,false,false,false,false,true,false,,,," Committee Reports Water & Sewer: Police & Streets, Alleys: Finance: Old Business: Fiscal Year 2026-2027 Working Budget Miscellaneous Old Business (discussion only) New Business: Sale of Village Real Estate Vacation of Sections of 3rd Street and Spencer Miscellaneous New Business (discussion only) Executive Session: (if needed) Personnel - Section 2 (c) (1) of the Open Meetings Act Litigation - Section 2 (c) (11) of the Open Meetings Act
",,"Village of Odell — Official Minutes of the April 13, 2026 Regular Board Meeting (page/content)",,page=unavailable,,3736,4178,[],side_relevance_reconciliation_lane_002,tier_2_manual_or_strong_support,"{""candidate_id"": ""BRM5C-BRM5-20260731-00387-01"", ""final"": ""https://odell-il.com/author/jackandjill602"", ""original"": ""https://odell-il.com/author/jackandjill602/"", ""scout_target_id"": ""BRM5-20260731-00387""}",d05df3119d3ac86da873d9e85df9006732e08b97108c34982cdbf21ca57f48b6,d05df3119d3ac86da873d9e85df9006732e08b97108c34982cdbf21ca57f48b6,2026-08-03T04:13:19.156344+00:00
BRMSIDEREC-20260803-188ab782bd0c46b174fb52ce,BRMGRT-20260802-f739f71a3ac414487078c702,BRMGRS-20260802-ba3ae4960fd2ef73e2640ebc,BRMSPAN-20260802-2cfd42ca10aafe1f1d09969e,RMSRD-20260802-0685b68054fb6395c6e9,RMSRD-20260802-0685b68054fb6395c6e9,BRM5C-BRM5-20260731-15238-02,Hillsboro,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_collective_bargaining,qualitative_mechanism,local_context_only,local_context_candidate,none,weak,weak,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:mixed_direct""]","[""Fire Department"", ""Laborers"", ""Public Works""]",true,false,false,true,false,false,false,false,,,," Discussion / Action – Three (3)-year Collective Bargaining Agreement Between City
",,"City Council agenda (May 7, 2024) includes '3-year Collective Bargaining Agreement' with Laborers' Local 773 involving Fire Department and Public Works",,page=unavailable,,1094,1177,[],side_relevance_reconciliation_lane_002,tier_3_local_context_or_directional,"{""candidate_id"": ""BRM5C-BRM5-20260731-15238-02"", ""final"": ""https://hillsboroillinois.net/wp-content/uploads/5-7-24-City-Council-agenda.pdf"", ""original"": ""https://hillsboroillinois.net/wp-content/uploads/5-7-24-City-Council-agenda.pdf"", ""scout_target_id"": ""BRM5-20260731-15238""}",18713b4088acf28dd734dc5730a37dd7e84f819a368740fc2ed27c8aae88ed87,18713b4088acf28dd734dc5730a37dd7e84f819a368740fc2ed27c8aae88ed87,2026-08-03T04:13:19.167634+00:00
BRMSIDEREC-20260803-5a47916ca3838e872f9b0d6b,BRMGRT-20260802-f048ca3ece7d74d68eda9db6,BRMGRS-20260802-be6553c21ebf64d1e3e02da7,BRMSPAN-20260802-88e7b95a0eed5e22523bffee,RMSRD-20260802-4e559d8cae04664c6267,RMSRD-20260802-4e559d8cae04664c6267,BRM5C-BRM5-20260731-14370-02,Brighton,PA,Northeast,pdf,agenda_packet_or_minutes,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,direct,none,none,none,unclear,mixed_direct,relabeled_from_unclear,high,"[""explicit_source_title_unit_anchor""]","[""source_title_anchor:mixed_direct""]","[""Police"", ""Public Works""]",true,false,false,true,false,false,false,false,,,,"Monthly Refuse Rate effective January 1, 2024 $13.02
",,"Board of Supervisors Minutes — November 13, 2023 (Police Contract Approval + Public Works Extension; date range references)",,page=unavailable,,10365,10418,[],side_relevance_reconciliation_lane_003,tier_1_high_value_downstream,"{""candidate_id"": ""BRM5C-BRM5-20260731-14370-02"", ""final"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""original"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""scout_target_id"": ""BRM5-20260731-14370""}",4a41ccef646f2a14f2899d4cbd92a5730afea5d6935598c5302c88b4d7902efd,4a41ccef646f2a14f2899d4cbd92a5730afea5d6935598c5302c88b4d7902efd,2026-08-03T04:20:14.894646+00:00
