span_rating_id,source_rating_id,span_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,comparison_potential_rating,safety_side_hint,current_side_relevance_rating,span_text_snippet,bounded_context_snippet,page_number,section_heading,character_start_offset,character_end_offset,source_title,source_locator_lineage,source_level_rating_rationale,span_level_rating_rationale,reason_codes,input_confidence_score,extraction_confidence_rating,source_rating_confidence,neighboring_span_ids,source_level_evidence_flags,likely_role_or_unit_terms_detected,reconciliation_priority_tier,reconciliation_reason_codes,missing_metadata_flag,missing_metadata_fields,rating_lane_id,span_extraction_lane_id,packet_id,source_span_lineage_sha256,span_sha256,reconciliation_status,locked_lane_id,locked_queue_position
BRMGRT-20260802-0fcdaf68306b57bec9fba348,BRMGRS-20260802-883db23b989cde1460b78a97,BRMSPAN-20260802-bace8b5988cfa527c8351db1,RMSRD-20260802-d68e68e0ec6dbf0d7bad,RMSRD-20260802-d68e68e0ec6dbf0d7bad,BRM5C-BRM5-20260731-14007-02,Milton,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,qual_market_recruitment_retention_pressure,qualitative_mechanism,directional_hint_only,comparison_review_candidate,none,weak,weak,weak_context_only,unclear,unclear,"need enhancing to retain employees, while only two of the five comparables the parties
",,,,7642,7729,City of Milton (Police Department) Dec. No. 30430-A (Teamsters Local Union No. 579) Interest Arbitration Award,"{""candidate_id"": ""BRM5C-BRM5-20260731-14007-02"", ""final"": ""https://werc.wi.gov/interest_awards/int30430.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int30430.pdf"", ""scout_target_id"": ""BRM5-20260731-14007""}",Aggregated 21 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use supporting_example_candidate.,"Indicates a need for enhancing retention and mentions comparables, but the snippet lacks named comparison structure.",mentions_need_enhancing_to_retain_employees;references_comparables_count_without_names_or_structured_pairing,0.86,high,0.8610,"[""BRMSPAN-20260802-4b95ed1fcf3a8d7b235199e8"", ""BRMSPAN-20260802-dcfcd48f0203f936aab9ee8b"", ""BRMSPAN-20260802-87e8435253c6a8b39130fd62"", ""BRMSPAN-20260802-8ca0f3ee6aff158af456bfe6""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""true"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}","[""police""]",tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_001,span_extraction_lane_003,,a300a04c42b745e503b965b57611ab765059283d08ea014e7b6cef8634aef2ff,a300a04c42b745e503b965b57611ab765059283d08ea014e7b6cef8634aef2ff,queued_not_run,side_relevance_reconciliation_lane_004,1
BRMGRT-20260802-adb261a6b667100831e3f71c,BRMGRS-20260802-c7faaeffc7062dbeb204f1c1,BRMSPAN-20260802-3b0104c445ec5d808ce3a13b,RMSRD-20260802-d742162988835968b97d,RMSRD-20260802-d742162988835968b97d,BRM5C-BRM5-20260731-06184-02,Wadsworth,OH,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,quant_position_classification_pay_band,quantitative_compensation,directional_hint_only,comparison_review_candidate,moderate,none,none,explicit_cross_side_comparison_possible,unclear,unclear," First, it reports that the average maximum salary for seven comparable cities is

$62,387.44 compared to its $62,606.00 maximum salary.",,,,24799,24935,"FACT-FINDING REPORT: City of Wadsworth and International Association of Fire Fighters, Local 4136 (Case No. 2018-MED-09-0935)","{""candidate_id"": ""BRM5C-BRM5-20260731-06184-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-09-0935.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-09-0935.pdf"", ""scout_target_id"": ""BRM5-20260731-06184""}",Aggregated 18 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,"Includes explicit comparison values versus a set of comparable cities, but the span does not provide structured positions/schedule labels for formal cross-side comparison.",mentions_comparable_cities_but_is_counting_style_not_structured;contains_two_explicit_values_62_387_44_vs_62_606_00,0.94,high,0.9156,"[""BRMSPAN-20260802-e0b91252a6abe90ecc3574ad"", ""BRMSPAN-20260802-83885f14c67dbb7767a8deb9"", ""BRMSPAN-20260802-b0166ab7f6c8d62978e42caf"", ""BRMSPAN-20260802-72546c635742b33f7a8500b9""]","{""has_bargaining_or_dispute_process_evidence"": ""false"", ""has_comparison_potential"": ""true"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""false"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_002,span_extraction_lane_005,,25885635bd038878a6c31c73e7c57dbf898edd36d5706dbda94906e07e68e8d9,25885635bd038878a6c31c73e7c57dbf898edd36d5706dbda94906e07e68e8d9,queued_not_run,side_relevance_reconciliation_lane_004,7
BRMGRT-20260802-85cce14b8132087523344626,BRMGRS-20260802-8ae38eaa756dac42c6396dd0,BRMSPAN-20260802-5f5832d181d7bc711d5ee1a6,RMSRD-20260802-f77c695ac77c94024c09,RMSRD-20260802-f77c695ac77c94024c09,BRM5C-BRM5-20260731-09853-04,Perry,OH,Midwest,pdf,wage_schedule,cba_arbitration_factfinding_hint,qual_comparability_or_parity_language,qualitative_mechanism,mixed_quant_qual_claim_ready,comparison_review_candidate,none,moderate,weak,weak_context_only,unclear,unclear,"Comparable communities seem to provide better coverage and
",,,DISCUSSION AND ANALYSIS:,29019,29078,"Fact-Finding Report and Recommendations — Perry Township (Firefighter/Paramedics & Capts.) / IAFF Local 3960 (Case: 2018-MED-10-0993) (Date of Issuance: June 11, 2019)","{""candidate_id"": ""BRM5C-BRM5-20260731-09853-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-10-0993.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-10-0993.pdf"", ""scout_target_id"": ""BRM5-20260731-09853""}",Aggregated 21 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use supporting_example_candidate.,Presents a comparability-style assertion (“comparable communities”) but lacks explicit structure/terms for comparison extraction.,comparability_statement_without_specific_comparator_structure_or;no_named_positions_schedules_or_cba_terms_in_span,0.86,moderate,0.8648,"[""BRMSPAN-20260802-1c5a8e68b3a24c177f22be57"", ""BRMSPAN-20260802-7abfe38aa18591cddfb0d013""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}","[""fire""]",tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_001,span_extraction_lane_001,,90d0cab2238d067ea7aa171b661d91b68ad251231ea0cc53bf93485dfa2f3293,90d0cab2238d067ea7aa171b661d91b68ad251231ea0cc53bf93485dfa2f3293,queued_not_run,side_relevance_reconciliation_lane_004,13
BRMGRT-20260802-220937d96eaf5fdbb1089a74,BRMGRS-20260802-7bfa726c8800620cc086adba,BRMSPAN-20260802-6029bace8da1d7a732711ed1,RMSRD-20260802-5a0cebb79452466bb4f9,RMSRD-20260802-5a0cebb79452466bb4f9,BRM5C-BRM5-20260731-17911-03,Corning,NY,Northeast,pdf,arbitration_award,cba_arbitration_factfinding_hint,qual_comparability_or_parity_language,qualitative_mechanism,qualitative_mechanism_claim_ready,comparison_review_candidate,none,moderate,moderate,weak_context_only,unclear,unclear,"in comparable communities in the general area, coupled with
",,,,6471,6531,"In the Matter of the Arbitration — City of Corning v. Corning Police Department, Steuben County Chapter, CSEA — Award (Case No. CA-0106; M76-193)","{""candidate_id"": ""BRM5C-BRM5-20260731-17911-03"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ca-0106-award-4-13-77.pdf"", ""original"": ""https://perb.ny.gov/city-corning-and-corning-police-department-steuben-county-chapter-csea"", ""scout_target_id"": ""BRM5-20260731-17911""}",Aggregated 23 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use supporting_example_candidate.,"Mentions comparability to “comparable communities…in the general area,” suggesting a comparison basis but without structured positions/schedules or explicit cross-side comparison details.",comparable_communities_general_area_language,0.86,moderate,0.8548,"[""BRMSPAN-20260802-a0f20e3f8aaa1f6bb52e47b3"", ""BRMSPAN-20260802-a1aab37d266e0b49866fd8de"", ""BRMSPAN-20260802-2abd78bcf884b58e5a77bbb2"", ""BRMSPAN-20260802-5e1720f66c0b58d4f61d6b12""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}","[""police""]",tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_005,span_extraction_lane_001,,79ac2b910b1cc3f0bba5d2fbd731e8d112a97e5c84c90be59a199b4df5e19749,79ac2b910b1cc3f0bba5d2fbd731e8d112a97e5c84c90be59a199b4df5e19749,queued_not_run,side_relevance_reconciliation_lane_004,19
BRMGRT-20260802-95ddf8363c870fe11ab28da4,BRMGRS-20260802-bf1c3c30d058db3d9b996a15,BRMSPAN-20260802-df08bd6d1e0568863ed33660,RMSRD-20260802-bbe7539fc24eff58f149,RMSRD-20260802-bbe7539fc24eff58f149,BRM5C-BRM5-20260731-01243-01,Shelby,MI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_step_schedule_progression,quantitative_compensation,quantitative_direct_text_claim_ready,comparison_review_candidate,direct,none,weak,none,unclear,unclear,"John Sutton moved to approve the request from Randy Mahoney to begin at Step 5 of the Village of
Shelby Deputy Clerk/Treasurer wage scale of $18.90 per hour.",,,,7252,7409,Combined Minutes 2022 (includes wage scale step language for Deputy Clerk/Treasurer; references Employee Handbook wage/PTO framework),"{""candidate_id"": ""BRM5C-BRM5-20260731-01243-01"", ""final"": ""https://shelbyvillage.com/wp-content/uploads/2025/04/Combined-Minutes-2022.pdf"", ""original"": ""https://shelbyvillage.com/wp-content/uploads/2025/04/Combined-Minutes-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-01243""}",Aggregated 16 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,Describes a motion to approve beginning at Step 5 of the Deputy Clerk/Treasurer wage scale ($18.90 per hour).,explicit_approval_action_for_step_and_hourly_rate_present,0.94,high,0.8937,"[""BRMSPAN-20260802-4dc51daac7308bb668f0ec52"", ""BRMSPAN-20260802-b6e90dafb9714182f38b0f70"", ""BRMSPAN-20260802-bfbd0787fe81ad9d1fba0e01"", ""BRMSPAN-20260802-0dee84e5773bfe62e1850da1""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""false"", ""has_non_base_compensation_evidence"": ""false"", ""has_non_safety_side_relevance"": ""true"", ""has_qualitative_mechanism_support"": ""false"", ""has_safety_side_relevance"": ""false""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_003,span_extraction_lane_004,,0105ff853c436e68b93876f322ab78725b37369ebea915e0147f76cb751b8149,0105ff853c436e68b93876f322ab78725b37369ebea915e0147f76cb751b8149,queued_not_run,side_relevance_reconciliation_lane_004,25
BRMGRT-20260802-ab6bc19687380589a1cba8e7,BRMGRS-20260802-e804421518d30764aa7efa7a,BRMSPAN-20260802-e9e8a419b21c598341fef652,RMSRD-20260802-580fb267800360b96507,RMSRD-20260802-580fb267800360b96507,BRM5C-BRM5-20260731-06752-03,Kingston,NY,Northeast,pdf,mou_or_memorandum,non_cba_or_unresolved_hint,quant_salary_schedule_table,quantitative_compensation,quantitative_needs_normalization,comparison_review_candidate,weak,none,moderate,none,unclear,unclear," Salary Schedule, as per attached Appendix A, shall take effect I l:59 pM on December
",,,,91417,91503,"Memorandum of Agreement (CSEA, Local 1000 AFSCME, AFL-CIO; City of Kingston Unit #8951 / Ulster County Local 856) — Project Manager Recreation Department (includes wage increases with retroactive effective dates)","{""candidate_id"": ""BRM5C-BRM5-20260731-06752-03"", ""final"": ""https://kingston-ny.gov/filestorage/8399/10476/11808/11810/May_2024_Finance_Communications.pdf"", ""original"": ""https://www.kingston-ny.gov/filestorage/8399/10476/11808/11810/May_2024_Finance_Communications.pdf"", ""scout_target_id"": ""BRM5-20260731-06752""}",Aggregated 19 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,"States a salary schedule effective time/date, but snippet is incomplete and does not clearly specify the wage amounts or structure.",effective_datetime_for_salary_schedule_present,0.84,moderate,0.8979,"[""BRMSPAN-20260802-f6b1d32359ff042cbe57504f"", ""BRMSPAN-20260802-27a259aaa218dfc70456848d"", ""BRMSPAN-20260802-27d3194528518f3a9095760e"", ""BRMSPAN-20260802-977db1b3255b8cb697568aad""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""false"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}","[""non_safety"", ""unit_or_role""]",tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_005,span_extraction_lane_001,,9f5c7c9adf9fffe3f1ab66b27902a852e686f7425dc058be103feaedfdc503d0,9f5c7c9adf9fffe3f1ab66b27902a852e686f7425dc058be103feaedfdc503d0,queued_not_run,side_relevance_reconciliation_lane_004,31
BRMGRT-20260802-5944a8b9e440b9bbd066403b,BRMGRS-20260802-f8624b5ef752e6e48c1ff7c2,BRMSPAN-20260802-ea233b4bd8f007e4af5ca983,RMSRD-20260802-9ae1a5dbddbc01246c9f,RMSRD-20260802-9ae1a5dbddbc01246c9f,BRM5C-BRM5-20260731-18330-01,Nottingham,PA,Northeast,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,strong,central,none,unclear,unclear,"26.0 Set the mileage allowance for 2023 at 62.5 cents per mile in accordance with standard IRS rate.
",,,,7345,7446,"Nottingham Township Board of Supervisors Reorganization Meeting — January 3, 2023 (Set salaries and/or wages for the year 2021)","{""candidate_id"": ""BRM5C-BRM5-20260731-18330-01"", ""final"": ""https://nottinghamtwp.com/wp-content/uploads/2022/12/January-3-2023-Reorganization-Meeting-Doc-2.pdf"", ""original"": ""https://nottinghamtwp.com/wp-content/uploads/2022/12/January-3-2023-Reorganization-Meeting-Doc-2.pdf"", ""scout_target_id"": ""BRM5-20260731-18330""}",Aggregated 5 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,States a specific 2023 mileage allowance rate (62.5 cents per mile) and references setting it in accordance with the standard IRS rate.,explicit_mileage_rate_value_62_5_cents_per_mile;explicit_instruction_to_set_allowance_for_2023;mechanism_via_authorization_in_accordance_with_standard_irs_rate,0.84,high,0.8640,"[""BRMSPAN-20260802-986c3acffbaefa70e042ba96"", ""BRMSPAN-20260802-78f4b0608bcae10191ed4119"", ""BRMSPAN-20260802-578ebb6b2a82dd3976d70c3a"", ""BRMSPAN-20260802-bbe171c55c8852a05adc8e48""]","{""has_bargaining_or_dispute_process_evidence"": ""false"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""false""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_004,span_extraction_lane_004,,6522c4f56d74779a0b8ca621b1c4242cabe095e20580e3617c96e078ddfa5c9c,6522c4f56d74779a0b8ca621b1c4242cabe095e20580e3617c96e078ddfa5c9c,queued_not_run,side_relevance_reconciliation_lane_004,37
BRMGRT-20260802-b167dc425ecec900a87aa323,BRMGRS-20260802-4bc4ba39a739337d5a9f2c2b,BRMSPAN-20260802-d45fd86931ed7290c42173c0,RMSRD-20260802-95b72fbb5e225725304a,RMSRD-20260802-95b72fbb5e225725304a,BRM5C-BRM5-20260731-09024-02,Moose Lake,MN,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,weak,moderate,none,unclear,unclear,"Ø Motion by Councilor Juntunen to increase election judge compensation to $16/hour and head judge
",,,,9717,9815,City Council Agenda/Packet Minutes - Compensation Discussion Items (election judge compensation; board/commission compensation),"{""candidate_id"": ""BRM5C-BRM5-20260731-09024-02"", ""final"": ""https://cityofmooselake.gov/AgendaCenter/ViewFile/Minutes/_02142024-266"", ""original"": ""https://www.cityofmooselake.gov/AgendaCenter/ViewFile/Minutes/_02142024-266"", ""scout_target_id"": ""BRM5-20260731-09024""}",Aggregated 3 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,"It explicitly states an increase in election judge compensation to $16/hour, providing both a direct value and an adjustment mechanism word, though context/schedule is not shown.",explicit_compensation_value_present;describes_adjustment_via_increase_to_amount;no_cross_side_comparison_or_schedule_provided,0.94,high,0.9133,"[""BRMSPAN-20260802-355adc7514045546c6092f1a"", ""BRMSPAN-20260802-5c1f6cda5b7268b4ddf2a29d""]","{""has_bargaining_or_dispute_process_evidence"": ""false"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""false"", ""has_non_base_compensation_evidence"": ""false"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""false"", ""has_safety_side_relevance"": ""false""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_004,span_extraction_lane_005,,f19e41a479789dc802c539b1a90aa59be9dc566384378796bb668b1d21c9d024,f19e41a479789dc802c539b1a90aa59be9dc566384378796bb668b1d21c9d024,queued_not_run,side_relevance_reconciliation_lane_004,43
BRMGRT-20260802-5868f69d07225fbc02c53b47,BRMGRS-20260802-631e89b99eab5e39482b282b,BRMSPAN-20260802-c02ae7299804c05690eef881,RMSRD-20260802-1d5ec5a8d572548f3374,RMSRD-20260802-1d5ec5a8d572548f3374,BRM5C-BRM5-20260731-01291-02,Andover,MN,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_percentage_raise_or_cola,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,moderate,moderate,none,unclear,unclear,"explained that a range modification would give the position a 5% increase plus a 3% COLA.
",,,,28896,28986,"Andover City Council Workshop Meeting – August 27, 2024 (Minutes)","{""candidate_id"": ""BRM5C-BRM5-20260731-01291-02"", ""final"": ""https://andovermn.gov/AgendaCenter/ViewFile/Minutes/_08272024-1075"", ""original"": ""https://www.andovermn.gov/AgendaCenter/ViewFile/Minutes/_08272024-1075"", ""scout_target_id"": ""BRM5-20260731-01291""}",Aggregated 10 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,Clearly describes a pay change mechanism: a range modification yielding a 5% increase plus a 3% COLA.,range_modification_mechanism_described_in_span;explicit_5_percent_increase_present;explicit_3_percent_cola_present;no_comparative_structure_or_cross_side_language_in_span,0.94,very_high,0.8980,"[""BRMSPAN-20260802-27a908b17fd5b67b1953bd47"", ""BRMSPAN-20260802-43c8276eb747d495ba54e744"", ""BRMSPAN-20260802-cd1a40a2f818489918c079e8"", ""BRMSPAN-20260802-d58770496dd1d1e54de9f8a8""]","{""has_bargaining_or_dispute_process_evidence"": ""false"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""false"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""false""}","[""unit_or_role""]",tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_005,span_extraction_lane_004,,01377716ef44cf686987f5bb4fc9e8e4b26039189545c57e10035e2691f394d9,01377716ef44cf686987f5bb4fc9e8e4b26039189545c57e10035e2691f394d9,queued_not_run,side_relevance_reconciliation_lane_004,49
BRMGRT-20260802-5fd4827d8ea93abab71da595,BRMGRS-20260802-c80c60ed63d5d0f8abb96f2c,BRMSPAN-20260802-904cd2f20a532df7d184db96,RMSRD-20260802-ac2d868c62d7f4df225c,RMSRD-20260802-ac2d868c62d7f4df225c,BRM5C-BRM5-20260731-17602-03,Antigo,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,quant_base_wage_direct_value,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,moderate,moderate,none,unclear,unclear,"$2.00 less than the Apprentice Operator rate (then $9.50 per
hour), or $7.50 per hour, pursuant to Article 24(B);",,,,9760,9873,"City of Antigo — WERC MA-7757 (Gallagher, 11-15-93) Arbitration Award (Case 69, No. 48910)","{""candidate_id"": ""BRM5C-BRM5-20260731-17602-03"", ""final"": ""https://werc.wi.gov/grievance_awards/4708.pdf"", ""original"": ""https://werc.wi.gov/grievance_awards/4708.pdf"", ""scout_target_id"": ""BRM5-20260731-17602""}",Aggregated 8 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,"Provides explicit pay-rate figures and links them to a contractual article (Article 24(B)), supporting a direct quantitative pay claim plus some mechanism linkage (article/pursuant framing).",explicit_hourly_rates_present;explicit_reference_to_pursuant_to_article_24_b;mentions_relation_to_apprentice_operator_rate,0.94,high,0.8900,"[""BRMSPAN-20260802-f0fa71c63bee0eba47055068"", ""BRMSPAN-20260802-47193475e1367bc52f299be5"", ""BRMSPAN-20260802-e7bd403a2284b7c93eff87ca"", ""BRMSPAN-20260802-5942cd3caafedb37e8fd82b9""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""false"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""false""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_003,span_extraction_lane_001,,6b8217afb2e0d98f8c34e8d56eff970f9d085b1389b5c455aa70f6ffa4686093,6b8217afb2e0d98f8c34e8d56eff970f9d085b1389b5c455aa70f6ffa4686093,queued_not_run,side_relevance_reconciliation_lane_004,55
