span_rating_id,source_rating_id,span_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,comparison_potential_rating,safety_side_hint,current_side_relevance_rating,span_text_snippet,bounded_context_snippet,page_number,section_heading,character_start_offset,character_end_offset,source_title,source_locator_lineage,source_level_rating_rationale,span_level_rating_rationale,reason_codes,input_confidence_score,extraction_confidence_rating,source_rating_confidence,neighboring_span_ids,source_level_evidence_flags,likely_role_or_unit_terms_detected,reconciliation_priority_tier,reconciliation_reason_codes,missing_metadata_flag,missing_metadata_fields,rating_lane_id,span_extraction_lane_id,packet_id,source_span_lineage_sha256,span_sha256,reconciliation_status,locked_lane_id,locked_queue_position
BRMGRT-20260802-8b85adb2e83a8e8a0f0e464f,BRMGRS-20260802-883db23b989cde1460b78a97,BRMSPAN-20260802-bc99f4906f18ac25844eb1ce,RMSRD-20260802-d68e68e0ec6dbf0d7bad,RMSRD-20260802-d68e68e0ec6dbf0d7bad,BRM5C-BRM5-20260731-14007-02,Milton,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,qual_comparability_or_parity_language,qualitative_mechanism,directional_hint_only,comparison_review_candidate,none,weak,none,weak_context_only,unclear,unclear,"comparable communities.
",,,,3664,3688,City of Milton (Police Department) Dec. No. 30430-A (Teamsters Local Union No. 579) Interest Arbitration Award,"{""candidate_id"": ""BRM5C-BRM5-20260731-14007-02"", ""final"": ""https://werc.wi.gov/interest_awards/int30430.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int30430.pdf"", ""scout_target_id"": ""BRM5-20260731-14007""}",Aggregated 21 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use supporting_example_candidate.,Contains only a fragment about comparable communities without showing how comparisons are made.,only_fragment_comparable_communities_language,0.86,high,0.8610,"[""BRMSPAN-20260802-ad753660518573cb6ef5e8b8"", ""BRMSPAN-20260802-fd7a5d4b31994999b11bf14d"", ""BRMSPAN-20260802-972b79d0c61429ae52618d81"", ""BRMSPAN-20260802-47d9c009593cee1e0e055d0e""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""true"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}","[""police""]",tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_001,span_extraction_lane_003,,5ab6abe51c392ecba87d637aab0d4f100f2be5390df6f6a045aa13fe4c747b7b,5ab6abe51c392ecba87d637aab0d4f100f2be5390df6f6a045aa13fe4c747b7b,queued_not_run,side_relevance_reconciliation_lane_002,1
BRMGRT-20260802-66961c0b8083e7885d03a3ee,BRMGRS-20260802-676c542e888f0ef41dafe7e3,BRMSPAN-20260802-645cbd4594da926b697f3e82,RMSRD-20260802-fd7174b8933bf0eca5aa,RMSRD-20260802-fd7174b8933bf0eca5aa,BRM5C-BRM5-20260731-13407-01,Athens,OH,Midwest,pdf,factfinding_report,cba_arbitration_factfinding_hint,qual_comparability_or_parity_language,qualitative_mechanism,directional_hint_only,comparison_review_candidate,none,moderate,weak,weak_context_only,unclear,unclear,"amounts expended for this purpose in comparable jurisdictions.
",,,,9577,9640,"Fact-Finding Report and Recommended Language of the Fact Finder (SERB Case Numbers: 2017-MED-10-1301 / 2017-MED-10-1302 / 2017-MED-10-1303) — City of Athens, Ohio & Fraternal Order of Police, Ohio Labor Council, Inc.","{""candidate_id"": ""BRM5C-BRM5-20260731-13407-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1301.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1301.pdf"", ""scout_target_id"": ""BRM5-20260731-13407""}",Aggregated 28 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use supporting_example_candidate.,Refers to 'comparable jurisdictions' but lacks the structure/figures needed for a clear comparison claim.,mentions_comparable_jurisdictions_but_no_structured_comparison_r;no_named_positions_or_schedule_details_in_snippet,0.86,high,0.8557,"[""BRMSPAN-20260802-4de3d173a0cf78df5b7d0624"", ""BRMSPAN-20260802-96b90d1a7118ef0dd148b373"", ""BRMSPAN-20260802-81066ef45c34d1eec508717e"", ""BRMSPAN-20260802-b7eeafd9c3577e9b857ab0a0""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}","[""police""]",tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_003,span_extraction_lane_002,,285a4b269fe62d6faa749e2d35889a0a3f6226ca06f18500d00ed40e1e37c140,285a4b269fe62d6faa749e2d35889a0a3f6226ca06f18500d00ed40e1e37c140,queued_not_run,side_relevance_reconciliation_lane_002,7
BRMGRT-20260802-e90638a7a4b881c284e9cf88,BRMGRS-20260802-6d78c7eb22bb084a22289174,BRMSPAN-20260802-7896b846adcc10a52c3ca7c7,RMSRD-20260802-3df6c8a5f616eb28ff4a,RMSRD-20260802-3df6c8a5f616eb28ff4a,BRM5C-BRM5-20260731-16486-02,Mantorville,MN,Midwest,pdf,personnel_policy,non_cba_or_unresolved_hint,qual_cola_or_indexing_mechanism,qualitative_mechanism,mixed_quant_qual_claim_ready,comparison_review_candidate,direct,weak,weak,none,unclear,unclear,"COLA of 3.2% for Employees Would Raise Expenses $5,833.15 in General Fund
",,,"TOTAL REVENUE LESS TOTAL EXPENSES $ 3,406.06 $ 238.41",170604,170678,City Council Packet (benefits/wage-related content; references Personnel Policy),"{""candidate_id"": ""BRM5C-BRM5-20260731-16486-02"", ""final"": ""https://mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf"", ""original"": ""https://www.mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf"", ""scout_target_id"": ""BRM5-20260731-16486""}",Aggregated 26 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,"States that a 3.2% COLA would raise expenses ($5,833.15) in the general fund, giving explicit numeric figures.",explicit_cola_and_general_fund_expense_amounts_present;phrasing_relates_colaplan_to_expenses_but_no_general_method,0.86,high,0.8854,"[""BRMSPAN-20260802-0d96cf3d046eb5f83f0e3394"", ""BRMSPAN-20260802-606dbee34e1a8aaf6f727a00"", ""BRMSPAN-20260802-d177f70ec697ab0a3915b303""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""true"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""false""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_005,span_extraction_lane_004,,8ad423ea751b0de64e1bd35c8d9baa3aa56d517c141fbdef4fa51b667501ec8d,8ad423ea751b0de64e1bd35c8d9baa3aa56d517c141fbdef4fa51b667501ec8d,queued_not_run,side_relevance_reconciliation_lane_002,13
BRMGRT-20260802-7a0c05d046cb0a87364f9001,BRMGRS-20260802-7065cb4fbeaab4765744d04e,BRMSPAN-20260802-45410ee391e8424e4a8fba19,RMSRD-20260802-5883ea1e1780f3c3c736,RMSRD-20260802-5883ea1e1780f3c3c736,BRM5C-BRM5-20260731-02458-01,Waterville,OH,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,quant_longevity_or_service_pay,quantitative_compensation,qualitative_mechanism_claim_ready,comparison_review_candidate,none,moderate,weak,direct_comparison_ready,unclear,unclear,Both parties have presented similar final offers with regard to longevity pay.,,,,11198,11276,"State Employment Relations Board (SERB) Conciliation Award: Ohio Patrolmen's Benevolent Association (Police Officers and Sergeants) and City of Waterville, Ohio (11-MED-10-1598/1599)","{""candidate_id"": ""BRM5C-BRM5-20260731-02458-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2011/11-MED-10-1598.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2011/11-MED-10-1598.pdf"", ""scout_target_id"": ""BRM5-20260731-02458""}",Aggregated 19 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use supporting_example_candidate.,"Cross-party comparison: both parties present similar final offers regarding longevity pay (claim-ready for similarity, not magnitude).",cross_party_statement_both_parties_similar_final_offers;scope_longevity_pay_only,0.84,high,0.8600,"[""BRMSPAN-20260802-36fc2e49c71a4e6f3c2a667a"", ""BRMSPAN-20260802-701de22d67b74cc23a15f353"", ""BRMSPAN-20260802-8083fd5da6d2f764a9418c3c"", ""BRMSPAN-20260802-ec172f7b772cdd1c9a8d8ecc""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""true"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}","[""police""]",tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_004,span_extraction_lane_001,,822bc869818ca3ef4011a769d7ee9655682183a12951359c2df34e6066535f4e,822bc869818ca3ef4011a769d7ee9655682183a12951359c2df34e6066535f4e,queued_not_run,side_relevance_reconciliation_lane_002,19
BRMGRT-20260802-9196082a4721ba077389514c,BRMGRS-20260802-858d8c115f325857c9b821c6,BRMSPAN-20260802-258699563820cb3413d7c6fa,RMSRD-20260802-99f8d61eb7b388fbf1ca,RMSRD-20260802-99f8d61eb7b388fbf1ca,BRM5C-BRM5-20260731-06184-01,Wadsworth,OH,Midwest,pdf,wage_schedule,cba_arbitration_factfinding_hint,qual_collective_bargaining,qualitative_mechanism,qualitative_mechanism_claim_ready,comparison_review_candidate,none,moderate,moderate,explicit_cross_side_comparison_possible,unclear,unclear," A Comparison of the unresolved issues relative to the employees in the bargaining

unit with those issues related to other public and private employees doing
",,,,4858,5017,"Fact-Finding BETWEEN Ohio Patrolmen's Benevolent Association and CITY OF WADSWORTH, OHIO (SERB Case# 2021 MED 10-1339)","{""candidate_id"": ""BRM5C-BRM5-20260731-06184-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2021/21-MED-10-1339.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2021/21-MED-10-1339.pdf"", ""scout_target_id"": ""BRM5-20260731-06184""}",Aggregated 20 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,Describes a comparison approach between unresolved issues for bargaining unit employees and issues for other public/private employees (snippet truncated but comparison framing is explicit).,explicit_cross_reference_to_other_public_private_employees;comparison_frame_unresolved_issues_relative_to_bargaining_unit,0.86,high,0.8680,"[""BRMSPAN-20260802-54a7ee2c0b1fb3b357636e6e"", ""BRMSPAN-20260802-0fe01101fed0b83394fae16e"", ""BRMSPAN-20260802-24a444cf4251af0ce8bfd507"", ""BRMSPAN-20260802-a27365f89e19791811e19b3e""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""true"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""true""}","[""police""]",tier_1_high_value_downstream,"[""high_value_downstream_use:comparison_review_candidate""]",false,[],gabriel_rating_lane_003,span_extraction_lane_005,,c075d0ccae2fd7bb70a6595a119fd04f75860499a5d1d34ace24066e55683867,c075d0ccae2fd7bb70a6595a119fd04f75860499a5d1d34ace24066e55683867,queued_not_run,side_relevance_reconciliation_lane_002,25
BRMGRT-20260802-ac8ba800bfacf0772681d52d,BRMGRS-20260802-b3892452b36c3396a90cd714,BRMSPAN-20260802-2427de14f8cfea85a33f72e5,RMSRD-20260802-27e64101e7f21c3f0987,RMSRD-20260802-27e64101e7f21c3f0987,BRM5C-BRM5-20260731-03741-02,Union Gap,WA,West,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_cola_or_indexing_mechanism,qualitative_mechanism,mixed_quant_qual_claim_ready,core_finding_candidate,direct,weak,moderate,none,unclear,unclear," There will be a 3% CPI wage increase for all three years of the contract.
",,,,143746,143821,Union Gap City Council Packet (Teamsters Local No. 760 - Office Clerical Bargaining Agreement; also includes retroactive/commencement wage details if present in attached agreement),"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-02"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-28-19-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-28-19-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",Aggregated 21 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,"Same CPI-linked wage increase statement, providing both a percent and the type of adjustment (CPI).",explicit_3_percent_cpi_wage_increase_stated,0.86,high,0.8676,"[""BRMSPAN-20260802-1f8917d2bcc8da0d6890c4a6"", ""BRMSPAN-20260802-4ff21bf01e4075fb78a2f057"", ""BRMSPAN-20260802-fbfdb1a00d3f336161d491dc"", ""BRMSPAN-20260802-b6eb9004ca60bdf56b45084b""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""false"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""false"", ""has_safety_side_relevance"": ""false""}","[""non_safety""]",tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_004,span_extraction_lane_004,,a6235bbb27194d9d9663f6b7e8cda04dab696a831c9475529249322efdca57d8,a6235bbb27194d9d9663f6b7e8cda04dab696a831c9475529249322efdca57d8,queued_not_run,side_relevance_reconciliation_lane_002,31
BRMGRT-20260802-6ac5adc64a45d8f7307e1f37,BRMGRS-20260802-f8624b5ef752e6e48c1ff7c2,BRMSPAN-20260802-78f4b0608bcae10191ed4119,RMSRD-20260802-9ae1a5dbddbc01246c9f,RMSRD-20260802-9ae1a5dbddbc01246c9f,BRM5C-BRM5-20260731-18330-01,Nottingham,PA,Northeast,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_non_base_compensation_mechanism,qualitative_mechanism,mixed_quant_qual_claim_ready,core_finding_candidate,direct,strong,central,none,unclear,unclear,"26.0 Set the mileage allowance for 2023 at 62.5 cents per mile in accordance with standard IRS rate.
",,,,7345,7446,"Nottingham Township Board of Supervisors Reorganization Meeting — January 3, 2023 (Set salaries and/or wages for the year 2021)","{""candidate_id"": ""BRM5C-BRM5-20260731-18330-01"", ""final"": ""https://nottinghamtwp.com/wp-content/uploads/2022/12/January-3-2023-Reorganization-Meeting-Doc-2.pdf"", ""original"": ""https://nottinghamtwp.com/wp-content/uploads/2022/12/January-3-2023-Reorganization-Meeting-Doc-2.pdf"", ""scout_target_id"": ""BRM5-20260731-18330""}",Aggregated 5 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,States a specific 2023 mileage allowance rate (62.5 cents per mile) and describes the basis/mechanism for setting it (standard IRS rate).,explicit_mileage_rate_value_62_5_cents_per_mile;explicit_instruction_to_set_allowance_for_2023;mechanism_via_authorization_in_accordance_with_standard_irs_rate,0.86,very_high,0.8640,"[""BRMSPAN-20260802-986c3acffbaefa70e042ba96"", ""BRMSPAN-20260802-ea233b4bd8f007e4af5ca983"", ""BRMSPAN-20260802-578ebb6b2a82dd3976d70c3a""]","{""has_bargaining_or_dispute_process_evidence"": ""false"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""false""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_004,span_extraction_lane_004,,6522c4f56d74779a0b8ca621b1c4242cabe095e20580e3617c96e078ddfa5c9c,6522c4f56d74779a0b8ca621b1c4242cabe095e20580e3617c96e078ddfa5c9c,queued_not_run,side_relevance_reconciliation_lane_002,37
BRMGRT-20260802-815c1a8494dfc0ad21c65db9,BRMGRS-20260802-d00e389f463138295e38f121,BRMSPAN-20260802-3d20d03510eb4d0646d3b5e7,RMSRD-20260802-255c407d2c07beb740d7,RMSRD-20260802-255c407d2c07beb740d7,BRM5C-BRM5-20260731-17882-02,Big Flats,NY,Northeast,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,moderate,moderate,none,unclear,unclear,"benefits and a probationary period of six months starting February 10, 2021 at a rate of $15.00 per
hour and an increase of $.50 at the end of her probationary period, August 12, 2021.
",,,,110852,111037,TOWN OF BIG FLATS — 2021 Minutes ALL (Resolution: WAGES SET FOR EMPLOYEES APPROVED; Resolution No. 20-21),"{""candidate_id"": ""BRM5C-BRM5-20260731-17882-02"", ""final"": ""https://cms8.revize.com/revize/townofbigflatsny/Document_Center/Agenda%20%26%20Minutes/Town%20Board%20%26%20Water%20Board/2021/2021%20Minutes%20ALL.pdf"", ""original"": ""https://cms8.revize.com/revize/townofbigflatsny/Document_Center/Agenda%20%26%20Minutes/Town%20Board%20%26%20Water%20Board/2021/2021%20Minutes%20ALL.pdf"", ""scout_target_id"": ""BRM5-20260731-17882""}",Aggregated 18 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,"States an hourly rate, a six-month probationary period starting Feb 10, 2021, and an additional $0.50 increase at the end (Aug 12, 2021).",explicit_hourly_rate_15_00;explicit_probationary_period_six_months;explicit_increment_amount_0_50_at_end_of_probation;implementation_tied_to_specific_dates_february_10_2021_august_12;contains_salary_adjustment_mechanism,0.94,very_high,0.8933,"[""BRMSPAN-20260802-ac0fce5326abe21bd5b0964c"", ""BRMSPAN-20260802-362ec6c8ab50b2fff3c5decf"", ""BRMSPAN-20260802-82f8f8df3d9ea0763cfb3f54"", ""BRMSPAN-20260802-9d076e4188115f0972c5d240""]","{""has_bargaining_or_dispute_process_evidence"": ""false"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""false"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""false""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_004,span_extraction_lane_004,,9e98de90ccc40cf4568067e46a03d2159444016a338b1bb2e9e6c60f0471b3ec,9e98de90ccc40cf4568067e46a03d2159444016a338b1bb2e9e6c60f0471b3ec,queued_not_run,side_relevance_reconciliation_lane_002,43
BRMGRT-20260802-6fe253e8f359d8937ac40e88,BRMGRS-20260802-b3892452b36c3396a90cd714,BRMSPAN-20260802-cafe9d51bec5ee94270213eb,RMSRD-20260802-27e64101e7f21c3f0987,RMSRD-20260802-27e64101e7f21c3f0987,BRM5C-BRM5-20260731-03741-02,Union Gap,WA,West,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_cpi_indexed_adjustment,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,weak,moderate,none,unclear,unclear," There will be a 3°/o CPI wage increase for all three years of the contract.
",,,,140642,140719,Union Gap City Council Packet (Teamsters Local No. 760 - Office Clerical Bargaining Agreement; also includes retroactive/commencement wage details if present in attached agreement),"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-02"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-28-19-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-28-19-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",Aggregated 21 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,It explicitly states a 3% CPI wage increase for all three contract years.,explicit_3_percent_cpi_wage_increase_stated,0.84,high,0.8676,"[""BRMSPAN-20260802-6bbebe5d6f55df1c01b1e955"", ""BRMSPAN-20260802-b23ff30f18d43ec2f7b88964"", ""BRMSPAN-20260802-1f8917d2bcc8da0d6890c4a6"", ""BRMSPAN-20260802-4ff21bf01e4075fb78a2f057""]","{""has_bargaining_or_dispute_process_evidence"": ""true"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""false"", ""has_non_base_compensation_evidence"": ""true"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""false"", ""has_safety_side_relevance"": ""false""}","[""non_safety""]",tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_004,span_extraction_lane_004,,6805c2d1f06f5e94221c896099c95d72bc9b9eb25d1fd0e84fb619b9e552ec27,6805c2d1f06f5e94221c896099c95d72bc9b9eb25d1fd0e84fb619b9e552ec27,queued_not_run,side_relevance_reconciliation_lane_002,49
BRMGRT-20260802-68798189868a90072c2ec6dd,BRMGRS-20260802-9ff2f3f793b005efc134d523,BRMSPAN-20260802-6a4816b9c2b6b0cac5d1d0b6,RMSRD-20260802-ac17c9a31f82372a79fa,RMSRD-20260802-ac17c9a31f82372a79fa,BRM5C-BRM5-20260731-02772-03,Marshfield,WI,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_budget_or_pay_plan_amount,quantitative_compensation,mixed_quant_qual_claim_ready,core_finding_candidate,direct,moderate,moderate,none,unclear,unclear,"*Additional $1.00/hr incentive for Street Division Employees for operation of Arial Truck
",,,CITY ADMINISTRATOR ADMIN,7892,7982,City of Marshfield 2025-2026 Compensation Plan,"{""candidate_id"": ""BRM5C-BRM5-20260731-02772-03"", ""final"": ""https://cms4files1.revize.com/marshfieldwi/Human%20Resources/Policies%20%26%20Procedures/2025-2026%20Salary%20Schedule%20Marshfield%20-%20Website%20Info.pdf"", ""original"": ""https://cms4files1.revize.com/marshfieldwi/Human%20Resources/Policies%20%26%20Procedures/2025-2026%20Salary%20Schedule%20Marshfield%20-%20Website%20Info.pdf"", ""scout_target_id"": ""BRM5-20260731-02772""}",Aggregated 16 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,Directly states an additional $1.00/hr incentive tied to operation of an Arial Truck for Street Division employees.,explicit_additional_incentive_amount_per_hr;incentive_linked_to_job_operation_of_specific_equipment;effective_period_not_in_span,0.94,very_high,0.8725,"[""BRMSPAN-20260802-d5ea2e775eedf4b276cc762a"", ""BRMSPAN-20260802-fd01babb48e200d0ebaea891"", ""BRMSPAN-20260802-cb860f5dbe0084615adbacf1""]","{""has_bargaining_or_dispute_process_evidence"": ""false"", ""has_comparison_potential"": ""false"", ""has_direct_quantitative_compensation_support"": ""true"", ""has_growth_continuity_potential"": ""false"", ""has_mixed_quant_qual_support"": ""true"", ""has_non_base_compensation_evidence"": ""false"", ""has_non_safety_side_relevance"": ""false"", ""has_qualitative_mechanism_support"": ""true"", ""has_safety_side_relevance"": ""false""}",[],tier_1_high_value_downstream,"[""high_value_downstream_use:core_finding_candidate""]",false,[],gabriel_rating_lane_004,span_extraction_lane_003,,b60faaf1625f4f2498436b533e7b6641c7734224555b5d3dc36b414800bd659d,b60faaf1625f4f2498436b533e7b6641c7734224555b5d3dc36b414800bd659d,queued_not_run,side_relevance_reconciliation_lane_002,55
