search_target_id,lane_id,terminal_target_status,primary_call_completed,repair_call_used,candidate_count,failure_class,completed_at
EXTSEARCH-43acc823e35876af9ee2d008,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:28:12.225153+00:00
EXTSEARCH-50537fb970c893d0054774c2,external_search_lane_004,candidate_found,true,false,15,,2026-08-04T23:28:19.476084+00:00
EXTSEARCH-ec5e1c326e90be7534da2f81,external_search_lane_004,candidate_found,true,false,21,,2026-08-04T23:28:26.956343+00:00
EXTSEARCH-5522051fafb251d080bb4623,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:28:34.449497+00:00
EXTSEARCH-dc461e8c412623ca292acd60,external_search_lane_004,candidate_found,true,false,30,,2026-08-04T23:28:41.325760+00:00
EXTSEARCH-ac720d1c55cb65693093c9e6,external_search_lane_004,candidate_found,true,false,23,,2026-08-04T23:28:49.216856+00:00
EXTSEARCH-fdb80511332e593f47ff3a5a,external_search_lane_004,candidate_found,true,false,24,,2026-08-04T23:28:57.644408+00:00
EXTSEARCH-d786b8dbd2a6b9380219aeb2,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:29:04.616791+00:00
EXTSEARCH-5e0aaa2b962308155f8f832c,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:29:13.318426+00:00
EXTSEARCH-22a450e42a64410af018a4a0,external_search_lane_004,candidate_found,true,false,4,,2026-08-04T23:29:20.109718+00:00
EXTSEARCH-4a0f56ba5fcd27d0597e47b0,external_search_lane_004,candidate_found,true,false,19,,2026-08-04T23:29:27.442299+00:00
EXTSEARCH-54f4d8b9446c6c32a3a05e88,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:29:34.406504+00:00
EXTSEARCH-8626c15db5c4aa4870d823cf,external_search_lane_004,candidate_found,true,false,26,,2026-08-04T23:29:41.582312+00:00
EXTSEARCH-d70643977b35fd813fa49a60,external_search_lane_004,candidate_found,true,false,17,,2026-08-04T23:29:50.740013+00:00
EXTSEARCH-62dd55ef0ec9d57d6e41baf9,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:29:58.475138+00:00
EXTSEARCH-046b9f8fb007bccf0491955b,external_search_lane_004,candidate_found,true,false,24,,2026-08-04T23:30:08.292418+00:00
EXTSEARCH-c1e9296f1a86f6661690a31e,external_search_lane_004,candidate_found,true,false,5,,2026-08-04T23:30:14.657041+00:00
EXTSEARCH-e4d8a7a80babd8ade101a093,external_search_lane_004,candidate_found,true,false,14,,2026-08-04T23:30:20.646558+00:00
EXTSEARCH-eb4c2af392f46a8252cf7059,external_search_lane_004,candidate_found,true,false,11,,2026-08-04T23:30:28.013024+00:00
EXTSEARCH-8add431e6e3bef81dc2fd9c3,external_search_lane_004,candidate_found,true,false,19,,2026-08-04T23:30:35.647603+00:00
EXTSEARCH-edb7ff761ff9ba5f0aff0524,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:30:45.175173+00:00
EXTSEARCH-861b16422cfcd7d6766ee45c,external_search_lane_004,candidate_found,true,false,25,,2026-08-04T23:30:52.357762+00:00
EXTSEARCH-88054707e149eff3bd8f08b0,external_search_lane_004,candidate_found,true,false,21,,2026-08-04T23:30:59.205229+00:00
EXTSEARCH-e427dff9a7e0d0488b8fd183,external_search_lane_004,candidate_found,true,false,25,,2026-08-04T23:31:07.079689+00:00
EXTSEARCH-503fc1b764bd8e01a03ec814,external_search_lane_004,candidate_found,true,false,25,,2026-08-04T23:31:13.640967+00:00
EXTSEARCH-f4f74d2d8e5d266babb6b21d,external_search_lane_004,candidate_found,true,false,17,,2026-08-04T23:31:21.326020+00:00
EXTSEARCH-ee2d966a2d9bb3abf9c7b714,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:31:31.260336+00:00
EXTSEARCH-179625191cad0a3bf5b0c4f6,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:31:39.037809+00:00
EXTSEARCH-89a658c76d7c14f94033201f,external_search_lane_004,candidate_found,true,false,29,,2026-08-04T23:31:47.254624+00:00
EXTSEARCH-f8e9e5ac82dbae33fafd49a5,external_search_lane_004,candidate_found,true,false,24,,2026-08-04T23:31:54.405359+00:00
EXTSEARCH-74bbe0b40cad61f8c7033e86,external_search_lane_004,candidate_found,true,false,14,,2026-08-04T23:32:03.200668+00:00
EXTSEARCH-5f859efaf6056d04070de06c,external_search_lane_004,candidate_found,true,false,29,,2026-08-04T23:32:10.584420+00:00
EXTSEARCH-259af3d84dd0272ebc04be89,external_search_lane_004,candidate_found,true,false,29,,2026-08-04T23:32:18.904457+00:00
EXTSEARCH-e158cfb27fc6bead9d1d3c66,external_search_lane_004,candidate_found,true,false,21,,2026-08-04T23:32:26.247030+00:00
EXTSEARCH-3a2db2c92b2d4b96e36c3b16,external_search_lane_004,candidate_found,true,false,25,,2026-08-04T23:32:34.231292+00:00
EXTSEARCH-29a87ac53112fe7452d6b4d6,external_search_lane_004,candidate_found,true,false,12,,2026-08-04T23:32:42.216000+00:00
EXTSEARCH-0941015275612166482de3df,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:32:50.117287+00:00
EXTSEARCH-ce094b704412e95a60942947,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:32:57.904359+00:00
EXTSEARCH-b673e20f7fec2d5b08afdad1,external_search_lane_004,candidate_found,true,false,24,,2026-08-04T23:33:05.703750+00:00
EXTSEARCH-f04836824e13dcb502e94a72,external_search_lane_004,candidate_found,true,false,25,,2026-08-04T23:33:13.147351+00:00
EXTSEARCH-f729d8949344af25a1b61932,external_search_lane_004,candidate_found,true,false,26,,2026-08-04T23:33:19.916089+00:00
EXTSEARCH-024655c6f0d166cb0ee1ce60,external_search_lane_004,candidate_found,true,false,24,,2026-08-04T23:33:28.881750+00:00
EXTSEARCH-c90a761b16b814940f7f485c,external_search_lane_004,candidate_found,true,false,26,,2026-08-04T23:33:35.310659+00:00
EXTSEARCH-7954d4cd5a120960335ec104,external_search_lane_004,candidate_found,true,false,19,,2026-08-04T23:33:41.803957+00:00
EXTSEARCH-53d83e7caf683eabcc06f8f7,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:33:49.015823+00:00
EXTSEARCH-af1b96759fd1a043359123d6,external_search_lane_004,candidate_found,true,false,23,,2026-08-04T23:33:56.457612+00:00
EXTSEARCH-f5d19ddeb0e271bed303cb71,external_search_lane_004,candidate_found,true,false,24,,2026-08-04T23:34:05.016370+00:00
EXTSEARCH-035a7bc48e5649f204720c17,external_search_lane_004,candidate_found,true,false,34,,2026-08-04T23:34:14.587028+00:00
EXTSEARCH-8f7ad9e797977c26d720a425,external_search_lane_004,candidate_found,true,false,32,,2026-08-04T23:34:21.509797+00:00
EXTSEARCH-fd3633a16dec994142c24647,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:34:27.899733+00:00
EXTSEARCH-bb89667f30cfa8b2e294a59d,external_search_lane_004,candidate_found,true,false,24,,2026-08-04T23:34:36.496486+00:00
EXTSEARCH-d125e36f3b70107ef6eb3bcb,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:34:44.392636+00:00
EXTSEARCH-b461cf4dbab2a8e6d22feed7,external_search_lane_004,candidate_found,true,false,25,,2026-08-04T23:34:51.613571+00:00
EXTSEARCH-8efe944b945d7d43c3f98015,external_search_lane_004,candidate_found,true,false,21,,2026-08-04T23:34:59.744041+00:00
EXTSEARCH-4cb36c87b214ae73fca6d8e0,external_search_lane_004,candidate_found,true,false,19,,2026-08-04T23:35:09.364042+00:00
EXTSEARCH-0b4608aa89b3e0c829a42962,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:35:19.405129+00:00
EXTSEARCH-6dc4249b5efb4198e229fb1e,external_search_lane_004,candidate_found,true,false,17,,2026-08-04T23:35:24.999801+00:00
EXTSEARCH-39bd8943eebe797317a14243,external_search_lane_004,candidate_found,true,false,19,,2026-08-04T23:35:34.850636+00:00
EXTSEARCH-e595c09c59584557461b0a7e,external_search_lane_004,candidate_found,true,false,28,,2026-08-04T23:35:44.967158+00:00
EXTSEARCH-301fe897f03aad0e6a179bf2,external_search_lane_004,candidate_found,true,false,29,,2026-08-04T23:35:52.074130+00:00
EXTSEARCH-2e4c7eacc3373d20720bda93,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:35:59.707351+00:00
EXTSEARCH-2724df3c87a31f270dfe4ec8,external_search_lane_004,candidate_found,true,false,25,,2026-08-04T23:36:07.226957+00:00
EXTSEARCH-1f8f7ef579d6361d6b63360e,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:36:13.009431+00:00
EXTSEARCH-3dfedd6991aa9e048ab6e56c,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:36:20.084094+00:00
EXTSEARCH-86d2daee0f0cf4fba23cead6,external_search_lane_004,candidate_found,true,false,29,,2026-08-04T23:36:27.373177+00:00
EXTSEARCH-67ee15c208b510f1bf66f703,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:36:34.976552+00:00
EXTSEARCH-61c3a015d2296b0e0782b2ba,external_search_lane_004,candidate_found,true,false,19,,2026-08-04T23:36:42.447279+00:00
EXTSEARCH-c357159cab5f8c4eb955428e,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:36:49.284959+00:00
EXTSEARCH-5925aff32adf29bbeb9e32dc,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:36:56.072765+00:00
EXTSEARCH-1548830fd475272c243e4042,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:37:05.081667+00:00
EXTSEARCH-669786a094529cbf64dae0e3,external_search_lane_004,candidate_found,true,false,30,,2026-08-04T23:37:10.819651+00:00
EXTSEARCH-e9dd56881ace4cc679c44e5f,external_search_lane_004,candidate_found,true,false,31,,2026-08-04T23:37:18.389861+00:00
EXTSEARCH-9ee06383568945caff988cc9,external_search_lane_004,candidate_found,true,false,9,,2026-08-04T23:37:23.796938+00:00
EXTSEARCH-21b789db9e7ba72678ba6eff,external_search_lane_004,candidate_found,true,false,23,,2026-08-04T23:37:31.132338+00:00
EXTSEARCH-b87d15b7561485e4d9116358,external_search_lane_004,candidate_found,true,false,30,,2026-08-04T23:38:02.347025+00:00
EXTSEARCH-5314db88daf3223e9b09c61b,external_search_lane_004,candidate_found,true,false,29,,2026-08-04T23:38:10.442086+00:00
EXTSEARCH-88e99c5e5460c35fc1755f7a,external_search_lane_004,candidate_found,true,false,21,,2026-08-04T23:38:18.030969+00:00
EXTSEARCH-94631e3a335febd92eed7584,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:38:26.083056+00:00
EXTSEARCH-eb3120d2d0f35ae0c7c7332f,external_search_lane_004,candidate_found,true,false,24,,2026-08-04T23:38:34.905282+00:00
EXTSEARCH-466d29ecd106f1884985c88f,external_search_lane_004,candidate_found,true,false,20,,2026-08-04T23:38:44.622946+00:00
EXTSEARCH-241ae67ed47969f57758532d,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:38:50.557049+00:00
EXTSEARCH-c433ba1ef96a1954babc90b5,external_search_lane_004,candidate_found,true,false,18,,2026-08-04T23:38:58.438614+00:00
EXTSEARCH-14e16715b2d07574b364704d,external_search_lane_004,candidate_found,true,false,25,,2026-08-04T23:39:04.665230+00:00
EXTSEARCH-ba4cb0feb3958c0b7f4d12e0,external_search_lane_004,candidate_found,true,false,27,,2026-08-04T23:39:14.342625+00:00
EXTSEARCH-ab47569fd863a1ce466074a5,external_search_lane_004,candidate_found,true,false,30,,2026-08-04T23:39:22.592884+00:00
EXTSEARCH-80d4f3bc624a5d0bc0733075,external_search_lane_004,candidate_found,true,true,10,,2026-08-04T23:39:38.897385+00:00
EXTSEARCH-756ebc445a582f8011689863,external_search_lane_004,candidate_found,true,false,22,,2026-08-04T23:39:45.559082+00:00
EXTSEARCH-963517e2037fdd86beeba9c4,external_search_lane_004,candidate_found,true,false,13,,2026-08-04T23:39:51.496990+00:00
