tag_id,root_compensation_event_id,tag_family,tag,validation_basis,technical_lineage
TAG-5964d0c62c3467f447b363a0,ROOTCOMP-d6fefb719f3dacf660eaa5e1,timing_implementation,ordinance_adoption,bounded event evidence and corrected compensation metadata,"[""WCM-62ab03d4a876b33b63946265""]"
TAG-79ee886989793c35f3931fda,ROOTCOMP-d6fefb719f3dacf660eaa5e1,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-62ab03d4a876b33b63946265""]"
TAG-5fc991deac30537b28c7610a,ROOTCOMP-d6fefb719f3dacf660eaa5e1,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-62ab03d4a876b33b63946265""]"
TAG-ea0731efcdd0a2d531423345,ROOTCOMP-1270a740fa570d096bb60983,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-0b4900ef93b47c44574564c3"",""WCM-0c3c3c8a3061e5f667318b49"",""WCM-61f989b569fd91ff50693dfc""]"
TAG-2d5aa6dc1ccbc9148df1a828,ROOTCOMP-31925e7a7b94d67d6bba46c3,timing_implementation,ordinance_adoption,bounded event evidence and corrected compensation metadata,"[""WCM-49e4d62cc2ddfff18fc7c878""]"
TAG-424d6f8d83100fc87f9a3a6d,ROOTCOMP-31925e7a7b94d67d6bba46c3,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-49e4d62cc2ddfff18fc7c878""]"
TAG-d4e1800e41025e2092fbb54d,ROOTCOMP-66773447e6a05796c9613a66,timing_implementation,one_time,bounded event evidence and corrected compensation metadata,"[""WCM-9e57bf8b4bc13bc4750478c9""]"
TAG-08bc39aa00de5ecd52911b36,ROOTCOMP-66773447e6a05796c9613a66,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-9e57bf8b4bc13bc4750478c9""]"
TAG-8c415895daff7c8255bd3dd3,ROOTCOMP-e76ba8adc52be1515bc9c465,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-9a0f795650d7dbf24838460a""]"
TAG-e695c44dab580cfe4bab322f,ROOTCOMP-204b446134bf9cb11c02cc43,timing_implementation,one_time,bounded event evidence and corrected compensation metadata,"[""WCM-15ac8d9522bad1a27741c6ee"",""WCM-5e4771175f5024761a46e4d8"",""WCM-e18af480216047fe951a0b0c"",""WCM-f50cbdfd2dbd49255744ccc6""]"
TAG-e46aa8a383c8f6ac18441ff3,ROOTCOMP-204b446134bf9cb11c02cc43,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-15ac8d9522bad1a27741c6ee"",""WCM-5e4771175f5024761a46e4d8"",""WCM-e18af480216047fe951a0b0c"",""WCM-f50cbdfd2dbd49255744ccc6""]"
TAG-656782234185929a28a2d511,ROOTCOMP-b54559e6c56aa7e4635de327,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-4679a4503125453f8805d588"",""WCM-4dbd00d16b7b835ddbf81972""]"
TAG-8c5bfa6c7fdc98e1e68b9db9,ROOTCOMP-6bf31b7372232ed035c12381,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-3857d9bcd78c02ade6c39cb4""]"
TAG-ef217e31a24558d2ac77dcf0,ROOTCOMP-1f2c469433c46c526f950716,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-01d70fd3aedfe941a337fef3"",""WCM-4e28a2fb87361541beaa7d7e"",""WCM-9975659a2ddb79309ad4b24d""]"
TAG-f81c6746201bda1aac7c079f,ROOTCOMP-1f2c469433c46c526f950716,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-01d70fd3aedfe941a337fef3"",""WCM-4e28a2fb87361541beaa7d7e"",""WCM-9975659a2ddb79309ad4b24d""]"
TAG-f955d2482721a813a6f0540d,ROOTCOMP-df127a7827589ca659be5a16,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-9dbe287ee1b1418399a47b2c""]"
TAG-886be31c67ad4cc7cbea39e2,ROOTCOMP-a50b90b39d2fad8b60c7012a,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-546b103aae2c922f3d39e6ce"",""WCM-b0d3f7cc420485a1e7f1eb12""]"
TAG-1bda62ad837a112911cea32f,ROOTCOMP-a50b90b39d2fad8b60c7012a,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-546b103aae2c922f3d39e6ce"",""WCM-b0d3f7cc420485a1e7f1eb12""]"
TAG-8d75f3209178f35ed097bafe,ROOTCOMP-619853891ac75c5d60ca57d7,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-3d062c22d85f2adca21af21b"",""WCM-66c24574b8a3c849822c9ace"",""WCM-aaaf24bf2f0cfb2e2e9d0fd7""]"
TAG-0c1b650a32e5b5611da0b647,ROOTCOMP-619853891ac75c5d60ca57d7,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-3d062c22d85f2adca21af21b"",""WCM-66c24574b8a3c849822c9ace"",""WCM-aaaf24bf2f0cfb2e2e9d0fd7""]"
TAG-95be2f55270a08095e3c090e,ROOTCOMP-4bf8e0842357958edb258979,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-20a631d9c0de37aed4d0904a""]"
TAG-96426b6a95988e1f8f337e8a,ROOTCOMP-4bf8e0842357958edb258979,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-20a631d9c0de37aed4d0904a""]"
TAG-a3c84515a5335702984003f5,ROOTCOMP-af3c5cdfd4b057b50f87727e,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-a47e2950de5a3ecce227a477""]"
TAG-5d3c53ba0f617d64b34e50f3,ROOTCOMP-af3c5cdfd4b057b50f87727e,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-a47e2950de5a3ecce227a477""]"
TAG-f27a1f1b576518c4841c1e2e,ROOTCOMP-72235c06cc403d6cea3b6108,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-f62c256138ecff82699a7e59"",""WCM-fb0f939634ca5338578bfc0a""]"
TAG-29b6d93625b1246dc4e64e4e,ROOTCOMP-72235c06cc403d6cea3b6108,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-f62c256138ecff82699a7e59"",""WCM-fb0f939634ca5338578bfc0a""]"
TAG-d38664164f885c3156f9befb,ROOTCOMP-8579bd70344616ba47d5c4e0,timing_implementation,unclear,bounded event evidence and corrected compensation metadata,"[""WCM-02da8c0126a8a8ca4b0a9cca""]"
TAG-6dc48585387cbd7013a979ec,ROOTCOMP-cd2dd58ddfb43b62d0ba45f8,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-a70c297ef779576e63ac7009""]"
TAG-1610aeb18d95d4fa56d042f2,ROOTCOMP-cd2dd58ddfb43b62d0ba45f8,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-a70c297ef779576e63ac7009""]"
TAG-40505cf7a8ce069f406b9ba1,ROOTCOMP-226c66c47fffae6c84293edf,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-c840cf3435c0f6e8f6fe78ea""]"
TAG-5159d72720258401bb621907,ROOTCOMP-ad06d93710f6ad3ce533ac78,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-6e267fbf76b2c47a36172d0c""]"
TAG-28d5a5b0777b2424f07bf3df,ROOTCOMP-ad06d93710f6ad3ce533ac78,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-6e267fbf76b2c47a36172d0c""]"
TAG-18230ab2e8c0ebe68d6379bc,ROOTCOMP-6aaf42989f0e08cfa5317f84,timing_implementation,ordinance_adoption,bounded event evidence and corrected compensation metadata,"[""WCM-5bec336493ea98dd689f59b1""]"
TAG-630d790be59991ec0154cced,ROOTCOMP-6aaf42989f0e08cfa5317f84,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-5bec336493ea98dd689f59b1""]"
TAG-2488d5c51d9d00544c87f2e2,ROOTCOMP-6aaf42989f0e08cfa5317f84,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-5bec336493ea98dd689f59b1""]"
TAG-c245f4981e80f8ac868427f1,ROOTCOMP-87947013413c80c3384df066,timing_implementation,one_time,bounded event evidence and corrected compensation metadata,"[""WCM-6533fc6199fcb1389c208757""]"
TAG-8373ebfdb57f7f1a0e63d795,ROOTCOMP-87947013413c80c3384df066,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-6533fc6199fcb1389c208757""]"
TAG-59b996699b5a70142b46e399,ROOTCOMP-e9fb536041986c9ead2da26e,timing_implementation,one_time,bounded event evidence and corrected compensation metadata,"[""WCM-6ba1b0c7e88e5ae28047f408""]"
TAG-691f8f2d07ce83841abbdd33,ROOTCOMP-e9fb536041986c9ead2da26e,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-6ba1b0c7e88e5ae28047f408""]"
TAG-3f259c00120218bc0f4808ac,ROOTCOMP-1262eb380252cc321a5399ba,timing_implementation,ordinance_adoption,bounded event evidence and corrected compensation metadata,"[""WCM-961a470fc8373e3b048e1eae"",""WCM-d5a0161ad77d4e185474af39""]"
TAG-796c247fe26b68b49c26c91a,ROOTCOMP-1262eb380252cc321a5399ba,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-961a470fc8373e3b048e1eae"",""WCM-d5a0161ad77d4e185474af39""]"
TAG-691709adc29ca39b43bed066,ROOTCOMP-1262eb380252cc321a5399ba,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-961a470fc8373e3b048e1eae"",""WCM-d5a0161ad77d4e185474af39""]"
TAG-e355abe854b8f0d7e20bf7b0,ROOTCOMP-c3de95e9cf6bf33e7194be44,timing_implementation,one_time,bounded event evidence and corrected compensation metadata,"[""WCM-fc808071f49a88c72d3e0476""]"
TAG-30efb7e279b43dfe4578481b,ROOTCOMP-c3de95e9cf6bf33e7194be44,timing_implementation,ordinance_adoption,bounded event evidence and corrected compensation metadata,"[""WCM-fc808071f49a88c72d3e0476""]"
TAG-0d9efe92d430fc919be9d168,ROOTCOMP-c3de95e9cf6bf33e7194be44,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-fc808071f49a88c72d3e0476""]"
TAG-b3670c44494104332a195dd6,ROOTCOMP-c3de95e9cf6bf33e7194be44,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-fc808071f49a88c72d3e0476""]"
TAG-124ef87189d6ac59aaccd9f7,ROOTCOMP-b486f061948be93581557e31,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-0e013f37fdbe835a8b23458e""]"
TAG-316cad6690b298476c7eb907,ROOTCOMP-b486f061948be93581557e31,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-0e013f37fdbe835a8b23458e""]"
TAG-c4ecc091ee9ce8fb25b915b0,ROOTCOMP-77a009d60f6be726a9525f32,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-07320828baa6abf5cfd3efa9"",""WCM-c0ad165933c29101fc894405""]"
TAG-4bfd1947aa40e421194011ac,ROOTCOMP-77a009d60f6be726a9525f32,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-07320828baa6abf5cfd3efa9"",""WCM-c0ad165933c29101fc894405""]"
TAG-9b247ed4ada3c3c6f1385a09,ROOTCOMP-e3d4b443772a6b6e877e7084,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-20abccf6c7a14b3dbb463b68""]"
TAG-315b07e5c113d10065ee36f9,ROOTCOMP-e3d4b443772a6b6e877e7084,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-20abccf6c7a14b3dbb463b68""]"
TAG-caccaee4a0de5516c67ebb4f,ROOTCOMP-e3d4b443772a6b6e877e7084,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-20abccf6c7a14b3dbb463b68""]"
TAG-5d46418b62783a8eeddd8dcd,ROOTCOMP-509c255348bfda60c75cce3f,timing_implementation,ordinance_adoption,bounded event evidence and corrected compensation metadata,"[""WCM-80314403698b5b3f7dc232c5""]"
TAG-70f2709858368e419c89c1ba,ROOTCOMP-509c255348bfda60c75cce3f,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-80314403698b5b3f7dc232c5""]"
TAG-1ec2e668fbaa77ceb9267b3e,ROOTCOMP-4d65163d3dc538fb2d9ad50b,timing_implementation,unclear,bounded event evidence and corrected compensation metadata,"[""WCM-23ba53c031304e252fa081a2""]"
TAG-180d5a94fd289fbe5aee728a,ROOTCOMP-14ae680190ee0550ae9da63b,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-8b9dca1f560b14c6c07ba1c7""]"
TAG-a65c11589eb3dc412109a918,ROOTCOMP-14ae680190ee0550ae9da63b,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-8b9dca1f560b14c6c07ba1c7""]"
TAG-f2e668aa29e7ce8270966070,ROOTCOMP-a971f405851350cd8cd686ce,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-312cafebb565647d7ea40665""]"
TAG-a023dab41a5265edfc3966b2,ROOTCOMP-a971f405851350cd8cd686ce,timing_implementation,retroactive,bounded event evidence and corrected compensation metadata,"[""WCM-312cafebb565647d7ea40665""]"
TAG-b2ceebe2515d4ca69ab83912,ROOTCOMP-f7c869e33ce2212cae287fd7,timing_implementation,contract_ratification,bounded event evidence and corrected compensation metadata,"[""WCM-75ceeee2d18f3e77d6faa717""]"
TAG-ac79d207055a115248b8a3bc,ROOTCOMP-f7c869e33ce2212cae287fd7,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-75ceeee2d18f3e77d6faa717""]"
TAG-6192949b8e7d0e19e0e021e1,ROOTCOMP-ceb4551cd1c7a3529346e5c1,timing_implementation,payroll_effective_date,bounded event evidence and corrected compensation metadata,"[""WCM-86afc0ef22cd1f69745b3db0""]"
TAG-088c5fca0366376587c87c63,ROOTCOMP-ceb4551cd1c7a3529346e5c1,timing_implementation,recurring,bounded event evidence and corrected compensation metadata,"[""WCM-86afc0ef22cd1f69745b3db0""]"
