search_target_id,lane_id,terminal_target_status,primary_call_completed,repair_call_used,candidate_count,failure_class,completed_at
EXTSEARCH-537e75ff807ab9f71b83765e,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:04:02.306395+00:00
EXTSEARCH-86754b1e8dd9873196a07fb2,external_search_lane_001,candidate_found,true,false,25,,2026-08-04T23:04:10.896112+00:00
EXTSEARCH-42c6291331c8b2c267217669,external_search_lane_001,candidate_found,true,false,21,,2026-08-04T23:04:17.541206+00:00
EXTSEARCH-b43a574a80a079de45e4f09c,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:04:25.413657+00:00
EXTSEARCH-4a611d888f573c1ba5fef06c,external_search_lane_001,candidate_found,true,false,19,,2026-08-04T23:04:33.078559+00:00
EXTSEARCH-8817d680fe1063b0fcfe77b2,external_search_lane_001,candidate_found,true,false,25,,2026-08-04T23:04:41.497237+00:00
EXTSEARCH-be4a6e29f174152a8d0858bb,external_search_lane_001,candidate_found,true,false,5,,2026-08-04T23:04:48.758634+00:00
EXTSEARCH-5cba036243bef3b3dc715c87,external_search_lane_001,candidate_found,true,false,21,,2026-08-04T23:04:55.095221+00:00
EXTSEARCH-a3764d2fea626653d2303be1,external_search_lane_001,candidate_found,true,false,27,,2026-08-04T23:05:01.980609+00:00
EXTSEARCH-b8c0c3be116a136a8d749ae0,external_search_lane_001,candidate_found,true,false,11,,2026-08-04T23:05:11.726267+00:00
EXTSEARCH-1f40737709e9291a0388268c,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:05:18.584165+00:00
EXTSEARCH-d9256612618cf5c54707edd2,external_search_lane_001,candidate_found,true,false,24,,2026-08-04T23:05:25.550562+00:00
EXTSEARCH-fe1ff96aa6430099a9531e23,external_search_lane_001,candidate_found,true,false,26,,2026-08-04T23:05:35.368842+00:00
EXTSEARCH-4b545dd9f5f7b601d7427439,external_search_lane_001,candidate_found,true,false,28,,2026-08-04T23:05:41.428924+00:00
EXTSEARCH-5ab0e2349a98514769e5d140,external_search_lane_001,candidate_found,true,false,11,,2026-08-04T23:05:51.232328+00:00
EXTSEARCH-abed06d3d9a407d5466cd239,external_search_lane_001,candidate_found,true,false,24,,2026-08-04T23:06:00.729552+00:00
EXTSEARCH-395eaf1eaa1e941612a39eab,external_search_lane_001,candidate_found,true,false,13,,2026-08-04T23:06:09.391224+00:00
EXTSEARCH-462774d48e53776226dd45a2,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:06:18.375598+00:00
EXTSEARCH-2dd3edd842757d26d97b6955,external_search_lane_001,candidate_found,true,false,22,,2026-08-04T23:06:25.841888+00:00
EXTSEARCH-df90a98ceb6ad16427eb77d9,external_search_lane_001,candidate_found,true,false,20,,2026-08-04T23:06:32.999142+00:00
EXTSEARCH-1217ab8de2ee235a1fc41db5,external_search_lane_001,candidate_found,true,false,26,,2026-08-04T23:06:42.421820+00:00
EXTSEARCH-4c8cf7d26fa127d245dd4d25,external_search_lane_001,candidate_found,true,false,30,,2026-08-04T23:06:49.765036+00:00
EXTSEARCH-3040cb8ef1769601d9782288,external_search_lane_001,candidate_found,true,false,20,,2026-08-04T23:06:57.658005+00:00
EXTSEARCH-5edb0546b2eb07813753d410,external_search_lane_001,candidate_found,true,false,15,,2026-08-04T23:07:05.574960+00:00
EXTSEARCH-51135db647b0773ee2b6cc2c,external_search_lane_001,candidate_found,true,false,24,,2026-08-04T23:07:13.153206+00:00
EXTSEARCH-9bbc6967e4ac5f4736d39c1c,external_search_lane_001,candidate_found,true,false,27,,2026-08-04T23:07:22.164442+00:00
EXTSEARCH-c2af349d8d764c2cf01155c5,external_search_lane_001,candidate_found,true,false,27,,2026-08-04T23:07:32.912537+00:00
EXTSEARCH-9d124e8c150eeb2dc10fe5b7,external_search_lane_001,candidate_found,true,false,24,,2026-08-04T23:07:41.302975+00:00
EXTSEARCH-80e0f63f5c434c62a842cd31,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:07:52.091688+00:00
EXTSEARCH-99c7518cd1bd5ea28c8f8662,external_search_lane_001,candidate_found,true,false,30,,2026-08-04T23:08:02.921752+00:00
EXTSEARCH-5ff047181709c0428d8bddcb,external_search_lane_001,candidate_found,true,false,28,,2026-08-04T23:08:14.038633+00:00
EXTSEARCH-40c670f36a247f7fcf19d593,external_search_lane_001,candidate_found,true,false,25,,2026-08-04T23:08:23.721223+00:00
EXTSEARCH-baadfa55d1fe374b71ff871d,external_search_lane_001,candidate_found,true,false,26,,2026-08-04T23:08:31.390560+00:00
EXTSEARCH-248dc4189879a4ef82f00085,external_search_lane_001,candidate_found,true,false,28,,2026-08-04T23:08:39.583283+00:00
EXTSEARCH-19885a08b9ffffb745427fd7,external_search_lane_001,candidate_found,true,false,25,,2026-08-04T23:08:49.739623+00:00
EXTSEARCH-1fe9652624f359eca2117e98,external_search_lane_001,candidate_found,true,false,20,,2026-08-04T23:08:59.834687+00:00
EXTSEARCH-66d1eed6db536a3b1cef7b99,external_search_lane_001,candidate_found,true,false,17,,2026-08-04T23:09:07.443197+00:00
EXTSEARCH-7b959e68052519f3d98d0d96,external_search_lane_001,candidate_found,true,false,28,,2026-08-04T23:09:16.557304+00:00
EXTSEARCH-3434f507714da37a686af170,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:09:24.124491+00:00
EXTSEARCH-ec91e3c5d703d5c436ed7c92,external_search_lane_001,candidate_found,true,false,28,,2026-08-04T23:09:31.600010+00:00
EXTSEARCH-a15859495a686b58729a6dd6,external_search_lane_001,candidate_found,true,false,24,,2026-08-04T23:09:39.276421+00:00
EXTSEARCH-d34bc47f15e6ad0c21c8275d,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:09:48.473000+00:00
EXTSEARCH-07bffa4ce87a66ac43f334a7,external_search_lane_001,candidate_found,true,false,21,,2026-08-04T23:09:56.136661+00:00
EXTSEARCH-e5a72f5c0b773dbb2dd25479,external_search_lane_001,candidate_found,true,false,14,,2026-08-04T23:10:03.451643+00:00
EXTSEARCH-418d1d2835583fba6021c396,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:10:09.977209+00:00
EXTSEARCH-d506ba30b03180e4e6f99446,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:10:19.830437+00:00
EXTSEARCH-34e94166ebb5165edea62b96,external_search_lane_001,candidate_found,true,false,19,,2026-08-04T23:10:29.291802+00:00
EXTSEARCH-633d55cb12d1db50e59a02f6,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:10:36.614322+00:00
EXTSEARCH-50717ff4bff6abaf490a3fae,external_search_lane_001,candidate_found,true,false,25,,2026-08-04T23:10:45.137095+00:00
EXTSEARCH-5586cdb0423eed2b400d8ee0,external_search_lane_001,candidate_found,true,false,22,,2026-08-04T23:10:54.342478+00:00
EXTSEARCH-842598b41d32bfea08156261,external_search_lane_001,candidate_found,true,false,21,,2026-08-04T23:11:02.743912+00:00
EXTSEARCH-3157a895886cc2b164186480,external_search_lane_001,candidate_found,true,false,27,,2026-08-04T23:11:09.838656+00:00
EXTSEARCH-0516f77755fcd838359cb1d7,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:11:17.592990+00:00
EXTSEARCH-2a5f8ee7e3755cfd5914226a,external_search_lane_001,candidate_found,true,false,10,,2026-08-04T23:11:27.524378+00:00
EXTSEARCH-00cad0944bf4d6175a73d1cb,external_search_lane_001,candidate_found,true,false,20,,2026-08-04T23:11:34.936607+00:00
EXTSEARCH-99606eb8cf11c6c526f644d1,external_search_lane_001,candidate_found,true,false,20,,2026-08-04T23:11:42.298038+00:00
EXTSEARCH-5e97ebb90a849b643c5b037c,external_search_lane_001,candidate_found,true,false,21,,2026-08-04T23:11:50.943840+00:00
EXTSEARCH-afe709f2850d64004af55f68,external_search_lane_001,candidate_found,true,false,29,,2026-08-04T23:11:59.728530+00:00
EXTSEARCH-b784d2031af6e86bea415628,external_search_lane_001,candidate_found,true,false,32,,2026-08-04T23:12:08.345855+00:00
EXTSEARCH-3afda8d7438613f2faf48937,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:12:17.157549+00:00
EXTSEARCH-69dcfd9898f7a937f981b30d,external_search_lane_001,candidate_found,true,false,29,,2026-08-04T23:12:25.069294+00:00
EXTSEARCH-181b3903cb36e68d152f58e7,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:12:32.526957+00:00
EXTSEARCH-6fa3719ce08ef9752347f9ab,external_search_lane_001,candidate_found,true,false,33,,2026-08-04T23:12:41.661208+00:00
EXTSEARCH-aac86f5790a91092f5229d23,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:12:48.848686+00:00
EXTSEARCH-ede15613eda2670193120cf6,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:12:56.331398+00:00
EXTSEARCH-51d36b4495ec857f2f8fef2c,external_search_lane_001,candidate_found,true,false,27,,2026-08-04T23:13:04.384644+00:00
EXTSEARCH-9ee7c79d980a1b6d6a9c37e1,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:13:13.109611+00:00
EXTSEARCH-f9ad35dde7d42bf78ae13af8,external_search_lane_001,candidate_found,true,false,27,,2026-08-04T23:13:21.500495+00:00
EXTSEARCH-0d6fd4824ab25d4a53094835,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:13:29.384634+00:00
EXTSEARCH-86fb830adeb8cc1e376df304,external_search_lane_001,candidate_found,true,false,31,,2026-08-04T23:13:39.168866+00:00
EXTSEARCH-da1f645dcaba139f509a48f0,external_search_lane_001,candidate_found,true,false,15,,2026-08-04T23:13:47.297592+00:00
EXTSEARCH-a8540549b7fbdd9dad9dd2a1,external_search_lane_001,candidate_found,true,false,22,,2026-08-04T23:13:55.055223+00:00
EXTSEARCH-6c7a4c6b0a28b5773e9b1ab6,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:14:03.584637+00:00
EXTSEARCH-b8330a05d9ff5937c3b9c9fe,external_search_lane_001,candidate_found,true,false,19,,2026-08-04T23:14:12.483724+00:00
EXTSEARCH-04293e5905cf848017df0574,external_search_lane_001,candidate_found,true,false,24,,2026-08-04T23:14:20.995961+00:00
EXTSEARCH-1b97cb05f812945be6851470,external_search_lane_001,candidate_found,true,false,11,,2026-08-04T23:14:29.177522+00:00
EXTSEARCH-6dae5aae3922d0421f7ac65d,external_search_lane_001,candidate_found,true,false,22,,2026-08-04T23:14:36.721554+00:00
EXTSEARCH-6a901d0258cef080b3604058,external_search_lane_001,candidate_found,true,false,13,,2026-08-04T23:14:46.075873+00:00
EXTSEARCH-de02df336b212562a95f08b3,external_search_lane_001,candidate_found,true,false,24,,2026-08-04T23:14:54.826142+00:00
EXTSEARCH-28c81a206b5b6f1c948672e1,external_search_lane_001,candidate_found,true,false,26,,2026-08-04T23:15:03.584991+00:00
EXTSEARCH-89055c0b4793eb17df4b9cd4,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:15:12.806043+00:00
EXTSEARCH-f757b4e29e1108329f4535fe,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:15:21.610030+00:00
EXTSEARCH-a906838551322fafe17e47ed,external_search_lane_001,candidate_found,true,false,13,,2026-08-04T23:15:29.448593+00:00
EXTSEARCH-165d4a607e1a1abd764be751,external_search_lane_001,candidate_found,true,false,19,,2026-08-04T23:15:39.753278+00:00
EXTSEARCH-5d2e43a7861be446f2191e99,external_search_lane_001,candidate_found,true,false,12,,2026-08-04T23:15:47.631323+00:00
EXTSEARCH-e9b7226cef68da4c53fbc1b5,external_search_lane_001,candidate_found,true,false,31,,2026-08-04T23:15:54.891024+00:00
EXTSEARCH-f9016f06e634d43db15bef22,external_search_lane_001,candidate_found,true,false,27,,2026-08-04T23:16:04.000343+00:00
EXTSEARCH-d6463b49062d0b65290831bc,external_search_lane_001,candidate_found,true,false,30,,2026-08-04T23:16:12.390504+00:00
EXTSEARCH-17431e757d569320e46ff7ef,external_search_lane_001,candidate_found,true,false,16,,2026-08-04T23:16:23.462697+00:00
EXTSEARCH-63cf106fcb4bb08dc7c7a054,external_search_lane_001,candidate_found,true,false,21,,2026-08-04T23:16:31.513702+00:00
EXTSEARCH-ea0003a6e184cea5181de2af,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:16:38.621971+00:00
EXTSEARCH-80775aee7661f3e9b833d6eb,external_search_lane_001,candidate_found,true,false,16,,2026-08-04T23:16:46.335303+00:00
EXTSEARCH-a0075b503c22c66c293e6af4,external_search_lane_001,candidate_found,true,false,32,,2026-08-04T23:16:58.626955+00:00
EXTSEARCH-16dbc2fdef1ce84404a1b448,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:17:05.571578+00:00
EXTSEARCH-90cdb48e11b6996852084914,external_search_lane_001,candidate_found,true,false,22,,2026-08-04T23:17:12.344051+00:00
EXTSEARCH-b68e447466d99eb52cca23fb,external_search_lane_001,candidate_found,true,false,19,,2026-08-04T23:17:20.020544+00:00
EXTSEARCH-cbfd9adaf2e79a6126e1cfd7,external_search_lane_001,candidate_found,true,false,29,,2026-08-04T23:17:29.127078+00:00
EXTSEARCH-c3050927d1733e0b0caa4399,external_search_lane_001,candidate_found,true,false,26,,2026-08-04T23:17:38.959079+00:00
EXTSEARCH-cd123de213da9dec08b5dc98,external_search_lane_001,candidate_found,true,false,26,,2026-08-04T23:17:49.453953+00:00
EXTSEARCH-123bd60a7277746d4f5da18e,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:17:57.236454+00:00
EXTSEARCH-3222ae18175a08125c8bda5d,external_search_lane_001,candidate_found,true,false,20,,2026-08-04T23:18:07.947074+00:00
EXTSEARCH-2e2c10c5c510970032287ecb,external_search_lane_001,candidate_found,true,false,15,,2026-08-04T23:18:18.921003+00:00
EXTSEARCH-0c3b49a0facce14cb6784427,external_search_lane_001,candidate_found,true,false,8,,2026-08-04T23:18:27.682848+00:00
EXTSEARCH-efaa378711ea7031b9a696d6,external_search_lane_001,candidate_found,true,false,11,,2026-08-04T23:18:34.023765+00:00
EXTSEARCH-ed9d6fb1b28a4b516a6c8fcb,external_search_lane_001,candidate_found,true,false,16,,2026-08-04T23:18:41.105340+00:00
EXTSEARCH-2ea168a487064b130406c13e,external_search_lane_001,candidate_found,true,false,20,,2026-08-04T23:18:48.793456+00:00
EXTSEARCH-f054f60c0f6a5c41dcaf9843,external_search_lane_001,candidate_found,true,false,16,,2026-08-04T23:18:56.163433+00:00
EXTSEARCH-c4e26d16b9e806af16ed1099,external_search_lane_001,candidate_found,true,false,25,,2026-08-04T23:19:05.924757+00:00
EXTSEARCH-723d747da1deee0492779241,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:19:13.056629+00:00
EXTSEARCH-0e0cb319b27a89bd6fa6f4c0,external_search_lane_001,candidate_found,true,false,28,,2026-08-04T23:19:22.048844+00:00
EXTSEARCH-825c6e3b94050d129e1ca8ac,external_search_lane_001,candidate_found,true,false,23,,2026-08-04T23:19:31.162189+00:00
EXTSEARCH-98fd5e2bf41ad284fa939b3d,external_search_lane_001,candidate_found,true,false,22,,2026-08-04T23:19:39.811170+00:00
EXTSEARCH-c1967bd8cf29aaf29d6bb03c,external_search_lane_001,candidate_found,true,false,18,,2026-08-04T23:19:48.284081+00:00
EXTSEARCH-053b1c4c3cc140292677a80b,external_search_lane_001,candidate_found,true,false,17,,2026-08-04T23:19:59.192887+00:00
EXTSEARCH-f83e3459fcb72f772f9e1b1d,external_search_lane_001,candidate_found,true,false,19,,2026-08-04T23:20:08.346103+00:00
EXTSEARCH-4f3b9909c6a7834d37fcccdc,external_search_lane_001,candidate_found,true,false,26,,2026-08-04T23:20:18.030757+00:00
EXTSEARCH-b079511bcb7286ec4a7a5070,external_search_lane_001,candidate_found,true,false,24,,2026-08-04T23:20:25.622144+00:00
EXTSEARCH-9799ee1924a7fc24e6e97b5e,external_search_lane_001,candidate_found,true,false,29,,2026-08-04T23:20:36.106890+00:00
EXTSEARCH-facf02c2338dcea62783b84e,external_search_lane_001,candidate_found,true,false,22,,2026-08-04T23:20:46.257203+00:00
EXTSEARCH-900ed1e1024c8ab8837c12c2,external_search_lane_001,candidate_found,true,false,25,,2026-08-04T23:20:54.983017+00:00
