administrative_source_type,candidate_domain,candidate_id,candidate_relevance_score,candidate_review_bucket,candidate_review_lane_id,candidate_snippet,candidate_title,candidate_url,canonicalized_url,department_scope,discovered_at,expected_claim_upgrade,external_data_family,lane_id,likely_file_type,likely_source_type,linked_candidate_ids,linked_mechanism_exposure_event_ids,linked_root_event_id,metadata_only_review,municipality,official_source_flag,period,primary_external_data_family,prior_compacted_target_id,query_version,raw_target_id,review_confidence,review_id,review_reason,reviewed_at,search_call_id,search_wave,search_wave_provenance,secondary_family_tags,side_scope,source_quality_score,state
other,drb.alaska.gov,RESCAND-82562546de6e65dde2220898,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"I searched for **Chignik, AK** municipal payroll / HR / budget sources that could relate to your metadata fields (pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects, and retroactivity/implementation). However, I did **not** find a **Chignik-specific** municipal open-data or admin-record bundle that matches those specific “candidate discovery” targets from the municipality itself (e.g., an adopted budget/HR report with the described ",,https://drb.alaska.gov/employee/dbrplan.html,https://drb.alaska.gov/employee/dbrplan.html,unclear,2026-08-05T03:40:26.602807+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_004,html,official_government_search_result,RESCAND-82562546de6e65dde2220898,MECHEXP-25756ef0f05671142aebd86f|MECHEXP-2f2eafa1879a43f69757bb3a|MECHEXP-4823d48bddec2a74409f14d8|MECHEXP-5466a98c1730d03971e66d09|MECHEXP-eeee5738e339a2aa841c1af6|MECHEXP-f304eabd5126e8b1b1a00973,ROOTCOMP-d6fefb719f3dacf660eaa5e1,true,Chignik,true,undated-source-B4X2500LIVE-20260729-009821,multi_family_administrative_source,EXTSEARCH-43acc823e35876af9ee2d008,wave2_event_specific_v1,EXTTARGET-770278473eb484b8eedae28a,moderate,EXTREVIEW-1217ce2bdd6f0c6bc5af9517,official government locator; source type requires verification,2026-08-05T03:53:21.879186+00:00,RESCALL-fd83900359d257eee44d7899,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,AK
other,www.govinfo.gov,RESCAND-adadaf33dc3ae14323e1cb49,unreviewed,high_priority_verification_ready,candidate_review_lane_001,"I ran live hosted web search with your target metadata string: - **Municipality:** “Chuathbaluk” (AK) - **Period/side/event:** “undated-source-B4X2500LIVE-20260729-004780” + “unclear unclear” + topics: pension contributions, health-cost shares, leave, premium eligibility/take-up, minimum-staffing overtime effects, retroactivity/implementation - **Missing field:** not specified (can’t infer which key you want filled) - **Source-family target:** municipal payroll/open data, adopted budget, HR repo",,https://www.govinfo.gov/content/pkg/FR-2024-03-15/pdf/2024-05609.pdf,https://www.govinfo.gov/content/pkg/FR-2024-03-15/pdf/2024-05609.pdf,unclear,2026-08-05T03:35:19.357624+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_003,pdf,official_government_search_result,RESCAND-adadaf33dc3ae14323e1cb49,MECHEXP-11bc678fccdfd3c029869852|MECHEXP-33162c8161292340bd895cd7|MECHEXP-3b30897255b1f9b64c76a966|MECHEXP-52f7f1b7743c4c1a4e21560d|MECHEXP-5b07257bb2b86260ad522462|MECHEXP-6507d9dd2c3e7c8bbb0871eb|MECHEXP-65be90245a8a4e734a461957|MECHEXP-67856a733785676ffeda03b3|MECHEXP-76dc7c73949a5eb2efb74ff8|MECHEXP-889364e73dc1ca117e3e50eb|MECHEXP-8933896c04c74c3f3dc51745|MECHEXP-caaee7e01596c697c83fcec2|MECHEXP-da7f2f68c8a3d62614ae74b5|MECHEXP-dbdb2dec35acc76c517beab3,ROOTCOMP-1270a740fa570d096bb60983|ROOTCOMP-31925e7a7b94d67d6bba46c3|ROOTCOMP-66773447e6a05796c9613a66,true,Chuathbaluk,true,undated-source-B4X2500LIVE-20260729-004780,multi_family_administrative_source,EXTSEARCH-9949e55153c62e871e511a49,wave2_event_specific_v1,EXTTARGET-16a9862ddcd54a2b21d79659,high,EXTREVIEW-b4fd5a516a93a1abcfdc2005,official government locator with administrative document/data signal,2026-08-05T03:53:21.883795+00:00,RESCALL-9c71ad49ace9ea5f97d84283,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,AK
other,www.congress.gov,RESCAND-cb07bca11a395b41c5205441,unreviewed,high_priority_verification_ready,candidate_review_lane_001,"I ran a live, metadata-only web discovery search for **Chuathbaluk, AK** targeting your specified “municipality / period / side / event / missing field / source-family” concepts (municipal payroll/open data, adopted budget, HR report; and also Census/USDA-style official administrative-record families). **Result:** I did **not** find any hosted online municipal administrative record pages or open-data datasets that clearly match the requested structure/fields for **Chuathbaluk (AK)**—specifically",,https://www.congress.gov/117/crec/2021/03/04/CREC-2021-03-04.pdf,https://www.congress.gov/117/crec/2021/03/04/CREC-2021-03-04.pdf,unclear,2026-08-05T03:19:16.708802+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_001,pdf,official_government_search_result,RESCAND-8479548b9b8094b0ab0f8964|RESCAND-cb07bca11a395b41c5205441|RESCAND-dbf507b7c0363871d2383def|RESCAND-e255277ce8e8112c8b71bb8f,MECHEXP-038570e46344acf34f2f549f|MECHEXP-11bc678fccdfd3c029869852|MECHEXP-2ead77f6d068bc7f3358ba43|MECHEXP-2ec3885f9ae9fd3d1f952db4|MECHEXP-33162c8161292340bd895cd7|MECHEXP-385141e9958962a837e1d05b|MECHEXP-3b30897255b1f9b64c76a966|MECHEXP-4ee1e2df2f29805c4ba5177c|MECHEXP-52f7f1b7743c4c1a4e21560d|MECHEXP-53f2452353e7fc1ecb1aefa9|MECHEXP-5b07257bb2b86260ad522462|MECHEXP-61dbebbb9bbaa2ce98936c32|MECHEXP-6507d9dd2c3e7c8bbb0871eb|MECHEXP-65be90245a8a4e734a461957|MECHEXP-67856a733785676ffeda03b3|MECHEXP-756192861174b17fd3165887|MECHEXP-76dc7c73949a5eb2efb74ff8|MECHEXP-82c6745d8484cffacb2be3c2|MECHEXP-889364e73dc1ca117e3e50eb|MECHEXP-8933896c04c74c3f3dc51745|MECHEXP-8de5a281eb579a1bba9d1798|MECHEXP-90a6b5195448468ea78bd83d|MECHEXP-940a85240379774f1bf94b37|MECHEXP-a459d174d01bbb6497948284|MECHEXP-ad317d09d6dc41404b6bdb8a|MECHEXP-ba38075acc0b4e52d73b575e|MECHEXP-c64e5394c50e11a2c77c6b59|MECHEXP-caaee7e01596c697c83fcec2|MECHEXP-da7f2f68c8a3d62614ae74b5|MECHEXP-dbdb2dec35acc76c517beab3|MECHEXP-f4e564b73596f715c384ff1d,ROOTCOMP-1270a740fa570d096bb60983|ROOTCOMP-31925e7a7b94d67d6bba46c3|ROOTCOMP-4175b19a5d0189229fe93ab2|ROOTCOMP-66773447e6a05796c9613a66|ROOTCOMP-c7d34c9d42357ec070ac611b|ROOTCOMP-d7270125af4f5fd9afbbfa1b|ROOTCOMP-dbafe8645f0d936690f5eceb,true,Chuathbaluk,true,undated-source-B4X2500LIVE-20260729-004780,multi_family_administrative_source,EXTSEARCH-9949e55153c62e871e511a49,wave2_event_specific_v1,EXTTARGET-16a9862ddcd54a2b21d79659|EXTTARGET-303463b9a85ef86a5ac5a701|EXTTARGET-b445099a62b87b079cd6a958|EXTTARGET-f0771e306a5e5129ed061451,high,EXTREVIEW-380751904f77ce778270064f,official government locator with administrative document/data signal,2026-08-05T03:53:21.884469+00:00,RESCALL-9c71ad49ace9ea5f97d84283,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,AK
other,www.coldbayak.org,RESCAND-0e2a281f5d09e4760bb9fd89,unreviewed,low_priority_verification_ready,candidate_review_lane_001,"I searched for **metadata-only** candidate sources matching your target sequence: - **municipality:** Cold Bay, AK - **period:** 2015 - **side:** unclear - **event:** unclear - **missing field:** pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects (across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record) - **source-family:** municipal official administrative ",,https://www.coldbayak.org/vertical/sites/%7BC66DA3E7-1956-493A-97C4-3E8CDB873D69%7D/uploads/Employee_Handbook.pdf,https://www.coldbayak.org/vertical/sites/%7BC66DA3E7-1956-493A-97C4-3E8CDB873D69%7D/uploads/Employee_Handbook.pdf,unclear,2026-08-05T03:36:04.286126+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_002,pdf,public_source_candidate_unconfirmed,RESCAND-0e2a281f5d09e4760bb9fd89,MECHEXP-32ea23f76b5fdf4586679be7|MECHEXP-7b2ff3db59ec8cf445842d72|MECHEXP-b3c7dbc711453c2cc24310f2|MECHEXP-e379ce5259210cc34d913048,ROOTCOMP-e76ba8adc52be1515bc9c465,true,Cold Bay,unconfirmed,2015,multi_family_administrative_source,EXTSEARCH-831ebc36ce16e5c28c4d7571,wave2_event_specific_v1,EXTTARGET-92ec408a009d82fd0d0ed689,moderate,EXTREVIEW-a5287548b88aefe863f9b40c,document locator with plausible administrative source signal,2026-08-05T03:53:21.885160+00:00,RESCALL-7b653199c6ef9ec8a3ed5906,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,unreviewed,AK
other,www.coldbayak.org,RESCAND-8c6eb92cc5cc77f7fcfd5597,unreviewed,low_priority_verification_ready,candidate_review_lane_001,"I searched for **metadata-only** candidate sources matching your target sequence: - **municipality:** Cold Bay, AK - **period:** 2015 - **side:** unclear - **event:** unclear - **missing field:** pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects (across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record) - **source-family:** municipal official administrative ",,https://www.coldbayak.org/vertical/sites/%7BC66DA3E7-1956-493A-97C4-3E8CDB873D69%7D/uploads/Title_5_City_Departments_Chapter_31_.pdf,https://www.coldbayak.org/vertical/sites/%7BC66DA3E7-1956-493A-97C4-3E8CDB873D69%7D/uploads/Title_5_City_Departments_Chapter_31_.pdf,unclear,2026-08-05T03:36:04.286222+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_002,pdf,public_source_candidate_unconfirmed,RESCAND-8c6eb92cc5cc77f7fcfd5597,MECHEXP-32ea23f76b5fdf4586679be7|MECHEXP-7b2ff3db59ec8cf445842d72|MECHEXP-b3c7dbc711453c2cc24310f2|MECHEXP-e379ce5259210cc34d913048,ROOTCOMP-e76ba8adc52be1515bc9c465,true,Cold Bay,unconfirmed,2015,multi_family_administrative_source,EXTSEARCH-831ebc36ce16e5c28c4d7571,wave2_event_specific_v1,EXTTARGET-92ec408a009d82fd0d0ed689,moderate,EXTREVIEW-287e1bb6f6d36e5bbe171939,document locator with plausible administrative source signal,2026-08-05T03:53:21.885735+00:00,RESCALL-7b653199c6ef9ec8a3ed5906,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,unreviewed,AK
other,www.annualreports.com,RESCAND-e131488f8a624f013db70cca,unreviewed,low_priority_verification_ready,candidate_review_lane_001,"I searched for **metadata-only** candidate sources matching your target sequence: - **municipality:** Cold Bay, AK - **period:** 2015 - **side:** unclear - **event:** unclear - **missing field:** pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects (across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record) - **source-family:** municipal official administrative ",,https://www.annualreports.com/HostedData/AnnualReportArchive/h/NYSE_HL_2015.pdf,https://www.annualreports.com/HostedData/AnnualReportArchive/h/NYSE_HL_2015.pdf,unclear,2026-08-05T03:36:04.286009+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_002,pdf,public_source_candidate_unconfirmed,RESCAND-e131488f8a624f013db70cca,MECHEXP-32ea23f76b5fdf4586679be7|MECHEXP-7b2ff3db59ec8cf445842d72|MECHEXP-b3c7dbc711453c2cc24310f2|MECHEXP-e379ce5259210cc34d913048,ROOTCOMP-e76ba8adc52be1515bc9c465,true,Cold Bay,unconfirmed,2015,multi_family_administrative_source,EXTSEARCH-831ebc36ce16e5c28c4d7571,wave2_event_specific_v1,EXTTARGET-92ec408a009d82fd0d0ed689,moderate,EXTREVIEW-c2d86b7ca273a940b8b0fb38,document locator with plausible administrative source signal,2026-08-05T03:53:21.886872+00:00,RESCALL-7b653199c6ef9ec8a3ed5906,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,unreviewed,AK
budget,cms8.revize.com,RESCAND-155e21c54947040964f52ab3,unreviewed,low_priority_verification_ready,candidate_review_lane_001,I ran live hosted web search for **metadata-only candidate discovery** using your target shape: - **Municipality:** “Ashland” **AL** - **Period:** **2017** - **Side:** unclear - **Event:** unclear - **Missing field targets:** pension contributions; health-cost shares; leave; premium eligibility & take-up; minimum-staffing overtime effects; retroactivity/implementation - **Source-family target:** municipal payroll / open data; adopted budget; HR report; Census/USDA official municipal administrati,,https://cms8.revize.com/revize/ashland/online%20document%20center/city%20budgets/City%20of%20Ashland%2C%20Kentucky%20Budget%20FY17.pdf,https://cms8.revize.com/revize/ashland/online%20document%20center/city%20budgets/City%20of%20Ashland%2C%20Kentucky%20Budget%20FY17.pdf,unclear,2026-08-05T02:33:09.451366+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_005,pdf,public_source_candidate_unconfirmed,RESCAND-155e21c54947040964f52ab3,MECHEXP-15b9aa79d012802f03bb9d4e|MECHEXP-3ae4d339d0ddf247a6adec24|MECHEXP-cd212c33e845ed196704ea96|MECHEXP-d3ec01bc44e78675c0dff46d|MECHEXP-edf04f6306e91413d2defb01,ROOTCOMP-619853891ac75c5d60ca57d7,true,Ashland,unconfirmed,2017,multi_family_administrative_source,EXTSEARCH-acd86968aeafb7c8c563977e,wave2_event_specific_v1,EXTTARGET-fb3ff065afe45f31a64b8e17,moderate,EXTREVIEW-9ef35ab39e0104b5dda5eb74,document locator with plausible administrative source signal,2026-08-05T03:53:21.887323+00:00,RESCALL-a79304077611de3b1a975210,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,unreviewed,AL
benefits_document,www.personnel.alabama.gov,RESCAND-f3a82d0ab79c1656f8750c29,unreviewed,high_priority_verification_ready,candidate_review_lane_001,I ran live hosted web search for **metadata-only candidate discovery** using your target shape: - **Municipality:** “Ashland” **AL** - **Period:** **2017** - **Side:** unclear - **Event:** unclear - **Missing field targets:** pension contributions; health-cost shares; leave; premium eligibility & take-up; minimum-staffing overtime effects; retroactivity/implementation - **Source-family target:** municipal payroll / open data; adopted budget; HR report; Census/USDA official municipal administrati,,https://www.personnel.alabama.gov/Benefits,https://www.personnel.alabama.gov/Benefits,unclear,2026-08-05T02:33:09.451538+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_005,web,official_government_search_result,RESCAND-f3a82d0ab79c1656f8750c29,MECHEXP-15b9aa79d012802f03bb9d4e|MECHEXP-3ae4d339d0ddf247a6adec24|MECHEXP-cd212c33e845ed196704ea96|MECHEXP-d3ec01bc44e78675c0dff46d|MECHEXP-edf04f6306e91413d2defb01,ROOTCOMP-619853891ac75c5d60ca57d7,true,Ashland,true,2017,multi_family_administrative_source,EXTSEARCH-acd86968aeafb7c8c563977e,wave2_event_specific_v1,EXTTARGET-fb3ff065afe45f31a64b8e17,high,EXTREVIEW-615a5cb4fff7d36c47cae627,official government locator with administrative document/data signal,2026-08-05T03:53:21.891389+00:00,RESCALL-a79304077611de3b1a975210,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,AL
meeting_packet,www.tallasseeal.gov,RESCAND-748bd7c16544c24188f8cfaa,unreviewed,high_priority_verification_ready,candidate_review_lane_001,"## Metadata-only candidate discovery (hosted web search; no URL verification/download) Target: **Brundidge, Alabama** | Period/Event year focus: **2025** | Side: *unclear* | Event type focus: **municipal payroll / open-data, adopted budget, HR report, census/USDA administrative record** | Missing fields to retrieve (if present in metadata): **pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects, retroactivity/implementation** | Source",,https://www.tallasseeal.gov/council-minutes/council-meeting-minutes-4-28-2026/,https://www.tallasseeal.gov/council-minutes/council-meeting-minutes-4-28-2026,unclear,2026-08-05T02:52:56.188867+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_001,web,official_government_search_result,RESCAND-748bd7c16544c24188f8cfaa,MECHEXP-1ca82045a0c45aa7aaadfa90|MECHEXP-240f50ca2b25f6513ce7d64d|MECHEXP-5ac83264c596e7b931751ab7|MECHEXP-8df093a88d817e99ff0a8b8d|MECHEXP-ef0d4a3d3d7dca7591b55353,ROOTCOMP-4bf8e0842357958edb258979,true,Brundidge,true,2025,multi_family_administrative_source,EXTSEARCH-ec5e1c326e90be7534da2f81,wave2_event_specific_v1,EXTTARGET-1e7fe1eefb6396d845618595,high,EXTREVIEW-af26983ab93b2cbe899c3a1d,official government locator with administrative document/data signal,2026-08-05T03:53:21.892972+00:00,RESCALL-90ff0c9208f138659fffd3ee,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,AL
other,mccmeetingspublic.blob.core.usgovcloudapi.net,RESCAND-af11c32ad26a19c27b33e573,unreviewed,low_priority_verification_ready,candidate_review_lane_001,"## Metadata-only candidate discovery (hosted web search; no URL verification/download) Target: **Brundidge, Alabama** | Period/Event year focus: **2025** | Side: *unclear* | Event type focus: **municipal payroll / open-data, adopted budget, HR report, census/USDA administrative record** | Missing fields to retrieve (if present in metadata): **pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects, retroactivity/implementation** | Source",,https://mccmeetingspublic.blob.core.usgovcloudapi.net/alabastal-meet-a4eb16a79c8a4fd7a7c0844ec092b389/ITEM-Attachment-001-6e8a291b7f00404ba760030d6891415b.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/alabastal-meet-a4eb16a79c8a4fd7a7c0844ec092b389/ITEM-Attachment-001-6e8a291b7f00404ba760030d6891415b.pdf,unclear,2026-08-05T02:52:56.188957+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_001,pdf,public_source_candidate_unconfirmed,RESCAND-af11c32ad26a19c27b33e573,MECHEXP-1ca82045a0c45aa7aaadfa90|MECHEXP-240f50ca2b25f6513ce7d64d|MECHEXP-5ac83264c596e7b931751ab7|MECHEXP-8df093a88d817e99ff0a8b8d|MECHEXP-ef0d4a3d3d7dca7591b55353,ROOTCOMP-4bf8e0842357958edb258979,true,Brundidge,unconfirmed,2025,multi_family_administrative_source,EXTSEARCH-ec5e1c326e90be7534da2f81,wave2_event_specific_v1,EXTTARGET-1e7fe1eefb6396d845618595,moderate,EXTREVIEW-98d733dfdf218e825ab18dfa,document locator with plausible administrative source signal,2026-08-05T03:53:21.893470+00:00,RESCALL-90ff0c9208f138659fffd3ee,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,unreviewed,AL
