duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,canonical_wave,confidence
RESCAND-e28bc14e02cfbfc48e4a0c7c,RESCAND-62c5d64c0d2b0d28ce440a09,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-b28396a015e5a62c87e57e95,EXTCAND-586868223d7b6895ae66ca18,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-edc3513026f61a95d325da41,RESCAND-cc37edaa65c6b29138124bae,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-4a50d7e89af8f43e5a5ac271,RESCAND-e48d876c1b23997a971d47f8,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-403953b0104a77ebe7ad631a,RESCAND-e064a42ec8ba87a5f50df99d,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-0259e70e14c2af1641d96256,RESCAND-0259e70e14c2af1641d96256,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-5142aedd95d8655a1beb3c43,RESCAND-6f941064a047cfd99424251a,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-23080fd7d9c413d0e28d4d0c,RESCAND-6e2182ec3c0547171a7fc3be,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-e016ccbf867413a6c52d102f,EXTCAND-586868223d7b6895ae66ca18,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-6c0c34ca4f7ce66ef0ee8e01,RESCAND-aadfc3e45df070c6053ffdd5,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-91a7416017e717df3068bdcd,RESCAND-50f0795214bbbe32372990d4,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-65511b69fb6fe99fa58698f8,EXTCAND-49fc62c5aad842159fe26cee,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-a6bd714f7b0236db92ecfac5,RESCAND-cc37edaa65c6b29138124bae,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-73387a95116893ddf4a68dd9,RESCAND-f08d48d84d298126c6f043f3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-9c4f4fbd77e8db253a9b1289,EXTCAND-50ae315901e4fe1e23b97fa6,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-44f22cbd19b4d40756f34fd3,EXTCAND-472bea597d2c18c79630fa8c,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-5a949de0dca9b0b7416b6dda,EXTCAND-dc7e84fc399902ade460227d,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-a170682592d0ec8ebb454e8c,RESCAND-9c2a12cefdc62b9ece2454d3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-5163ff99af425007b8f1c326,RESCAND-56d5746de0ab330062b62ad4,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-f209097d550770b15f2b72f2,RESCAND-89fa4c3569e4443a52a109ba,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-2b17733bbe42b08c66084264,RESCAND-b6fba2d79c4272a9b4617791,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-c99628b8b07c6f97188a9fb6,EXTCAND-440f22d370cb436f4073fdcc,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-caba710564a11014faa7b7ae,EXTCAND-4109918d172f2469e3a5a7bd,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-9508d5bc090c7e21330ac93e,EXTCAND-d214a4f81684702e453a41de,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-1625c333ae1098ea15561223,EXTCAND-bb0fe2205695e82aa6a785f7,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-d52124875022391509b3f596,EXTCAND-7263e97bbea29a6ef08b8874,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-ef06a93bf92cc1e808743c7c,RESCAND-ed2a5b23b68944133d72c348,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-b4cd80bc0c31749ddce7d07b,EXTCAND-0c3b556d542788cbfe6725be,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-b9ece7e2d0ac6becd287223e,RESCAND-1039082d4425eab28a33a49b,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-73decff8148d677f295e3664,EXTCAND-873aa0c23bd69c45a09e169f,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-3d9a4ca1d660884fad58de33,EXTCAND-38428e8cab83581ac5ea8cbd,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-3caeea15cece75862d1e89b2,RESCAND-084663e1ebb068c6d5c1284c,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
