administrative_source_type,candidate_domain,candidate_id,candidate_relevance_score,candidate_review_bucket,candidate_review_lane_id,candidate_snippet,candidate_title,candidate_url,canonicalized_url,department_scope,discovered_at,expected_claim_upgrade,external_data_family,lane_id,likely_file_type,likely_source_type,linked_candidate_ids,linked_mechanism_exposure_event_ids,linked_root_event_id,metadata_only_review,municipality,official_source_flag,period,primary_external_data_family,prior_compacted_target_id,query_version,raw_target_id,review_confidence,review_id,review_reason,reviewed_at,search_call_id,search_wave,search_wave_provenance,secondary_family_tags,side_scope,source_quality_score,state
other,bloomfieldtwpmi.gov,RESCAND-f08d48d84d298126c6f043f3,unreviewed,medium_priority_verification_ready,candidate_review_lane_005,"I found candidate **metadata sources** for **Bloomfield, MI (Bloomfield Township, MI)** that match parts of your target field set (fire employee tenure/steps/rank progression/promotion timing; municipal payroll/open data; adopted budget; HR report; Census/USDA/admin records). **I did not verify or download any candidate URLs beyond metadata shown in search results.** ## Municipality / period / side / event - **Municipality:** Bloomfield Township, Michigan ([bloomfieldtwpmi.gov](https://bloomfiel",,https://bloomfieldtwpmi.gov/fire/,https://bloomfieldtwpmi.gov/fire,fire,2026-08-05T02:37:02.003393+00:00,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome,tenure_and_progression,residual_search_lane_001,web,official_government_search_result,RESCAND-19c09635c42fab50217c5f0c|RESCAND-3058191cd39758065683d168|RESCAND-3f20438b121a29a23b189ee8|RESCAND-422054a7e3be101de5a5186c|RESCAND-4363f999ce987987c9065be8|RESCAND-4e76eaebf32a9f2ba0cd9688|RESCAND-73387a95116893ddf4a68dd9|RESCAND-7a3e28925b9048442bbd3e6a|RESCAND-c64a2bbef132acfd43807863|RESCAND-c65f78afda0ba50609ad29df|RESCAND-c791472f21ceb05605656d42|RESCAND-d6c1f893d8a50e567ce336c1|RESCAND-d91e0bac948f02afaa2616b0|RESCAND-f08d48d84d298126c6f043f3,MECHEXP-0f1beaf2dfca160bd295c2e7|MECHEXP-10f4ec1b762ef65f1551a8a2|MECHEXP-204553a9ae2464b35a2da5ce|MECHEXP-2a1bfe297fc5829855d1c5b0|MECHEXP-2a50b4b60b684cea7023c6eb|MECHEXP-2ab56ee89769654da71d1ff1|MECHEXP-2b5da0808868e9717c9cb997|MECHEXP-3223735b2b9623de955ac1d5|MECHEXP-35b3c5a5fe57cc705345bba6|MECHEXP-3756afb24eca50cb2f6653fc|MECHEXP-37f0a058a2c2694066e6f769|MECHEXP-38e4dbc720115e284d23880e|MECHEXP-3b17701ddb65ff5306367b92|MECHEXP-3e26bc54fb01c9f4757c8335|MECHEXP-4c38ecc2875ef7a2dabd524d|MECHEXP-52d0773e35537c62bb6e51a8|MECHEXP-593b322e55c18f728f512175|MECHEXP-5beadcf68074e014a271b194|MECHEXP-5d7a2097ed4c7cde6ba4b98a|MECHEXP-5e1e3981a9402b5833ba7035|MECHEXP-5eacbea3e95c8ed9b10168ea|MECHEXP-64153d49b465edc2144bf4d3|MECHEXP-68a991ffc5fe0e60081085e8|MECHEXP-69e4fe9d011e49cb2bf2fbd2|MECHEXP-6fc3f956ebcb777aed236227|MECHEXP-723841e938c05073fe20edcd|MECHEXP-79b8d1d4a1ddc87a72d2056a|MECHEXP-79de8f2c36b8260ea6a59dcc|MECHEXP-86661c109ab99c3c4d21c228|MECHEXP-95266e7de88f08821ff24560|MECHEXP-9fc83832b22f3fe4a5c03b14|MECHEXP-a286c4818cc7bcdca8320558|MECHEXP-a88fa58affa87032e6c42bb7|MECHEXP-a9153295941546685be98268|MECHEXP-b2814385a0cfb07e04909738|MECHEXP-b9786d094e99c889ed387281|MECHEXP-b9e334a96d07e5b48fcdc3bd|MECHEXP-be06d0f85c048b53c3b29499|MECHEXP-c3a433d954349f64d4226567|MECHEXP-cd216deebddfb3279b16907b|MECHEXP-cdf85a950da142e07b574c15|MECHEXP-d50fd64a8f371e597c60cf72|MECHEXP-e617177353145324f95b8e75|MECHEXP-ef9cbaf73fa96d4cc58c475b|MECHEXP-f159c5b5e00c21caf832d503|MECHEXP-f2210fbaf4e308a23451fcae|MECHEXP-f8f925727e326f4accceb2d4,ROOTCOMP-293f731a6a5cccc6192d7b64|ROOTCOMP-2f883deef7c431502f0aaeae|ROOTCOMP-5529395141ddc32cfebff5bb|ROOTCOMP-683b2c2eb8275061f23a32c6|ROOTCOMP-758ee478d16dece219ba50ae|ROOTCOMP-8b1f66fd397e25f8d0fa9047|ROOTCOMP-b81fa9df950cea0f217ca566|ROOTCOMP-b933434dde93695c9d0f777b|ROOTCOMP-bfd6a979abc8ab1f98307b54|ROOTCOMP-c1c2bd9c90ac3a73982f690a|ROOTCOMP-e08f309bee0ce504feecd8e2,true,Bloomfield,true,2025,multi_family_administrative_source,EXTSEARCH-f04bdb0e5f9487a05099bbec,wave2_event_specific_v1,EXTTARGET-0da2b9d275876329eca5d0b7|EXTTARGET-1717a3f9618f7eeae6c6b018|EXTTARGET-1ee87455db7e4cf11b62539d|EXTTARGET-30a7c15574448a225c2a961d|EXTTARGET-3f81dec2f3a22685af82730c|EXTTARGET-4ea1842d9316ff1ee86d0483|EXTTARGET-5feddf6652564966a787a0e3|EXTTARGET-7110c28aa721b949eeb10831|EXTTARGET-85264afc6f01be2fb56a80fe|EXTTARGET-8c544cde14fcd28886d66c34|EXTTARGET-913ed51625aec8d51a563cf1|EXTTARGET-a0cc4970240622a384e4d5c7|EXTTARGET-ab039416b2a9a498180b838c|EXTTARGET-f44735402978bd0b0f873fa9,moderate,EXTREVIEW-9adcc39c96dc785acd4b57c5,official government locator; source type requires verification,2026-08-05T03:53:37.791540+00:00,RESCALL-60efbd80768f52f174438e93,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|tenure_and_progression,fire,official_domain_metadata,MI
other,house.mi.gov,RESCAND-0a50863d2bb96c397d9c75a4,unreviewed,medium_priority_verification_ready,candidate_review_lane_005,"I ran live hosted web search for **metadata-only candidate discovery** matching your targets, using: - Municipality: **Bloomfield Hills, MI** - Period: **2020** - Side: **unclear / unclear** - Event: **employee tenure, step placement, rank progression, promotion timing, incumbent vs new-hire tier retroactivity implementation** - Missing field: **unclear** - Source-family targets (municipal): **municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative r",,https://house.mi.gov/LegislativelyDirectedSpendingItems?ItemId=226&handler=DownloadDocument,https://house.mi.gov/LegislativelyDirectedSpendingItems?ItemId=226&handler=DownloadDocument,unclear,2026-08-05T02:53:11.241135+00:00,distinguishes contractual progression from compositional or tenure differences,tenure_and_progression,residual_search_lane_003,web,official_government_search_result,RESCAND-0a50863d2bb96c397d9c75a4,MECHEXP-17a889967341568d37d94dfb|MECHEXP-2df0097a6237ed7b07de4ab0|MECHEXP-3155a37194da73009f174a2b|MECHEXP-4effffce3a646c5e53e1e1dd|MECHEXP-6a47a1200a1a014927b86d07|MECHEXP-9229db9c07cc715a021aea38|MECHEXP-d028431dbac469f95de43819,ROOTCOMP-5596bc6961ad9b7775cf8c8c,true,Bloomfield Hills,true,2020,multi_family_administrative_source,EXTSEARCH-d8b8e5d1831db5fe92686ee2,wave2_event_specific_v1,EXTTARGET-889868f8c054faa78211b871,moderate,EXTREVIEW-1712f372a2e7b1d105482e4c,official government locator; source type requires verification,2026-08-05T03:53:37.794044+00:00,RESCALL-d1dba5112ef180474924f7db,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,official_domain_metadata,MI
other,www.bloomfield.org,RESCAND-24bd10da09a8715f01237d69,unreviewed,low_priority_verification_ready,candidate_review_lane_005,"I ran live hosted web search for **metadata-only candidate discovery** matching your targets, using: - Municipality: **Bloomfield Hills, MI** - Period: **2020** - Side: **unclear / unclear** - Event: **employee tenure, step placement, rank progression, promotion timing, incumbent vs new-hire tier retroactivity implementation** - Missing field: **unclear** - Source-family targets (municipal): **municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative r",,https://www.bloomfield.org/uploaded/Departments/Facilities/BHS_SWMP_v03.09.22.pdf,https://www.bloomfield.org/uploaded/Departments/Facilities/BHS_SWMP_v03.09.22.pdf,unclear,2026-08-05T02:53:11.242176+00:00,distinguishes contractual progression from compositional or tenure differences,tenure_and_progression,residual_search_lane_003,pdf,public_source_candidate_unconfirmed,RESCAND-24bd10da09a8715f01237d69,MECHEXP-17a889967341568d37d94dfb|MECHEXP-2df0097a6237ed7b07de4ab0|MECHEXP-3155a37194da73009f174a2b|MECHEXP-4effffce3a646c5e53e1e1dd|MECHEXP-6a47a1200a1a014927b86d07|MECHEXP-9229db9c07cc715a021aea38|MECHEXP-d028431dbac469f95de43819,ROOTCOMP-5596bc6961ad9b7775cf8c8c,true,Bloomfield Hills,unconfirmed,2020,multi_family_administrative_source,EXTSEARCH-d8b8e5d1831db5fe92686ee2,wave2_event_specific_v1,EXTTARGET-889868f8c054faa78211b871,moderate,EXTREVIEW-3a861e6ec1f5e743123b0fb9,document locator with plausible administrative source signal,2026-08-05T03:53:37.794584+00:00,RESCALL-d1dba5112ef180474924f7db,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,unreviewed,MI
other,detroitmi.gov,RESCAND-def567ae538558f9c88832a4,unreviewed,high_priority_verification_ready,candidate_review_lane_005,"I ran live hosted web search for **metadata-only candidate discovery** matching your targets, using: - Municipality: **Bloomfield Hills, MI** - Period: **2020** - Side: **unclear / unclear** - Event: **employee tenure, step placement, rank progression, promotion timing, incumbent vs new-hire tier retroactivity implementation** - Missing field: **unclear** - Source-family targets (municipal): **municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative r",,https://detroitmi.gov/sites/detroitmi.localhost/files/hdc-submitted-materials/2026-03/Signed%2014501%20E%20Jefferson%20BLD%20102%20East%20Part.pdf,https://detroitmi.gov/sites/detroitmi.localhost/files/hdc-submitted-materials/2026-03/Signed%2014501%20E%20Jefferson%20BLD%20102%20East%20Part.pdf,unclear,2026-08-05T02:53:11.242121+00:00,distinguishes contractual progression from compositional or tenure differences,tenure_and_progression,residual_search_lane_003,pdf,official_government_search_result,RESCAND-def567ae538558f9c88832a4,MECHEXP-17a889967341568d37d94dfb|MECHEXP-2df0097a6237ed7b07de4ab0|MECHEXP-3155a37194da73009f174a2b|MECHEXP-4effffce3a646c5e53e1e1dd|MECHEXP-6a47a1200a1a014927b86d07|MECHEXP-9229db9c07cc715a021aea38|MECHEXP-d028431dbac469f95de43819,ROOTCOMP-5596bc6961ad9b7775cf8c8c,true,Bloomfield Hills,true,2020,multi_family_administrative_source,EXTSEARCH-d8b8e5d1831db5fe92686ee2,wave2_event_specific_v1,EXTTARGET-889868f8c054faa78211b871,high,EXTREVIEW-6973fb61e090ebafdb585405,official government locator with administrative document/data signal,2026-08-05T03:53:37.797944+00:00,RESCALL-d1dba5112ef180474924f7db,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,official_domain_metadata,MI
budget,bloomfieldct.gov,RESCAND-08f228fd860753e6c84f283d,unreviewed,high_priority_verification_ready,candidate_review_lane_005,"I found multiple “Bloomfield” + “fire” + “MI/2026” hits, including **Charter Township of Bloomfield (Michigan)**, but I **could not locate (in metadata-only search results) the specific “fire employee tenure / step placement / rank progression / promotion timing / incumbent vs new-hire tier retroactivity_implementation” HR/payroll/admin-record fields you requested** for 2026. Most returns surfaced general department pages, annual reports, budget pages, and collective bargaining documents. ## Can",,https://bloomfieldct.gov/1074/FY2026-Budget-Information,https://bloomfieldct.gov/1074/FY2026-Budget-Information,fire,2026-08-05T02:38:54.296207+00:00,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome,tenure_and_progression,residual_search_lane_001,web,official_government_search_result,RESCAND-04b9f4911b600ec3d9d8a13c|RESCAND-08f228fd860753e6c84f283d|RESCAND-21a80bf01410b39cfe5974b6|RESCAND-34e8cce997792b1ef64aab29|RESCAND-4696b5b566ca0a755057f614|RESCAND-838d6325eccd11a676bce0e0|RESCAND-95b1dba325629dd4793eeb3d|RESCAND-9b3dc1c4e20aa9d50d7fe9cb|RESCAND-b5b9518ba071f390903caddd|RESCAND-d853154a632b82c3bc4f6b7c|RESCAND-e53b2efad58a5f531f3dc3eb,MECHEXP-0f1beaf2dfca160bd295c2e7|MECHEXP-10f4ec1b762ef65f1551a8a2|MECHEXP-204553a9ae2464b35a2da5ce|MECHEXP-2a1bfe297fc5829855d1c5b0|MECHEXP-2a50b4b60b684cea7023c6eb|MECHEXP-2b5da0808868e9717c9cb997|MECHEXP-3223735b2b9623de955ac1d5|MECHEXP-35b3c5a5fe57cc705345bba6|MECHEXP-3756afb24eca50cb2f6653fc|MECHEXP-37f0a058a2c2694066e6f769|MECHEXP-38e4dbc720115e284d23880e|MECHEXP-3b17701ddb65ff5306367b92|MECHEXP-52d0773e35537c62bb6e51a8|MECHEXP-5beadcf68074e014a271b194|MECHEXP-5d7a2097ed4c7cde6ba4b98a|MECHEXP-5e1e3981a9402b5833ba7035|MECHEXP-64153d49b465edc2144bf4d3|MECHEXP-68a991ffc5fe0e60081085e8|MECHEXP-6fc3f956ebcb777aed236227|MECHEXP-79b8d1d4a1ddc87a72d2056a|MECHEXP-79de8f2c36b8260ea6a59dcc|MECHEXP-86661c109ab99c3c4d21c228|MECHEXP-95266e7de88f08821ff24560|MECHEXP-9fc83832b22f3fe4a5c03b14|MECHEXP-a286c4818cc7bcdca8320558|MECHEXP-a9153295941546685be98268|MECHEXP-b9786d094e99c889ed387281|MECHEXP-b9e334a96d07e5b48fcdc3bd|MECHEXP-be06d0f85c048b53c3b29499|MECHEXP-c3a433d954349f64d4226567|MECHEXP-cd216deebddfb3279b16907b|MECHEXP-cdf85a950da142e07b574c15|MECHEXP-d50fd64a8f371e597c60cf72|MECHEXP-e617177353145324f95b8e75|MECHEXP-ef9cbaf73fa96d4cc58c475b|MECHEXP-f159c5b5e00c21caf832d503|MECHEXP-f2210fbaf4e308a23451fcae|MECHEXP-f8f925727e326f4accceb2d4,ROOTCOMP-293f731a6a5cccc6192d7b64|ROOTCOMP-2f883deef7c431502f0aaeae|ROOTCOMP-5529395141ddc32cfebff5bb|ROOTCOMP-758ee478d16dece219ba50ae|ROOTCOMP-b81fa9df950cea0f217ca566|ROOTCOMP-b933434dde93695c9d0f777b|ROOTCOMP-bfd6a979abc8ab1f98307b54|ROOTCOMP-c1c2bd9c90ac3a73982f690a|ROOTCOMP-e08f309bee0ce504feecd8e2,true,Bloomfield charter,true,2026,multi_family_administrative_source,EXTSEARCH-ad9a87561e3ceb2e977cc63f,wave2_event_specific_v1,EXTTARGET-10b040499e5ec3c396867d78|EXTTARGET-1bfd7c2db12c77729cedba6b|EXTTARGET-2d1e8c31814a5337c39ea4bb|EXTTARGET-2fa71635a18985c9c6d34975|EXTTARGET-3f81dec2f3a22685af82730c|EXTTARGET-4ea1842d9316ff1ee86d0483|EXTTARGET-635f31c4242e399b2e1177c2|EXTTARGET-913ed51625aec8d51a563cf1|EXTTARGET-c0524848811ec9461eab05f4|EXTTARGET-f2f69a72fedab5e803e1520c|EXTTARGET-fa5dc3db4a5b7f36a0eb5fff,high,EXTREVIEW-8ca9637a0785763f401756d8,official government locator with administrative document/data signal,2026-08-05T03:53:37.798920+00:00,RESCALL-e2d3a552d07b64c804575030,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,payroll_and_earnings|tenure_and_progression,fire,official_domain_metadata,MI
other,www.bloomfieldtwpmi.gov,RESCAND-28e09bc75460b89fb7527600,unreviewed,high_priority_verification_ready,candidate_review_lane_005,"I ran a live metadata-only web search for **Bloomfield charter**, **MI**, **2025**, focusing on the **Fire** category and looking for municipal-hosted materials that could include **employee tenure / step placement / rank progression / promotion timing / incumbent vs new-hire tier**, plus related artifacts like **step schedules & seniority**, **municipal payroll/open-data**, **adopted budget**, and **HR/city administrative record**. ## Candidate discovery (metadata-only; no URL verification/down",,https://www.bloomfieldtwpmi.gov/media/gjsnr4gh/board-list-04142025.pdf,https://www.bloomfieldtwpmi.gov/media/gjsnr4gh/board-list-04142025.pdf,fire,2026-08-05T03:00:56.239817+00:00,distinguishes contractual progression from compositional or tenure differences,tenure_and_progression,residual_search_lane_004,pdf,official_government_search_result,RESCAND-28e09bc75460b89fb7527600,MECHEXP-0f1beaf2dfca160bd295c2e7|MECHEXP-35b3c5a5fe57cc705345bba6|MECHEXP-37f0a058a2c2694066e6f769|MECHEXP-52d0773e35537c62bb6e51a8|MECHEXP-6fc3f956ebcb777aed236227|MECHEXP-a286c4818cc7bcdca8320558|MECHEXP-d50fd64a8f371e597c60cf72|MECHEXP-ef9cbaf73fa96d4cc58c475b,ROOTCOMP-2f883deef7c431502f0aaeae|ROOTCOMP-b933434dde93695c9d0f777b,true,Bloomfield charter,true,2025,multi_family_administrative_source,EXTSEARCH-a0d63d929f83761254e00ca2,wave2_event_specific_v1,EXTTARGET-4ea1842d9316ff1ee86d0483,high,EXTREVIEW-10394ec7f66440f1db52ca15,official government locator with administrative document/data signal,2026-08-05T03:53:37.799857+00:00,RESCALL-3628b306c14135a9df334e2c,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|tenure_and_progression,fire,official_domain_metadata,MI
other,bloomfieldtwp.org,RESCAND-3e795cb00aa05e0025dbfa47,unreviewed,low_priority_verification_ready,candidate_review_lane_005,"I ran a live metadata-only web search for **Bloomfield charter**, **MI**, **2025**, focusing on the **Fire** category and looking for municipal-hosted materials that could include **employee tenure / step placement / rank progression / promotion timing / incumbent vs new-hire tier**, plus related artifacts like **step schedules & seniority**, **municipal payroll/open-data**, **adopted budget**, and **HR/city administrative record**. ## Candidate discovery (metadata-only; no URL verification/down",,https://bloomfieldtwp.org/media/ygsl4a35/board-list-06092025.pdf,https://bloomfieldtwp.org/media/ygsl4a35/board-list-06092025.pdf,fire,2026-08-05T03:00:56.239963+00:00,distinguishes contractual progression from compositional or tenure differences | upgrades implementation from documented term to paid outcome,tenure_and_progression,residual_search_lane_004,pdf,public_source_candidate_unconfirmed,RESCAND-3e795cb00aa05e0025dbfa47|RESCAND-55b84e6149945fe318c944ab,MECHEXP-0f1beaf2dfca160bd295c2e7|MECHEXP-2ab56ee89769654da71d1ff1|MECHEXP-35b3c5a5fe57cc705345bba6|MECHEXP-37f0a058a2c2694066e6f769|MECHEXP-3e26bc54fb01c9f4757c8335|MECHEXP-4c38ecc2875ef7a2dabd524d|MECHEXP-52d0773e35537c62bb6e51a8|MECHEXP-593b322e55c18f728f512175|MECHEXP-5eacbea3e95c8ed9b10168ea|MECHEXP-69e4fe9d011e49cb2bf2fbd2|MECHEXP-6fc3f956ebcb777aed236227|MECHEXP-723841e938c05073fe20edcd|MECHEXP-a286c4818cc7bcdca8320558|MECHEXP-a88fa58affa87032e6c42bb7|MECHEXP-b2814385a0cfb07e04909738|MECHEXP-d50fd64a8f371e597c60cf72|MECHEXP-ef9cbaf73fa96d4cc58c475b,ROOTCOMP-2f883deef7c431502f0aaeae|ROOTCOMP-683b2c2eb8275061f23a32c6|ROOTCOMP-8b1f66fd397e25f8d0fa9047|ROOTCOMP-b933434dde93695c9d0f777b,true,Bloomfield charter,unconfirmed,2025,multi_family_administrative_source,EXTSEARCH-a0d63d929f83761254e00ca2,wave2_event_specific_v1,EXTTARGET-4610238cc5fe09648a6187a8|EXTTARGET-4ea1842d9316ff1ee86d0483,moderate,EXTREVIEW-2f8dc06760645ec582fdc302,document locator with plausible administrative source signal,2026-08-05T03:53:37.800648+00:00,RESCALL-3628b306c14135a9df334e2c,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|tenure_and_progression,fire,unreviewed,MI
other,www.michigan.gov,RESCAND-4ac42a0297bc83dc0df2bbf9,unreviewed,medium_priority_verification_ready,candidate_review_lane_005,"## Candidate discovery targets (metadata-only; no URL verification / no downloads) **Municipality/period/side/event/missing field/source-family target (as provided):** - Municipality: **“Bloomfield charter” + “MI”** (interpreted as **Charter Township of Bloomfield, Michigan**) - Period: **2026** - Side: **police** - Event: **police employee tenure, step placement, rank progression, promotion timing** (incumbent vs new-hire tier) - Missing field: **retroactivity_implementation** (implementation d",,https://www.michigan.gov/mcoles/additional-resources/jobs/mi-law-enforcement/2026/04/01/bloomfield,https://www.michigan.gov/mcoles/additional-resources/jobs/mi-law-enforcement/2026/04/01/bloomfield,police,2026-08-05T02:39:35.207526+00:00,distinguishes contractual progression from compositional or tenure differences | tests recruitment and retention pressure with comparable administrative outcomes,tenure_and_progression,residual_search_lane_001,web,official_government_search_result,RESCAND-4ac42a0297bc83dc0df2bbf9|RESCAND-9d796fa09f26ef68875acef7,MECHEXP-10f4ec1b762ef65f1551a8a2|MECHEXP-2a1bfe297fc5829855d1c5b0|MECHEXP-2a50b4b60b684cea7023c6eb|MECHEXP-2b5da0808868e9717c9cb997|MECHEXP-3756afb24eca50cb2f6653fc|MECHEXP-5d7a2097ed4c7cde6ba4b98a|MECHEXP-5e1e3981a9402b5833ba7035|MECHEXP-64153d49b465edc2144bf4d3|MECHEXP-68a991ffc5fe0e60081085e8|MECHEXP-79de8f2c36b8260ea6a59dcc|MECHEXP-86661c109ab99c3c4d21c228|MECHEXP-95266e7de88f08821ff24560|MECHEXP-9fc83832b22f3fe4a5c03b14|MECHEXP-a9153295941546685be98268|MECHEXP-b9786d094e99c889ed387281|MECHEXP-b9e334a96d07e5b48fcdc3bd|MECHEXP-be06d0f85c048b53c3b29499|MECHEXP-cd216deebddfb3279b16907b|MECHEXP-e617177353145324f95b8e75|MECHEXP-f159c5b5e00c21caf832d503|MECHEXP-f2210fbaf4e308a23451fcae|MECHEXP-f8f925727e326f4accceb2d4,ROOTCOMP-293f731a6a5cccc6192d7b64|ROOTCOMP-5529395141ddc32cfebff5bb|ROOTCOMP-758ee478d16dece219ba50ae|ROOTCOMP-bfd6a979abc8ab1f98307b54|ROOTCOMP-c1c2bd9c90ac3a73982f690a,true,Bloomfield charter,true,2026,tenure_and_progression,EXTSEARCH-ad9a87561e3ceb2e977cc63f,wave2_event_specific_v1,EXTTARGET-39a5a22763dfef1a236798ef|EXTTARGET-c69e94ce08c21c55da477917,moderate,EXTREVIEW-409fa65b288df64d9b421db1,official government locator; source type requires verification,2026-08-05T03:53:37.801979+00:00,RESCALL-7b9c973a2e6c003121318052,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,tenure_and_progression,police,official_domain_metadata,MI
other,www.michigan.gov,RESCAND-30973960ff87558ef120bd66,unreviewed,high_priority_verification_ready,candidate_review_lane_005,"I ran live hosted web search, metadata-only, for **Brighton, MI + 2020** municipal personnel/payroll-adjacent administrative records (HR/budget/open-data style pages). I did **not** verify/download any candidate URLs. ## Candidate discovery results (metadata-only) 1) **Brighton, MI — Adopted FY 2020–21 Budget (municipal budget PDF)** - **Source family:** municipal budget documents (adopted budget PDF) - **Targeted fields (fit):** “adopted budget” (possible payroll/pay/position context) - **Detec",,https://www.michigan.gov/mdcs/-/media/Project/Websites/mdcs/spdocs/2020/spdoc_20-15a.pdf?hash=F01BED67DFD3B044D4C1936A348C1A98&rev=af24035f956749619390253602dfa029,https://www.michigan.gov/mdcs/-/media/Project/Websites/mdcs/spdocs/2020/spdoc_20-15a.pdf?hash=F01BED67DFD3B044D4C1936A348C1A98&rev=af24035f956749619390253602dfa029,unclear,2026-08-05T03:01:13.621005+00:00,distinguishes contractual progression from compositional or tenure differences,tenure_and_progression,residual_search_lane_003,pdf,official_government_search_result,RESCAND-30973960ff87558ef120bd66,MECHEXP-0a69e48875cc8fc3d44ab305|MECHEXP-1bdaaac5d9cceecd31964140|MECHEXP-25422f40ce12797dcacdb67d|MECHEXP-889b7542c57246b274f54383|MECHEXP-b40170e99dd09de8f3b754ca|MECHEXP-fe6ec355c0b07a95f37e4203,ROOTCOMP-1ffd18f48aeea47eebd07513,true,Brighton,true,2020,multi_family_administrative_source,EXTSEARCH-bb25e6e8a2fd2a44b9d64c67,wave2_event_specific_v1,EXTTARGET-dd325e12d1bc18178583ee7c,high,EXTREVIEW-b4522844274504a7ad35c06e,official government locator with administrative document/data signal,2026-08-05T03:53:37.813286+00:00,RESCALL-4a963d3ad2ca431fa2fde78c,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,official_domain_metadata,MI
implementation_record,www.longbeach.gov,RESCAND-51d6c95a8dbc72805093dec5,unreviewed,high_priority_verification_ready,candidate_review_lane_005,"I ran live, metadata-only discovery for your target fields/filters, but I could not confidently locate an authoritative **Brooklyn, MI (municipal)** package for **2022** that contains **employee-tenure/step placement/rank progression/promotion timing with incumbent vs new-hire tier retroactivity implementation**, sourced from an **official municipal administrative record** (e.g., municipal HR report + payroll/open data + adopted budget + HR/promotion/tenure policy implementation). What I *did* f",,https://www.longbeach.gov/finance/city-budget-and-finances/budget/fy-22-adopted-budget/,https://www.longbeach.gov/finance/city-budget-and-finances/budget/fy-22-adopted-budget,unclear,2026-08-05T02:50:26.266180+00:00,distinguishes contractual progression from compositional or tenure differences | tests vacancy and staffing-reduction mechanisms with denominators,tenure_and_progression,residual_search_lane_001,web,official_government_search_result,RESCAND-20b263ce884f07160fb12d6d|RESCAND-51d6c95a8dbc72805093dec5,MECHEXP-2110f67d41cac2eff1180c76|MECHEXP-459d5814892e9f222e9de374|MECHEXP-7bca0bdaeeab2da1545cdf86|MECHEXP-826a658ca24d03568f9e3504|MECHEXP-c2a25107acba56dd4782b1cf,ROOTCOMP-15677a84b9cd334c105308ef,true,Brooklyn,true,2022,multi_family_administrative_source,EXTSEARCH-037fa5ca2fe1bc5837c14966,wave2_event_specific_v1,EXTTARGET-5bc2d3c45547469cf93faa37|EXTTARGET-a63d017a5b70feb62dc977c8,high,EXTREVIEW-aaf27991465abfa3b97322e0,official government locator with administrative document/data signal,2026-08-05T03:53:37.814996+00:00,RESCALL-536d0ab06b7cfb6a538db470,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,official_domain_metadata,MI
