duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,canonical_wave,confidence
RESCAND-ad0512bbf3e364c9d3e51418,RESCAND-e82b73dadf4b0b2817ba73e1,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-557dfda71e7736d4a996e4ed,RESCAND-171e236c091975fa10ecdac0,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-ab6c2a9a4931d517b3f9ae6d,RESCAND-a7a057d57d3dcf75c18cdec0,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-1b014934a80f8fe13a9fba1b,RESCAND-c9d568aee20548dfec13283e,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-e47e3f33c648666ebd61ba16,RESCAND-495cd7be72f0b4b9b586a92c,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-0bd4b76896ca9305d1cf70b6,EXTCAND-a28a9d7f20a99e12517c804a,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-1e1559fd17d32741a9732861,EXTCAND-74710a31f85e0c786b45c15e,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-d3bb3e97a0028abdfe9e57c7,EXTCAND-ebdbdeadc31044a9f1ca60e6,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-148092e1be17a31cac781a22,RESCAND-148092e1be17a31cac781a22,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-262f8d06dab65ce406245753,RESCAND-9542dc999a5a4bf5716a1cd6,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-fb9b94bc73a8984d9168899c,RESCAND-942d4df25b196aa0b5df3f43,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-1f5982107b1be3ed952cd1e9,RESCAND-93c558fe969d628314a3bcb4,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
