duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,canonical_wave,confidence
RESCAND-eeaf20b0eca2976e5d9c5e2a,RESCAND-08f7309045ff2b4e4cc580e6,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-5ba3abab546d39a7df99faba,RESCAND-ee86ab800683c54a4551bc4b,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-a38d1e891ba919c13f711034,RESCAND-00b397e0e938ebbac6db1dc5,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-53b0697a4049df8474ff6571,RESCAND-fcd58832035f7e6990725192,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-c475ecd8f37879840479d2ca,EXTCAND-596c2cae4d00b27588501cf2,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-bd50eee52528b20997f24881,EXTCAND-0c3b556d542788cbfe6725be,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-d48cf25f6226edabb84ad6b0,EXTCAND-d1ffe615d2c9209be2c018d1,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-37896ee0d5af3c511a19e65a,RESCAND-5b4a41a1311b102d74764e36,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-dffa9659852f267e5bc3a5e1,RESCAND-ac40b651575af783c2ae311c,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-ac45dffefd04d9d1d81845c5,EXTCAND-2a89328aacc118477740b9e2,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-4f7edbdf36126408a2cff1db,RESCAND-4f7edbdf36126408a2cff1db,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-20f9eb4d85b3a7f01dc46531,RESCAND-20f9eb4d85b3a7f01dc46531,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-50bf7728d20529d843848ce9,RESCAND-d3b0069512ccf7f17f0fe3e1,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-b54d7c06885e9e7f76745d73,EXTCAND-7a8f0f17653ce1d2ee010d09,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-18984e14fcd8d04290fbe6a6,EXTCAND-c74bfd60860d329872403844,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-2e67a67b9ecd2de713ff206d,RESCAND-de8f3d4eac99375ba2cf8c74,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-1a2ee9e09260b876215545db,EXTCAND-8895894e498855b639332568,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-49c64acc973cab2091bb7c6b,RESCAND-4631e0e76b99d4553070c43e,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-dbbc994bbe974b0ec3fa3771,EXTCAND-aac67fad49cf478e02abf76f,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
