administrative_source_type,candidate_domain,candidate_id,candidate_relevance_score,candidate_review_bucket,candidate_review_lane_id,candidate_snippet,candidate_title,candidate_url,canonicalized_url,department_scope,discovered_at,expected_claim_upgrade,external_data_family,lane_id,likely_file_type,likely_source_type,linked_candidate_ids,linked_mechanism_exposure_event_ids,linked_root_event_id,metadata_only_review,municipality,official_source_flag,period,primary_external_data_family,prior_compacted_target_id,query_version,raw_target_id,review_confidence,review_id,review_reason,reviewed_at,search_call_id,search_wave,search_wave_provenance,secondary_family_tags,side_scope,source_quality_score,state
other,drb.alaska.gov,RESCAND-82562546de6e65dde2220898,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"I searched for **Chignik, AK** municipal payroll / HR / budget sources that could relate to your metadata fields (pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects, and retroactivity/implementation). However, I did **not** find a **Chignik-specific** municipal open-data or admin-record bundle that matches those specific “candidate discovery” targets from the municipality itself (e.g., an adopted budget/HR report with the described ",,https://drb.alaska.gov/employee/dbrplan.html,https://drb.alaska.gov/employee/dbrplan.html,unclear,2026-08-05T03:40:26.602807+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_004,html,official_government_search_result,RESCAND-82562546de6e65dde2220898,MECHEXP-25756ef0f05671142aebd86f|MECHEXP-2f2eafa1879a43f69757bb3a|MECHEXP-4823d48bddec2a74409f14d8|MECHEXP-5466a98c1730d03971e66d09|MECHEXP-eeee5738e339a2aa841c1af6|MECHEXP-f304eabd5126e8b1b1a00973,ROOTCOMP-d6fefb719f3dacf660eaa5e1,true,Chignik,true,undated-source-B4X2500LIVE-20260729-009821,multi_family_administrative_source,EXTSEARCH-43acc823e35876af9ee2d008,wave2_event_specific_v1,EXTTARGET-770278473eb484b8eedae28a,moderate,EXTREVIEW-1217ce2bdd6f0c6bc5af9517,official government locator; source type requires verification,2026-08-05T03:53:21.879186+00:00,RESCALL-fd83900359d257eee44d7899,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,AK
navigation_or_index,alison.legislature.state.al.us,RESCAND-c8b3f12edb456562355c8cc3,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"## Metadata-only candidate discovery (hosted web search; no URL verification/download) Target: **Brundidge, Alabama** | Period/Event year focus: **2025** | Side: *unclear* | Event type focus: **municipal payroll / open-data, adopted budget, HR report, census/USDA administrative record** | Missing fields to retrieve (if present in metadata): **pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects, retroactivity/implementation** | Source",,https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2026RS/HB665-int.pdf,https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2026RS/HB665-int.pdf,unclear,2026-08-05T02:52:56.188271+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_001,pdf,public_source_candidate_unconfirmed,RESCAND-c8b3f12edb456562355c8cc3,MECHEXP-1ca82045a0c45aa7aaadfa90|MECHEXP-240f50ca2b25f6513ce7d64d|MECHEXP-5ac83264c596e7b931751ab7|MECHEXP-8df093a88d817e99ff0a8b8d|MECHEXP-ef0d4a3d3d7dca7591b55353,ROOTCOMP-4bf8e0842357958edb258979,true,Brundidge,unconfirmed,2025,multi_family_administrative_source,EXTSEARCH-ec5e1c326e90be7534da2f81,wave2_event_specific_v1,EXTTARGET-1e7fe1eefb6396d845618595,moderate,EXTREVIEW-f139ddcf3655d58bd5c4d57e,public institutional locator with administrative signal,2026-08-05T03:53:21.893953+00:00,RESCALL-90ff0c9208f138659fffd3ee,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,unreviewed,AL
other,www.ojp.gov,RESCAND-c4343cf198227d56d3bbd16a,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"I ran live metadata-only discovery for: - **Municipality:** “Cammack Village”, **AR** - **Period:** **2024** - **Side:** police - **Event/missing field targets (metadata):** police pension contributions, health-cost shares, leave, premium eligibility & take-up, minimum-staffing overtime effects, retroactivity implementation - **Source-family:** municipal payroll / open data; adopted budget; HR report; Census/USDA official municipal administrative record ## Candidate discovery (metadata-only, no ",,https://www.ojp.gov/program/bulletproof-vest-partnership/award_reports/FY2003,https://www.ojp.gov/program/bulletproof-vest-partnership/award_reports/FY2003,police,2026-08-05T03:07:45.899447+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_002,web,official_government_search_result,RESCAND-c4343cf198227d56d3bbd16a,MECHEXP-20b294b379c78a1fb6eb80c3|MECHEXP-359066e82f7edce5c1666602|MECHEXP-703e985b0cad71e0fdf97f68|MECHEXP-d7d984103acb0b91824f6323|MECHEXP-d85e227870b908e1f2609b33|MECHEXP-d94f6f443c621a11a46b620f,ROOTCOMP-6aaf42989f0e08cfa5317f84,true,Cammack Village,true,2024,multi_family_administrative_source,EXTSEARCH-cf8cefdd7a2f4f9955b3be8e,wave2_event_specific_v1,EXTTARGET-f05202ec4087c272e33ae70b,moderate,EXTREVIEW-5c728b047a0cf5bba21729d0,official government locator; source type requires verification,2026-08-05T03:53:21.897547+00:00,RESCALL-4f3daa62183ac0f471173fc2,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,police,official_domain_metadata,AR
other,www.census.gov,RESCAND-360b564734251e8bc1641e73,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"### Metadata-only candidate discovery (Big Bear Lake, CA; 2023; non_safety; pensions/health-cost shares/leave/premium eligibility & take-up; minimum-staffing overtime effects; retroactivity/implementation; municipal payroll/open data; adopted budget; HR report; Census/USDA administrative records) Below are the **candidate** municipal administrative records I found via live hosted web search. I’m **not** verifying or downloading the underlying documents beyond the metadata snippets visible in sea",,https://www.census.gov/quickfacts/fact/faq/bigbearlakecitycalifornia/POP645224,https://www.census.gov/quickfacts/fact/faq/bigbearlakecitycalifornia/POP645224,non_safety,2026-08-05T03:02:49.580841+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_005,web,official_government_search_result,RESCAND-360b564734251e8bc1641e73,MECHEXP-25de23726131678b88a61574|MECHEXP-27b7658a7848a798bd1604e9|MECHEXP-7586c87d725688f07e753712|MECHEXP-c2d8492583303a5fea44bddf|MECHEXP-e2ee1fd7e81715a9cd6929de,ROOTCOMP-77a009d60f6be726a9525f32,true,Big Bear Lake,true,2023,multi_family_administrative_source,EXTSEARCH-cb66f846139baf0d2f284b16,wave2_event_specific_v1,EXTTARGET-f901808f4d61382284947e6a,moderate,EXTREVIEW-1874de1c001eccce9a6e8991,official government locator; source type requires verification,2026-08-05T03:53:21.899160+00:00,RESCALL-f08997e98db85011ccdf5b5a,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,non_safety,official_domain_metadata,CA
other,ebudget.ca.gov,RESCAND-eeed77cfb0f4439cda80ba1c,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"Candidate discovery metadata (no verification; no URL fetching beyond snippet-level metadata): ### 1) Municipal pension + post-employment health (OPEB) + contribution status (ACFR) - **Municipality / period / side / event / missing field / source-family target:** Buellton, CA / **FY/June 30, 2024** (latest ACFR artifact found) / municipal employer side / annual financial reporting / missing fields: *“2026 adopted budget pension contributions… health-cost shares… leave… premium eligibility & take",,https://ebudget.ca.gov/,https://ebudget.ca.gov,unclear,2026-08-05T02:56:18.656042+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_001,web,official_government_search_result,RESCAND-eeed77cfb0f4439cda80ba1c,MECHEXP-0f264b5ad2e439cde7ee0a38|MECHEXP-29616db048caaf2840addec4|MECHEXP-3d018428e3310a5c7bf5b57b|MECHEXP-88e1a65094ee73132f2d9f78|MECHEXP-d8572715840105b290cbad10|MECHEXP-ea77a58d13a3371f71e15d1a,ROOTCOMP-a971f405851350cd8cd686ce,true,Buellton,true,2026,multi_family_administrative_source,EXTSEARCH-de0f1ea08ffbed538e200022,wave2_event_specific_v1,EXTTARGET-bdcb1448d1ad24d4c0fe5fe0,moderate,EXTREVIEW-b7a7dd4c289a73f228bca5b9,official government locator; source type requires verification,2026-08-05T03:53:21.902221+00:00,RESCALL-a230b159fda12253ffffd288,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation,unclear,official_domain_metadata,CA
other,data.census.gov,RESCAND-14de8f819e7511bae92aed5f,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"I found **candidate municipal/administrative metadata targets** for **“Carmel-by-the-Sea” (CA), 2025, fire** related to items like **pension contributions, health-cost shares, leave, premium eligibility/take-up, minimum-staffing overtime effects, and retroactivity/implementation**—but I’m **not verifying or downloading** any candidate URLs beyond what’s needed for metadata discovery. Below are **metadata-only candidate discoveries** in the requested “municipality/period/side/event/missing-field/",,https://data.census.gov/table/GOVSEMPTIMESERIES.GS00EMP03,https://data.census.gov/table/GOVSEMPTIMESERIES.GS00EMP03,fire,2026-08-05T03:04:36.283433+00:00,confirms whether negotiated or adopted terms became operative and paid | separates wages from benefits and measures recurring total-compensation effects | tests vacancy and staffing-reduction mechanisms with denominators,benefits_and_total_compensation,residual_search_lane_001,gs00emp03,official_government_search_result,RESCAND-14de8f819e7511bae92aed5f|RESCAND-18c479e4fe18e8ad2c4926a2|RESCAND-3b75e3fbcd29ab4edcf32e27|RESCAND-4cefabb1a09d7afb29eac0df|RESCAND-64d92363872041daea7caa76|RESCAND-6c8dfb7fe4bb4e5eecb7ffe7|RESCAND-76883181043afbd170c854cc,MECHEXP-05bee0eca1e72febd09b57cd|MECHEXP-0c23d698788e9f1afae801a9|MECHEXP-115137c3b8cf89b25d49d164|MECHEXP-1994369ed8dbb4b5275574a1|MECHEXP-1b31f9a40617b551b0102d83|MECHEXP-2388c9e718fc638403c4267d|MECHEXP-23d71c8a6a793e87e014089e|MECHEXP-26a48daba51f580e42d9e529|MECHEXP-2ae44a9bacd127ca7342525b|MECHEXP-2b8393225617225384e3ac12|MECHEXP-2ead77f6d068bc7f3358ba43|MECHEXP-3e316e2ecbeaaf0038d65dcb|MECHEXP-3e966d7c5945563a7e836e41|MECHEXP-43a77e45c3832ede46c1f460|MECHEXP-47b0a865d97a92bf8115807f|MECHEXP-53f2452353e7fc1ecb1aefa9|MECHEXP-5948c34e6057a15af8d5cee9|MECHEXP-5bffbf38e683c369a6cf9d75|MECHEXP-655b112209568f13159ff4ed|MECHEXP-66c352c748de9a6fa62e872d|MECHEXP-6cb376c28a399ceeb3ec4885|MECHEXP-6f9b12cdfe5aca81d6605043|MECHEXP-74249fcb92400d8a342ac72a|MECHEXP-756192861174b17fd3165887|MECHEXP-777d7a4ade85e1c13466f3bc|MECHEXP-7c43a4f39883a05c3bc01a7a|MECHEXP-82c6745d8484cffacb2be3c2|MECHEXP-82c87981c015ada14c98b04a|MECHEXP-858f3dedbdf389abecd21304|MECHEXP-8bcc07fd0ec13229280b83da|MECHEXP-8de5a281eb579a1bba9d1798|MECHEXP-90a6b5195448468ea78bd83d|MECHEXP-95451f364d5eb2bfc92864bf|MECHEXP-983b798ae73c9bef60247615|MECHEXP-9c6fcf70e429ef58b9fa105f|MECHEXP-9d7ca9e4a504345172190e52|MECHEXP-a46675e96b87ca64823f5b15|MECHEXP-a6c0d7ed9e04fc06ec493422|MECHEXP-ab47a04a9906be60fc3b8a78|MECHEXP-bf165f9e51f1e3888a31164c|MECHEXP-c136e9d6437475fbd6249a9b|MECHEXP-c50775947ce29f3b8a9af4f7|MECHEXP-c50af8f2b0a32a8907e704a6|MECHEXP-c64e5394c50e11a2c77c6b59|MECHEXP-c6c1be85327227ce0b507eb5|MECHEXP-d484446477c4f33a8451f287|MECHEXP-dba08f808e3879caa277a722|MECHEXP-dbb0a9ea7b22b50bfc6c4389|MECHEXP-e77bb4cce46a1373f5027394|MECHEXP-ef1e6355bbe8bffc037bae9e|MECHEXP-f1e8009649516baf98340fd8|MECHEXP-f8319e6c121078c7bb58b34d|MECHEXP-f90a3bceed17cf7bd746e02d|MECHEXP-fbaa14c1c5bb2706cba49b0d|MECHEXP-fca3065df9fced85a65db740,ROOTCOMP-13b7692570da921c139b20b2|ROOTCOMP-1b29dfdf09ff5987a773febc|ROOTCOMP-4175b19a5d0189229fe93ab2|ROOTCOMP-6b6d4507011e0682cdae31a7|ROOTCOMP-9c4cf1076baa69cc8134f7d0|ROOTCOMP-b64ed7697ee120c797b79cd7|ROOTCOMP-baefca1a69947871639dc1ff|ROOTCOMP-d7270125af4f5fd9afbbfa1b|ROOTCOMP-d86b92376f2d0e2420ab799b|ROOTCOMP-f282dc2c99996d2f15ce2381|ROOTCOMP-f4c642fb71c22f9e261a4888|ROOTCOMP-fbcb346e4f4a3e524b19a0cc,true,Carmel-by-the-Sea,true,2025,benefits_and_total_compensation,EXTSEARCH-d786b8dbd2a6b9380219aeb2,wave2_event_specific_v1,EXTTARGET-184dbedfe93c4f4e5a22dbd8|EXTTARGET-665de75dc07e3bb695f10c5d|EXTTARGET-ca71865930ed52e4b7fa2345|EXTTARGET-d7687e518bb4c4edd3a31008|EXTTARGET-f0771e306a5e5129ed061451|EXTTARGET-f43380f20ddf957be31d836b|EXTTARGET-f5eada78f22f3bb1599e4727,moderate,EXTREVIEW-83ba2bf61ada1ef2092aabf7,official government locator; source type requires verification,2026-08-05T03:53:21.903653+00:00,RESCALL-8ed3207401137e18a01abc73,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation,fire,official_domain_metadata,CA
other,www.calpers.ca.gov,RESCAND-9ea8c49ff60b36698c35300e,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"## Metadata-only candidate discovery (no URL verification/download) **Target municipality/period/side/event/missing field/source-family (as provided):** - Municipality: **“Carmel-by-the-Sea”**, **CA** - Period: **2025** - Side: **non_safety** - Event: **(retroactivity_implementation municipal payroll/open data, adopted budget, HR report)** - Missing fields: **pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects, retroactivity_implem",,https://www.calpers.ca.gov/employers/policies-and-procedures/circular-letters/200-015-25,https://www.calpers.ca.gov/employers/policies-and-procedures/circular-letters/200-015-25,non_safety,2026-08-05T03:19:58.987555+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_003,web,official_government_search_result,RESCAND-9ea8c49ff60b36698c35300e,MECHEXP-05bee0eca1e72febd09b57cd|MECHEXP-0c23d698788e9f1afae801a9|MECHEXP-1994369ed8dbb4b5275574a1|MECHEXP-2ae44a9bacd127ca7342525b|MECHEXP-2b8393225617225384e3ac12|MECHEXP-3e316e2ecbeaaf0038d65dcb|MECHEXP-43a77e45c3832ede46c1f460|MECHEXP-5bffbf38e683c369a6cf9d75|MECHEXP-655b112209568f13159ff4ed|MECHEXP-777d7a4ade85e1c13466f3bc|MECHEXP-858f3dedbdf389abecd21304|MECHEXP-bf165f9e51f1e3888a31164c|MECHEXP-c136e9d6437475fbd6249a9b|MECHEXP-c50775947ce29f3b8a9af4f7|MECHEXP-c50af8f2b0a32a8907e704a6|MECHEXP-f8319e6c121078c7bb58b34d|MECHEXP-fca3065df9fced85a65db740,ROOTCOMP-13b7692570da921c139b20b2|ROOTCOMP-d86b92376f2d0e2420ab799b|ROOTCOMP-f282dc2c99996d2f15ce2381,true,Carmel-by-the-Sea,true,2025,multi_family_administrative_source,EXTSEARCH-d786b8dbd2a6b9380219aeb2,wave2_event_specific_v1,EXTTARGET-b77925895f8302c76d2c71ab,moderate,EXTREVIEW-745e05f6220b4ee557fb4d09,official government locator; source type requires verification,2026-08-05T03:53:21.910032+00:00,RESCALL-6b4ba4a9c886f5a501b3350f,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,non_safety,official_domain_metadata,CA
other,www.placer.ca.gov,RESCAND-37f3098f390b28ef996384a0,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"## Metadata-only candidate discovery (hosted sources; no URL verification/download) Target: **“Colfax” (Municipality), CA (side), 2017 (period), unclear/unclear (event+missing field), pension contributions + health-cost shares + leave + premium eligibility/take-up + minimum-staffing overtime effects + retroactivity/implementation; municipal payroll/open data; adopted budget; HR report; Census/USDA official municipal administrative record; source-family match.”** ### Candidate set (hosted pages/f",,https://www.placer.ca.gov/DocumentCenter/View/16124/11A-PDF,https://www.placer.ca.gov/DocumentCenter/View/16124/11A-PDF,unclear,2026-08-05T03:28:52.542386+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_001,web,official_government_search_result,RESCAND-37f3098f390b28ef996384a0,MECHEXP-84f85161427df45f1cc796d3|MECHEXP-86ae98d3581c3f958080f033|MECHEXP-9690930c659c6d1c1bb55af9|MECHEXP-adc61d2199766cc196867d08|MECHEXP-ae5f8b4d94c12c7c4aa795bb,ROOTCOMP-996f0e23007d37af866f6dba,true,Colfax,true,2017,multi_family_administrative_source,EXTSEARCH-5e0aaa2b962308155f8f832c,wave2_event_specific_v1,EXTTARGET-7585640ff5760182e94f084e,moderate,EXTREVIEW-9fbaaaf76e9e9f0ea55bc1b5,official government locator; source type requires verification,2026-08-05T03:53:21.912199+00:00,RESCALL-8b66e4f534b6e92f1f09fae8,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,CA
other,api.census.gov,RESCAND-860f4693e750be5ee5e10930,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"I did live metadata-only discovery (no URL verification, no candidate URL downloads). Here are **candidate metadata records** for the **municipality = City of Colfax, CA**; **period = 2018**; **side = unclear**; **event = unclear**; **missing field = unclear**; **source-family target = municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record**. ## Municipality anchor (Colfax, CA) - **“City of Colfax” main municipal site**: used as the discovery",,https://api.census.gov/data/2018/acs/acs5/examples.html,https://api.census.gov/data/2018/acs/acs5/examples.html,unclear,2026-08-05T03:38:25.658971+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_002,html,official_government_search_result,RESCAND-860f4693e750be5ee5e10930,MECHEXP-9c2836026aff7d0fff518a00|MECHEXP-aaed45302c77bc0398222c33|MECHEXP-b55d97d96d1e911e30864e29|MECHEXP-bd38d4bb00db3542a605e6a6|MECHEXP-beba0ac88b4c4aa192782134,ROOTCOMP-43dd7b93bce85f2b5f2b4e39,true,Colfax,true,2018,multi_family_administrative_source,EXTSEARCH-3601e23f8fe83b135e47c6b8,wave2_event_specific_v1,EXTTARGET-6ee3f1e0dd22fadf9993c497,moderate,EXTREVIEW-b5a3a39e21a6c24ef49951a6,official government locator; source type requires verification,2026-08-05T03:53:21.913022+00:00,RESCALL-d1c7c1e897e8a0d80e4c5c0f,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,CA
other,www.leginfo.ca.gov,RESCAND-b031771bff4840b753fe7606,unreviewed,medium_priority_verification_ready,candidate_review_lane_001,"## Metadata-only candidate discovery (hosted sources; no URL verification/download) Target: **“Colfax” (Municipality), CA (side), 2017 (period), unclear/unclear (event+missing field), pension contributions + health-cost shares + leave + premium eligibility/take-up + minimum-staffing overtime effects + retroactivity/implementation; municipal payroll/open data; adopted budget; HR report; Census/USDA official municipal administrative record; source-family match.”** ### Candidate set (hosted pages/f",,https://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_1601-1650/ab_1627_cfa_20160823_175310_asm_floor.html,https://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_1601-1650/ab_1627_cfa_20160823_175310_asm_floor.html,unclear,2026-08-05T03:28:52.542184+00:00,separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,residual_search_lane_001,html,official_government_search_result,RESCAND-b031771bff4840b753fe7606,MECHEXP-84f85161427df45f1cc796d3|MECHEXP-86ae98d3581c3f958080f033|MECHEXP-9690930c659c6d1c1bb55af9|MECHEXP-adc61d2199766cc196867d08|MECHEXP-ae5f8b4d94c12c7c4aa795bb,ROOTCOMP-996f0e23007d37af866f6dba,true,Colfax,true,2017,multi_family_administrative_source,EXTSEARCH-5e0aaa2b962308155f8f832c,wave2_event_specific_v1,EXTTARGET-7585640ff5760182e94f084e,moderate,EXTREVIEW-b0e17a6ae9f139f805fffbc0,official government locator; source type requires verification,2026-08-05T03:53:21.913502+00:00,RESCALL-8b66e4f534b6e92f1f09fae8,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_domain_metadata,CA
