administrative_source_type,candidate_domain,candidate_id,candidate_relevance_score,candidate_review_bucket,candidate_review_lane_id,candidate_snippet,candidate_title,candidate_url,canonicalized_url,department_scope,discovered_at,expected_claim_upgrade,external_data_family,lane_id,likely_file_type,likely_source_type,linked_candidate_ids,linked_mechanism_exposure_event_ids,linked_root_event_id,metadata_only_review,municipality,official_source_flag,period,primary_external_data_family,prior_compacted_target_id,query_version,raw_target_id,review_confidence,review_id,review_reason,reviewed_at,search_call_id,search_wave,search_wave_provenance,secondary_family_tags,side_scope,source_quality_score,state
other,townofarcadeny.gov,RESCAND-576f526e4d736bed8e1c8bae,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"I ran live, metadata-only candidate discovery for **“Arcade, NY”** with your specified target fields: - **Municipality:** Arcade, NY (Village and/or Town of Arcade) - **Period:** undated (your source key: `undated-source-B4X2500LIVE-20260729-001408`) - **Side:** unclear (I treated this as “either/any”) - **Event:** unclear - **Missing field:** unclear - **Source-family target:** “authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity implementation; municipal payr",,https://townofarcadeny.gov/,https://townofarcadeny.gov,unclear,2026-08-05T02:07:23.852866+00:00,tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_002,web,official_government_search_result,RESCAND-576f526e4d736bed8e1c8bae,MECHEXP-194aeebdcaad8a1ab292f5c0|MECHEXP-41ee4b9dc0114f31f082cd09|MECHEXP-5099ddad9a5c26f0c040768a|MECHEXP-52136bcf07febb29e2c3498e|MECHEXP-ae85fd30a4e8350934d4059e,ROOTCOMP-24bccea93286836a5be0e4cf,true,Arcade,true,undated-source-B4X2500LIVE-20260729-001408,staffing_and_headcount,EXTSEARCH-37b7825ea0805a18d2d7349e,wave2_event_specific_v1,EXTTARGET-bf74af0f4796c8519c816624,moderate,EXTREVIEW-0e1cfe0775036527fbc61cc4,official government locator; source type requires verification,2026-08-05T03:53:35.631136+00:00,RESCALL-de69180b6c19925c593b16e3,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,staffing_and_headcount,unclear,official_domain_metadata,NY
other,townofarcadeny.gov,RESCAND-eb09b60530494f15bf288835,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"I ran live, metadata-only candidate discovery for **“Arcade, NY”** with your specified target fields: - **Municipality:** Arcade, NY (Village and/or Town of Arcade) - **Period:** undated (your source key: `undated-source-B4X2500LIVE-20260729-001408`) - **Side:** unclear (I treated this as “either/any”) - **Event:** unclear - **Missing field:** unclear - **Source-family target:** “authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity implementation; municipal payr",,https://townofarcadeny.gov/planning-board/,https://townofarcadeny.gov/planning-board,unclear,2026-08-05T02:07:23.853228+00:00,tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_002,web,official_government_search_result,RESCAND-eb09b60530494f15bf288835,MECHEXP-194aeebdcaad8a1ab292f5c0|MECHEXP-41ee4b9dc0114f31f082cd09|MECHEXP-5099ddad9a5c26f0c040768a|MECHEXP-52136bcf07febb29e2c3498e|MECHEXP-ae85fd30a4e8350934d4059e,ROOTCOMP-24bccea93286836a5be0e4cf,true,Arcade,true,undated-source-B4X2500LIVE-20260729-001408,staffing_and_headcount,EXTSEARCH-37b7825ea0805a18d2d7349e,wave2_event_specific_v1,EXTTARGET-bf74af0f4796c8519c816624,moderate,EXTREVIEW-71e107058e60cb885961ac47,official government locator; source type requires verification,2026-08-05T03:53:35.633722+00:00,RESCALL-de69180b6c19925c593b16e3,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,staffing_and_headcount,unclear,official_domain_metadata,NY
other,townofballstonny.gov,RESCAND-6fad2d299be5c7ca648ba9f7,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"I’m not able to meet your request as stated (“metadata-only candidate discovery” for **Ballston, NY, 2023** with fields like *authorized positions, filled positions, vacancy rate, layoffs, attrition, retroactivity/implementation*, specifically from **municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record**) because a **municipal record that contains those specific workforce-metric fields for Ballston (NY) in 2023** was **not located in the li",,https://townofballstonny.gov/DocumentCenter/View/1870/Ballston-Stormwater-Annual-Report-MS4-2023--2025-PDF?bidId=,https://townofballstonny.gov/DocumentCenter/View/1870/Ballston-Stormwater-Annual-Report-MS4-2023--2025-PDF?bidId=,unclear,2026-08-05T02:35:23.390319+00:00,tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_004,web,official_government_search_result,RESCAND-31b3cf576da66bb9bf4c4acd|RESCAND-6fad2d299be5c7ca648ba9f7,MECHEXP-1e79abfddcb122ee03e59b46|MECHEXP-41d428000e2909af0f074945|MECHEXP-5343cedb2b2bca4c7266a2aa|MECHEXP-a8814ad2561da43b7dae19ac|MECHEXP-f2dbb8c6c37e6396ae16fe24,ROOTCOMP-01211a4502868220a7b09dcf,true,Ballston,true,2023,multi_family_administrative_source,EXTSEARCH-625ba6ff359a7b67bc5377a6,wave2_event_specific_v1,EXTTARGET-4423f0debb5f928c4c2b074e|EXTTARGET-9505904f547bd8dce887a126,moderate,EXTREVIEW-e613f1c72c1f85f2bbfe3519,official government locator; source type requires verification,2026-08-05T03:53:35.645193+00:00,RESCALL-aa6b4f9c5a8055beed78a70a,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,official_domain_metadata,NY
other,api.census.gov,RESCAND-ae4310dad2837f03b07c4645,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"I found **candidate discovery metadata** for the **Town of Ballston, NY** that aligns with your target municipality/period, and points to likely locations for **authorized vs filled positions / vacancy-rate / payroll / HR-adjacent reporting / adopted budget**—**without verifying or downloading any candidate URLs**. ## Target anchor (municipality + period) - **Municipality:** Town of Ballston, New York - **Period:** **2024** - **Event / document family (source-family target):** “**Adopted Budget*",,https://api.census.gov/data/2024/acs/acs1/variables/B24124_336M.html,https://api.census.gov/data/2024/acs/acs1/variables/B24124_336M.html,unclear,2026-08-05T02:35:31.483548+00:00,tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_004,html,official_government_search_result,RESCAND-ae4310dad2837f03b07c4645,MECHEXP-2dcb0eb95e67af8072688420|MECHEXP-2e1ff87e08a49d05d76336a2|MECHEXP-2f754537d43dc9b37c6df93d|MECHEXP-476c2cea664bf6571442d0c9|MECHEXP-727bae3c9904efc21675d0d5,ROOTCOMP-1d9f8528499dc9f31ea1a7ff,true,Ballston,true,2024,multi_family_administrative_source,EXTSEARCH-960c55750e09f77b53a76ff3,wave2_event_specific_v1,EXTTARGET-ec2eed23855ce41991631b12,moderate,EXTREVIEW-35532692068e3ecb5c24367b,official government locator; source type requires verification,2026-08-05T03:53:35.646051+00:00,RESCALL-a2bdd4233bcf0c20e3e8a77a,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,official_domain_metadata,NY
other,www.census.gov,RESCAND-ca81c0b2e4e046522690c4a5,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,Below are **metadata-only candidate targets** discovered for your pattern: **Query pattern interpreted literally:** - **Municipality (name):** “Barker” - **State:** “NY” - **Period:** “2024” - **Side / event / missing fields / source-family:** unclear ⇒ I generated candidate sources across the most likely NY municipal record families: **adopted budget + payroll/positions + administrative/HR/accounting reporting** (NY Comptroller AFR / local budget docs / village/town budget pages). ## Candidate ,,https://www.census.gov/library/publications/2025/econ/g25-aspep.html,https://www.census.gov/library/publications/2025/econ/g25-aspep.html,unclear,2026-08-05T02:45:15.993636+00:00,tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_005,html,official_government_search_result,RESCAND-ca81c0b2e4e046522690c4a5,MECHEXP-0b2869a04cb98365e0f8543a|MECHEXP-46a89b2f31a873fa28666fef|MECHEXP-4d58a99a18add7e358a53390|MECHEXP-6fe4f1ea95e4a61180f78cc9|MECHEXP-f667b6ebe21627bb74b3fbd7,ROOTCOMP-ef57d7b34f9aef1ae1c8550e,true,Barker,true,2024,multi_family_administrative_source,EXTSEARCH-68afe021cfcbd9d560ffe997,wave2_event_specific_v1,EXTTARGET-2904d9d640aaa13a8838648c,moderate,EXTREVIEW-1e2f72c44a117f881c9186d7,official government locator; source type requires verification,2026-08-05T03:53:35.647935+00:00,RESCALL-b80ee58a931755a5f8b57a9d,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,official_domain_metadata,NY
other,apps.dutchessny.gov,RESCAND-1664d0dcc04489b13a216189,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"## Metadata-only candidate discovery (Beekman, NY | period: 2026 | side: unclear | event: unclear | missing field: unclear) ### Municipality (authoritative municipal administrative record) - **Town of Beekman — “Town Budgets” page (includes 2026 Adopted Budget and 2026 Preliminary Budget links).** ([townofbeekman.gov](https://townofbeekman.gov/town-budgets/?utm_source=openai)) ### Period / budget target (adopted budget) - **Beekman Town Budgets → “2026 Adopted Budget” (candidate source-family: a",,https://apps.dutchessny.gov/public-access-viewer/JobDescriptions,https://apps.dutchessny.gov/public-access-viewer/JobDescriptions,unclear,2026-08-05T02:25:22.208746+00:00,tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_001,web,official_government_search_result,RESCAND-1664d0dcc04489b13a216189,MECHEXP-0f41c0d83b176ab4124d9788|MECHEXP-241a832782bdc2642df8a429|MECHEXP-34c3538b87c8a94a986e27e4|MECHEXP-b0fa97580ab09d4285c25792|MECHEXP-bb81d88bd43c43059ef47e92|MECHEXP-e7dc8c5bccb4e28e3f07f4bf,ROOTCOMP-6bf7974d050ba43f7fe92e70,true,Beekman,true,2026,implementation_confirmation,EXTSEARCH-eb0a47fa7cfdefc6f31c41c3,wave2_event_specific_v1,EXTTARGET-6ac364fb264101b122960a6e,moderate,EXTREVIEW-22722619f6b279305d5823ad,official government locator; source type requires verification,2026-08-05T03:53:35.649029+00:00,RESCALL-a2fffda24e9ce6a80ebbc521,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|staffing_and_headcount,unclear,official_domain_metadata,NY
other,www.dutchessny.gov,RESCAND-98782a2c8686484752e194c8,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"## Metadata-only candidate discovery (Beekman, NY | period: 2026 | side: unclear | event: unclear | missing field: unclear) ### Municipality (authoritative municipal administrative record) - **Town of Beekman — “Town Budgets” page (includes 2026 Adopted Budget and 2026 Preliminary Budget links).** ([townofbeekman.gov](https://townofbeekman.gov/town-budgets/?utm_source=openai)) ### Period / budget target (adopted budget) - **Beekman Town Budgets → “2026 Adopted Budget” (candidate source-family: a",,https://www.dutchessny.gov/Departments/Human-Resources/Exams-Recruitment.htm,https://www.dutchessny.gov/Departments/Human-Resources/Exams-Recruitment.htm,unclear,2026-08-05T02:25:22.208952+00:00,tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_001,htm,official_government_search_result,RESCAND-98782a2c8686484752e194c8,MECHEXP-0f41c0d83b176ab4124d9788|MECHEXP-241a832782bdc2642df8a429|MECHEXP-34c3538b87c8a94a986e27e4|MECHEXP-b0fa97580ab09d4285c25792|MECHEXP-bb81d88bd43c43059ef47e92|MECHEXP-e7dc8c5bccb4e28e3f07f4bf,ROOTCOMP-6bf7974d050ba43f7fe92e70,true,Beekman,true,2026,multi_family_administrative_source,EXTSEARCH-eb0a47fa7cfdefc6f31c41c3,wave2_event_specific_v1,EXTTARGET-6ac364fb264101b122960a6e,moderate,EXTREVIEW-885e34992c813ee6b53539de,official government locator; source type requires verification,2026-08-05T03:53:35.650963+00:00,RESCALL-a2fffda24e9ce6a80ebbc521,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|recruitment_and_retention|staffing_and_headcount,unclear,official_domain_metadata,NY
other,villageofbronxville.gov,RESCAND-03637e523adb398a29c4f943,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"## Metadata-only candidate discovery (Bronxville, NY; year=2024; side=police; event=authorized positions/filled positions/vacancy rate/layoffs/attrition; missing fields; sources=municipal administrative record) ### Target municipality/period/side/event - **Municipality:** Bronxville village, **Westchester County**, **NY** - **Period:** **2024** (operationally, Bronxville’s police budgeting/budget doc is labeled **FY June 1, 2024–May 31, 2025**, and its police annual report covers 2024 activity) ",,https://villageofbronxville.gov/DocumentCenter/View/200/Village-of-Bronxville-Collection-PDF,https://villageofbronxville.gov/DocumentCenter/View/200/Village-of-Bronxville-Collection-PDF,police,2026-08-05T02:55:12.500246+00:00,tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_002,web,official_government_search_result,RESCAND-03637e523adb398a29c4f943,MECHEXP-067203eee148b33ca4611474|MECHEXP-0bd7bbfd371906cf90a1c56d|MECHEXP-1b29e715e15aa590cda029aa|MECHEXP-2940df81e543b43d400cd634|MECHEXP-4f6b464af328856e77f63224|MECHEXP-5b1a1832c4ea2903769c89a4|MECHEXP-7dfeb4cf092ba741e678bfbd|MECHEXP-813fdea20a18231b14d3c07c|MECHEXP-83062d7a7232e9419396fa9a|MECHEXP-cf125c54d5d66f7df426089d|MECHEXP-e395aa2d4c4b67f38265228a,ROOTCOMP-471a1570145a7be0e7652999|ROOTCOMP-b0f967537f2356da5e4a4bc4|ROOTCOMP-c311975e50c628d0c3b0f2d4,true,Bronxville,true,2024,staffing_and_headcount,EXTSEARCH-3a31ae9ca60b0a56b4f6148f,wave2_event_specific_v1,EXTTARGET-c2a282c7ae839024a6674834,moderate,EXTREVIEW-2a9d2afdabc4516e33c50491,official government locator; source type requires verification,2026-08-05T03:53:35.659696+00:00,RESCALL-4b92f49eb2b2a08a9e7cda0d,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,staffing_and_headcount,police,official_domain_metadata,NY
other,villageofbronxville.gov,RESCAND-2d7ed9ede46652b14752e041,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"I ran live hosted web search for **metadata-only candidate discovery** for: - **Municipality/period/side/event/missing field/source-family target:** *Bronxville, NY* / *2024* / *police* / *authorized positions, filled positions, vacancy rate, layoffs, attrition, step_schedule_seniority, municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record* - **Constraints:** I **did not verify or download candidate URLs**; I only surfaced metadata candidate",,https://villageofbronxville.gov/directory.aspx?EID=39,https://villageofbronxville.gov/directory.aspx?EID=39,police,2026-08-05T02:48:12.348485+00:00,distinguishes contractual progression from compositional or tenure differences | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_001,aspx,official_government_search_result,RESCAND-2d7ed9ede46652b14752e041|RESCAND-6664b2cbac57b0a78d3e126b|RESCAND-717a2758587d8a411916db5c,MECHEXP-067203eee148b33ca4611474|MECHEXP-0bd7bbfd371906cf90a1c56d|MECHEXP-1b29e715e15aa590cda029aa|MECHEXP-2940df81e543b43d400cd634|MECHEXP-4f6b464af328856e77f63224|MECHEXP-5b1a1832c4ea2903769c89a4|MECHEXP-7dfeb4cf092ba741e678bfbd|MECHEXP-813fdea20a18231b14d3c07c|MECHEXP-83062d7a7232e9419396fa9a|MECHEXP-cf125c54d5d66f7df426089d|MECHEXP-e395aa2d4c4b67f38265228a,ROOTCOMP-471a1570145a7be0e7652999|ROOTCOMP-b0f967537f2356da5e4a4bc4|ROOTCOMP-c311975e50c628d0c3b0f2d4,true,Bronxville,true,2024,multi_family_administrative_source,EXTSEARCH-3a31ae9ca60b0a56b4f6148f,wave2_event_specific_v1,EXTTARGET-880026a551264cbd3ba7b19e|EXTTARGET-c2a282c7ae839024a6674834|EXTTARGET-fe0cface0e32aca83774fe8a,moderate,EXTREVIEW-cbae481a585729cbd9e0efd9,official government locator; source type requires verification,2026-08-05T03:53:35.661716+00:00,RESCALL-4b92f49eb2b2a08a9e7cda0d,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,implementation_confirmation|payroll_and_earnings|staffing_and_headcount|tenure_and_progression,police,official_domain_metadata,NY
other,www.westchester-il.gov,RESCAND-78c44a3c8f47df1402bf10ea,unreviewed,medium_priority_verification_ready,candidate_review_lane_003,"## Metadata-only candidate discovery (Bronxville, NY; year=2024; side=police; event=authorized positions/filled positions/vacancy rate/layoffs/attrition; missing fields; sources=municipal administrative record) ### Target municipality/period/side/event - **Municipality:** Bronxville village, **Westchester County**, **NY** - **Period:** **2024** (operationally, Bronxville’s police budgeting/budget doc is labeled **FY June 1, 2024–May 31, 2025**, and its police annual report covers 2024 activity) ",,https://www.westchester-il.gov/policeblotter,https://www.westchester-il.gov/policeblotter,police,2026-08-05T02:55:12.500267+00:00,tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,residual_search_lane_002,web,official_government_search_result,RESCAND-78c44a3c8f47df1402bf10ea,MECHEXP-067203eee148b33ca4611474|MECHEXP-0bd7bbfd371906cf90a1c56d|MECHEXP-1b29e715e15aa590cda029aa|MECHEXP-2940df81e543b43d400cd634|MECHEXP-4f6b464af328856e77f63224|MECHEXP-5b1a1832c4ea2903769c89a4|MECHEXP-7dfeb4cf092ba741e678bfbd|MECHEXP-813fdea20a18231b14d3c07c|MECHEXP-83062d7a7232e9419396fa9a|MECHEXP-cf125c54d5d66f7df426089d|MECHEXP-e395aa2d4c4b67f38265228a,ROOTCOMP-471a1570145a7be0e7652999|ROOTCOMP-b0f967537f2356da5e4a4bc4|ROOTCOMP-c311975e50c628d0c3b0f2d4,true,Bronxville,true,2024,staffing_and_headcount,EXTSEARCH-3a31ae9ca60b0a56b4f6148f,wave2_event_specific_v1,EXTTARGET-c2a282c7ae839024a6674834,moderate,EXTREVIEW-db2da77e29b3c0574203ecc5,official government locator; source type requires verification,2026-08-05T03:53:35.664383+00:00,RESCALL-4b92f49eb2b2a08a9e7cda0d,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,staffing_and_headcount,police,official_domain_metadata,NY
