administrative_source_type,candidate_domain,candidate_id,candidate_relevance_score,candidate_review_bucket,candidate_review_lane_id,candidate_snippet,candidate_title,candidate_url,canonicalized_url,department_scope,discovered_at,expected_claim_upgrade,external_data_family,lane_id,likely_file_type,likely_source_type,linked_candidate_ids,linked_mechanism_exposure_event_ids,linked_root_event_id,metadata_only_review,municipality,official_source_flag,period,primary_external_data_family,prior_compacted_target_id,query_version,raw_target_id,review_confidence,review_id,review_reason,reviewed_at,search_call_id,search_wave,search_wave_provenance,secondary_family_tags,side_scope,source_quality_score,state
implementation_record,www.norfolk.gov,EXTCAND-90a8452dc2761460975c5dd1,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"Likely **official / primary administrative source types** for a metadata-only discovery target like: > **Norfolk, MA (2021)**: payroll salaries/earnings/overtime, authorized positions/vacancies/staffing/recruitment/retention/turnover, salary step schedules, ordinance/resolution pay plans, pension + health contributions, compensation/pay plan “study” documents. Based on live search results, you’d t",,https://www.norfolk.gov/DocumentCenter/View/66532/FY-2022-Adopted-Budget-Document,https://www.norfolk.gov/DocumentCenter/View/66532/FY-2022-Adopted-Budget-Document,all_units,2026-08-04T23:24:33.777203+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_002,web,official_government_search_result,EXTCAND-90a8452dc2761460975c5dd1,MECHEXP-32e9fa12645dba3dcc0c680b|MECHEXP-acb0c86a1afff863dd8a947b|MECHEXP-c51f08cca52f9a8cb622c8d0|MECHEXP-db75ef06201b0cafcf171c03,ROOTCOMP-9ab609991385ffad9c681d73,true,Norfolk,true,2021,multi_family_administrative_source,EXTSEARCH-636c2f7cdc6793e3c0f059b8,v1_primary,,high,EXTREVIEW-7750873872622cca6c8dcdda,official government locator with administrative document/data signal,2026-08-05T03:53:24.535099+00:00,SEARCHCALL-2976020f86eb57ad23d1a393,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,,MA
budget,www.northboroughma.gov,EXTCAND-1a26dff76354f0c7dc049da9,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"Likely **official/primary public administrative source types** for “Northborough, MA” (targeting 2024 payroll/salaries/overtime/authorized positions/compensation plan/town staffing & retention/turnover) metadata-discovery: 1) **Town budget & finance document sets (FY2024 / FY2025 adopted)** - Budget books, general fund/departmental budget detail, “appropriation” line items that enumerate **salarie",,https://www.northboroughma.gov/administration/files/fy2026-gf-budget,https://www.northboroughma.gov/administration/files/fy2026-gf-budget,fire,2026-08-04T23:16:12.389955+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_001,web,official_government_search_result,EXTCAND-1a26dff76354f0c7dc049da9,MECHEXP-5e47a297ee4c8f394afdd699|MECHEXP-6f707e7776f6d06a39931ee0|MECHEXP-b888afe3870b68890d869b1f|MECHEXP-e81c7a2262629e00fe40256b|MECHEXP-ec82e6ec23a7f7a7b7ac8dff,ROOTCOMP-c797c755f9a5ce60b4db3463,true,Northborough,true,2024,multi_family_administrative_source,EXTSEARCH-d6463b49062d0b65290831bc,v1_primary,,high,EXTREVIEW-cfc56a2c9b9bcfb12d239c19,official government locator with administrative document/data signal,2026-08-05T03:53:24.538212+00:00,SEARCHCALL-964f4a3c60f8f70cdb912623,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,fire,,MA
budget,www.northattleborough.gov,EXTCAND-3e18eb524cdd8ee0f43d8399,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"Below are **likely source types** for “Northborough, MA (2023)” payroll/salaries/benefits and related staffing/compensation items, based on what Northborough publicly maintains (administrative legislation, budgets, personnel/comp plans, and procurement/HR pages) and where those documents typically live. ## Likely primary/official administrative source types (for 2023 discovery) 1. **Annual Municip",,https://www.northattleborough.gov/335/Budget-Information,https://www.northattleborough.gov/335/Budget-Information,fire,2026-08-04T23:48:20.950120+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_005,web,official_government_search_result,EXTCAND-3e18eb524cdd8ee0f43d8399,MECHEXP-023dd7920c94231eb325f3c2|MECHEXP-1015cc8557f9d2de2d2246b4|MECHEXP-1bdf5bb867f5bd6bd54f30c5|MECHEXP-408be1fb892e03f11a8224a3|MECHEXP-5607cfbce885eca2dc52611d,ROOTCOMP-30ee4a111079fec1c4fad0ab,true,Northborough,true,2023,multi_family_administrative_source,EXTSEARCH-c45304a4835d5f845f7fdfc4,v1_primary,,high,EXTREVIEW-fe673d69cb05df6026a0f66e,official government locator with administrative document/data signal,2026-08-05T03:53:24.539129+00:00,SEARCHCALL-51597c8edd1f5c18d19dc0e1,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,fire,,MA
other,www.northboroughma.gov,EXTCAND-6a87099ca1f2cb6797b308c4,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"Below are **likely source types** for “Northborough, MA (2023)” payroll/salaries/benefits and related staffing/compensation items, based on what Northborough publicly maintains (administrative legislation, budgets, personnel/comp plans, and procurement/HR pages) and where those documents typically live. ## Likely primary/official administrative source types (for 2023 discovery) 1. **Annual Municip",,https://www.northboroughma.gov/sites/g/files/vyhlif12221/f/uploads/nfd_-_what_we_do_-_all_duties_document_-_public_final_2025.09.17.pdf,https://www.northboroughma.gov/sites/g/files/vyhlif12221/f/uploads/nfd_-_what_we_do_-_all_duties_document_-_public_final_2025.09.17.pdf,fire,2026-08-04T23:48:20.949870+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_005,pdf,official_government_search_result,EXTCAND-6a87099ca1f2cb6797b308c4,MECHEXP-023dd7920c94231eb325f3c2|MECHEXP-1015cc8557f9d2de2d2246b4|MECHEXP-1bdf5bb867f5bd6bd54f30c5|MECHEXP-408be1fb892e03f11a8224a3|MECHEXP-5607cfbce885eca2dc52611d,ROOTCOMP-30ee4a111079fec1c4fad0ab,true,Northborough,true,2023,multi_family_administrative_source,EXTSEARCH-c45304a4835d5f845f7fdfc4,v1_primary,,high,EXTREVIEW-3bcc7acc047ba456965f292a,official government locator with administrative document/data signal,2026-08-05T03:53:24.539719+00:00,SEARCHCALL-51597c8edd1f5c18d19dc0e1,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,fire,,MA
implementation_record,budget.digital.mass.gov,EXTCAND-3bdae1fa5d834b40f67a2259,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"Below are the **most likely primary/official source types** you’d target in a “metadata-only” discovery pass for **Sheffield, MA municipal compensation** covering items like payroll, salaries, overtime, authorized positions, vacancies, staffing/recruitment/retention/turnover, pay plans (steps/schedules), and related **ordinance/resolution** artifacts. ## Likely official/primary public source types",,https://budget.digital.mass.gov/govbudget/fy26/appropriations/administration-and-finance/human-resources-division/?tab=budget-summary,https://budget.digital.mass.gov/govbudget/fy26/appropriations/administration-and-finance/human-resources-division?tab=budget-summary,all_units,2026-08-04T23:40:33.325375+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_004,web,official_government_search_result,EXTCAND-3bdae1fa5d834b40f67a2259,MECHEXP-2129b665612723a535a228c9|MECHEXP-42cd2f19968f75aa0f2b8689|MECHEXP-55be1fc23d275657abff947d|MECHEXP-74d3da60f3e58fb4c751432e|MECHEXP-824fa576b9f7965e4650e126|MECHEXP-a0025104c4648292943cb259,ROOTCOMP-4402817028a05bff7ddca557|ROOTCOMP-cf0d8cbed3b3a803f1733dd1,true,Sheffield,true,undated,multi_family_administrative_source,EXTSEARCH-b2ad926e1508b0cd12806138,v1_primary,,high,EXTREVIEW-6eec480817aee64f103df849,official government locator with administrative document/data signal,2026-08-05T03:53:24.555674+00:00,SEARCHCALL-5fa9736574d1e9d046432198,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,,MA
meeting_packet,www.tyngsboroughma.gov,EXTCAND-68d2dac35cb7646f91307560,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"Here are the **likely official / primary administrative source types** to target for metadata-only discovery around **Tyngsborough, MA (2022)** payroll, salaries/earnings/overtime, authorized positions, vacancies/staffing, recruitment/retention/turnover, salary steps/schedules, and compensation-related items (ordinances/resolutions/pay plans/pension/health contributions/compensation studies): 1. *",,https://www.tyngsboroughma.gov/AgendaCenter,https://www.tyngsboroughma.gov/AgendaCenter,all_units,2026-08-04T23:48:47.076474+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_005,web,official_government_search_result,EXTCAND-68d2dac35cb7646f91307560,MECHEXP-593a2f5216d9315ee6e999c0|MECHEXP-b845279b5b365b0ea92b85bc|MECHEXP-bba3b0901ba4f83ad0a4389b|MECHEXP-d69aa4d77cde5ab07427aa59|MECHEXP-da7e27372c99d02a21a59fef,ROOTCOMP-8d14d889b330d0ab052cc12f,true,Tyngsborough,true,2022,multi_family_administrative_source,EXTSEARCH-04ce0d57eba2d6688421d064,v1_primary,,high,EXTREVIEW-ca84a511f8a6681779958242,official government locator with administrative document/data signal,2026-08-05T03:53:24.558073+00:00,SEARCHCALL-8c339d30986405130555a964,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,,MA
budget,www.bridgewaterma.gov,EXTCAND-0ff2d8ff6dfd766cfb9445e7,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"I searched for **official/primary public administrative** sources that would plausibly contain (or link to) **metadata** for your target topic set around **“West Bridgewater, MA” (2023)**—especially items like **payroll salaries/earnings/overtime**, **budget authorized positions**, **vacancies/staffing/recruitment/retention/turnover**, **salary step schedules/ordinances/resolutions/pay plans**, an",,https://www.bridgewaterma.gov/government/finance/budget_dashboard/index.php,https://www.bridgewaterma.gov/government/finance/budget_dashboard/index.php,police,2026-08-04T23:16:23.462337+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_001,php,official_government_search_result,EXTCAND-0ff2d8ff6dfd766cfb9445e7,MECHEXP-023f308ae018d9e08e42c119|MECHEXP-213317744701c1ae953766a7|MECHEXP-43d16315296c35646225b14a|MECHEXP-471efa8231aab0a62c90245d|MECHEXP-64096c09714b56d0b2a46781|MECHEXP-8e61f0e40bca8ce27471971b|MECHEXP-9480ba3237ff1b81e7343e97|MECHEXP-9cfe3b07cdb2b1fa0cec8343|MECHEXP-ba6e7c69fd6abeba29604243|MECHEXP-c2fb49c509f711aa5766b7bd|MECHEXP-e88610eff33c148c1d0fd061|MECHEXP-f94106158dba2bde8d9318ea,ROOTCOMP-2d56ff997e4a034f93c565ba|ROOTCOMP-dcc8889168c45771bf5140b8|ROOTCOMP-fc57e257ca434cbff83f505d,true,West Bridgewater,true,2023,multi_family_administrative_source,EXTSEARCH-17431e757d569320e46ff7ef,v1_primary,,high,EXTREVIEW-7cbdb2960aa076977992f6ef,official government locator with administrative document/data signal,2026-08-05T03:53:24.567256+00:00,SEARCHCALL-f91bd865d6605ac3c4c6c72b,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,,MA
budget,budget.digital.mass.gov,EXTCAND-44007d8ce9c2754bb40877d1,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"I searched for **official/primary public administrative** sources that would plausibly contain (or link to) **metadata** for your target topic set around **“West Bridgewater, MA” (2023)**—especially items like **payroll salaries/earnings/overtime**, **budget authorized positions**, **vacancies/staffing/recruitment/retention/turnover**, **salary step schedules/ordinances/resolutions/pay plans**, an",,https://budget.digital.mass.gov/govbudget/fy23/,https://budget.digital.mass.gov/govbudget/fy23,police,2026-08-04T23:16:23.462306+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_001,web,official_government_search_result,EXTCAND-44007d8ce9c2754bb40877d1,MECHEXP-023f308ae018d9e08e42c119|MECHEXP-213317744701c1ae953766a7|MECHEXP-43d16315296c35646225b14a|MECHEXP-471efa8231aab0a62c90245d|MECHEXP-64096c09714b56d0b2a46781|MECHEXP-8e61f0e40bca8ce27471971b|MECHEXP-9480ba3237ff1b81e7343e97|MECHEXP-9cfe3b07cdb2b1fa0cec8343|MECHEXP-ba6e7c69fd6abeba29604243|MECHEXP-c2fb49c509f711aa5766b7bd|MECHEXP-e88610eff33c148c1d0fd061|MECHEXP-f94106158dba2bde8d9318ea,ROOTCOMP-2d56ff997e4a034f93c565ba|ROOTCOMP-dcc8889168c45771bf5140b8|ROOTCOMP-fc57e257ca434cbff83f505d,true,West Bridgewater,true,2023,multi_family_administrative_source,EXTSEARCH-17431e757d569320e46ff7ef,v1_primary,,high,EXTREVIEW-a4536ff2fe995c51e90b8ba7,official government locator with administrative document/data signal,2026-08-05T03:53:24.567989+00:00,SEARCHCALL-f91bd865d6605ac3c4c6c72b,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,,MA
budget,www.bridgewaterma.gov,EXTCAND-55c093f194c498e3958e4857,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"## Likely official / primary public administrative source types for “West Bridgewater, MA (2024) payroll / salaries / overtime / authorized positions / vacancies / staffing / retention / turnover / pay plan / pension / benefits / compensation study” 1. **Town budget documents (FY2024 / FY2025 adopted budget packets)** - General Government budgets and departmental budget books that show **authorize",,https://www.bridgewaterma.gov/Documents/Government/Finance/Budget%20and%20Financial%20Reports/Budget%20Information/FY26/General%20Fund%20Operating%20Budget%20FY2026.pdf?t=202603101103380,https://www.bridgewaterma.gov/Documents/Government/Finance/Budget%20and%20Financial%20Reports/Budget%20Information/FY26/General%20Fund%20Operating%20Budget%20FY2026.pdf?t=202603101103380,all_units,2026-08-04T23:24:52.809222+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_002,pdf,official_government_search_result,EXTCAND-55c093f194c498e3958e4857,MECHEXP-4061c4f272384e7c3c86918e|MECHEXP-51db60ff048ef9270d1926d7|MECHEXP-c28b840ae3560529b7ad3a6a|MECHEXP-ccadac215643cd24164e2a56|MECHEXP-dfd14e8c43262deb309a37d9,ROOTCOMP-0b7befe09295af2386e8de2d,true,West Bridgewater,true,2024,multi_family_administrative_source,EXTSEARCH-cde81173fcd5cbe8a905fedc,v1_primary,,high,EXTREVIEW-2544baf8c4323341e9ded86c,official government locator with administrative document/data signal,2026-08-05T03:53:24.568724+00:00,SEARCHCALL-6f04383b7cb1e838f202701d,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,,MA
budget,www.bridgewaterma.gov,EXTCAND-5eb761a5fe6eaed0eab9d694,unreviewed,high_priority_verification_ready,candidate_review_lane_004,"## Likely official / primary public administrative source types for “West Bridgewater, MA (2024) payroll / salaries / overtime / authorized positions / vacancies / staffing / retention / turnover / pay plan / pension / benefits / compensation study” 1. **Town budget documents (FY2024 / FY2025 adopted budget packets)** - General Government budgets and departmental budget books that show **authorize",,https://www.bridgewaterma.gov/Documents/Government/Finance/Budget%20and%20Financial%20Reports/FY2026%20Enterprise%20Funds%20Budget%20Booklet%2004.01.25.pdf?t=202512260928340,https://www.bridgewaterma.gov/Documents/Government/Finance/Budget%20and%20Financial%20Reports/FY2026%20Enterprise%20Funds%20Budget%20Booklet%2004.01.25.pdf?t=202512260928340,all_units,2026-08-04T23:24:52.809278+00:00,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,external_search_lane_002,pdf,official_government_search_result,EXTCAND-5eb761a5fe6eaed0eab9d694,MECHEXP-4061c4f272384e7c3c86918e|MECHEXP-51db60ff048ef9270d1926d7|MECHEXP-c28b840ae3560529b7ad3a6a|MECHEXP-ccadac215643cd24164e2a56|MECHEXP-dfd14e8c43262deb309a37d9,ROOTCOMP-0b7befe09295af2386e8de2d,true,West Bridgewater,true,2024,multi_family_administrative_source,EXTSEARCH-cde81173fcd5cbe8a905fedc,v1_primary,,high,EXTREVIEW-9a45c57210334fc304ffa512,official government locator with administrative document/data signal,2026-08-05T03:53:24.569871+00:00,SEARCHCALL-6f04383b7cb1e838f202701d,external_search_wave_001_compacted,external_search_wave_001_compacted,benefits_and_total_compensation|implementation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,,MA
