duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,canonical_wave,confidence
RESCAND-63cb27a3b7e33b724e7153e6,RESCAND-ad730516c429ad2748e67785,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-fad9c39d38c16c4fb3a8523a,RESCAND-acb3ee1060af865d8db38480,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-7125b5bc2e64d3391245e00a,RESCAND-6902f10ccb344a3e28051b21,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-31538b50df7dc2f525d0f942,RESCAND-0b35da26e8ae0d9e4e7d5de3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-859e447b622c564bd5ee81ec,RESCAND-86b3984c1636c1e94f820410,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-c37549fa6520e6f211873e21,RESCAND-a7bf2b292a91ff538479ab54,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-88f8465ee2a50253d3aa95f3,RESCAND-f751425ead8bda399a8349f2,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-1048acf6be4773c3e0121d51,RESCAND-6c4a48086533e2055e360b61,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-da06659015a69d50e165657c,RESCAND-c520f452ed2987fb9998ce1b,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-2d3520e5002bc34261ed13ab,EXTCAND-876e0513eacf84cb1396edff,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-10d752df941be5c202b595f3,RESCAND-466588918ef86369935ec963,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-7dd1c164998d09e229f4dc6e,RESCAND-c1bfc114ce4c2a0cc1772ffb,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-725c5cc3c64e0a3f63207d55,RESCAND-9a0c9bdb6bd27d05881e8321,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-1d9f5b353365196fc008c425,EXTCAND-6f4192f3d99c4511196b9299,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-abbf6b324803e277da615be5,EXTCAND-699acd4a040d765285a50c49,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-5d3c6244ae2f646b626ff0a0,RESCAND-033f1bcc74c5eaf909345307,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-a0fe2eb6880291dafd7bf285,EXTCAND-b02a7d575d3254872bf5acf0,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-8a9af54d7dc08e0495c7930e,EXTCAND-b4204e28e013a3e0bd1e0279,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-1d9f5b353365196fc008c425,EXTCAND-6f4192f3d99c4511196b9299,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-8a9af54d7dc08e0495c7930e,EXTCAND-b4204e28e013a3e0bd1e0279,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-47b61cfcbe0515857d3722b0,RESCAND-47b61cfcbe0515857d3722b0,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-ecee901ef5118a64a15d389f,EXTCAND-fc49f746324bf671f6d39d90,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-b4ebedbf6d33f532e681aa91,RESCAND-1c73f19d47b8225c58625896,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-b4f6beb2936ff61d18bb35f3,RESCAND-b4f6beb2936ff61d18bb35f3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-6cd58398b6a10ab2010cb1db,EXTCAND-b91d6084cf230ad8b82d5c1d,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-a317948254294b549d269fb7,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-f608f5b3065fab9a3c081c3e,EXTCAND-6f4192f3d99c4511196b9299,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-0f037f7e34d5e624dd92c6ea,EXTCAND-11cddf563859e3996caab08b,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-8b6406a4cb0dcaeda56567b2,EXTCAND-b28f1cb5cf0feb2abd77eee3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-458155cd39397ff42d454ffe,RESCAND-f6e734be2a6bc4a88854e10c,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-0a988696fcca05f8097ef862,RESCAND-79c011c28773d3f6d3237da2,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-ab5fbd80ac9d37b9c834d635,EXTCAND-8b52926f8857c51d5b047368,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-e73534b8ff156c6cc8858e76,RESCAND-f751425ead8bda399a8349f2,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-e7bf05260dc233155dbc7d0c,RESCAND-1c73f19d47b8225c58625896,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-730953948f7451bec03adeab,RESCAND-73984fd6dfa032ce9146f14a,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-614575b5b484e8fcea5af3b9,EXTCAND-b8b51efba81ebf83d68ffbc3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-d0097f13e7d52a2a40060108,RESCAND-39d42fa115553dd21bec23c7,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-0ddc3208e1245dbea9d52267,EXTCAND-ca18446ae3d793410e14294a,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-7cf409ad1dac9b4d7ac345be,RESCAND-a99eb237dc80a31e3323116f,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-8298e1997a53de5d8a117c0d,EXTCAND-79debad3979ef2258f7f794a,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-f8bc5214dd5169352d9bb2a6,RESCAND-62db54a8ee3ae1c16271baa5,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-f608f5b3065fab9a3c081c3e,EXTCAND-6f4192f3d99c4511196b9299,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-a317948254294b549d269fb7,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-289317d1009e376c26255182,RESCAND-69fb53a63a834c895a84c07a,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-cc3672b93194b81da08380d6,EXTCAND-7ff48c3cf85aba7826cb89bd,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-0fa944966d41cbc82198be2b,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-2efbee9ded96acdaa73b4e15,RESCAND-b95ca92c2660f417e822726d,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-ab2a2049eecf35c1f4f2a943,RESCAND-451bbbce05bc8635e0300c23,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-49a5b66f3d7c6826bb66284b,RESCAND-2849e309fc4687e3f61a8e79,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-aab25a7906a345f755ff7507,RESCAND-8599a45b21f867240dd43ab5,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-6f36e88f2f0ec0f878be089e,EXTCAND-6534965a3f75cc36d8279583,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-f6ec4d739efeaba83e1de8c5,RESCAND-04a010695b8f9bf730bc1eba,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-9bfcb7365630e53066f20e9d,EXTCAND-eadec854bc822126994391c9,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-225597068a5f6e94036ea693,EXTCAND-a9c13aa458ebb06a4ce7c275,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-97caf009299d3a2b1973488f,EXTCAND-67cc11447823fb4e73f65c74,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
