combined_review_id,source_candidate_id,candidate_origin,original_scout_candidate_id,verification_row_id,lane_id,review_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,candidate_quality_tier,verification_status,http_status_code,content_type_header,content_length_header,redirect_count,candidate_review_status,source_review_priority,employer_match_confidence,municipality_match_confidence,unit_or_occupation_confidence,period_or_cycle_confidence,source_family_review_confidence,official_source_confidence,non_cba_diversity_value,matched_safety_non_safety_opportunity_flag,source_review_reason,review_notes,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
CBCR-20260728-00001,B4XPAR-20260727-000001,broad_4x1000_deduped,B4XPAR-20260727-000001,BCV-20260728-04561,verify_lane_003,review_lane_003,IA,Midwest,Asbury,Dubuque County (19061; primary),City Council meeting agendas & minutes (Diligent public portal) - search platform for possible labor/pay attachments,https://cityofasbury.community.diligentoneplatform.com/Portal/,https://cityofasbury.community.diligentoneplatform.com/Portal,cityofasbury.community.diligentoneplatform.com,agenda_packet_or_minutes,context_only,high,,pending_combined_review,verified_reachable,200,text/html,34682,0,source_review_ready_medium,medium,high,high,low,low,medium,medium,high,false,reachable locator; deterministic metadata score=7; official=medium; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00007,B4XPAR-20260727-000009,broad_4x1000_deduped,B4XPAR-20260727-000009,BCV-20260728-07224,verify_lane_004,review_lane_004,IA,Midwest,Clear Lake,Cerro Gordo County (19033; primary),"Employment Appeal Board (EAB) - City of Clear Lake, Iowa and Clear Lake Public Employment Agency (public employment relations board order)",https://eab.iowa.gov/media/225/download?inline=,https://eab.iowa.gov/media/225/download,eab.iowa.gov,unknown_or_needs_review,index_page,low,,pending_combined_review,verified_reachable,200,application/pdf,42221,0,source_review_ready_medium,medium,high,high,low,low,low,high,high,false,reachable locator; deterministic metadata score=7; official=high; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00008,B4XPAR-20260727-000010,broad_4x1000_deduped,B4XPAR-20260727-000010,BCV-20260728-02897,verify_lane_002,review_lane_004,IA,Midwest,Denison,Crawford County (19047; primary),"Regular Called City Council Meeting – July 1, 2025 agenda (includes resolution to set wage for Library Director for FY 2025–2026)",https://denisonia.com/wp-content/uploads/July_1_2025_Regular_Council_Agenda-1.pdf,https://denisonia.com/wp-content/uploads/July_1_2025_Regular_Council_Agenda-1.pdf,denisonia.com,agenda_packet_or_minutes,agenda_cover_sheet,high,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,application/pdf,159214,0,source_review_ready_medium,medium,high,high,high,high,medium,low,high,false,reachable locator; deterministic metadata score=7; official=low; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00009,B4XPAR-20260727-000011,broad_4x1000_deduped,B4XPAR-20260727-000011,BCV-20260728-07183,verify_lane_004,review_lane_002,IA,Midwest,Denison,Crawford County (19047; primary),"City Council Meetings – Denison, IA (index / landing page for downloading agendas/minutes)",https://denisonia.com/?page_id=832,https://denisonia.com,denisonia.com,wage_schedule,index_page,high,,pending_combined_review,verified_reachable,200,text/html,34627,0,source_review_ready_medium,medium,high,high,medium,low,high,low,high,false,reachable locator; deterministic metadata score=7; official=low; source_family=high,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00010,B4XPAR-20260727-000012,broad_4x1000_deduped,B4XPAR-20260727-000012,BCV-20260728-00794,verify_lane_001,review_lane_001,IA,Midwest,Eldridge,Scott County (19163; primary),"Order of Certification (City of Eldridge, Police Safety Bargaining Unit), CEO 862",https://eab.iowa.gov/media/278/download?inline=,https://eab.iowa.gov/media/278/download,eab.iowa.gov,unknown_or_needs_review,index_page,low,,pending_combined_review,verified_reachable,200,application/pdf,31855,0,source_review_ready_medium,medium,high,high,high,low,low,high,high,false,reachable locator; deterministic metadata score=7; official=high; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00012,B4XPAR-20260727-000014,broad_4x1000_deduped,B4XPAR-20260727-000014,BCV-20260728-00330,verify_lane_001,review_lane_001,IA,Midwest,Eldridge,Scott County (19163; primary),Agendas & Minutes (City of Eldridge) landing page for searching council/board attached wage/policy documents,https://cityofeldridgeia.org/agendas-minutes/,https://cityofeldridgeia.org/agendas-minutes,cityofeldridgeia.org,agenda_packet_or_minutes,agenda_cover_sheet,high,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,text/html,not_reported,0,source_review_ready_medium,medium,high,high,low,medium,medium,medium,high,false,reachable locator; deterministic metadata score=7; official=medium; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00014,B4XPAR-20260727-000016,broad_4x1000_deduped,B4XPAR-20260727-000016,BCV-20260728-00528,verify_lane_001,review_lane_002,IA,Midwest,Huxley,Story County (19169; primary),CITY COUNCIL MEETING NOTICE / COUNCIL AGENDA & PACKET (includes FY 2022 police pay/classification table),https://cms2.revize.com/revize/huxley/Government/city%20council/2021/06-22-21%20Council%20Agenda%20%26%20Packet.pdf,https://cms2.revize.com/revize/huxley/Government/city%20council/2021/06-22-21%20Council%20Agenda%20%26%20Packet.pdf,cms2.revize.com,agenda_packet_or_minutes,agenda_cover_sheet,high,fiscal_constraint_signal,pending_combined_review,verified_reachable,200,application/pdf,30393551,0,source_review_ready_medium,medium,medium,medium,high,high,medium,low,high,false,reachable locator; deterministic metadata score=6; official=low; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00016,B4XPAR-20260727-000019,broad_4x1000_deduped,B4XPAR-20260727-000019,BCV-20260728-05082,verify_lane_003,review_lane_002,IA,Midwest,Iowa Falls,Hardin County (19083; primary),City of Iowa Falls and Teamsters Local Union No. 650 — Amendment of Certification (CEO 828) (Case No 7204),https://eab.iowa.gov/media/317/download?inline=,https://eab.iowa.gov/media/317/download,eab.iowa.gov,unknown_or_needs_review,index_page,low,,pending_combined_review,verified_reachable,200,application/pdf,101911,0,source_review_ready_medium,medium,high,high,high,low,low,high,high,false,reachable locator; deterministic metadata score=7; official=high; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00017,B4XPAR-20260727-000020,broad_4x1000_deduped,B4XPAR-20260727-000020,BCV-20260728-04410,verify_lane_003,review_lane_004,IA,Midwest,Iowa Falls,Hardin County (19083; primary),"City Council Regular Meeting Minutes (includes claims/insurance renewal; does not show labor pay schedule in retrieved excerpt) — January 20, 2025",https://bloximages.newyork1.vip.townnews.com/timescitizen.com/content/tncms/assets/v3/editorial/6/26/62632562-d98d-11ef-871b-63a6f17ba2fd/67924328a74a0.pdf.pdf,https://bloximages.newyork1.vip.townnews.com/timescitizen.com/content/tncms/assets/v3/editorial/6/26/62632562-d98d-11ef-871b-63a6f17ba2fd/67924328a74a0.pdf.pdf,bloximages.newyork1.vip.townnews.com,budget_or_pay_plan,meeting_minutes,high,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,application/pdf,71196,0,source_review_ready_medium,medium,medium,medium,medium,high,medium,medium,high,false,reachable locator; deterministic metadata score=7; official=medium; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00019,B4XPAR-20260727-000022,broad_4x1000_deduped,B4XPAR-20260727-000022,BCV-20260728-05432,verify_lane_003,review_lane_003,IA,Midwest,Jesup,Buchanan County (19019; primary); Black Hawk County (19013),Personnel Policy Final (includes note that a Union Collective Bargaining Agreement exists and governs some positions; supersession language for CBA vs handbook),https://www.jesupiowa.com/vertical/Sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/Personnel_Policy_Final_07-01-2021.pdf,https://jesupiowa.com/vertical/Sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/Personnel_Policy_Final_07-01-2021.pdf,jesupiowa.com,personnel_policy,insufficient_source,high,,pending_combined_review,verified_reachable,200,application/pdf,520479,0,source_review_ready_medium,medium,high,high,high,medium,high,low,high,false,reachable locator; deterministic metadata score=7; official=low; source_family=high,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
