combined_review_id,source_candidate_id,candidate_origin,original_scout_candidate_id,verification_row_id,lane_id,review_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,candidate_quality_tier,verification_status,http_status_code,content_type_header,content_length_header,redirect_count,candidate_review_status,source_review_priority,employer_match_confidence,municipality_match_confidence,unit_or_occupation_confidence,period_or_cycle_confidence,source_family_review_confidence,official_source_confidence,non_cba_diversity_value,matched_safety_non_safety_opportunity_flag,source_review_reason,review_notes,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
CBCR-20260728-00165,B4XPAR-20260727-000180,broad_4x1000_deduped,B4XPAR-20260727-000180,BCV-20260728-05513,verify_lane_003,review_lane_003,KS,Midwest,Wellington,Sumner County (20191; primary),Code of Ordinances (Municode) — Section referencing ordinances relating to compensation of officials/officers/employees,https://library.municode.com/ks/wellington/codes/code_of_ordinances?nodeId=PTIICOOR_CH1GEPR_S1-17GEPESCAP,https://library.municode.com/ks/wellington/codes/code_of_ordinances,library.municode.com,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,text/html,not_reported,0,source_review_ready_low,low,medium,medium,high,low,low,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00991,B4XPAR-20260727-001066,broad_4x1000_deduped,B4XPAR-20260727-001066,BCV-20260728-06623,verify_lane_004,review_lane_002,LA,South,Lake Arthur,Jefferson Davis Parish (22053; primary),Agenda (includes item to defer Ordinance No. 605 providing for the fixing of the salary for the elected Chief of Police),https://cdn.myocv.com/ocvapps/a91670549/files/07.06.2022%20-%20Agenda%20Town%20Council%20Meeting.pdf,https://cdn.myocv.com/ocvapps/a91670549/files/07.06.2022%20-%20Agenda%20Town%20Council%20Meeting.pdf,cdn.myocv.com,agenda_packet_or_minutes,agenda_cover_sheet,high,,pending_combined_review,verified_reachable,200,not_reported,61527,0,source_review_ready_low,low,medium,medium,high,medium,medium,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-01297,B4XPAR-20260727-001395,broad_4x1000_deduped,B4XPAR-20260727-001395,BCV-20260728-02726,verify_lane_002,review_lane_002,AZ,West,Quartzsite,La Paz County (04012; primary),RESOLUTION NO. 16-06 — Personnel Policies & Personnel Advisory Board (signed),https://cms8.revize.com/revize/quartzsite/RES%20NO.%2016-06%20-%20Personnel%20Policies%20%26%20Personnel%20Advisory%20Board%20%20-%20SIGNED.pdf,https://cms8.revize.com/revize/quartzsite/RES%20NO.%2016-06%20-%20Personnel%20Policies%20%26%20Personnel%20Advisory%20Board%20%20-%20SIGNED.pdf,cms8.revize.com,unknown_or_needs_review,insufficient_source,low,,pending_combined_review,verified_reachable,200,application/pdf,536614,0,source_review_ready_low,low,medium,medium,low,low,low,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-02569,B4XPAR-20260727-002777,broad_4x1000_deduped,B4XPAR-20260727-002777,BCV-20260728-02763,verify_lane_002,review_lane_003,KY,South,Bardstown,Nelson County (21179; primary),"CHAPTER 35: Employment Policies (contains § 35.02 Determination of Hourly Wage, § 35.03 Job Classification and Fixed Hourly Wage)",https://codelibrary.amlegal.com/codes/bardstownky/latest/bardstown_ky/0-0-0-583,https://codelibrary.amlegal.com/codes/bardstownky/latest/bardstown_ky/0-0-0-583,codelibrary.amlegal.com,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,text/html,not_reported,0,source_review_ready_low,low,medium,medium,low,medium,low,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-02691,B4XPAR-20260727-002914,broad_4x1000_deduped,B4XPAR-20260727-002914,BCV-20260728-00563,verify_lane_001,review_lane_002,NC,South,Mint Hill,Mecklenburg County (37119; primary); Union County (37179),Longevity Pay (scale benefit in longevity benefit bracket amounts; discretion/appropriation/approval language),https://cms5.revize.com/revize/minthillnc/Document_Center/Agenda%20%26%20Minutes/Board%20of%20Commissioners/2022/2022.09.08%20BOC%20Agenda.pdf,https://cms5.revize.com/revize/minthillnc/Document_Center/Agenda%20%26%20Minutes/Board%20of%20Commissioners/2022/2022.09.08%20BOC%20Agenda.pdf,cms5.revize.com,unknown_or_needs_review,index_page,low,non_safety_constraint_signal;fiscal_constraint_signal,pending_combined_review,verified_reachable,200,application/pdf,12426721,0,source_review_ready_low,low,medium,medium,low,low,low,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-04367,B4XPAR-20260727-004750,broad_4x1000_deduped,B4XPAR-20260727-004750,BCV-20260728-05525,verify_lane_003,review_lane_002,OK,South,Spencer,Oklahoma County (40109; primary),Code of Ordinances (Municode index; may include compensation-related ordinances but requires targeted search within),https://library.municode.com/ok/spencer,https://library.municode.com/ok/spencer,library.municode.com,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,text/html,not_reported,0,source_review_ready_low,low,medium,medium,low,low,low,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-04521,B4XPAR-20260727-004927,broad_4x1000_deduped,B4XPAR-20260727-004927,BCV-20260728-05065,verify_lane_003,review_lane_003,AZ,West,Colorado City,Mohave County (04015; primary),CCHC PD Policy & Procedures (Lexipol Policy) — Google Drive PDF,https://drive.google.com/file/d/1moKX2Por9AvWrUwUyiImA_3ZQ08CyOG3/view?usp=sharing,https://drive.google.com/file/d/1moKX2Por9AvWrUwUyiImA_3ZQ08CyOG3/view,drive.google.com,unknown_or_needs_review,unknown,low,,pending_combined_review,verified_reachable,200,text/html,79812,0,source_review_ready_low,low,medium,medium,low,low,low,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-05070,B4XPAR-20260727-005532,broad_4x1000_deduped,B4XPAR-20260727-005532,BCV-20260728-01346,verify_lane_001,review_lane_004,MN,Midwest,St. Francis,Anoka County (27003; primary); Isanti County (27059),City Council Regular Meeting packet PDF (lead URL; contents could not be fetched),https://mccmeetings.blob.core.usgovcloudapi.net/stfrncismn-pubu/MEET-Packet-c2a6bc59d634402dab360c0070bfe8c6.pdf,https://mccmeetings.blob.core.usgovcloudapi.net/stfrncismn-pubu/MEET-Packet-c2a6bc59d634402dab360c0070bfe8c6.pdf,mccmeetings.blob.core.usgovcloudapi.net,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,application/pdf,14510649,0,source_review_ready_low,low,medium,medium,low,low,low,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=low,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06450,BSSC-20260727-00013,broad_490_preserved_review_queue,BSSC-20260727-00013,BCV-20260728-07812,verify_lane_004,review_lane_004,AK,West,Kotzebue,,"Kotzebue City ordinance council meeting record item mentioning acceptance of a Memorandum of Understanding (MOU) — resolution 24-24 (planning/land-road inventory context, not labor)",https://meetings.municode.com/adaHtmlDocument/index?cc=KOTZEBUEAK&ip=True&me=e5832f73c41c4eda86e54bd9503edf3c,https://meetings.municode.com/adaHtmlDocument/index,meetings.municode.com,mou_or_memorandum,agenda_cover_sheet,high,,low_candidate,verified_reachable,200,not_reported,not_reported,0,source_review_ready_low,low,high,high,low,low,medium,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06494,BSSC-20260727-00061,broad_490_preserved_review_queue,BSSC-20260727-00061,,,review_lane_001,AR,South,El Dorado,,"City Document Search - El Dorado, Arkansas (Ordinances/Resolutions/Minutes repository landing page)",https://www.goeldorado.com/city-document-search/,,goeldorado.com,budget_or_pay_plan,index_page,high,strike_or_no_strike_constraint;non_safety_constraint_signal,low_candidate,reused_prior_verified,,,,,source_review_ready_low,low,high,high,medium,low,medium,low,high,false,reachable locator; deterministic metadata score=4; official=low; source_family=medium,already_present_in_prior_verification_results; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
