combined_review_id,source_candidate_id,candidate_origin,original_scout_candidate_id,verification_row_id,lane_id,review_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,candidate_quality_tier,verification_status,http_status_code,content_type_header,content_length_header,redirect_count,candidate_review_status,source_review_priority,employer_match_confidence,municipality_match_confidence,unit_or_occupation_confidence,period_or_cycle_confidence,source_family_review_confidence,official_source_confidence,non_cba_diversity_value,matched_safety_non_safety_opportunity_flag,source_review_reason,review_notes,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
CBCR-20260728-06438,BSSC-20260727-00001,broad_490_preserved_review_queue,BSSC-20260727-00001,,,review_lane_001,AK,West,Cordova,,"Resolution 04-22-12 approving the collective bargaining agreement between the City of Cordova and IBEW Local Union #1547 (effective May 1, 2019 through Dec 31, 2021; two-year continuation through Dec 31, 2023)",https://www.cityofcordova.net/wp-content/uploads/2022/04/Resolution-04-22-12-Approving-the-2022-CBA.pdf,,cityofcordova.net,cba,ordinance_or_policy,high,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,high,high,medium,low,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06443,BSSC-20260727-00006,broad_490_preserved_review_queue,BSSC-20260727-00006,,,review_lane_002,AK,West,Dillingham,,City of Dillingham Resolution No. 2025-40 (authorizing Acting City Manager to approve collective bargaining agreement between City of Dillingham and Public Employees Local 71),https://mccmeetingspublic.blob.core.usgovcloudapi.net/dillingak-meet-5e69fae2160848cba6d01be5b6999ad3/ITEM-Attachment-001-385699d774b8417e8772972ef7253be0.pdf,,mccmeetingspublic.blob.core.usgovcloudapi.net,cba,ordinance_or_policy,high,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,high,high,low,low,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06444,BSSC-20260727-00007,broad_490_preserved_review_queue,BSSC-20260727-00007,,,review_lane_001,AK,West,Dillingham,,Collective Bargaining Agreement by and between City of Dillingham and Public Safety Employees Association,https://www.psea.net/images/documents/contracts/Dillingham_Contract-_July_2019-_June_2022.pdf,,psea.net,arbitration_award,cba,high,strike_or_no_strike_constraint,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,medium,high,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06447,BSSC-20260727-00010,broad_490_preserved_review_queue,BSSC-20260727-00010,,,review_lane_002,AK,West,Kotzebue,,"CITY OF KOTZEBUE Ordinance 25-02 (Apr 3, 2025) — Exhibit ""A"" (Human Resources & operating fund budget with personnel/salaries & wages line items)",https://mccmeetingspublic.blob.core.usgovcloudapi.net/kotzebueak-meet-dc7aada9fdcd41a08ce84e1fe16c0ac2/ITEM-Attachment-001-1b51188c6371405c863dccd43283875a.pdf,,mccmeetingspublic.blob.core.usgovcloudapi.net,civil_service_or_hr_pay_plan,wage_schedule_or_compensation_plan,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,high,medium,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06448,BSSC-20260727-00011,broad_490_preserved_review_queue,BSSC-20260727-00011,,,review_lane_004,AK,West,Kotzebue,,Kotzebue Municipal Code — employee conduct / salary-related provisions (Title 2 / Chapter referenced in search result),https://kotzpdweb.tripod.com/city/title2.html,,kotzpdweb.tripod.com,personnel_policy,ordinance_or_policy,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,medium,high,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06449,BSSC-20260727-00012,broad_490_preserved_review_queue,BSSC-20260727-00012,,,review_lane_003,AK,West,Kotzebue,,Case No. 91-023-RC & 91-035-RC (Consol.) — Alaska Labor Relations Board decision referencing City of Kotzebue collective bargaining/permitting rejection of PERA,https://labor.alaska.gov/laborr/do/167.htm,,labor.alaska.gov,arbitration_award,arbitration_award,high,strike_or_no_strike_constraint,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,low,low,high,high,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06456,BSSC-20260727-00019,broad_490_preserved_review_queue,BSSC-20260727-00019,,,review_lane_002,AK,West,Seward,,Resolution 2025-117: Adopting the 2026 City of Seward Pay Plan (City Council packet / meeting attachment entry),https://www.cityofseward.us/home/showpublisheddocument/5524/639010735206830000,,cityofseward.us,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,high,medium,high,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06461,BSSC-20260727-00024,broad_490_preserved_review_queue,BSSC-20260727-00024,,,review_lane_004,AK,West,Unalaska,,CITY OF UNALASKA ORDINANCE 2024-04: Amending UCO § 3.40.040 to adopt a new pay range matrix (and amending § 3.40.050 basis of pay rates),https://www.unalaska.gov/sites/default/files/fileattachments/Mayor%20and%20City%20Council/page/10238/2024-04_implementing_new_pay_range_matrix.pdf,,unalaska.gov,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,high,high,high,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06462,BSSC-20260727-00025,broad_490_preserved_review_queue,BSSC-20260727-00025,,,review_lane_001,AK,West,Unalaska,,CHAPTER 3.40: PAY (Unalaska City Code) and § 3.40.040 PAY RANGE MATRIX,https://codelibrary.amlegal.com/codes/unalaska/latest/unalaska_ak/0-0-0-34770,,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,low,high,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06466,BSSC-20260727-00029,broad_490_preserved_review_queue,BSSC-20260727-00029,,,review_lane_001,AK,West,Wrangell,,Chapter 3.58: Personnel Rules and Policies (includes collective bargaining rights references) — City & Borough of Wrangell municipal code,https://ecode360.com/46983997,,ecode360.com,cba,ordinance_or_policy,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,low,high,low,low,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06470,BSSC-20260727-00033,broad_490_preserved_review_queue,BSSC-20260727-00033,,,review_lane_002,AL,South,Athens,,Ordinance 888 Amendments (Master classification plan for employees) — AgendaCenter minutes PDF snippet,https://www.athensalabama.us/AgendaCenter/ViewFile/Minutes/_11242025-551,,athensalabama.us,agenda_packet_or_minutes,ordinance_or_policy,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,low,medium,high,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06476,BSSC-20260727-00039,broad_490_preserved_review_queue,BSSC-20260727-00039,,,review_lane_002,AL,South,Daphne,,Ordinance 2021-52 — Ordinance Adopting Classification and Compensation Plan (Exhibit A: Job Classification Schedule with pay grades/ranges),https://www.daphneal.com/DocumentCenter/View/2962/Ordinance-2021-52---Ordinance-Adopting-Classification-and-Compensation-Plan,,daphneal.com,budget_or_pay_plan,ordinance_or_policy,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,high,medium,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06480,BSSC-20260727-00044,broad_490_preserved_review_queue,BSSC-20260727-00044,,,review_lane_004,AL,South,Gadsden,,APPENDIX B — POLICE AND FIRE CIVIL SERVICE (Code of Ordinances),https://library.municode.com/al/gadsden/codes/code_of_ordinances?nodeId=COOR_APXBPOFICISE_S3DE,,library.municode.com,civil_service_or_hr_pay_plan,ordinance_or_policy,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,medium,medium,high,low,medium,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06481,BSSC-20260727-00045,broad_490_preserved_review_queue,BSSC-20260727-00045,,,review_lane_002,AL,South,Homewood,,Chapter 16 - PERSONNEL (includes compensation framework definitions; employer compensation set by governing body),https://library.municode.com/al/homewood/codes/code_of_ordinances?nodeId=COOR_CH16PE_ARTIIPORE_S16-23OAME,,library.municode.com,personnel_policy,ordinance_or_policy,high,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,medium,medium,medium,low,high,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06483,BSSC-20260727-00047,broad_490_preserved_review_queue,BSSC-20260727-00047,,,review_lane_001,AL,South,Opelika,,Code of Ordinances: Chapter 2 Administration (sec. 2-88 and related provisions incl. definitions and overtime rate of pay),https://library.municode.com/AL/opelika/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTIIOFEM_DIV3CIAT_S2-88CO,,library.municode.com,other_local_government_pay_policy,ordinance_or_policy,medium,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,medium,medium,medium,low,high,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06486,BSSC-20260727-00051,broad_490_preserved_review_queue,BSSC-20260727-00051,,,review_lane_001,AL,South,Pelham,,Public Safety Plan 10.4.2025,https://pelhampd.com/DocumentCenter/View/22042/Public-Safety-Plan-1042025,,pelhampd.com,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,high,medium,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06487,BSSC-20260727-00052,broad_490_preserved_review_queue,BSSC-20260727-00052,,,review_lane_002,AL,South,Pelham,,City of Pelham Civil Service System Act (HB97 ENROLLED) / Civil-Service-Act-10012024,https://pelhamalabama.gov/DocumentCenter/View/20351/Civil-Service-Act-10012024,,pelhamalabama.gov,civil_service_or_hr_pay_plan,ordinance_or_policy,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,low,medium,high,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06489,BSSC-20260727-00054,broad_490_preserved_review_queue,BSSC-20260727-00054,,,review_lane_004,AR,South,Bella Vista,,Daily Dispatch - Article Mentioning Bella Vista firefighters joining a labor union (context only; not a Bella Vista official CBA/Award/MOU posting),https://dailydispatch.com/fire-news/arkansas/bella-vista-firefighters-join-more-across-northwest-arkansas-in-labor-union/,,dailydispatch.com,mou_or_memorandum,context_only,high,strike_or_no_strike_constraint;non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,low,medium,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06496,BSSC-20260727-00063,broad_490_preserved_review_queue,BSSC-20260727-00063,,,review_lane_001,AR,South,Jacksonville,,Jacksonville Police Department (Policy page) — MOU for Law Enforcement Services (Policy 4-?/Review 10/27/2021),https://www.jacksonvillear.gov/DocumentCenter/View/6619/4-7-MOU-for-Law-Enforcement-Services?bidId=,,jacksonvillear.gov,mou_or_memorandum,ordinance_or_policy,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,high,medium,high,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06508,BSSC-20260727-00077,broad_490_preserved_review_queue,BSSC-20260727-00077,,,review_lane_001,AR,South,Van Buren,,Municipal Code (Municode): TITLE 2 — CHAPTER 2.44 Civil Service Commission—Police Department (Civil Service Regulations; updated/ratified rules referenced),https://library.municode.com/ar/van_buren/codes/municipal_code?nodeId=TIT2CLADPE_CH2.64HIDICO,,library.municode.com,civil_service_or_hr_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,medium,medium,high,low,medium,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06509,BSSC-20260727-00079,broad_490_preserved_review_queue,BSSC-20260727-00079,,,review_lane_003,AR,South,West Memphis,,City of West Memphis Personnel Manual (PDF),https://www.westmemphisar.gov/DocumentCenter/View/273/City-of-West-Memphis-Personnel-Manual-PDF,,westmemphisar.gov,wage_schedule,wage_schedule_or_compensation_plan,medium,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,low,high,high,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06510,BSSC-20260727-00080,broad_490_preserved_review_queue,BSSC-20260727-00080,,,review_lane_001,AR,South,West Memphis,,"ARTICLE II. - MAYOR AND CITY COUNCIL (Code of Ordinances, West Memphis)",https://library.municode.com/ar/west_memphis/codes/code_of_ordinances?nodeId=PTICOOR_CH2AD_ARTIIMACO,,library.municode.com,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,low,high,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06521,BSSC-20260727-00093,broad_490_preserved_review_queue,BSSC-20260727-00093,,,review_lane_002,AZ,West,Kingman,,City of Kingman (Arizona) Budget for Fiscal Year 2024-25 — Schedule G (Full-time employees and personnel compensation) [Schedule G section],https://cityofkingman.granicus.com/DocumentViewer.php?file=cityofkingman_53052d4b53dafd22d0ad431e94e2aa94..pdf&view=1,,cityofkingman.granicus.com,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal;fiscal_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,high,medium,medium,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06527,BSSC-20260727-00099,broad_490_preserved_review_queue,BSSC-20260727-00099,,,review_lane_004,AZ,West,Prescott Valley,,MEETING NOTICE — Annual Memorandum of Understanding (MOU) for Fiscal Year 2022-23 with the Prescott Valley Police Officer's Association (PVPOA) (includes proposed step pay plan for Officers and Sergeants),https://d3n9y02raazwpg.cloudfront.net/pvaz/f3969ef0-ca2c-11ec-bbb4-0050569183fa-c022d34e-76e1-4f3e-941e-8967ca1d0927-1655508476.pdf,,d3n9y02raazwpg.cloudfront.net,budget_or_pay_plan,memorandum_or_settlement,high,non_safety_constraint_signal;fiscal_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,high,high,medium,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06528,BSSC-20260727-00100,broad_490_preserved_review_queue,BSSC-20260727-00100,,,review_lane_003,AZ,West,Prescott Valley,,Prescott Valley Town Code — Section 3-02-010 Town Manager (pay schedule authority language),https://codelibrary.amlegal.com/codes/prescottvalleyaz/latest/prescottvalley_az/0-0-0-20330,,codelibrary.amlegal.com,budget_or_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,low,medium,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06529,BSSC-20260727-00101,broad_490_preserved_review_queue,BSSC-20260727-00101,,,review_lane_002,AZ,West,Prescott Valley,,Prescott Valley Town Code — 3-07-030 Establishment and Terms of Office (Personnel Board referenced),https://codelibrary.amlegal.com/codes/prescottvalleyaz/latest/prescottvalley_az/0-0-0-20544,,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,medium,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,low,high,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06530,BSSC-20260727-00102,broad_490_preserved_review_queue,BSSC-20260727-00102,,,review_lane_003,AZ,West,Sahuarita,,SAHUARITA RESOLUTION NO. 2018-0547,https://pub-sahuarita.escribemeetings.com/filestream.ashx?documentid=6278,,pub-sahuarita.escribemeetings.com,other_local_government_pay_policy,ordinance_or_policy,medium,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,high,high,low,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-06534,BSSC-20260727-00106,broad_490_preserved_review_queue,BSSC-20260727-00106,,,review_lane_002,AZ,West,San Luis,,Public Record City of San Luis Personnel Policies 07-01-08 - 07-09-08 (PDF) (dead/404 on fetch),https://www.sanluisaz.gov/government/Documents/Government/Resolutions/701-800/750%20-%20Public%20Record-City%20of%20San%20Luis%20Personnel%20Policies%2007-01-08%20-%2007-09-08%20%28PDF%29_201405071618405078.pdf?t=202603201356510,,sanluisaz.gov,civil_service_or_hr_pay_plan,ordinance_or_policy,high,,weak_or_needs_review,verification_not_run,,,,,deprioritize_for_now,none,high,high,medium,low,medium,high,high,false,weak committed candidate metadata was intentionally not used as verification padding,weak_or_needs_review_not_used_as_queue_padding; local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
