combined_review_id,source_candidate_id,candidate_origin,original_scout_candidate_id,verification_row_id,lane_id,review_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,candidate_quality_tier,verification_status,http_status_code,content_type_header,content_length_header,redirect_count,candidate_review_status,source_review_priority,employer_match_confidence,municipality_match_confidence,unit_or_occupation_confidence,period_or_cycle_confidence,source_family_review_confidence,official_source_confidence,non_cba_diversity_value,matched_safety_non_safety_opportunity_flag,source_review_reason,review_notes,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
CBCR-20260728-00003,B4XPAR-20260727-000003,broad_4x1000_deduped,B4XPAR-20260727-000003,BCV-20260728-00180,verify_lane_001,review_lane_001,IA,Midwest,Carlisle,Warren County (19181; primary); Polk County (19153),"Carlisle City Council Meeting Agenda (May 26, 2026) — Tentative Collective Bargaining Agreement with Teamsters Local 238 / AFSCME Local 61",https://carlisleiowa.org/AgendaCenter/ViewFile/Agenda/_05262026-92,https://carlisleiowa.org/AgendaCenter/ViewFile/Agenda/_05262026-92,carlisleiowa.org,agenda_packet_or_minutes,agenda_cover_sheet,high,,pending_combined_review,verified_reachable,200,application/pdf,272654,0,source_review_ready_high,high,high,high,low,high,medium,medium,high,false,reachable locator; deterministic metadata score=8; official=medium; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00006,B4XPAR-20260727-000006,broad_4x1000_deduped,B4XPAR-20260727-000006,BCV-20260728-00960,verify_lane_001,review_lane_002,IA,Midwest,Clear Lake,Cerro Gordo County (19033; primary),"RESOLUTION #24-A RESOLUTION SETTING THE SALARIES FOR APPOINTED OFFICERS AND EMPLOYEES OF THE CITY OF CLEAR LAKE EFFECTIVE THE BEGINNING OF THE PAY PERIOD THAT INCLUDES JULY 1ST, 2024",https://files.municipalone.com/clearlake-ia/files/documents/citycouncilpacket06-03-24015816053124pm134.pdf,https://files.municipalone.com/clearlake-ia/files/documents/citycouncilpacket06-03-24015816053124pm134.pdf,files.municipalone.com,other_local_government_pay_policy,ordinance_or_policy,medium,,pending_combined_review,verified_reachable,200,application/pdf,10560945,0,source_review_ready_high,high,high,high,high,high,high,medium,high,false,reachable locator; deterministic metadata score=9; official=medium; source_family=high,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00013,B4XPAR-20260727-000015,broad_4x1000_deduped,B4XPAR-20260727-000015,BCV-20260728-03058,verify_lane_002,review_lane_002,IA,Midwest,Emmetsburg,Palo Alto County (19147; primary),City of Emmetsburg Personnel Policy Manual (February 2022) - Compensation/Pay & Work Period Provisions,https://www.emmetsburg.lib.ia.us/application/files/8316/7932/4914/4.1__City_of_Emmetsburg_Personnel_Policy_Manual_February_2022.pdf,https://emmetsburg.lib.ia.us/application/files/8316/7932/4914/4.1__City_of_Emmetsburg_Personnel_Policy_Manual_February_2022.pdf,emmetsburg.lib.ia.us,personnel_policy,ordinance_or_policy,high,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,application/pdf,315044,0,source_review_ready_high,high,high,high,medium,high,high,high,high,false,reachable locator; deterministic metadata score=10; official=high; source_family=high,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00015,B4XPAR-20260727-000018,broad_4x1000_deduped,B4XPAR-20260727-000018,BCV-20260728-00792,verify_lane_001,review_lane_001,IA,Midwest,Iowa Falls,Hardin County (19083; primary),"City of Iowa Falls and Iowa Falls Police Department Collective Bargaining Unit, Local No 1 — Order of Certification (CEO 1031)",https://eab.iowa.gov/media/316/download?inline=,https://eab.iowa.gov/media/316/download,eab.iowa.gov,cba,index_page,high,,pending_combined_review,verified_reachable,200,application/pdf,39938,0,source_review_ready_high,high,high,high,high,low,high,high,low,false,reachable locator; deterministic metadata score=8; official=high; source_family=high,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00025,B4XPAR-20260727-000028,broad_4x1000_deduped,B4XPAR-20260727-000028,BCV-20260728-00251,verify_lane_001,review_lane_002,IA,Midwest,Monticello,Jones County (19105; primary),"RESOLUTION #2023-68: Adopting Wage Chart for Full Time Hourly Employees and Adopting Other Employee Benefits for July 1, 2023 through June 30, 2026",https://www.ci.monticello.ia.us/wp-content/uploads/2024/02/Council-Agenda-Packet-3.pdf,https://ci.monticello.ia.us/wp-content/uploads/2024/02/Council-Agenda-Packet-3.pdf,ci.monticello.ia.us,other_local_government_pay_policy,ordinance_or_policy,medium,,pending_combined_review,verified_reachable,200,application/pdf,3250358,0,source_review_ready_high,high,high,high,high,high,high,high,high,false,reachable locator; deterministic metadata score=10; official=high; source_family=high,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00031,B4XPAR-20260727-000037,broad_4x1000_deduped,B4XPAR-20260727-000037,BCV-20260728-08554,verify_lane_004,review_lane_003,IA,Midwest,Winterset,Madison County (19121; primary),"City Council Resolution No. 2026-13 Approving The Tentative Collective Bargaining Agreement Between The City Of Winterset, Iowa And Teamsters Local 238",https://www.winterset.gov/AgendaCenter/ViewFile/Minutes/_03022026-350,https://winterset.gov/AgendaCenter/ViewFile/Minutes/_03022026-350,winterset.gov,agenda_packet_or_minutes,agenda_cover_sheet,high,,pending_combined_review,verified_reachable,200,application/pdf,129797,0,source_review_ready_high,high,high,high,low,high,medium,high,high,false,reachable locator; deterministic metadata score=9; official=high; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00032,B4XPAR-20260727-000038,broad_4x1000_deduped,B4XPAR-20260727-000038,BCV-20260728-06412,verify_lane_003,review_lane_004,IA,Midwest,Winterset,Madison County (19121; primary),City Council Resolution Setting Salary Rates for Department Supervisors (FY 2025-2026 pay increase mechanism tied to union-negotiated percentage for non-exempt city employees),https://winterset.gov/AgendaCenter/ViewFile/Minutes/_06162025-309,https://winterset.gov/AgendaCenter/ViewFile/Minutes/_06162025-309,winterset.gov,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,pending_combined_review,verified_reachable,200,application/pdf,138589,0,source_review_ready_high,high,high,high,high,high,medium,high,high,false,reachable locator; deterministic metadata score=9; official=high; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00033,B4XPAR-20260727-000039,broad_4x1000_deduped,B4XPAR-20260727-000039,BCV-20260728-06509,verify_lane_004,review_lane_003,IL,Midwest,Barrington,Cook County (17031; primary); Lake County (17097),FOP Agreement 2023 thru 2025 PD and FOP MOUs and Uniforms (Uniforms 2024 included),https://www.barrington-il.gov/wp-content/uploads/2024/12/FOP-Agreement-2023-thru-2025-PD-and-FOP-MOUs-Uniforms-2024.pdf,https://barrington-il.gov/wp-content/uploads/2024/12/FOP-Agreement-2023-thru-2025-PD-and-FOP-MOUs-Uniforms-2024.pdf,barrington-il.gov,wage_schedule,cba,high,,pending_combined_review,verified_reachable,200,application/pdf,3127177,0,source_review_ready_high,high,high,high,medium,high,high,high,high,false,reachable locator; deterministic metadata score=10; official=high; source_family=high,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00034,B4XPAR-20260727-000040,broad_4x1000_deduped,B4XPAR-20260727-000040,BCV-20260728-02223,verify_lane_002,review_lane_003,IL,Midwest,Barrington,Cook County (17031; primary); Lake County (17097),"Agreement Between Village of Barrington, Illinois and Barrington Firefighters, Local 3481",https://www.barrington-il.gov/wp-content/uploads/2024/12/CBA-IAFF-2023-2026.pdf,https://barrington-il.gov/wp-content/uploads/2024/12/CBA-IAFF-2023-2026.pdf,barrington-il.gov,cba,cba,high,,pending_combined_review,verified_reachable,200,application/pdf,5360764,0,source_review_ready_high,high,high,high,high,medium,high,high,low,false,reachable locator; deterministic metadata score=8; official=high; source_family=high,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
CBCR-20260728-00035,B4XPAR-20260727-000041,broad_4x1000_deduped,B4XPAR-20260727-000041,BCV-20260728-04366,verify_lane_003,review_lane_001,IL,Midwest,Barrington,Cook County (17031; primary); Lake County (17097),2026 Budget Ordinance (Group Exhibit A: Compensation Plan schedules for non-represented employees),https://www.barrington-il.gov/wp-content/uploads/2024/12/2026-Budget-Ordinance.pdf,https://barrington-il.gov/wp-content/uploads/2024/12/2026-Budget-Ordinance.pdf,barrington-il.gov,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,market_or_comparability_pressure;non_safety_constraint_signal,pending_combined_review,verified_reachable,200,application/pdf,1243720,0,source_review_ready_high,high,high,high,high,high,medium,high,high,false,reachable locator; deterministic metadata score=9; official=high; source_family=medium,local metadata-only deterministic review,true,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
