at,canonical_payload_id,extraction_result_id,modality_status,terminal_status,warning_codes
2026-08-05T19:49:05.921596+00:00,EXTPAYLOAD-01688dcc9fe6d17506bec03f,EXTEXTRACT-e60ebbdfd8e05381a653109b,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:49:05.989670+00:00,EXTPAYLOAD-028faf008329224b1d746ff1,EXTEXTRACT-728682afba5059e30a560bd3,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:49:13.292669+00:00,EXTPAYLOAD-0783f0f9012d8dcb0885c6a9,EXTEXTRACT-c9b7e3d7063c2aa566a7b98a,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:49:13.692814+00:00,EXTPAYLOAD-0b08ac5a7047282e61eaebf0,EXTEXTRACT-91f78542db03b4f39506e4c9,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:49:18.534748+00:00,EXTPAYLOAD-1db0d1ba7d6ff2dfdeb0a900,EXTEXTRACT-f638ee26151f8493a48d0296,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:49:21.159731+00:00,EXTPAYLOAD-243d9f998324c877b31de4f4,EXTEXTRACT-bf855b676c343c9b83c14e9b,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:49:25.521191+00:00,EXTPAYLOAD-29fa83fbf17bd0c9672b582e,EXTEXTRACT-2669a33d24564d19dc8a0df7,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:49:35.765327+00:00,EXTPAYLOAD-2ef98f502ab478f46372d0a8,EXTEXTRACT-39b8495641089784d074339b,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:49:45.874254+00:00,EXTPAYLOAD-32548e4dab594ee8ab6030a2,EXTEXTRACT-8aa561fc393e6050b6014b67,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:49:46.337346+00:00,EXTPAYLOAD-3614a4cafa6437b48579b21c,EXTEXTRACT-044481260ae01b27febbad27,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf_16_le''""]"
