canonical_payload_id,extraction_result_id,index_kind,index_local_path,index_SHA_256,index_byte_size,page_count,section_count,table_count,table_row_count,structured_record_count,lineage_scope
EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9,EXTEXTRACT-9e76c1567d3c88e54fd04fa9,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/78/EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9.pages.jsonl.gz,69cf842a58684e666a983c2bb0e10aff44ab89282e3a21d7518f19afcfd1c3bc,1387,76,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-000842740a46817d53deae4c,EXTEXTRACT-025aab17950d39443fb83572,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2e/EXTPAYLOAD-000842740a46817d53deae4c.pages.jsonl.gz,a32a79437aa77ab4609df6a57a8ec20b89071ced775400af375f8d9ec5fe540f,262,3,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-001a1204ca212b6b85f43ef5,EXTEXTRACT-57d60e767f29a0478efd8fde,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ab/EXTPAYLOAD-001a1204ca212b6b85f43ef5.pages.jsonl.gz,de5e9e58d7f971b363e959b5918a233369f698c4d0c6c1552540d6329bb3cf6a,773,36,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.pages.jsonl.gz,6ee615414de6fc1787b2a21b69336f2148092b885f0f72f92e5d4913b1850c30,537,21,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00437bb92546727dc37ba255,EXTEXTRACT-d326090dec67be9abb127ec1,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/97/EXTPAYLOAD-00437bb92546727dc37ba255.pages.jsonl.gz,6ea77f4ae7bcedb58fb33dbf7f02316a296c4ddbefbf40f60659ffa8b4e649f6,3043,196,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00452fdbe1df698e6d99e5fb,EXTEXTRACT-79f991abd8d13ba5a0fd97ea,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ca/EXTPAYLOAD-00452fdbe1df698e6d99e5fb.pages.jsonl.gz,a6b6b45e61c94b3bc515a32f70ecd137e26a33c13c1c6ab748a88ba81e063131,386,11,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-0052b8a8e93a2c8f1f47cdf1,EXTEXTRACT-27dfb6d89cd4c84bd11014d2,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/78/EXTPAYLOAD-0052b8a8e93a2c8f1f47cdf1.pages.jsonl.gz,818277e7711f112318e903a4135a96e3360c156193a6ec5ce852b15b10a799ff,294,5,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00577fa21ff20d5b617e10e7,EXTEXTRACT-e7d6b30f9829f80cb2c76096,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ce/EXTPAYLOAD-00577fa21ff20d5b617e10e7.pages.jsonl.gz,1a9ac4d9b9191124a6efbe0df3ff351902f06f77f28f59a7a6a720364476a3f9,558,22,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-0062f64da9060a0cd6ed8c7f,EXTEXTRACT-1f76adb868a68932733b9e02,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d1/EXTPAYLOAD-0062f64da9060a0cd6ed8c7f.pages.jsonl.gz,9cd377f563916e7355095d2b8cc3386c9ebc9c64127868f515428e7d8688ac5f,582,23,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-006a99166d964f8c2aaab706,EXTEXTRACT-5059ce4607f119e2f6f875fe,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/59/EXTPAYLOAD-006a99166d964f8c2aaab706.pages.jsonl.gz,5af340a3d45156eaebdb9ed6cc9e43018136074eb5c7f8855d405b75e4faf770,400,12,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00700bc266d4ba049ff71656,EXTEXTRACT-59a9ef020587b8b33aa4a8d2,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ad/EXTPAYLOAD-00700bc266d4ba049ff71656.pages.jsonl.gz,52991478215c78cb0149365241f605afeb435e9d4cbc9955f3b2eaeea3e2d808,561,22,0,0,0,0,complete_index_in_ignored_local_artifact
