extraction_result_id,canonical_payload_id,candidate_id,linkage_basis
EXTEXTRACT-0c7a0ce1dcf35bb22eb7676e,EXTPAYLOAD-894d0e3f8ea3f878f5798168,RESCAND-a2c3192df46bf593259d7ed2,readiness_preserved_lineage
EXTEXTRACT-6388a49b12d92df6f1b67868,EXTPAYLOAD-894d10b9190e08e514a38b63,RESCAND-f201dd54dc890a8916f56df2,readiness_preserved_lineage
EXTEXTRACT-f99801a05d209c54e1682f73,EXTPAYLOAD-89533aa246fcd39fdfe015d2,RESCAND-bdf7f548bd57181caef53dfe,readiness_preserved_lineage
EXTEXTRACT-9ebf71c4ea8f54ecc04eeca4,EXTPAYLOAD-8955b7456930b5480fbaa900,EXTCAND-55a2691ef1c448929f559fa8,readiness_preserved_lineage
EXTEXTRACT-3ec5c268fcbd821c16a48c9f,EXTPAYLOAD-8958ce9e0a8ab588915213e2,EXTCAND-880645091d61e13929956ada,readiness_preserved_lineage
EXTEXTRACT-fa7931bbb4dec638353098d9,EXTPAYLOAD-8959b63f4078ff391ddb9bf7,RESCAND-405ef955bc7629b653d95fe2,readiness_preserved_lineage
EXTEXTRACT-3532250330bc84e8501317b2,EXTPAYLOAD-8962a883a61d0128df45f8c3,EXTCAND-8dd01a80042366edcd31e992,readiness_preserved_lineage
EXTEXTRACT-edefd35c6802510aa4704443,EXTPAYLOAD-89660e242622810ce802b7b3,RESCAND-fc6f209043e52614ac95da19,readiness_preserved_lineage
EXTEXTRACT-d24c561809798f494d6d16ec,EXTPAYLOAD-896be801ab837351ceebc528,EXTCAND-5aac0b14b7f7be5ef7ca7ec0,readiness_preserved_lineage
EXTEXTRACT-ac464320736a67eaa41a8680,EXTPAYLOAD-896fcb8408f7ebc3a65cc340,EXTCAND-0a24acc3b3353eca25d09e5c,readiness_preserved_lineage
EXTEXTRACT-fd19f29d8e716b6244e6aec9,EXTPAYLOAD-89739ec30b128f6cacec3a99,EXTCAND-377826162afa7491c98b8556,readiness_preserved_lineage
EXTEXTRACT-d21898aaf5bb4a11a16a1344,EXTPAYLOAD-897b73d1d100259ba3224658,EXTCAND-c8ef39eafd51a3f821ba8868,readiness_preserved_lineage
EXTEXTRACT-1e9f54df84dd87f60431196b,EXTPAYLOAD-898a230f3141e55e86c97095,RESCAND-a88563074350449f7a53263d,readiness_preserved_lineage
EXTEXTRACT-66e5f0289db4b38253d06db8,EXTPAYLOAD-898a6c23c2615ba0e2e4edf9,EXTCAND-34c02b4f1969a2358fddeabb,readiness_preserved_lineage
EXTEXTRACT-52ac1e11f18a7cc6a239b155,EXTPAYLOAD-8994264bbfc483d97a74249c,RESCAND-b869dddfc556c7db1dd9b2cf,readiness_preserved_lineage
EXTEXTRACT-cd27cb345825fd7f1929b115,EXTPAYLOAD-89ac7d515b1434c3ff206e95,EXTCAND-db2492e09d7d9db8da5a2122,readiness_preserved_lineage
EXTEXTRACT-7744059c265df5967804bdd4,EXTPAYLOAD-89ac95f3ab3c49298297e3c7,RESCAND-41a09c5c24f38d96cf018b81,readiness_preserved_lineage
EXTEXTRACT-9ad1ec0650f348dbd33d514a,EXTPAYLOAD-89afcb0130ed6031b2a4dc3a,EXTCAND-aefc0787bc8861358b031bdd,readiness_preserved_lineage
EXTEXTRACT-572019af0328ed47267ff23f,EXTPAYLOAD-89b2d081b07151054d4ebcc0,RESCAND-6e27d7b5cd0092067dd83da2,readiness_preserved_lineage
EXTEXTRACT-0d05b37319f3f1d9b1fad6cb,EXTPAYLOAD-89be87d2eef0e3d49dac713d,EXTCAND-f02430be0dfd54e84eed73cb,readiness_preserved_lineage
EXTEXTRACT-fd164a06c0d9f45dad384613,EXTPAYLOAD-89c24e35ba96e54de438e420,EXTCAND-602f59b249f6b6c8965cde2f,readiness_preserved_lineage
