canonical_payload_id,extraction_result_id,index_kind,index_local_path,index_SHA_256,index_byte_size,page_count,section_count,table_count,table_row_count,structured_record_count,lineage_scope
EXTPAYLOAD-bcdd63f45679c82b7a74c918,EXTEXTRACT-a9f4f6651a775556e5209667,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/9b/EXTPAYLOAD-bcdd63f45679c82b7a74c918.pages.jsonl.gz,7d54770a47c64ea10ba8df9e2304d6ebd67e7db002d31e009807a55597c424e3,996,50,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bce0add85e93997d5f24f017,EXTEXTRACT-b88642f722add38f13d4d811,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1c/EXTPAYLOAD-bce0add85e93997d5f24f017.pages.jsonl.gz,cbb9f9dce38ff9d9ec4ff263d43242639d85e0befc26686291444dd91e8a328f,445,15,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bce50e91b22a5042a8940edc,EXTEXTRACT-c4b97d6586fd2145446a0737,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2c/EXTPAYLOAD-bce50e91b22a5042a8940edc.pages.jsonl.gz,a9041fe7fa67c0a0d594d142fa0bded0c151958627ff34bee6d709522fe20b3f,1229,67,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bce595a5835ca70f1af664af,EXTEXTRACT-5a22a4f8b40c32d92b9d9831,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/44/EXTPAYLOAD-bce595a5835ca70f1af664af.pages.jsonl.gz,5198003cbbfe51815e09bfeada52e1b743b67bd8286786be652c08f0b17911da,401,12,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bce8eca5a3c58486985b48a3,EXTEXTRACT-3d3a25a7866ac09578bdacca,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/93/EXTPAYLOAD-bce8eca5a3c58486985b48a3.pages.jsonl.gz,8643fd8b176de985ac0dee59e5884905c115591e252bc810f17c1ece46a9aa20,3609,227,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bced104216174f75c713c577,EXTEXTRACT-a0d73b9c2f3763e0eb37f09b,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/48/EXTPAYLOAD-bced104216174f75c713c577.pages.jsonl.gz,b90743b1f377f817c7880792e0a9a9b827384b81eefa13aa0eb062b4976714bf,241,2,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bcf63b4119b5c8aa9390fb12,EXTEXTRACT-2069686f52a433fc34055f6e,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/cf/EXTPAYLOAD-bcf63b4119b5c8aa9390fb12.pages.jsonl.gz,7c9223dbf89f04f10f6930db917c46d16373e1bda39de71736d2f8c4f84ebbc7,305,6,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bd174479fc2e07aad6acfa26,EXTEXTRACT-05f69a5b8754c5fcd17ff81e,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/53/EXTPAYLOAD-bd174479fc2e07aad6acfa26.pages.jsonl.gz,dbf26af8c63f9ac36c98ceae9ad52ac47acce5a1edb980a23447247c1c04344d,886,45,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bd19705c0dd63e6f9e6a55ae,EXTEXTRACT-a973ad36541ab0a462a2a234,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1f/EXTPAYLOAD-bd19705c0dd63e6f9e6a55ae.pages.jsonl.gz,ca7a4dd0aab5f594eed7e860e50b0807900de65833905503f0bb71c7838ec577,580,24,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bd245fea908f02050ffcb525,EXTEXTRACT-e23be37ff769c942b524fb94,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b4/EXTPAYLOAD-bd245fea908f02050ffcb525.pages.jsonl.gz,da6626d9bc1b091f076549103d0199294b3249e8c7e6375128f1d236a8bd8e60,551,21,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bd40f7631de799fd861da821,EXTEXTRACT-cc792899bb64b4cf52f79b78,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a1/EXTPAYLOAD-bd40f7631de799fd861da821.pages.jsonl.gz,f10d1e5bf3ba58ff68e4205fce17714e6d26769b16d6ae7504973bc363a39cd6,5184,346,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bd6988451a70b774d2802918,EXTEXTRACT-b8079e8a370d6d9f7729eb5a,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e1/EXTPAYLOAD-bd6988451a70b774d2802918.pages.jsonl.gz,32b64f7099520e24d11cdd72d23fed95d9a9298872d69e71da3c0a5f66afa6ee,2438,146,0,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-bdbb795dbc5c3883f28fa5d4,EXTEXTRACT-343683a8da377a2a92c46539,pdf_page_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/09/EXTPAYLOAD-bdbb795dbc5c3883f28fa5d4.pages.jsonl.gz,7d9c1e4581402aed431743ac1b8ccc00196f6981fb6bb6ebb22692bafc007d8f,260,3,0,0,0,0,complete_index_in_ignored_local_artifact
