canonical_payload_id,extraction_result_id,index_kind,index_local_path,index_SHA_256,index_byte_size,page_count,section_count,table_count,table_row_count,structured_record_count,lineage_scope
EXTPAYLOAD-00036840dd1547c95ddf49b3,EXTEXTRACT-1d64f9f44d17505a8e6a962b,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/59/EXTPAYLOAD-00036840dd1547c95ddf49b3.sections.jsonl.gz,a7c977091ff817ba9eb01185b4df61733c9e9a749ed4505a6b9bee97abf9c0d3,693,0,27,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-001335100368c5fa28d271eb,EXTEXTRACT-20c6369ed212a89f2e481e50,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fc/EXTPAYLOAD-001335100368c5fa28d271eb.sections.jsonl.gz,05bda190ac4f213805312eb235a9e4ce890a87ab2c105f8e5c746f6e52a40578,1253,0,63,0,0,2,complete_index_in_ignored_local_artifact
EXTPAYLOAD-001ba8bdc409337d8c467913,EXTEXTRACT-d8d07af740a5205341649923,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47/EXTPAYLOAD-001ba8bdc409337d8c467913.sections.jsonl.gz,5fa3c9ef799153566bcfe0795b43263b4ae501566e657201257d278e13caaf39,1051,0,43,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-001f6312d3c142563e4044fd,EXTEXTRACT-a8969f8fb6139841ce3e007b,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0/EXTPAYLOAD-001f6312d3c142563e4044fd.sections.jsonl.gz,1cd928bf332a1812f366147136e9329ceb400d7d658e27efd737cc3a9b9b0214,2013,0,98,1,1,1,complete_index_in_ignored_local_artifact
EXTPAYLOAD-0048c78471b3515ec2731089,EXTEXTRACT-8b10b85b441e04b829d7e26d,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7e/EXTPAYLOAD-0048c78471b3515ec2731089.sections.jsonl.gz,11ff97d01635de242e686dc20a58599bc75c0d39dcd2ec270f990cad8a0911ab,5547,0,323,1,33,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00695731fb429c889ad66e00,EXTEXTRACT-9649138832fbcaf7842b168b,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7d/EXTPAYLOAD-00695731fb429c889ad66e00.sections.jsonl.gz,a4734dca1755e0153d89ef04f6d81c483814ab7917a114afdee8050b620a50f0,4086,0,244,3,75,2,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00771192db7aa066f7c1f3c5,EXTEXTRACT-58e633669a43e2a5b1a21e59,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/78/EXTPAYLOAD-00771192db7aa066f7c1f3c5.sections.jsonl.gz,16c5d1a1926e3600b863d4e01d5e8dd3f46e07a5d8b96b51a1669a429e4226c3,2863,0,148,0,0,0,complete_index_in_ignored_local_artifact
EXTPAYLOAD-0079b97aaafbf6d8287ecb36,EXTEXTRACT-f7fea735049dd844e63d5619,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.sections.jsonl.gz,5a21e13eacce9d083b95f41151a8790f4626d51a2b1c5bd64337bcc0493b9fd6,954,0,39,0,0,1,complete_index_in_ignored_local_artifact
EXTPAYLOAD-008873b5b51a2c3bfd49fcc1,EXTEXTRACT-4dc9ccad2a93fb97f9ffb993,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-008873b5b51a2c3bfd49fcc1.sections.jsonl.gz,4922f5878f55b5421127621512a6602c8640a47c8ef1df0da27e68c16ce4969e,2130,0,102,0,0,1,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00909f509836dd1d7cbf450d,EXTEXTRACT-02e45d699bfa205716f9431c,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bf/EXTPAYLOAD-00909f509836dd1d7cbf450d.sections.jsonl.gz,02ec438eab4e8a26a410bb58ae4669d1f4cd2458d2d1481d3e20196a2622a190,211,0,1,0,0,0,complete_index_in_ignored_local_artifact
