at,canonical_payload_id,extraction_result_id,modality_status,terminal_status,warning_codes
2026-08-05T19:40:08.337452+00:00,EXTPAYLOAD-03032ac4a5688ee0f18eb6f7,EXTEXTRACT-7bf68f84d381f54e69b2a914,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:08.417313+00:00,EXTPAYLOAD-03464523ac43baece30ef283,EXTEXTRACT-bf21dce3a8c04b5585818cb0,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:40:08.851068+00:00,EXTPAYLOAD-03b0ee5ad258f0fe29db189d,EXTEXTRACT-5839e34433791a2fcf9de0f6,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:40:09.602988+00:00,EXTPAYLOAD-0800f165984170dd331f6058,EXTEXTRACT-e7a9e4f24b65a7a1ba91d2fe,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:40:10.431225+00:00,EXTPAYLOAD-0ddcf47264143c84e27a9588,EXTEXTRACT-17729190bcdfa55ebe8e9cf9,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:12.113215+00:00,EXTPAYLOAD-18c37bc1062a15ec58ed507b,EXTEXTRACT-3d58deb6f6f88207044e47eb,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'latin_1''""]"
2026-08-05T19:40:13.577857+00:00,EXTPAYLOAD-1f00e370b6cd2404bc0ea19d,EXTEXTRACT-a8e44da9ecf3be1249dd5ddf,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:40:13.690900+00:00,EXTPAYLOAD-2039ff32c98dae285a31f135,EXTEXTRACT-3cb788a26962ee1e1d387be6,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:13.849738+00:00,EXTPAYLOAD-2127a6bd72168987d4512535,EXTEXTRACT-b302ac579698eee9999f89a7,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:40:13.962133+00:00,EXTPAYLOAD-221e206d9c91b623fa80887d,EXTEXTRACT-6c4df19bf7a8ae519e74aa6c,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['embedded_json_1_parse_error']
2026-08-05T19:40:15.017444+00:00,EXTPAYLOAD-25274762ff50d6823613b103,EXTEXTRACT-b3f60c7e729a5a7792f8499f,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:40:16.305981+00:00,EXTPAYLOAD-32c8f15e65063d9ae28193c7,EXTEXTRACT-3db2663a7e4b4898af3809a1,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:17.148261+00:00,EXTPAYLOAD-39c361bad18622c1196d68a8,EXTEXTRACT-73f45f27e3da89b5239e43ae,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
