extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-2942529df95d94dd744cc8d1,EXTPAYLOAD-3351bbe22d2695a758b99691,ROOTCOMP-60d5336ce6eb89ac96fe30d5,readiness_preserved_lineage
EXTEXTRACT-2942529df95d94dd744cc8d1,EXTPAYLOAD-3351bbe22d2695a758b99691,ROOTCOMP-7fdc0914198e19fc462d44d9,readiness_preserved_lineage
EXTEXTRACT-f5a3dbe68d2ca9d9b374be97,EXTPAYLOAD-3355c522ddb0d83833844897,ROOTCOMP-16c3e8fac3aae4475e8a4cc7,readiness_preserved_lineage
EXTEXTRACT-f5a3dbe68d2ca9d9b374be97,EXTPAYLOAD-3355c522ddb0d83833844897,ROOTCOMP-71f6d197f8a6a0a1c0d4796b,readiness_preserved_lineage
EXTEXTRACT-7986b8d740644143ef9a6dea,EXTPAYLOAD-3362893a2845b46a2dc7e498,ROOTCOMP-5a4531b54bb3d23a6a36693f,readiness_preserved_lineage
EXTEXTRACT-8d34644b2d6ea53651e2b79e,EXTPAYLOAD-3366edc2416cb46ba9bd8f40,ROOTCOMP-1eeb9b556d551d6ce3e58975,readiness_preserved_lineage
EXTEXTRACT-a22705acdd01f5c5da138769,EXTPAYLOAD-337c9e6764562f6c8403e9da,ROOTCOMP-10ec1cc2e4a57ec0c4b49dbb,readiness_preserved_lineage
EXTEXTRACT-ce2da1e2a24d4b64c13e678c,EXTPAYLOAD-33869f1c03ac271ef21367d6,ROOTCOMP-b80b31a62f8f740029b8f1ef,readiness_preserved_lineage
EXTEXTRACT-42ca26ff508f62a08360ae40,EXTPAYLOAD-33883914bc1d74ece18decae,ROOTCOMP-d91205c854f41c1c17409455,readiness_preserved_lineage
EXTEXTRACT-306dbeaf58ab11579fea7656,EXTPAYLOAD-338b61ca03ffb5a975f0db0c,ROOTCOMP-4f70a00356aadd7eedf3db53,readiness_preserved_lineage
EXTEXTRACT-8b2388a526a02d0fbe29c5ee,EXTPAYLOAD-338c701baf2e9db99f9ae98a,ROOTCOMP-b827e8e576c6384badcece77,readiness_preserved_lineage
EXTEXTRACT-a5732febe3693f8c81c2ac23,EXTPAYLOAD-338d3eaf803af91609117bfc,ROOTCOMP-2f883deef7c431502f0aaeae,readiness_preserved_lineage
