canonical_source_record_id,canonical_payload_id,extraction_result_id,primary_terminal_status,modality_status,artifact_count,artifact_bytes,character_count,page_count,table_count,structured_record_count,candidate_ids,root_event_ids,mechanism_event_ids,claim_ids,municipality,state,period,side_scope,department_scope,source_family,administrative_source_type,extraction_priority,propagation_basis
EXTREADYQ-40c8ebfaab51f3d5009280f2,EXTPAYLOAD-d76c24121cb28589b3aed1cd,EXTEXTRACT-89090567fb3c0f06594dcfa2,extracted_text_ok,html_text_extracted_ok,5,6285,6143,0,0,0,EXTCAND-3d7740bc6e60183885e5b533,ROOTCOMP-5d2d4b756ad7040fe412ed03,MECHEXP-0303ec975a6b00c1efc920b6|MECHEXP-1f447acb97ccd6f73f13f0bb|MECHEXP-8bf5b04bf5156462a691b7bd|MECHEXP-f31bf650033dea3b3e41bf5e,,Miami,OH,undated,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-659bf5e151912ac32e6559d8,EXTPAYLOAD-d76c3193b6a8613949e6a6ec,EXTEXTRACT-ec342e4c18463be413fa7b22,extracted_text_ok,html_text_extracted_ok,5,7963,12614,0,0,0,RESCAND-813dbc7dfe67d8317b1af74a,ROOTCOMP-852350e8ca4586fdf1f8a69b|ROOTCOMP-ed50d3ff4778e576730b8cee,MECHEXP-2b78c7f2b60b236e306fb782|MECHEXP-31c3c0a8fbe3e2bbbe90f5d9|MECHEXP-447788363be4bbb5bda5a41e|MECHEXP-6a92028f58d5d6237132c06e|MECHEXP-7811a9522108cf735ff19d90|MECHEXP-c25be42a29e5cf14ff7a679a|MECHEXP-e6f21cd53ef8f5d2669a71f3,,Bemidji,MN,2025,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-bc455361b373b22889d56372,EXTPAYLOAD-d76e9a2934db1b1ff38a335f,EXTEXTRACT-e5a58c0dac2513325ebfbafd,extracted_low_yield_usable,html_low_text_extracted,5,1825,206,0,0,0,EXTCAND-2fb589faaacf1b8a2f1db228,ROOTCOMP-2caf386df9adc9199b74389a|ROOTCOMP-636ffba21d179448d418c4ac|ROOTCOMP-af0bd487d93bfa8a9ebb6887|ROOTCOMP-ef5683259b288b6ec14aba1a,MECHEXP-0c845851cbe58479f0df1be7|MECHEXP-0c90231970cab220f40b3a88|MECHEXP-0fb6bf948412891a703fc24a|MECHEXP-1f1542a186daf7d17081b0cb|MECHEXP-4b4f4e0c352eda71173f1707|MECHEXP-5126a6da97b3b4a9b59fe644|MECHEXP-550f5c48cd99450f8f0af873|MECHEXP-570c3405a4e15a55d208892d|MECHEXP-596fdd640b8d303294e72f78|MECHEXP-5da0718e6670f41c4720d8e7|MECHEXP-7ad718d55b0d9ad9b25aabe3|MECHEXP-82b028e7a3d1a3d7a8d63096|MECHEXP-adaf080b7182eae4698f2649|MECHEXP-b5b06b7e3aaeb48827a45539|MECHEXP-c97261752ab4ba82aa3421f4|MECHEXP-d56ffafc18c6154aa392b649|MECHEXP-facfa036f3d82314309d846f|MECHEXP-fea209934d5751c0eef7e2ab,,Moore,ID,2020,non_safety,non_safety,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-770379f881e50b7a1ad56ec2,EXTPAYLOAD-d770d0277aaa9fe1f1136522,EXTEXTRACT-686bf62f01421c03f11c3273,extracted_text_and_structured_ok,html_text_and_tables_extracted_ok,5,10501,8438,0,4,0,EXTCAND-413a222903214840c06830e5,ROOTCOMP-db530b1894d035855dbd48e5,MECHEXP-3e458f002da38068a841a408|MECHEXP-5549002de7191a1a4fd8f6f1|MECHEXP-b57b3d7587c4c643c6379ec1|MECHEXP-f4b09c165ea911b629cc5451,,Sugar Grove,IL,2022,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-0d7708806fdd76027980b9a2,EXTPAYLOAD-d77b3f5ea7f82342c3bc65ac,EXTEXTRACT-33befd0dbec0565dd6439eb9,extracted_text_ok,pdf_extracted_ok,3,187456,618351,523,0,0,EXTCAND-05ab3be99c86097291a2742c,ROOTCOMP-14b9a57e945cd6a88d6a5764|ROOTCOMP-46ecfb512832c787956a3d39|ROOTCOMP-e4bcde5d9dcf9ca1a5eb2ff7|ROOTCOMP-fb245a0f4ff605453481e457,MECHEXP-37f6ab303855bcab8c82b479|MECHEXP-5b8af1ba5ab6bc1be2fea147|MECHEXP-5c0808a5cc6d179923acabfc|MECHEXP-6b5222b32123bb45cd784296|MECHEXP-755bcc0e452af46d220cb0b8|MECHEXP-9dd05f907f52fbf34c016c8a|MECHEXP-a24e6694f0fcc634ac8c053a|MECHEXP-c6093a7d7d89d20da775426b|MECHEXP-e9a5cf8cc3284a672bf5bf2c|MECHEXP-f43028fdba6374e32de54b54|MECHEXP-f81a58010d37249f1b4dfe50|MECHEXP-fad341f40958a1cf82a97ee2,,Oconomowoc,WI,undated,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-4de9508b7d6daac8f857481b,EXTPAYLOAD-d782c45dd0377cf10761dc12,EXTEXTRACT-2e23989c55888011b4d87338,extracted_text_and_structured_ok,html_text_tables_and_structured_extracted_ok,5,10415,9938,0,3,1,RESCAND-4118a52ded794f1a9b722e39,ROOTCOMP-110494cc88d947b1fb81d9bc,MECHEXP-34475f3d07fa6ee3fc0f3576|MECHEXP-4c3b94ed66c589a6658ec64c|MECHEXP-939bc3c61def2587b8c5d082|MECHEXP-b3a217d36dce0e8b0e35e8a5,,Carlock,IL,2017,unclear,unclear,implementation_confirmation,ordinance_or_resolution,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-ee3c38a679f1f93a082f51be,EXTPAYLOAD-d7835adb6d146b9c7e6f1c4a,EXTEXTRACT-f8eac9f610f730544aaf13fa,extracted_text_ok,pdf_extracted_ok,3,15283,44972,20,0,0,RESCAND-96fddca0d7831a8191517f1b,ROOTCOMP-6848382e32df4868e3f8facb,MECHEXP-1ebb6c074d6739ec7d94fde5|MECHEXP-31edf9bf59005890b4d11b1e|MECHEXP-44bce6c74731f8b3f2000bdd|MECHEXP-dfcc2e4b2578701138790de9,,Casey,IL,2019,unclear,unclear,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-4b7f06560b77c3caa06f5903,EXTPAYLOAD-d784af748736805f3bcda836,EXTEXTRACT-edfa413dc12395c517825c9e,extracted_text_ok,pdf_extracted_ok,3,1909,1474,1,0,0,RESCAND-927a9551214765528776a4fb,ROOTCOMP-9fdaf9b547fac53e2c57a4aa,MECHEXP-46950f8d865d4408df6a5948|MECHEXP-4c0df2778a00e479059ac5a9|MECHEXP-abac30929fbf97a7eb024387|MECHEXP-d3a1d849d8dea7cf564796ac|MECHEXP-d99a294b9f5bec8fd0a6e5de|MECHEXP-fa61f462cf001d06fc6fae1c,,Afton,KS,2025,unclear,unclear,implementation_confirmation,ordinance_or_resolution,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-e62d826d019e63ec49dac695,EXTPAYLOAD-d787b5727f678e84f71bb0c6,EXTEXTRACT-d6f3237fb6be325294458ff4,extracted_text_ok,pdf_extracted_ok,3,570869,1491994,461,0,0,EXTCAND-a42e0ceebf88e2b4bff5e22d,ROOTCOMP-a0632418e218d69938dff115,MECHEXP-0fae72984f43dbc75a528b70|MECHEXP-11af5b6524fa9d471cb20877|MECHEXP-12f344b5bcbb80196dec701e|MECHEXP-2e1fc5ea7c14b09eea4600c0|MECHEXP-a53cab826c66fbc6a69fa81d,,Gilmore City,IA,2023,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-7e9b1837bba338b736a7857b,EXTPAYLOAD-d78a49ce00cb655561f702eb,EXTEXTRACT-2fc6078b20c4f246efab1f7f,extracted_text_ok,pdf_extracted_ok,3,42500,133931,62,0,0,EXTCAND-6a09a5423c141c619a65f1ae,ROOTCOMP-7c4dbc360ccef451041a440c,MECHEXP-0858a2350426e4746e217722|MECHEXP-4f1b5b0721891bd98f19332d|MECHEXP-b709f5c0e0ed9f657013ac03|MECHEXP-d0fc076a3ead787863d1011b|MECHEXP-f54b894535f7aa67d80e3107,,Napoleon,OH,2015,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
