extraction_result_id,canonical_payload_id,retained_source_id,linkage_basis
EXTEXTRACT-ef241cc86d336435f7a676e4,EXTPAYLOAD-48860f08444a6a26302ae630,EXTSOURCE-48860f08444a6a26302ae630,readiness_preserved_lineage
EXTEXTRACT-88a992544ffb8934b2490d63,EXTPAYLOAD-489077f8a631f82a512a683c,EXTSOURCE-489077f8a631f82a512a683c,readiness_preserved_lineage
EXTEXTRACT-8d56f315c47901bd53db99c9,EXTPAYLOAD-4893c1f1b31a059469ad8d1a,EXTSOURCE-4893c1f1b31a059469ad8d1a,readiness_preserved_lineage
EXTEXTRACT-fcfae338e47f2ae510221579,EXTPAYLOAD-4897fb60a8ecd834b2587a9a,EXTSOURCE-4897fb60a8ecd834b2587a9a,readiness_preserved_lineage
EXTEXTRACT-c9a8b6453361422b70c1d665,EXTPAYLOAD-489f37dc8d306b01aba384dc,EXTSOURCE-489f37dc8d306b01aba384dc,readiness_preserved_lineage
EXTEXTRACT-361e8442f37f5c9fe444f44d,EXTPAYLOAD-48a4f1132165be72b7658b38,EXTSOURCE-48a4f1132165be72b7658b38,readiness_preserved_lineage
EXTEXTRACT-0bdd7e2fc0e36014191a8a81,EXTPAYLOAD-48a6507cae98aac8b1115518,EXTSOURCE-48a6507cae98aac8b1115518,readiness_preserved_lineage
EXTEXTRACT-4d8a11ab417a7cf6963be27c,EXTPAYLOAD-48a79851b0fb5e3bce0c468c,EXTSOURCE-48a79851b0fb5e3bce0c468c,readiness_preserved_lineage
EXTEXTRACT-910d71c77ddcf2ceffe3e930,EXTPAYLOAD-48b896d4c715d12804fa2906,EXTSOURCE-48b896d4c715d12804fa2906,readiness_preserved_lineage
EXTEXTRACT-86a3fc632b255fab4e5eb105,EXTPAYLOAD-48bb76cc2b3074b77632d108,EXTSOURCE-48bb76cc2b3074b77632d108,readiness_preserved_lineage
EXTEXTRACT-4adf0914de3a1ec8c262f3d2,EXTPAYLOAD-48c0dc54a09376d643fa3a35,EXTSOURCE-48c0dc54a09376d643fa3a35,readiness_preserved_lineage
EXTEXTRACT-076e2b662ae33e0be7bb1f09,EXTPAYLOAD-48c29436eea6a00daa7afc0a,EXTSOURCE-48c29436eea6a00daa7afc0a,readiness_preserved_lineage
EXTEXTRACT-31e2d9387ba113151944b6e0,EXTPAYLOAD-48c566e2dcd55a337fa19afc,EXTSOURCE-48c566e2dcd55a337fa19afc,readiness_preserved_lineage
EXTEXTRACT-f7090c520eb4fdd8c3c80d4f,EXTPAYLOAD-48cdb324d333badb300d5572,EXTSOURCE-48cdb324d333badb300d5572,readiness_preserved_lineage
EXTEXTRACT-e4e436719d6bbd05ddc5d3df,EXTPAYLOAD-48cdbb4ddde5c7f0af0e6cdc,EXTSOURCE-48cdbb4ddde5c7f0af0e6cdc,readiness_preserved_lineage
EXTEXTRACT-0f25562470294b18fc52a820,EXTPAYLOAD-48ce960d1c44c138e44cc48f,EXTSOURCE-48ce960d1c44c138e44cc48f,readiness_preserved_lineage
EXTEXTRACT-03526a22dbb44edcaedc9161,EXTPAYLOAD-48d091f60feb668af3ceb3aa,EXTSOURCE-48d091f60feb668af3ceb3aa,readiness_preserved_lineage
EXTEXTRACT-238a4f0caa209a9eb9b68edc,EXTPAYLOAD-48d541b310de934195366d09,EXTSOURCE-48d541b310de934195366d09,readiness_preserved_lineage
EXTEXTRACT-2d8f7bf6a6205f55a94ab231,EXTPAYLOAD-48d924b7362ccd32227b2a18,EXTSOURCE-48d924b7362ccd32227b2a18,readiness_preserved_lineage
EXTEXTRACT-61555bf6d20dfe579ee1c5de,EXTPAYLOAD-48db5894635e05619f01993b,EXTSOURCE-48db5894635e05619f01993b,readiness_preserved_lineage
EXTEXTRACT-e38b7c63da9d57d47e50141e,EXTPAYLOAD-48e6e8fc7d849d337e7a7ef7,EXTSOURCE-48e6e8fc7d849d337e7a7ef7,readiness_preserved_lineage
EXTEXTRACT-c53acb7654d0a08b5ad50b0c,EXTPAYLOAD-48e8e52e5c4d2c083844d05c,EXTSOURCE-48e8e52e5c4d2c083844d05c,readiness_preserved_lineage
EXTEXTRACT-e95af1365bdc74af5cd22d56,EXTPAYLOAD-48e9ee513d015ac0827d4633,EXTSOURCE-48e9ee513d015ac0827d4633,readiness_preserved_lineage
EXTEXTRACT-456e130441abd3b9a5ffbf6f,EXTPAYLOAD-48edfc42a819e701df546bee,EXTSOURCE-48edfc42a819e701df546bee,readiness_preserved_lineage
EXTEXTRACT-f69b36be01aad0fc8eab0e2f,EXTPAYLOAD-48ef4bf8d5d2a29b5bb3aa86,EXTSOURCE-48ef4bf8d5d2a29b5bb3aa86,readiness_preserved_lineage
EXTEXTRACT-07d132bd8107c2919afec713,EXTPAYLOAD-48f65f54d8fac41bac3720b3,EXTSOURCE-48f65f54d8fac41bac3720b3,readiness_preserved_lineage
EXTEXTRACT-adaccfd698b9caeaed0ae00c,EXTPAYLOAD-48fa74115d63d626fe1e66fa,EXTSOURCE-48fa74115d63d626fe1e66fa,readiness_preserved_lineage
EXTEXTRACT-1f1f73f029fab1dd9a1e2fa7,EXTPAYLOAD-48faa19d7ebb267f85613c48,EXTSOURCE-48faa19d7ebb267f85613c48,readiness_preserved_lineage
