canonical_payload_id,extraction_result_id,index_kind,index_local_path,index_SHA_256,index_byte_size,page_count,section_count,table_count,table_row_count,structured_record_count,lineage_scope
EXTPAYLOAD-001335100368c5fa28d271eb,EXTEXTRACT-20c6369ed212a89f2e481e50,full_html_embedded_structured,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fc/EXTPAYLOAD-001335100368c5fa28d271eb.embedded_structured.jsonl.gz,e6db126a1a24f5c9952340579f444cc6dd6b3ef3da24e7807eb1b212dbac0fd0,278,0,63,0,0,2,complete_index_in_ignored_local_artifact
EXTPAYLOAD-001335100368c5fa28d271eb,EXTEXTRACT-20c6369ed212a89f2e481e50,full_html_tables,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fc/EXTPAYLOAD-001335100368c5fa28d271eb.tables.jsonl.gz,ac73670af3abed54ac6fb4695131f4099be9fbe39d6076c5d0264a6bbdae9d83,20,0,63,0,0,2,complete_index_in_ignored_local_artifact
EXTPAYLOAD-001335100368c5fa28d271eb,EXTEXTRACT-20c6369ed212a89f2e481e50,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fc/EXTPAYLOAD-001335100368c5fa28d271eb.sections.jsonl.gz,05bda190ac4f213805312eb235a9e4ce890a87ab2c105f8e5c746f6e52a40578,1253,0,63,0,0,2,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00695731fb429c889ad66e00,EXTEXTRACT-9649138832fbcaf7842b168b,full_html_embedded_structured,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7d/EXTPAYLOAD-00695731fb429c889ad66e00.embedded_structured.jsonl.gz,21c962b914172ac8a80d5728c6300b58388663537fbd8e99af9395e17e0ac337,495,0,244,3,75,2,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00695731fb429c889ad66e00,EXTEXTRACT-9649138832fbcaf7842b168b,full_html_tables,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7d/EXTPAYLOAD-00695731fb429c889ad66e00.tables.jsonl.gz,294bab2fcda0bf7484be38ed9777f82db8ca29d0906e6325e326217d45ef52cf,4651,0,244,3,75,2,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00695731fb429c889ad66e00,EXTEXTRACT-9649138832fbcaf7842b168b,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7d/EXTPAYLOAD-00695731fb429c889ad66e00.sections.jsonl.gz,a4734dca1755e0153d89ef04f6d81c483814ab7917a114afdee8050b620a50f0,4086,0,244,3,75,2,complete_index_in_ignored_local_artifact
EXTPAYLOAD-0079b97aaafbf6d8287ecb36,EXTEXTRACT-f7fea735049dd844e63d5619,full_html_embedded_structured,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.embedded_structured.jsonl.gz,8079cabf29bd53341446b2a08b0d7f0158479c3877645fa922c07864166c2455,622,0,39,0,0,1,complete_index_in_ignored_local_artifact
EXTPAYLOAD-0079b97aaafbf6d8287ecb36,EXTEXTRACT-f7fea735049dd844e63d5619,full_html_tables,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.tables.jsonl.gz,ac73670af3abed54ac6fb4695131f4099be9fbe39d6076c5d0264a6bbdae9d83,20,0,39,0,0,1,complete_index_in_ignored_local_artifact
EXTPAYLOAD-0079b97aaafbf6d8287ecb36,EXTEXTRACT-f7fea735049dd844e63d5619,html_section_index,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.sections.jsonl.gz,5a21e13eacce9d083b95f41151a8790f4626d51a2b1c5bd64337bcc0493b9fd6,954,0,39,0,0,1,complete_index_in_ignored_local_artifact
EXTPAYLOAD-00a8d28c11f7331b6f77fb6f,EXTEXTRACT-fe326ccbd794fe07936a62aa,full_html_embedded_structured,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c9/EXTPAYLOAD-00a8d28c11f7331b6f77fb6f.embedded_structured.jsonl.gz,fca9d3e1737d25abbb6e0848985cc08df0bffa12d5167579ba1dad7a062a6405,1641,0,141,0,0,1,complete_index_in_ignored_local_artifact
