MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,retained_source_ids,duplicate_source_ids,prior_reuse_source_ids,candidate_ids,search_wave_provenance,municipality_names,states,periods,side_scopes,department_scopes,primary_source_family,root_event_ids,mechanism_event_ids,claim_ids,extraction_lane_id,extraction_lane_sequence
text/csv; charset=utf-8,75739a881aad9151b023e44e4aeedc823ef46094370a164d2c25b684192e79f6,payroll_roster,0,5198,1,EXTPAYLOAD-216644e0036e3ea48a7af8de,EXTSOURCE-216644e0036e3ea48a7af8de,1,EXTREADYQ-9072fc4cc24bdb084a9aa8dd,4,,unclear,csv,False,"{""blank_row_count"":4,""column_count"":4,""delimiter"":"","",""diagnostic_rows_persisted"":false,""duplicate_header_count"":0,""encoding"":""utf-8"",""header_candidates"":[""Fact"",""Fact Note"",""Buda city, Texas"",""Value Note for Buda city, Texas""],""likely_compensation_staffing_columns"":[],""likely_date_columns"":[],""likely_municipality_department_employee_columns"":[""Buda city, Texas"",""Value Note for Buda city, Texas""],""malformed_row_count"":0,""row_count"":85}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:03:39.085652+00:00,0.00081,RESCAND-c405649bf0a235e79552ffe8,,MECHEXP-9197406800b3f84c41766b64|MECHEXP-b28170cc288bf1a1fabc699a|MECHEXP-b74e2fb5f74340674d0cb4a3|MECHEXP-db6913f30c385530d23476a7|MECHEXP-fb39475c6f6417880e9a5ebf,ROOTCOMP-fe09082cef3d8d925d81ce0b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/csv/75739a881aad9151b023e44e4aeedc823ef46094370a164d2c25b684192e79f6.csv,Buda,False,BZA115223,current_30_gib_store,2023,csv_extraction_queue,,readiness_lane_004,2,parseable_delimited_schema,EXTREADINESS-0322342e8d86081caa4a6cbc,csv_structured_ready,high,,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,multi_family_administrative_source,direct_official_administrative_record,TX,,EXTSOURCE-216644e0036e3ea48a7af8de,,,RESCAND-c405649bf0a235e79552ffe8,external_search_wave_002_exhaustive_residual,Buda,TX,2023,unclear,unclear,multi_family_administrative_source,ROOTCOMP-fe09082cef3d8d925d81ce0b,MECHEXP-9197406800b3f84c41766b64|MECHEXP-b28170cc288bf1a1fabc699a|MECHEXP-b74e2fb5f74340674d0cb4a3|MECHEXP-db6913f30c385530d23476a7|MECHEXP-fb39475c6f6417880e9a5ebf,,extraction_lane_002,1
text/csv; charset=utf-8,1ba7fa0ad7d51aebc52fc797158fc3fc8ce4d68fcc41fdd7dbe162994d39a692,payroll_roster,0,5258,1,EXTPAYLOAD-360fc896bb75f3e372507a1c,EXTSOURCE-360fc896bb75f3e372507a1c,1,EXTREADYQ-0b1938bbff618548142918fc,6,,all_units,csv,False,"{""blank_row_count"":4,""column_count"":4,""delimiter"":"","",""diagnostic_rows_persisted"":false,""duplicate_header_count"":0,""encoding"":""utf-8"",""header_candidates"":[""Fact"",""Fact Note"",""Union charter township, Isabella County, Michigan"",""Value Note for Union charter township, Isabella County, Michigan""],""likely_compensation_staffing_columns"":[],""likely_date_columns"":[],""likely_municipality_department_employee_columns"":[],""malformed_row_count"":0,""row_count"":85}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:39.085974+00:00,0.006445,EXTCAND-e82afae955c5e631d9370557,,MECHEXP-365db613654d9e54e9feee38|MECHEXP-4c4710e53fb46172cd2fc727|MECHEXP-5c645a14c71db436eca14781|MECHEXP-76df57cb09c90e6debcb4862|MECHEXP-9f6dc759660dc63e96d21e29,ROOTCOMP-253ce00a5751facaa399ef80,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/csv/1ba7fa0ad7d51aebc52fc797158fc3fc8ce4d68fcc41fdd7dbe162994d39a692.csv,Union charter,False,BZA210223,current_30_gib_store,undated,csv_extraction_queue,,readiness_lane_003,1,parseable_delimited_schema,EXTREADINESS-abfacc367278339427b45ecf,csv_structured_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,direct_official_administrative_record,MI,,EXTSOURCE-360fc896bb75f3e372507a1c,,,EXTCAND-e82afae955c5e631d9370557,external_search_wave_001_compacted,Union charter,MI,undated,all_units,all_units,multi_family_administrative_source,ROOTCOMP-253ce00a5751facaa399ef80,MECHEXP-365db613654d9e54e9feee38|MECHEXP-4c4710e53fb46172cd2fc727|MECHEXP-5c645a14c71db436eca14781|MECHEXP-76df57cb09c90e6debcb4862|MECHEXP-9f6dc759660dc63e96d21e29,,extraction_lane_002,2
text/csv; charset=utf-8,6b011860eea1182fcded613f56d8bc14f1d351da701593131bf45ad20e4d73c6,payroll_roster,0,5211,1,EXTPAYLOAD-a3921a73bfbbe6f470da8b7c,EXTSOURCE-a3921a73bfbbe6f470da8b7c,1,EXTREADYQ-1ded95d5b676c47acaf12958,4,,police,csv,False,"{""blank_row_count"":4,""column_count"":4,""delimiter"":"","",""diagnostic_rows_persisted"":false,""duplicate_header_count"":0,""encoding"":""utf-8"",""header_candidates"":[""Fact"",""Fact Note"",""Baraboo city, Wisconsin"",""Value Note for Baraboo city, Wisconsin""],""likely_compensation_staffing_columns"":[],""likely_date_columns"":[],""likely_municipality_department_employee_columns"":[""Baraboo city, Wisconsin"",""Value Note for Baraboo city, Wisconsin""],""malformed_row_count"":0,""row_count"":85}",,11,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:06:39.068217+00:00,0.000927,RESCAND-68e83bfc0905d718cbdfd485,,MECHEXP-10629a3997ee1b267fabb9e1|MECHEXP-2f094db124860a4a7ff0af26|MECHEXP-40d6d1aff0da46c6461bddc7|MECHEXP-657f7b9c33e5158016557042|MECHEXP-b192e17b5f3ea55839e00091|MECHEXP-c4699228fbf824f92f98dbcf|MECHEXP-c9e021711082ae79a482c911|MECHEXP-cfd4f7ee31ae23fedcdeeffc|MECHEXP-d97494f53e985f7e65b6a200,ROOTCOMP-5f4bcb791da8f15ca9edbcfa|ROOTCOMP-835358a4980558d9df045193,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/csv/6b011860eea1182fcded613f56d8bc14f1d351da701593131bf45ad20e4d73c6.csv,Baraboo,False,BZA210223,current_30_gib_store,undated-source-BRMGRS-20260802-230ddf78865eceb7f82c368a,csv_extraction_queue,,readiness_lane_005,3,parseable_delimited_schema,EXTREADINESS-5c7da64fa2e1f5860d4f1c9e,csv_structured_ready,high,,implementation_confirmation,police,payroll_and_earnings,direct_official_administrative_record,WI,,EXTSOURCE-a3921a73bfbbe6f470da8b7c,,,RESCAND-68e83bfc0905d718cbdfd485,external_search_wave_002_exhaustive_residual,Baraboo,WI,undated-source-BRMGRS-20260802-230ddf78865eceb7f82c368a,police,police,payroll_and_earnings,ROOTCOMP-5f4bcb791da8f15ca9edbcfa|ROOTCOMP-835358a4980558d9df045193,MECHEXP-10629a3997ee1b267fabb9e1|MECHEXP-2f094db124860a4a7ff0af26|MECHEXP-40d6d1aff0da46c6461bddc7|MECHEXP-657f7b9c33e5158016557042|MECHEXP-b192e17b5f3ea55839e00091|MECHEXP-c4699228fbf824f92f98dbcf|MECHEXP-c9e021711082ae79a482c911|MECHEXP-cfd4f7ee31ae23fedcdeeffc|MECHEXP-d97494f53e985f7e65b6a200,,extraction_lane_002,3
text/csv; charset=utf-8,205c818c3854a9674b67a17ab5ad15cb170d27c3758a55791bfa731da02d2a10,payroll_roster,0,5245,1,EXTPAYLOAD-bc4af8e9af0b06773cb4938d,EXTSOURCE-bc4af8e9af0b06773cb4938d,1,EXTREADYQ-de491565332b0e55cc857d17,4,,unclear,csv,False,"{""blank_row_count"":4,""column_count"":4,""delimiter"":"","",""diagnostic_rows_persisted"":false,""duplicate_header_count"":0,""encoding"":""utf-8"",""header_candidates"":[""Fact"",""Fact Note"",""Center township, Butler County, Pennsylvania"",""Value Note for Center township, Butler County, Pennsylvania""],""likely_compensation_staffing_columns"":[],""likely_date_columns"":[],""likely_municipality_department_employee_columns"":[],""malformed_row_count"":0,""row_count"":85}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:06:39.069685+00:00,0.000984,RESCAND-981efbab04559888d331bf96,,MECHEXP-0833b5bc100f44aa30a1bdba|MECHEXP-25c510a5226c5ac4ab71b313|MECHEXP-3ff6a3b327edfdfe436f25ef|MECHEXP-be3057ff490ddd3a70b847bf,ROOTCOMP-b99303ce4332bcb2360e1332,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/csv/205c818c3854a9674b67a17ab5ad15cb170d27c3758a55791bfa731da02d2a10.csv,Center,False,AFN120222,current_30_gib_store,2022,csv_extraction_queue,,readiness_lane_005,4,parseable_delimited_schema,EXTREADINESS-0a42549ad99661b7bceb4858,csv_structured_ready,high,,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,multi_family_administrative_source,direct_official_administrative_record,PA,,EXTSOURCE-bc4af8e9af0b06773cb4938d,,,RESCAND-981efbab04559888d331bf96,external_search_wave_002_exhaustive_residual,Center,PA,2022,unclear,unclear,multi_family_administrative_source,ROOTCOMP-b99303ce4332bcb2360e1332,MECHEXP-0833b5bc100f44aa30a1bdba|MECHEXP-25c510a5226c5ac4ab71b313|MECHEXP-3ff6a3b327edfdfe436f25ef|MECHEXP-be3057ff490ddd3a70b847bf,,extraction_lane_002,4
text/html; charset=UTF-8,595f0305c1e68663093ed9146095f701b2c182563c0b859e670ef592e83c4fac,payroll_roster,0,112559,1,EXTPAYLOAD-00036840dd1547c95ddf49b3,EXTSOURCE-00036840dd1547c95ddf49b3,1,EXTREADYQ-05ee892aced917ab99c30b4e,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":112559,""diagnostic_text_persisted"":false,""encoding"":""iso-8859-1"",""form_count"":1,""link_count"":816,""navigation_density"":0.089739,""payload_bytes"":112559,""row_element_count"":0,""script_count"":18,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":61526}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:06:39.078361+00:00,0.008184,RESCAND-86fac417501283fd1d0e9611,,MECHEXP-24a21baeaf1d06f52bd4fd97|MECHEXP-3d09c970abb4438a6a219ccd|MECHEXP-46f1b0b852f5b05c9bf1c512|MECHEXP-c1007c49dad782232eeb287f|MECHEXP-d30fa1ecadac5322190984a1,ROOTCOMP-6ec7d2e0b8f8ad5b11bd3e7e,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/595f0305c1e68663093ed9146095f701b2c182563c0b859e670ef592e83c4fac.html,Atlantic Beach,False,execrpts.php,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_005,5,substantive_visible_html_text,EXTREADINESS-ddc323c5a405da71ed7e3fc0,html_text_ready,high,,implementation_confirmation,unclear,payroll_and_earnings,official_administrative_summary,NC,,EXTSOURCE-00036840dd1547c95ddf49b3,,,RESCAND-86fac417501283fd1d0e9611,external_search_wave_002_exhaustive_residual,Atlantic Beach,NC,2025,unclear,unclear,payroll_and_earnings,ROOTCOMP-6ec7d2e0b8f8ad5b11bd3e7e,MECHEXP-24a21baeaf1d06f52bd4fd97|MECHEXP-3d09c970abb4438a6a219ccd|MECHEXP-46f1b0b852f5b05c9bf1c512|MECHEXP-c1007c49dad782232eeb287f|MECHEXP-d30fa1ecadac5322190984a1,,extraction_lane_002,5
text/html; charset=utf-8,47e463ffa35c44071cb9a7807fd1d80b1e7c0d9ed697ac78aec28913d0af0ca6,payroll_roster,0,16960,1,EXTPAYLOAD-001ba8bdc409337d8c467913,EXTSOURCE-001ba8bdc409337d8c467913,1,EXTREADYQ-7fa59054f231714075b84a90,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":16960,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":29,""navigation_density"":0.028798,""payload_bytes"":16960,""row_element_count"":0,""script_count"":13,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":6727}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:39.132823+00:00,0.006653,EXTCAND-29cf03f93d2d594afc6e81d2,,MECHEXP-02c0fee7643a0557ed8ca866|MECHEXP-5e4fa5b6f2d5f36d6e181e40|MECHEXP-bf98c3c8b8cae711c036eb6d|MECHEXP-d56419eee3a8a2eec7270bea|MECHEXP-fadbcb4a3a5bebc5d75f359d,ROOTCOMP-cd2a3cdcbe1ff5024fd718ed,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47e463ffa35c44071cb9a7807fd1d80b1e7c0d9ed697ac78aec28913d0af0ca6.html,North Castle,False,mem,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_002,5,substantive_visible_html_text,EXTREADINESS-bf6867d1c05a010a3e48b0d4,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,multi_family_administrative_source,official_administrative_summary,NY,,EXTSOURCE-001ba8bdc409337d8c467913,,,EXTCAND-29cf03f93d2d594afc6e81d2,external_search_wave_001_compacted,North Castle,NY,2024,police,police,multi_family_administrative_source,ROOTCOMP-cd2a3cdcbe1ff5024fd718ed,MECHEXP-02c0fee7643a0557ed8ca866|MECHEXP-5e4fa5b6f2d5f36d6e181e40|MECHEXP-bf98c3c8b8cae711c036eb6d|MECHEXP-d56419eee3a8a2eec7270bea|MECHEXP-fadbcb4a3a5bebc5d75f359d,,extraction_lane_002,6
text/html;charset=utf-8,7ee8a56406d2d52f6a61a2cc59b9b6ce2153f2732f0021ce9df039d8834e71e6,payroll_roster,0,38810,1,EXTPAYLOAD-0048c78471b3515ec2731089,EXTSOURCE-0048c78471b3515ec2731089,1,EXTREADYQ-b9125b47e9ed73d034f4fcb9,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":38810,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":30,""navigation_density"":0.024979,""payload_bytes"":38810,""row_element_count"":33,""script_count"":11,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":8267}",,8,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:39.135979+00:00,0.002222,EXTCAND-824914d0bd91c7f2b7d1c135,,MECHEXP-25d2912a1ae40339977437af|MECHEXP-3b612a9b8a230c0cb5e0c6cc|MECHEXP-6e7faf29146eb4f217c6e1bc|MECHEXP-8762071983e8b0b901187177|MECHEXP-b59e634c8de02885ffa47fb0|MECHEXP-f9bc81c0418b0198118343bd|MECHEXP-fdb6a5434a51cb1f828dec8e,ROOTCOMP-eda485ac949a4da1c824d21d,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7ee8a56406d2d52f6a61a2cc59b9b6ce2153f2732f0021ce9df039d8834e71e6.html,Gowrie,False,salaryBook,current_30_gib_store,2020,html_table_candidate_queue,,readiness_lane_002,6,html_table_structure_present,EXTREADINESS-7c1dbf808f09040fa05665c9,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,multi_family_administrative_source,official_administrative_summary,IA,,EXTSOURCE-0048c78471b3515ec2731089,,,EXTCAND-824914d0bd91c7f2b7d1c135,external_search_wave_001_compacted,Gowrie,IA,2020,police,police,multi_family_administrative_source,ROOTCOMP-eda485ac949a4da1c824d21d,MECHEXP-25d2912a1ae40339977437af|MECHEXP-3b612a9b8a230c0cb5e0c6cc|MECHEXP-6e7faf29146eb4f217c6e1bc|MECHEXP-8762071983e8b0b901187177|MECHEXP-b59e634c8de02885ffa47fb0|MECHEXP-f9bc81c0418b0198118343bd|MECHEXP-fdb6a5434a51cb1f828dec8e,,extraction_lane_002,7
text/html; charset=utf-8,3c409ec04ecd579301669ba2955e23d6cb3c5f05ac2de1f8b67cd61423467e07,payroll_roster,0,128443,1,EXTPAYLOAD-00b6f11cdc648372e82e9fda,EXTSOURCE-00b6f11cdc648372e82e9fda,1,EXTREADYQ-b51edbf80b051627b600416a,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":128443,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":88,""navigation_density"":0.354839,""payload_bytes"":128443,""row_element_count"":0,""script_count"":45,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1808}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:54:39.010925+00:00,0.003087,RESCAND-5c78a9a4439babcdfe88aa6e,,MECHEXP-0fce3712151a40a57d72b6cc|MECHEXP-261e48a0a26d8a4e632ab3f3|MECHEXP-6db015de5987f23f3628f103|MECHEXP-e1e81ccb9a101d6bbe82da2f|MECHEXP-f74e51a5cc4d1eea1ee0c9d6,ROOTCOMP-11b00e149bbe06c8729dd152,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3c409ec04ecd579301669ba2955e23d6cb3c5f05ac2de1f8b67cd61423467e07.html,Augusta,False,HR-Strategic-Plan-FY26-30,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_001,4,substantive_visible_html_text,EXTREADINESS-554958bfeb33353645690f3b,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,staffing_and_headcount,official_administrative_summary,KS,,EXTSOURCE-00b6f11cdc648372e82e9fda,,,RESCAND-5c78a9a4439babcdfe88aa6e,external_search_wave_002_exhaustive_residual,Augusta,KS,2024,unclear,unclear,staffing_and_headcount,ROOTCOMP-11b00e149bbe06c8729dd152,MECHEXP-0fce3712151a40a57d72b6cc|MECHEXP-261e48a0a26d8a4e632ab3f3|MECHEXP-6db015de5987f23f3628f103|MECHEXP-e1e81ccb9a101d6bbe82da2f|MECHEXP-f74e51a5cc4d1eea1ee0c9d6,,extraction_lane_002,8
text/html; charset=utf-8,058c4e9f97e5e0436ea27ab8ddf6961cf3268d66dd6c18d0d42be80d254617a8,payroll_roster,0,142407,1,EXTPAYLOAD-00b90a2915c1f737e3222770,EXTSOURCE-00b90a2915c1f737e3222770,1,EXTREADYQ-15d443d60ee903d530a8db3b,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":142407,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":38,""navigation_density"":0.002365,""payload_bytes"":142407,""row_element_count"":8,""script_count"":14,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":104794}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:39.100693+00:00,0.004851,EXTCAND-9b6d601fdbabc3fa2aa7ce45,,MECHEXP-0833b5bc100f44aa30a1bdba|MECHEXP-25c510a5226c5ac4ab71b313|MECHEXP-3ff6a3b327edfdfe436f25ef|MECHEXP-be3057ff490ddd3a70b847bf,ROOTCOMP-b99303ce4332bcb2360e1332,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/058c4e9f97e5e0436ea27ab8ddf6961cf3268d66dd6c18d0d42be80d254617a8.html,Center,False,pabull,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_004,7,structured_data_or_dataset_signal,EXTREADINESS-4aee1410040d3945dca36bb1,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,PA,,EXTSOURCE-00b90a2915c1f737e3222770,,,EXTCAND-9b6d601fdbabc3fa2aa7ce45,external_search_wave_001_compacted,Center,PA,2022,all_units,all_units,multi_family_administrative_source,ROOTCOMP-b99303ce4332bcb2360e1332,MECHEXP-0833b5bc100f44aa30a1bdba|MECHEXP-25c510a5226c5ac4ab71b313|MECHEXP-3ff6a3b327edfdfe436f25ef|MECHEXP-be3057ff490ddd3a70b847bf,,extraction_lane_002,9
text/html; charset=utf-8,804af04ef3e76ce60d41c8903adfc6092426d7742214f2dfbf29dd42ace05656,media_or_context,0,261446,1,EXTPAYLOAD-00c106b56c3fab0363bafbdb,EXTSOURCE-00c106b56c3fab0363bafbdb,1,EXTREADYQ-8636edbfcf594df7a5d500db,1,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":261446,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":92,""navigation_density"":0.007037,""payload_bytes"":261446,""row_element_count"":0,""script_count"":51,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":83218}",,22,upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:03:39.108541+00:00,0.007278,RESCAND-9c952fe14e44bbe024135a6f,,MECHEXP-308d058bf2a08094e4f548b6|MECHEXP-3792a76a48c88d049c1c81bc|MECHEXP-3a47a0f282936724f2759b68|MECHEXP-3b6ac662d75083ea24dea8bf|MECHEXP-3f75327c42ebfb86113aee71|MECHEXP-41c33f3fe7b9b859159b3792|MECHEXP-45f0989d12365e9eef39d680|MECHEXP-5b09f55f8a45b75939dcf2f0|MECHEXP-6ceba3d5f7af393df82dfeb3|MECHEXP-72108b284c24f6f65379d6e0|MECHEXP-7503a5ed40d11d2be44d4e8d|MECHEXP-76e9720fcfd7f7058652aafd|MECHEXP-997bbb4316e8f4081f9b779d|MECHEXP-a764aeeb3fb4f6a6bbdc15dd|MECHEXP-b0bd0fa86bf404f302347218|MECHEXP-ca7ae4836d647a9ce9c9e35a|MECHEXP-d18906137e7a58ef326c834d|MECHEXP-f30ee38bb31a49d8f9dbb302,ROOTCOMP-563a29dec913be98b896ed8d|ROOTCOMP-6533d469dedb49e66474e19c|ROOTCOMP-698963aa96704a21788a0c7c|ROOTCOMP-ef699e72c9f7359e26949fec,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/804af04ef3e76ce60d41c8903adfc6092426d7742214f2dfbf29dd42ace05656.html,Chester,False,newsflash,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_004,8,substantive_visible_html_text,EXTREADINESS-20449688f6df14b09141c56f,html_text_ready,medium,,recruitment_and_retention,police,staffing_and_headcount,official_administrative_summary,NY,,EXTSOURCE-00c106b56c3fab0363bafbdb,,,RESCAND-9c952fe14e44bbe024135a6f,external_search_wave_002_exhaustive_residual,Chester,NY,2025,police,police,staffing_and_headcount,ROOTCOMP-563a29dec913be98b896ed8d|ROOTCOMP-6533d469dedb49e66474e19c|ROOTCOMP-698963aa96704a21788a0c7c|ROOTCOMP-ef699e72c9f7359e26949fec,MECHEXP-308d058bf2a08094e4f548b6|MECHEXP-3792a76a48c88d049c1c81bc|MECHEXP-3a47a0f282936724f2759b68|MECHEXP-3b6ac662d75083ea24dea8bf|MECHEXP-3f75327c42ebfb86113aee71|MECHEXP-41c33f3fe7b9b859159b3792|MECHEXP-45f0989d12365e9eef39d680|MECHEXP-5b09f55f8a45b75939dcf2f0|MECHEXP-6ceba3d5f7af393df82dfeb3|MECHEXP-72108b284c24f6f65379d6e0|MECHEXP-7503a5ed40d11d2be44d4e8d|MECHEXP-76e9720fcfd7f7058652aafd|MECHEXP-997bbb4316e8f4081f9b779d|MECHEXP-a764aeeb3fb4f6a6bbdc15dd|MECHEXP-b0bd0fa86bf404f302347218|MECHEXP-ca7ae4836d647a9ce9c9e35a|MECHEXP-d18906137e7a58ef326c834d|MECHEXP-f30ee38bb31a49d8f9dbb302,,extraction_lane_002,10
