field_span_queue_id,canonical_payload_id,extraction_result_id,retained_source_ids,extraction_artifact_pointers,extraction_modality,pages_available,sections_available,tables_available,structured_record_count,municipality,state,expected_period,side_scope,department_scope,source_family,administrative_source_type,source_quality,extraction_priority,root_event_ids,mechanism_event_ids,claim_ids,expected_claim_upgrades,extraction_warnings,deterministic_processing_eligibility,narrative_ambiguity_flag,proposed_extraction_families,proposed_next_processing_lane,primary_terminal_status
EXTFIELDQ-d539e81042d3a9a2ae756133,EXTPAYLOAD-8fda8c894a3d21dd0aa8a668,EXTEXTRACT-3e5b358b4c62ec6bd87f7c39,EXTSOURCE-8fda8c894a3d21dd0aa8a668,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00/EXTPAYLOAD-8fda8c894a3d21dd0aa8a668.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00/EXTPAYLOAD-8fda8c894a3d21dd0aa8a668.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00/EXTPAYLOAD-8fda8c894a3d21dd0aa8a668.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00/EXTPAYLOAD-8fda8c894a3d21dd0aa8a668.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00/EXTPAYLOAD-8fda8c894a3d21dd0aa8a668.tables.jsonl.gz,html,0,1,0,0,Bloom,OH,2021,fire,fire,multi_family_administrative_source,payroll_roster,official_administrative_summary,extraction_priority_high,ROOTCOMP-dbafe8645f0d936690f5eceb,MECHEXP-038570e46344acf34f2f549f|MECHEXP-2ec3885f9ae9fd3d1f952db4|MECHEXP-940a85240379774f1bf94b37|MECHEXP-a459d174d01bbb6497948284|MECHEXP-ad317d09d6dc41404b6bdb8a,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,,deterministic_text_pattern_processing_ready,False,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,deterministic_text_pattern_processing_ready,extracted_text_ok
EXTFIELDQ-a055ec0d74703372cb1ff5fa,EXTPAYLOAD-8fe4318d79dbf9cf9ed18325,EXTEXTRACT-291284806dbcbd642695f456,EXTSOURCE-8fe4318d79dbf9cf9ed18325,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f5/EXTPAYLOAD-8fe4318d79dbf9cf9ed18325.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f5/EXTPAYLOAD-8fe4318d79dbf9cf9ed18325.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f5/EXTPAYLOAD-8fe4318d79dbf9cf9ed18325.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f5/EXTPAYLOAD-8fe4318d79dbf9cf9ed18325.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f5/EXTPAYLOAD-8fe4318d79dbf9cf9ed18325.tables.jsonl.gz,html,0,502,11,0,Bloomfield,MI,2026,fire|non_safety,fire|non_safety,multi_family_administrative_source,payroll_roster,official_administrative_summary,extraction_priority_high,ROOTCOMP-b81fa9df950cea0f217ca566|ROOTCOMP-e08f309bee0ce504feecd8e2,MECHEXP-204553a9ae2464b35a2da5ce|MECHEXP-3223735b2b9623de955ac1d5|MECHEXP-38e4dbc720115e284d23880e|MECHEXP-3b17701ddb65ff5306367b92|MECHEXP-5beadcf68074e014a271b194|MECHEXP-79b8d1d4a1ddc87a72d2056a|MECHEXP-c3a433d954349f64d4226567|MECHEXP-cdf85a950da142e07b574c15,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,mixed_structured_and_text_processing_ready,False,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,mixed_structured_and_text_processing_ready,extracted_text_and_structured_ok
EXTFIELDQ-269927f817a6cb66faacade6,EXTPAYLOAD-8fe69246146ce430128a6ef8,EXTEXTRACT-33061af0689793b7fff2570f,EXTSOURCE-8fe69246146ce430128a6ef8,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f7/EXTPAYLOAD-8fe69246146ce430128a6ef8.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f7/EXTPAYLOAD-8fe69246146ce430128a6ef8.pages.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f7/EXTPAYLOAD-8fe69246146ce430128a6ef8.txt.gz,pdf,158,0,0,0,Albion,NY,undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,non_safety,non_safety,implementation_confirmation,pension_or_retirement_document,direct_official_administrative_record,extraction_priority_high,ROOTCOMP-30a6891d517ec437680b0841,MECHEXP-2cf29fb4dc373320ca951d68|MECHEXP-7c64a708f0ab676af50b4c80|MECHEXP-b2a2b2c268725e1c986b2560|MECHEXP-e369d23a987f53fa0948246c,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,deterministic_text_pattern_processing_ready,False,implementation_confirmation,deterministic_text_pattern_processing_ready,extracted_text_ok
EXTFIELDQ-4f309819b83cb5f2d9d5b321,EXTPAYLOAD-8fe82559380e269f2a88012a,EXTEXTRACT-ba9e107998d41e7e304dbbea,EXTSOURCE-8fe82559380e269f2a88012a,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2d/EXTPAYLOAD-8fe82559380e269f2a88012a.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2d/EXTPAYLOAD-8fe82559380e269f2a88012a.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2d/EXTPAYLOAD-8fe82559380e269f2a88012a.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2d/EXTPAYLOAD-8fe82559380e269f2a88012a.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2d/EXTPAYLOAD-8fe82559380e269f2a88012a.tables.jsonl.gz,html,0,126,1,0,Borger,TX,2024,police,police,implementation_confirmation,ordinance_or_resolution,official_administrative_summary,extraction_priority_high,ROOTCOMP-171bfdc4d96d427ee5c6d267|ROOTCOMP-9218c8a3869cef5f2bb8056a,MECHEXP-10477c8ebd3ed3a96d0d37f7|MECHEXP-2685ca50ae4628cacc637ec6|MECHEXP-3e849028c5ef1335769db723|MECHEXP-5da424bdd0275ded8492f752|MECHEXP-6052c1eaf071568b0f584f2d|MECHEXP-71ca966a9ad60da43fb1c2cd|MECHEXP-8dde0f1ac8e70bf1cb81d49c|MECHEXP-8f1b6cc6626651132ed246e3|MECHEXP-b9ebd3baf217803dc2f79cf3|MECHEXP-c9ad7e820cc62b134409b865|MECHEXP-d9578d5aed6bfd0918129d91|MECHEXP-f19396362fb8fb4b7c5c98cf,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,mixed_structured_and_text_processing_ready,False,implementation_confirmation,mixed_structured_and_text_processing_ready,extracted_text_and_structured_ok
EXTFIELDQ-540b1e45f0481b444a8af15d,EXTPAYLOAD-8feab17789effa7a320bb7dd,EXTEXTRACT-386e8b49a0ca61a1f4025b0c,EXTSOURCE-8feab17789effa7a320bb7dd,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e4/EXTPAYLOAD-8feab17789effa7a320bb7dd.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e4/EXTPAYLOAD-8feab17789effa7a320bb7dd.pages.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e4/EXTPAYLOAD-8feab17789effa7a320bb7dd.txt.gz,pdf,52,0,0,0,Harmony,MN,2018,all_units,all_units,multi_family_administrative_source,payroll_roster,direct_official_administrative_record,extraction_priority_high,ROOTCOMP-3b3629b563ff5f73839bed72,MECHEXP-396850b8c9a35729e202c29d|MECHEXP-4c668b8203ef039ade4bb5c0|MECHEXP-b0801987fb204844e65b3c62|MECHEXP-c14dde1811de7f7b6002222a,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,deterministic_text_pattern_processing_ready,False,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,deterministic_text_pattern_processing_ready,extracted_text_ok
EXTFIELDQ-2eb22bc6789cabfe1e1ad804,EXTPAYLOAD-8feb55cef944666169795e1b,EXTEXTRACT-d7ed1b8c5b45ce40ffe0a88d,EXTSOURCE-8feb55cef944666169795e1b,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b0/EXTPAYLOAD-8feb55cef944666169795e1b.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b0/EXTPAYLOAD-8feb55cef944666169795e1b.pages.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b0/EXTPAYLOAD-8feb55cef944666169795e1b.txt.gz,pdf,83,0,0,0,Allegheny,PA,2023,side_independent,side_independent,multi_family_administrative_source,payroll_roster,direct_official_administrative_record,extraction_priority_high,ROOTCOMP-17db31b69fa64c8159ffff2b,MECHEXP-1d329b1609cd90c07f6ff7f4|MECHEXP-4dc84350e099f23f963ffdcd|MECHEXP-da9c2c7b0025d4e3adc29fba|MECHEXP-eb4ecaddd373824c8286bdaa,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,deterministic_text_pattern_processing_ready,False,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,deterministic_text_pattern_processing_ready,extracted_text_ok
EXTFIELDQ-6f773339d5f611c827408dae,EXTPAYLOAD-8ff45f0b11bc0a37e87c546f,EXTEXTRACT-09a2482fe0ba243d7b1e1d3e,EXTSOURCE-8ff45f0b11bc0a37e87c546f,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e0/EXTPAYLOAD-8ff45f0b11bc0a37e87c546f.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e0/EXTPAYLOAD-8ff45f0b11bc0a37e87c546f.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e0/EXTPAYLOAD-8ff45f0b11bc0a37e87c546f.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e0/EXTPAYLOAD-8ff45f0b11bc0a37e87c546f.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e0/EXTPAYLOAD-8ff45f0b11bc0a37e87c546f.tables.jsonl.gz,html,0,23,0,0,Orchard Park,NY,2021,all_units,all_units,multi_family_administrative_source,salary_schedule,official_administrative_summary,extraction_priority_high,ROOTCOMP-f9d33d927075cd7730f96ec5,MECHEXP-52971ecc1116c9ec0f64b28c|MECHEXP-6724eb9bdab52722716357d4|MECHEXP-bc0689be43ab19ab5e8edfd1|MECHEXP-bc2dceaf9ef8de94daf8dc1d|MECHEXP-ecc0c302b1896e1fe6d64e09,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,deterministic_text_pattern_processing_ready,False,implementation_confirmation|staffing_and_headcount,deterministic_text_pattern_processing_ready,extracted_text_ok
EXTFIELDQ-6d4e9fba49bb4952e38ce39d,EXTPAYLOAD-8ff54a7f82979e916087ef41,EXTEXTRACT-f7071fc6ea5f428510675fc1,EXTSOURCE-8ff54a7f82979e916087ef41,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8f/EXTPAYLOAD-8ff54a7f82979e916087ef41.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8f/EXTPAYLOAD-8ff54a7f82979e916087ef41.pages.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8f/EXTPAYLOAD-8ff54a7f82979e916087ef41.txt.gz,pdf,234,0,0,0,Chilton,WI,undated-source-CBSRD-20260728-c167f2a61f4166190396,unclear,unclear,payroll_and_earnings,payroll_roster,direct_official_administrative_record,extraction_priority_high,ROOTCOMP-f24839f97ddf2d41bf889150,MECHEXP-123a1571266accd17512b8ee|MECHEXP-854a6a5d2a365e482a73f41a|MECHEXP-a16329059a534696e3948d86|MECHEXP-edb190852410cb8773b49e1e,,upgrades_growth_analysis|upgrades_local_wage_comparison,,deterministic_text_pattern_processing_ready,False,payroll_and_earnings,deterministic_text_pattern_processing_ready,extracted_text_ok
EXTFIELDQ-452395262e8d43728d6de7f0,EXTPAYLOAD-8ff6c40dba9b8fef647e84b3,EXTEXTRACT-2800447390756f0616b9577f,EXTSOURCE-8ff6c40dba9b8fef647e84b3,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-8ff6c40dba9b8fef647e84b3.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-8ff6c40dba9b8fef647e84b3.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-8ff6c40dba9b8fef647e84b3.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-8ff6c40dba9b8fef647e84b3.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-8ff6c40dba9b8fef647e84b3.tables.jsonl.gz,html,0,785,0,0,Wallkill,NY,undated,all_units,all_units,multi_family_administrative_source,payroll_roster,official_administrative_summary,extraction_priority_high,ROOTCOMP-290095389fd9315c4f26284a,MECHEXP-3cfb3a86f647c22d88074fd3|MECHEXP-83c3fefa28ea6f8fca8a439c|MECHEXP-adffec78204a97c8f8c28df5|MECHEXP-e270c838d5c62649fcab556c|MECHEXP-ec3aa800a6773eb4409d03c3,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,deterministic_text_pattern_processing_ready,False,benefits_and_total_compensation|payroll_and_earnings|staffing_and_headcount|tenure_and_progression,deterministic_text_pattern_processing_ready,extracted_text_ok
EXTFIELDQ-993770aa9e5a0101b1542072,EXTPAYLOAD-8ff8a237d6cf32bff1c12224,EXTEXTRACT-ca1dd46533b94b26de1b995f,EXTSOURCE-8ff8a237d6cf32bff1c12224,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-8ff8a237d6cf32bff1c12224.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-8ff8a237d6cf32bff1c12224.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-8ff8a237d6cf32bff1c12224.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-8ff8a237d6cf32bff1c12224.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-8ff8a237d6cf32bff1c12224.tables.jsonl.gz,html,0,387,1,0,New Hartford,CT,2014,police,police,multi_family_administrative_source,payroll_roster,official_administrative_summary,extraction_priority_high,ROOTCOMP-f51ccebf1572317a6ca95b5e,MECHEXP-88f95661b18999f84ad5563d|MECHEXP-a4437c4d10cdd8ca3064bbd3|MECHEXP-ab182b718b0249548041a047|MECHEXP-b482bcbe097dc8fd645cde00|MECHEXP-e3fcfe559d4acdd20a3cfc18,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,mixed_structured_and_text_processing_ready,False,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,mixed_structured_and_text_processing_ready,extracted_text_and_structured_ok
