extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-0087697c31178ff83dd5b769,EXTPAYLOAD-c7c2df2a6519742bd59a37d1,ROOTCOMP-9012b2c3d1408dec34c1a121,readiness_preserved_lineage
EXTEXTRACT-0087697c31178ff83dd5b769,EXTPAYLOAD-c7c2df2a6519742bd59a37d1,ROOTCOMP-f823a04bb4c0a3599f2214d4,readiness_preserved_lineage
EXTEXTRACT-898c19f5757e5b33e446c1c3,EXTPAYLOAD-c7c53be28e3aafae0d43c2ad,ROOTCOMP-2711bda1675974b47791e063,readiness_preserved_lineage
EXTEXTRACT-898c19f5757e5b33e446c1c3,EXTPAYLOAD-c7c53be28e3aafae0d43c2ad,ROOTCOMP-2e127a1b05ec5065b479cc04,readiness_preserved_lineage
EXTEXTRACT-898c19f5757e5b33e446c1c3,EXTPAYLOAD-c7c53be28e3aafae0d43c2ad,ROOTCOMP-6613b197d5559ecc9aca9d52,readiness_preserved_lineage
EXTEXTRACT-898c19f5757e5b33e446c1c3,EXTPAYLOAD-c7c53be28e3aafae0d43c2ad,ROOTCOMP-c760518e85d2dfed3f5fb38c,readiness_preserved_lineage
EXTEXTRACT-fa9580d65658e175fe6740a7,EXTPAYLOAD-c7c71f0159e9dffdebb46c48,ROOTCOMP-eb331a88708f6b2f4b0847e3,readiness_preserved_lineage
EXTEXTRACT-39a745803e147a1bf6e0a822,EXTPAYLOAD-c7d2e107d41c2725964f8243,ROOTCOMP-88a72e2f1ffcf9632d169c34,readiness_preserved_lineage
EXTEXTRACT-a14ac789bba10c36eee99e5b,EXTPAYLOAD-c7dbc55bded7fb16e394be7b,ROOTCOMP-2a70c2c567fe9b80b85929a6,readiness_preserved_lineage
EXTEXTRACT-e328ace094527d0fe10a93a2,EXTPAYLOAD-c7e3d44437df59c7b25b0fc5,ROOTCOMP-64b301f73b321c9c409a60a7,readiness_preserved_lineage
EXTEXTRACT-2bf79319d348d5320c3654a8,EXTPAYLOAD-c7e651ab9d30ad1fc5b93872,ROOTCOMP-3502f209a5468437262fe063,readiness_preserved_lineage
EXTEXTRACT-2bf79319d348d5320c3654a8,EXTPAYLOAD-c7e651ab9d30ad1fc5b93872,ROOTCOMP-742f6e9dd5bf3217d7fba23e,readiness_preserved_lineage
EXTEXTRACT-d7dd357f4c3b1440c85605f0,EXTPAYLOAD-c7e88b5ff85795901745502c,ROOTCOMP-61ea551d2a12dedbd3f246e5,readiness_preserved_lineage
EXTEXTRACT-be54af76c57a7672da88603d,EXTPAYLOAD-c7ec108a0da24a97ba0c2994,ROOTCOMP-2c2b2be6a0aed5225b39449d,readiness_preserved_lineage
