at,canonical_payload_id,extraction_result_id,modality_status,terminal_status,warning_codes
2026-08-05T19:43:05.949087+00:00,EXTPAYLOAD-0307813de17c73842f076e02,EXTEXTRACT-c24c5844399b691245d530be,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:43:06.070391+00:00,EXTPAYLOAD-04a9854a2e705694805f4913,EXTEXTRACT-bca13bb0a8e84fd16ab29e2f,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:43:07.715223+00:00,EXTPAYLOAD-058d3cb1a74d1e44993d6623,EXTEXTRACT-f1b49266e19acb00485e0996,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:43:12.510885+00:00,EXTPAYLOAD-0965e7941f4e3e1141d65a96,EXTEXTRACT-74fd6f9967e232da6e543c34,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:43:13.399752+00:00,EXTPAYLOAD-0c42a36f8d470b74d4623e3d,EXTEXTRACT-f7b728fa1dcfe4b4af3232a4,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:43:14.348746+00:00,EXTPAYLOAD-0f21ffdc0ca4280b3f98446a,EXTEXTRACT-15534b0ab0311a3e38ec0dd7,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:43:17.441992+00:00,EXTPAYLOAD-21fbbae4d6288445322f0edf,EXTEXTRACT-30211386192cc007d6c1f061,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:43:21.854633+00:00,EXTPAYLOAD-2a718def66a73940f264bdc1,EXTEXTRACT-e7213d51499f2536eb76f904,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf_16_le''""]"
2026-08-05T19:43:23.010872+00:00,EXTPAYLOAD-2fc4cc7192c424802a9bdc91,EXTEXTRACT-56dfd07cd25cd9dc9d6b98bd,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:43:28.980381+00:00,EXTPAYLOAD-49990c0afb733887cb375622,EXTEXTRACT-abbf0d78333e8cbfa973c5e4,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:43:29.305662+00:00,EXTPAYLOAD-4b235b6ae4448204f11f3333,EXTEXTRACT-61b4a44a6075d6a17c59b961,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:43:31.486207+00:00,EXTPAYLOAD-56700e1ed658235486f8e652,EXTEXTRACT-9f9c1b700997ba71a36951b7,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:43:31.991864+00:00,EXTPAYLOAD-56bd4bc92ffcd23f6e48742c,EXTEXTRACT-1de627af49817e6203ba5f39,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:43:32.883186+00:00,EXTPAYLOAD-5a26d592b7975caaa224d507,EXTEXTRACT-eb04349a1ae81531f50811d2,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
