extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-33eb144964f952271a45e838,EXTPAYLOAD-c016b113dfaee6d490dfc277,,readiness_preserved_lineage
EXTEXTRACT-33eb144964f952271a45e838,EXTPAYLOAD-c016b113dfaee6d490dfc277,,readiness_preserved_lineage
EXTEXTRACT-11f02eb48d7bff3f54d81f73,EXTPAYLOAD-c018852cb3f16b91b397e0ac,,readiness_preserved_lineage
EXTEXTRACT-11f02eb48d7bff3f54d81f73,EXTPAYLOAD-c018852cb3f16b91b397e0ac,,readiness_preserved_lineage
EXTEXTRACT-11f02eb48d7bff3f54d81f73,EXTPAYLOAD-c018852cb3f16b91b397e0ac,,readiness_preserved_lineage
EXTEXTRACT-11f02eb48d7bff3f54d81f73,EXTPAYLOAD-c018852cb3f16b91b397e0ac,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-28fc83595f1880ac40718e18,EXTPAYLOAD-c01abb0631bf91741541748b,,readiness_preserved_lineage
EXTEXTRACT-ceda5c8b303be9d556dcabf2,EXTPAYLOAD-c01e29f6a2f790d005767fc3,,readiness_preserved_lineage
EXTEXTRACT-ceda5c8b303be9d556dcabf2,EXTPAYLOAD-c01e29f6a2f790d005767fc3,,readiness_preserved_lineage
EXTEXTRACT-ceda5c8b303be9d556dcabf2,EXTPAYLOAD-c01e29f6a2f790d005767fc3,,readiness_preserved_lineage
