extraction_result_id,canonical_payload_id,candidate_id,linkage_basis
EXTEXTRACT-dddcd878dd36d8cd024a5e02,EXTPAYLOAD-4630ec01523d7bf185fd6a60,RESCAND-4472f7f95a8730667025defe,readiness_preserved_lineage
EXTEXTRACT-2663b2c4e6b61876fac82f8b,EXTPAYLOAD-4635b111fb3b1b144f1c14bc,RESCAND-2ae337eab160dfc2595025fe,readiness_preserved_lineage
EXTEXTRACT-f1db5896b859874c0ce68d8d,EXTPAYLOAD-4636354da15135b4c4dd4e0a,RESCAND-f985e959d0c127203379dd28,readiness_preserved_lineage
EXTEXTRACT-7cb1c78efae97abf8a6b15c6,EXTPAYLOAD-4638d01c23c6c985ef190e32,RESCAND-37489adb41ca6925415b11d8,readiness_preserved_lineage
EXTEXTRACT-97c1e6faba05543a7ceca32e,EXTPAYLOAD-4640d89e52ce1d7204cd4c03,EXTCAND-9462204827193cdcb2f92ced,readiness_preserved_lineage
EXTEXTRACT-3f2a4391830fe37da497e528,EXTPAYLOAD-4647dd84410dc1c3558ab856,EXTCAND-a78c9e615407ad34da7c8a85,readiness_preserved_lineage
EXTEXTRACT-2e30013784618256100fcea7,EXTPAYLOAD-4648fe4a2c929f8d6bb9ba0d,EXTCAND-78f5ea90d3114e5f62531a6a,readiness_preserved_lineage
EXTEXTRACT-5d1ffdc77941ed25115c4530,EXTPAYLOAD-465471b8c85879ec44e1393b,EXTCAND-39eb8b0d36cde2d84cadae26,readiness_preserved_lineage
EXTEXTRACT-6e8b6c87d42bedaa283dbb30,EXTPAYLOAD-465dc15db5dc6651a26819d7,EXTCAND-9f2ac898cb9f8c828d93d751,readiness_preserved_lineage
EXTEXTRACT-ac3f38a3d6737f89d862b7d5,EXTPAYLOAD-4662616bef995845c5dc886f,RESCAND-b8e2db1ed936ed62edc6a3fb,readiness_preserved_lineage
EXTEXTRACT-ca14c0816de8ac78ac47ed02,EXTPAYLOAD-4673732cb1c6df4cf3ff6411,RESCAND-881ace825b3bbb326f58dd0d,readiness_preserved_lineage
EXTEXTRACT-b1b5675af3387ced61552649,EXTPAYLOAD-4673e6aa4ace48b07d697239,RESCAND-56eea6b58699f3060ff590b5,readiness_preserved_lineage
EXTEXTRACT-77c9a62fe0b897c4d8f99c64,EXTPAYLOAD-4673ec28790c920fbc532dd0,RESCAND-8fe97571f7281310abe900ff,readiness_preserved_lineage
EXTEXTRACT-ebbc68e6261e61f07fa5f678,EXTPAYLOAD-46741abd2315fea128ecaccb,RESCAND-6617d57af384c821d5f5e050,readiness_preserved_lineage
EXTEXTRACT-b1613f1328ccabe054002213,EXTPAYLOAD-467739cd19b4dd05e1d84f66,EXTCAND-d19d3d4bd28dd388be6f6a4f,readiness_preserved_lineage
EXTEXTRACT-7ad66281bd63e4e74019250b,EXTPAYLOAD-4678f6128e572b5680dca41f,EXTCAND-dea1a02f71aa96ceb6b773a9,readiness_preserved_lineage
EXTEXTRACT-7c305aaf03b90241ef39a622,EXTPAYLOAD-467afd7543c15e541696ba0e,RESCAND-d567dca7f3e3b596dbd08ddd,readiness_preserved_lineage
EXTEXTRACT-ad9dd98b24d5f9d66358bef4,EXTPAYLOAD-467b25cbd2a27e3196335f90,EXTCAND-834813b69e93683c9d9703df,readiness_preserved_lineage
EXTEXTRACT-4e24b07efc013bc04c16c8c3,EXTPAYLOAD-4685f41621940d87addcc333,EXTCAND-1276f21d43022ac2bae1f9b0,readiness_preserved_lineage
EXTEXTRACT-5801337d2fea480abbfefc7a,EXTPAYLOAD-468d6e27d92b617601a38f43,RESCAND-6576de9170a022f57b729ef8,readiness_preserved_lineage
EXTEXTRACT-ecce6a9220f947e851518da5,EXTPAYLOAD-46930d11ac991390f54e7131,RESCAND-775342c0b4884481431f87e7,readiness_preserved_lineage
EXTEXTRACT-d9545eefd2d4cc4d5d27c482,EXTPAYLOAD-4693e4977d3ce8ae88d481ca,RESCAND-7677320c5593460bec0ed0ef,readiness_preserved_lineage
EXTEXTRACT-a0ca63fdd75324142a1c598e,EXTPAYLOAD-469c77ae3096001c74b04007,RESCAND-692b04c85e9077b8aaba6fea,readiness_preserved_lineage
EXTEXTRACT-2e0f48696c2e2c10d3fea544,EXTPAYLOAD-46a0a0005bec93010ad97229,RESCAND-7497b982aa1374576c165532,readiness_preserved_lineage
EXTEXTRACT-ef2c40f4daf83ac01e213498,EXTPAYLOAD-46a52522b9ec20e5ae0ac751,EXTCAND-e6393d5c638354c31a3d2b90,readiness_preserved_lineage
EXTEXTRACT-72dd843347c71e37cb692304,EXTPAYLOAD-46b23003dc0dbef440d0d845,EXTCAND-fbca2e8cf3c3d5587500897e,readiness_preserved_lineage
EXTEXTRACT-6741575432e9a58f12ad3549,EXTPAYLOAD-46b587830a176c7be476a10c,EXTCAND-aa52fdb9d4cc14de7a58cd2d,readiness_preserved_lineage
EXTEXTRACT-29f74e3ee3d791ad9798eb4f,EXTPAYLOAD-46b63486ac5dd87638e8784f,EXTCAND-6b104b068b2fce0766faaab7,readiness_preserved_lineage
