extraction_result_id,canonical_payload_id,retained_source_id,linkage_basis
EXTEXTRACT-89090567fb3c0f06594dcfa2,EXTPAYLOAD-d76c24121cb28589b3aed1cd,EXTSOURCE-d76c24121cb28589b3aed1cd,readiness_preserved_lineage
EXTEXTRACT-ec342e4c18463be413fa7b22,EXTPAYLOAD-d76c3193b6a8613949e6a6ec,EXTSOURCE-d76c3193b6a8613949e6a6ec,readiness_preserved_lineage
EXTEXTRACT-e5a58c0dac2513325ebfbafd,EXTPAYLOAD-d76e9a2934db1b1ff38a335f,EXTSOURCE-d76e9a2934db1b1ff38a335f,readiness_preserved_lineage
EXTEXTRACT-686bf62f01421c03f11c3273,EXTPAYLOAD-d770d0277aaa9fe1f1136522,EXTSOURCE-d770d0277aaa9fe1f1136522,readiness_preserved_lineage
EXTEXTRACT-33befd0dbec0565dd6439eb9,EXTPAYLOAD-d77b3f5ea7f82342c3bc65ac,EXTSOURCE-d77b3f5ea7f82342c3bc65ac,readiness_preserved_lineage
EXTEXTRACT-2e23989c55888011b4d87338,EXTPAYLOAD-d782c45dd0377cf10761dc12,EXTSOURCE-d782c45dd0377cf10761dc12,readiness_preserved_lineage
EXTEXTRACT-f8eac9f610f730544aaf13fa,EXTPAYLOAD-d7835adb6d146b9c7e6f1c4a,EXTSOURCE-d7835adb6d146b9c7e6f1c4a,readiness_preserved_lineage
EXTEXTRACT-edfa413dc12395c517825c9e,EXTPAYLOAD-d784af748736805f3bcda836,EXTSOURCE-d784af748736805f3bcda836,readiness_preserved_lineage
EXTEXTRACT-d6f3237fb6be325294458ff4,EXTPAYLOAD-d787b5727f678e84f71bb0c6,EXTSOURCE-d787b5727f678e84f71bb0c6,readiness_preserved_lineage
EXTEXTRACT-2fc6078b20c4f246efab1f7f,EXTPAYLOAD-d78a49ce00cb655561f702eb,EXTSOURCE-d78a49ce00cb655561f702eb,readiness_preserved_lineage
EXTEXTRACT-007832457285e124ad1d3cde,EXTPAYLOAD-d78ca96200651d55830e20c4,EXTSOURCE-d78ca96200651d55830e20c4,readiness_preserved_lineage
EXTEXTRACT-14a5270ddca1e4240306d8e5,EXTPAYLOAD-d78df987ec8e3a5d83a60d9a,EXTSOURCE-d78df987ec8e3a5d83a60d9a,readiness_preserved_lineage
EXTEXTRACT-7afb2bf7295679eee26148e6,EXTPAYLOAD-d78fb7c9117cb5215044b8cc,EXTSOURCE-d78fb7c9117cb5215044b8cc,readiness_preserved_lineage
EXTEXTRACT-064247f4630ee48aa230cd89,EXTPAYLOAD-d7906212f5cce0124886bffd,EXTSOURCE-d7906212f5cce0124886bffd,readiness_preserved_lineage
EXTEXTRACT-f9e7597556325c10885a2a4f,EXTPAYLOAD-d79194252da0c5e1bd329451,EXTSOURCE-d79194252da0c5e1bd329451,readiness_preserved_lineage
EXTEXTRACT-c6a25ed8e7379ed1f712d04e,EXTPAYLOAD-d793061ebb62b52694113db2,EXTSOURCE-d793061ebb62b52694113db2,readiness_preserved_lineage
EXTEXTRACT-1d4a29e3c6a617d7015eaa49,EXTPAYLOAD-d795ce5ae3cfe481e5c6a61e,EXTSOURCE-d795ce5ae3cfe481e5c6a61e,readiness_preserved_lineage
EXTEXTRACT-47db629ccede25656f40b198,EXTPAYLOAD-d79a531099bec9c7ad9c7005,EXTSOURCE-d79a531099bec9c7ad9c7005,readiness_preserved_lineage
EXTEXTRACT-0da0c33a1010999369ca7ef0,EXTPAYLOAD-d7a45e16f0406205643f0d50,EXTSOURCE-d7a45e16f0406205643f0d50,readiness_preserved_lineage
EXTEXTRACT-e14a2d7fd210a594910285f5,EXTPAYLOAD-d7aab67726d48da987d80676,EXTSOURCE-d7aab67726d48da987d80676,readiness_preserved_lineage
