extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-3c72ea1536e763d4da762877,EXTPAYLOAD-63bb8f6ab412aa5e2d1fc752,ROOTCOMP-ed50d3ff4778e576730b8cee,readiness_preserved_lineage
EXTEXTRACT-b553364fcccb3f7da008d813,EXTPAYLOAD-63bbe6acd03e921a32a2c3c4,ROOTCOMP-8daed4095b75b17e5e543736,readiness_preserved_lineage
EXTEXTRACT-5229c6b8956e8c4378c793f7,EXTPAYLOAD-63c55aa390059b958a4d311d,ROOTCOMP-9e035cf2c67e15dcff0525a8,readiness_preserved_lineage
EXTEXTRACT-fc339c6e43d2e77e65c9a148,EXTPAYLOAD-63cb3091b5dad3b427c5129b,ROOTCOMP-7a4af96ba4efd4f4c8889dfe,readiness_preserved_lineage
EXTEXTRACT-81b6c0946d18ab23224bc90b,EXTPAYLOAD-63d404c7ca2a29de093a08bb,ROOTCOMP-5277f723bc066222af6921e7,readiness_preserved_lineage
EXTEXTRACT-887ad6959201e1e0845332ba,EXTPAYLOAD-63dd40d4fff3c0b1fef19346,ROOTCOMP-6661961b09ec99922f95ebb7,readiness_preserved_lineage
EXTEXTRACT-887ad6959201e1e0845332ba,EXTPAYLOAD-63dd40d4fff3c0b1fef19346,ROOTCOMP-b0337c8c0e5c2272202ba3a5,readiness_preserved_lineage
EXTEXTRACT-887ad6959201e1e0845332ba,EXTPAYLOAD-63dd40d4fff3c0b1fef19346,ROOTCOMP-e5c70fe258c59f5214de4415,readiness_preserved_lineage
EXTEXTRACT-887ad6959201e1e0845332ba,EXTPAYLOAD-63dd40d4fff3c0b1fef19346,ROOTCOMP-f82b767719006606af055786,readiness_preserved_lineage
EXTEXTRACT-be4b5bc19bce5b272b00fccb,EXTPAYLOAD-63e090e2c8994996d39912d6,ROOTCOMP-bb8adcfe2b587a20a451f310,readiness_preserved_lineage
EXTEXTRACT-521796a9694e7e797b7b1e51,EXTPAYLOAD-63e17af532f7239676dbefe5,ROOTCOMP-6b2d08c2e4dab3ca20c86ed9,readiness_preserved_lineage
EXTEXTRACT-f27a51b0235f395d6f571537,EXTPAYLOAD-63e7b99f598f38dfac418db3,ROOTCOMP-aa89db09d179849a9e4e74d6,readiness_preserved_lineage
EXTEXTRACT-780214aa162c5f59b7a57f6a,EXTPAYLOAD-63eefc6e3a2131825b70b56e,ROOTCOMP-bb8adcfe2b587a20a451f310,readiness_preserved_lineage
EXTEXTRACT-0ee764204dbaf3b0cfa157d1,EXTPAYLOAD-63f46a349f7d474fcfa79e55,ROOTCOMP-11fa77fc068d9ab6dd952e20,readiness_preserved_lineage
EXTEXTRACT-d7ce720aa33851999a39a514,EXTPAYLOAD-63fc60134492f8e58d6254ae,ROOTCOMP-498b5acb2c3b972eac80972f,readiness_preserved_lineage
EXTEXTRACT-ea69cbb18b91d685291b7f2b,EXTPAYLOAD-64004fa6eba567761d53bb7a,ROOTCOMP-ff4255f01f45c5dd6d23719e,readiness_preserved_lineage
EXTEXTRACT-3057b6da2786272926a6081d,EXTPAYLOAD-6405c4df462b71c77b49d9dc,ROOTCOMP-110405f4f84f424b160d00ff,readiness_preserved_lineage
EXTEXTRACT-c1c817dbc2efdf2ecd45f311,EXTPAYLOAD-640fd3295c0b4cc85ba12d67,ROOTCOMP-0b8a1837188c768862a29cfa,readiness_preserved_lineage
EXTEXTRACT-c1c817dbc2efdf2ecd45f311,EXTPAYLOAD-640fd3295c0b4cc85ba12d67,ROOTCOMP-6a94845da9b91da3567dac62,readiness_preserved_lineage
EXTEXTRACT-c1c817dbc2efdf2ecd45f311,EXTPAYLOAD-640fd3295c0b4cc85ba12d67,ROOTCOMP-bdf5b5921d87c8834f0d062f,readiness_preserved_lineage
EXTEXTRACT-c1c817dbc2efdf2ecd45f311,EXTPAYLOAD-640fd3295c0b4cc85ba12d67,ROOTCOMP-c108614a939426af0cac13a6,readiness_preserved_lineage
EXTEXTRACT-dbda67e4d6642190fe73eac7,EXTPAYLOAD-6412ef1d8c1da562e2e7629d,ROOTCOMP-aa89db09d179849a9e4e74d6,readiness_preserved_lineage
EXTEXTRACT-7a0c2cf89ce68bc91bef27d8,EXTPAYLOAD-641405afde7053d1cb95f63f,ROOTCOMP-9aae4890f6a5bf19669febde,readiness_preserved_lineage
EXTEXTRACT-745a7cd715e2133af2eb3847,EXTPAYLOAD-641b26a319e68f4e130dcae6,ROOTCOMP-0af5405e15a97e472a620a1e,readiness_preserved_lineage
EXTEXTRACT-745a7cd715e2133af2eb3847,EXTPAYLOAD-641b26a319e68f4e130dcae6,ROOTCOMP-54c81503f1bb92378ab78e62,readiness_preserved_lineage
EXTEXTRACT-e2b5cb9c0032799793e95c18,EXTPAYLOAD-641cf26d0bbdca97988a02d3,ROOTCOMP-52a74f94b812f458fb8ab5fc,readiness_preserved_lineage
EXTEXTRACT-cdc45742fda32ddb6253e09a,EXTPAYLOAD-641dcd0c8e4cefc94c25f742,ROOTCOMP-453e7230e2a598829ecc5671,readiness_preserved_lineage
EXTEXTRACT-cdc45742fda32ddb6253e09a,EXTPAYLOAD-641dcd0c8e4cefc94c25f742,ROOTCOMP-a1de9a118b5d7cea81aa2c6f,readiness_preserved_lineage
EXTEXTRACT-f2ddea0dcd89c5ecd87c24ad,EXTPAYLOAD-642876973eadab87c3d4567f,ROOTCOMP-bf317db7de3009b093deb308,readiness_preserved_lineage
EXTEXTRACT-8ea25adaf172109932bd5c7f,EXTPAYLOAD-6430638eb772572fa1dca123,ROOTCOMP-8bb732b3f9afeab527d9280a,readiness_preserved_lineage
EXTEXTRACT-8ea25adaf172109932bd5c7f,EXTPAYLOAD-6430638eb772572fa1dca123,ROOTCOMP-fa2b8798f43ff1e613b78272,readiness_preserved_lineage
EXTEXTRACT-6851a5c39b4616139a1938a9,EXTPAYLOAD-643fd372a893a83ec8711f64,ROOTCOMP-c4d853ac46c6549859ad109b,readiness_preserved_lineage
EXTEXTRACT-7185b86eb01df65f474ffc0d,EXTPAYLOAD-644701cb4be829dc8632b344,ROOTCOMP-16f2d039f29d22f8001ef89a,readiness_preserved_lineage
EXTEXTRACT-780495854f0b052ad5918423,EXTPAYLOAD-6456b2cb8bd541e9d8ab137f,ROOTCOMP-212ef260bfa7cdc2fba764ac,readiness_preserved_lineage
EXTEXTRACT-780495854f0b052ad5918423,EXTPAYLOAD-6456b2cb8bd541e9d8ab137f,ROOTCOMP-3684e23364fd6b4ea222c664,readiness_preserved_lineage
EXTEXTRACT-a97d78d0971b1b33c466a942,EXTPAYLOAD-6457c13996065ad99e1912d5,ROOTCOMP-109d6b5c006ab812510e7f25,readiness_preserved_lineage
EXTEXTRACT-a97d78d0971b1b33c466a942,EXTPAYLOAD-6457c13996065ad99e1912d5,ROOTCOMP-55ab9b2f9711cc5e984bb263,readiness_preserved_lineage
EXTEXTRACT-67d80969b975ad2ba7b076e1,EXTPAYLOAD-645879e91d5e21a66f19073d,ROOTCOMP-8cdd8fe61ae3e29d8bbd8158,readiness_preserved_lineage
EXTEXTRACT-734a94a9492834af34e96638,EXTPAYLOAD-645e3ea64f44cbfc86387551,ROOTCOMP-158abc069b7357213108775d,readiness_preserved_lineage
EXTEXTRACT-c512a1b0c36080c9ce5eec0c,EXTPAYLOAD-6466cbb9d4ca41500ebc05ca,ROOTCOMP-4175b19a5d0189229fe93ab2,readiness_preserved_lineage
EXTEXTRACT-c512a1b0c36080c9ce5eec0c,EXTPAYLOAD-6466cbb9d4ca41500ebc05ca,ROOTCOMP-d7270125af4f5fd9afbbfa1b,readiness_preserved_lineage
EXTEXTRACT-4b34c33b231d2facbba9152c,EXTPAYLOAD-64670a4e0a8e8938d899afdc,ROOTCOMP-c21dda6dcbe2b7e419aeedba,readiness_preserved_lineage
EXTEXTRACT-4b34c33b231d2facbba9152c,EXTPAYLOAD-64670a4e0a8e8938d899afdc,ROOTCOMP-d2fcd32bfd9a78eb698ad589,readiness_preserved_lineage
EXTEXTRACT-4b34c33b231d2facbba9152c,EXTPAYLOAD-64670a4e0a8e8938d899afdc,ROOTCOMP-f1c1bca069e75f1f23c3fb2e,readiness_preserved_lineage
EXTEXTRACT-1c121d679d63e59f696c726a,EXTPAYLOAD-6468571ea12d1afc028f46ec,ROOTCOMP-4876764de85df00b8124df32,readiness_preserved_lineage
EXTEXTRACT-1c121d679d63e59f696c726a,EXTPAYLOAD-6468571ea12d1afc028f46ec,ROOTCOMP-95c50f6854cffa76ecaf721e,readiness_preserved_lineage
EXTEXTRACT-674ae61712b471c22cf3d310,EXTPAYLOAD-646b35ad3e92a569fe630482,ROOTCOMP-051066c77514a95be30ac9cb,readiness_preserved_lineage
EXTEXTRACT-674ae61712b471c22cf3d310,EXTPAYLOAD-646b35ad3e92a569fe630482,ROOTCOMP-1f1be2bb27e4a1c011103bd9,readiness_preserved_lineage
EXTEXTRACT-674ae61712b471c22cf3d310,EXTPAYLOAD-646b35ad3e92a569fe630482,ROOTCOMP-5630f60ff105f108c13dfc3a,readiness_preserved_lineage
EXTEXTRACT-367e024ee51754738dd7ad33,EXTPAYLOAD-646baad9a304487b4b9a3a2a,ROOTCOMP-a6646f135f57dc66d5da404c,readiness_preserved_lineage
EXTEXTRACT-59abf72e82022b0c3adbe209,EXTPAYLOAD-647e0e5e2793c4eb0ca59e7d,ROOTCOMP-b9ea9982a9b255d807535750,readiness_preserved_lineage
EXTEXTRACT-9043ab1ae470e075947482ff,EXTPAYLOAD-6480c058b07acf49ec0e8486,ROOTCOMP-140a0e4761a7e02d60553407,readiness_preserved_lineage
EXTEXTRACT-9043ab1ae470e075947482ff,EXTPAYLOAD-6480c058b07acf49ec0e8486,ROOTCOMP-62526ea7829911f5301ac802,readiness_preserved_lineage
EXTEXTRACT-67769881b29db73c53eb7b9a,EXTPAYLOAD-6482075e9b3533f5520f8486,ROOTCOMP-2134158ea02e9cb8124a94ff,readiness_preserved_lineage
EXTEXTRACT-4de190221ff0a679647ee701,EXTPAYLOAD-648a1bc48e5014c734ec024f,ROOTCOMP-d8da717fb16c45f92c9b5d49,readiness_preserved_lineage
EXTEXTRACT-38a15a9daf5485600a9e21f0,EXTPAYLOAD-6492a5fce179da1d4c8a64f4,ROOTCOMP-3d18d88700f4299c7b3e022c,readiness_preserved_lineage
EXTEXTRACT-ae239b0a34c1d20440ce38db,EXTPAYLOAD-64a58507caf7f1b5453b199c,ROOTCOMP-2657f2ed222bcb6ad8d40319,readiness_preserved_lineage
EXTEXTRACT-adc85defc3590b7444c4ff27,EXTPAYLOAD-64ac6de11811d8a9482b8ee8,ROOTCOMP-647d5fbf28b42e61771a7fa8,readiness_preserved_lineage
EXTEXTRACT-5c88cbdd3dbdcbb14bfa108d,EXTPAYLOAD-64ae9a5544558f44b5587bfd,ROOTCOMP-53cc270fe609aba013451d4c,readiness_preserved_lineage
EXTEXTRACT-36a578a656c9fe8580baee8e,EXTPAYLOAD-64af500651ff47dcb4959526,ROOTCOMP-1edd790ba98f10ed5a4b572e,readiness_preserved_lineage
EXTEXTRACT-b51db478ff106989bc39cf3d,EXTPAYLOAD-64b0a679fc28d7834ba234b3,ROOTCOMP-27533c39bd95bae856099b7e,readiness_preserved_lineage
EXTEXTRACT-1ba73fc7ef115e34fa4f1b99,EXTPAYLOAD-64bacac7e9a04a23a468d9a0,ROOTCOMP-b7d62c40dcc310ba0717be6b,readiness_preserved_lineage
EXTEXTRACT-1ba73fc7ef115e34fa4f1b99,EXTPAYLOAD-64bacac7e9a04a23a468d9a0,ROOTCOMP-caf1561fc01b9db6aac29ea0,readiness_preserved_lineage
EXTEXTRACT-2464dca1d2c8daecbff58d82,EXTPAYLOAD-64c2f495bbf134e44df125dd,ROOTCOMP-0db16982ced0cbb314e9dd8b,readiness_preserved_lineage
