artifact_id,artifact_kind,canonical_payload_id,counts_json,extraction_result_id,extraction_type,output_SHA_256,output_byte_size,output_codec,output_local_path,source_SHA_256
EXTART-332d2cc2ddcc578da2a29a03,html_section_index,EXTPAYLOAD-74f2043002224fcb76a30a71,"{""canonical_payload_id"":""EXTPAYLOAD-74f2043002224fcb76a30a71"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-b13db99d1549321faa6b18d3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":6,""list_item_count"":14,""paragraph_count"":1,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.visible_text.txt.gz""},""section_count"":22,""source_SHA_256"":""f849b1bbe3f6d1dc0da3a46d94dc2d4e7b61697ca1507552b58f4e61ccac2050"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":1075,""warning_codes"":[]}",EXTEXTRACT-4b727d5d5cff24ac7d6967b5,html_local,64c8b5114734ccf84ab13414d5ca40d8d31187f9d21191211318bf03e2647fe1,646,gzip,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.sections.jsonl.gz,f849b1bbe3f6d1dc0da3a46d94dc2d4e7b61697ca1507552b58f4e61ccac2050
EXTART-5ba2662012516844d8fcbb29,full_html_tables,EXTPAYLOAD-74f2043002224fcb76a30a71,"{""canonical_payload_id"":""EXTPAYLOAD-74f2043002224fcb76a30a71"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-b13db99d1549321faa6b18d3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":6,""list_item_count"":14,""paragraph_count"":1,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.visible_text.txt.gz""},""section_count"":22,""source_SHA_256"":""f849b1bbe3f6d1dc0da3a46d94dc2d4e7b61697ca1507552b58f4e61ccac2050"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":1075,""warning_codes"":[]}",EXTEXTRACT-4b727d5d5cff24ac7d6967b5,html_local,ac73670af3abed54ac6fb4695131f4099be9fbe39d6076c5d0264a6bbdae9d83,20,gzip,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.tables.jsonl.gz,f849b1bbe3f6d1dc0da3a46d94dc2d4e7b61697ca1507552b58f4e61ccac2050
EXTART-ce74821df64916133d446a89,full_html_embedded_structured,EXTPAYLOAD-74f2043002224fcb76a30a71,"{""canonical_payload_id"":""EXTPAYLOAD-74f2043002224fcb76a30a71"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-b13db99d1549321faa6b18d3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":6,""list_item_count"":14,""paragraph_count"":1,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.visible_text.txt.gz""},""section_count"":22,""source_SHA_256"":""f849b1bbe3f6d1dc0da3a46d94dc2d4e7b61697ca1507552b58f4e61ccac2050"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":1075,""warning_codes"":[]}",EXTEXTRACT-4b727d5d5cff24ac7d6967b5,html_local,ac73670af3abed54ac6fb4695131f4099be9fbe39d6076c5d0264a6bbdae9d83,20,gzip,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.embedded_structured.jsonl.gz,f849b1bbe3f6d1dc0da3a46d94dc2d4e7b61697ca1507552b58f4e61ccac2050
EXTART-1b393dd8074e716fe8674c7d,html_extraction_index,EXTPAYLOAD-74f2043002224fcb76a30a71,"{""canonical_payload_id"":""EXTPAYLOAD-74f2043002224fcb76a30a71"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-b13db99d1549321faa6b18d3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":6,""list_item_count"":14,""paragraph_count"":1,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.visible_text.txt.gz""},""section_count"":22,""source_SHA_256"":""f849b1bbe3f6d1dc0da3a46d94dc2d4e7b61697ca1507552b58f4e61ccac2050"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":1075,""warning_codes"":[]}",EXTEXTRACT-4b727d5d5cff24ac7d6967b5,html_local,31f4e303f7ec4e34efceb5649e5d6857acd8fd2fef3571a8e61f5f2ab8018500,1353,json,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-74f2043002224fcb76a30a71.index.json,f849b1bbe3f6d1dc0da3a46d94dc2d4e7b61697ca1507552b58f4e61ccac2050
EXTART-f7e007d57618db57ca315daa,full_html_visible_text,EXTPAYLOAD-7506d4d6f885c0b7c766b8d7,"{""canonical_payload_id"":""EXTPAYLOAD-7506d4d6f885c0b7c766b8d7"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-850afeed12b123fdfe561cc3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":10,""list_item_count"":24,""paragraph_count"":35,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.visible_text.txt.gz""},""section_count"":70,""source_SHA_256"":""19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":3749,""warning_codes"":[]}",EXTEXTRACT-cc1df3e210a89c2670221fa0,html_local,8f872a311979c6b32860be86157f30c0c877fc5dee50f93543e970fced09c076,1373,gzip,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.visible_text.txt.gz,19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c
EXTART-0e9ef4817eb5a0d63c3ebd8b,html_section_index,EXTPAYLOAD-7506d4d6f885c0b7c766b8d7,"{""canonical_payload_id"":""EXTPAYLOAD-7506d4d6f885c0b7c766b8d7"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-850afeed12b123fdfe561cc3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":10,""list_item_count"":24,""paragraph_count"":35,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.visible_text.txt.gz""},""section_count"":70,""source_SHA_256"":""19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":3749,""warning_codes"":[]}",EXTEXTRACT-cc1df3e210a89c2670221fa0,html_local,c8e4cc5bb99d16a22838f70eb70f8d381727f7a3ce49cc9eed318f9961d38652,1547,gzip,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.sections.jsonl.gz,19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c
EXTART-cdded90503f6846718e3c493,full_html_tables,EXTPAYLOAD-7506d4d6f885c0b7c766b8d7,"{""canonical_payload_id"":""EXTPAYLOAD-7506d4d6f885c0b7c766b8d7"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-850afeed12b123fdfe561cc3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":10,""list_item_count"":24,""paragraph_count"":35,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.visible_text.txt.gz""},""section_count"":70,""source_SHA_256"":""19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":3749,""warning_codes"":[]}",EXTEXTRACT-cc1df3e210a89c2670221fa0,html_local,ac73670af3abed54ac6fb4695131f4099be9fbe39d6076c5d0264a6bbdae9d83,20,gzip,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.tables.jsonl.gz,19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c
EXTART-8e12ddfd73f5f4f726399f1b,full_html_embedded_structured,EXTPAYLOAD-7506d4d6f885c0b7c766b8d7,"{""canonical_payload_id"":""EXTPAYLOAD-7506d4d6f885c0b7c766b8d7"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-850afeed12b123fdfe561cc3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":10,""list_item_count"":24,""paragraph_count"":35,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.visible_text.txt.gz""},""section_count"":70,""source_SHA_256"":""19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":3749,""warning_codes"":[]}",EXTEXTRACT-cc1df3e210a89c2670221fa0,html_local,ac73670af3abed54ac6fb4695131f4099be9fbe39d6076c5d0264a6bbdae9d83,20,gzip,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.embedded_structured.jsonl.gz,19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c
EXTART-3738bb8abb37033b6098d21c,html_extraction_index,EXTPAYLOAD-7506d4d6f885c0b7c766b8d7,"{""canonical_payload_id"":""EXTPAYLOAD-7506d4d6f885c0b7c766b8d7"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":0,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-850afeed12b123fdfe561cc3"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":10,""list_item_count"":24,""paragraph_count"":35,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.visible_text.txt.gz""},""section_count"":70,""source_SHA_256"":""19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":3749,""warning_codes"":[]}",EXTEXTRACT-cc1df3e210a89c2670221fa0,html_local,f2fcfa93023081f65fceb0ce2ddb5e7df77171cb6fe67f3f33c435ed1e42a93b,1355,json,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/19/EXTPAYLOAD-7506d4d6f885c0b7c766b8d7.index.json,19884dee5fd5e19ec905d909e0139ad81c5484bb96049fed8c790520b6eb926c
EXTART-355b4f4b4153111de4809428,full_html_visible_text,EXTPAYLOAD-753f2108fb3a3dc71a73fbcf,"{""canonical_payload_id"":""EXTPAYLOAD-753f2108fb3a3dc71a73fbcf"",""configuration_version"":""external-non-ocr-v1"",""embedded_structured_record_count"":2,""encoding"":""utf-8"",""extraction_result_id"":""EXTEXTRACT-bb59715075e894a918296f83"",""extractor"":""lxml"",""extractor_version"":""pypdf+lxml+csv-2026-08-05"",""heading_count"":44,""list_item_count"":0,""paragraph_count"":17,""paths"":{""embedded"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/40/EXTPAYLOAD-753f2108fb3a3dc71a73fbcf.embedded_structured.jsonl.gz"",""sections"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/40/EXTPAYLOAD-753f2108fb3a3dc71a73fbcf.sections.jsonl.gz"",""tables"":""artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/40/EXTPAYLOAD-753f2108fb3a3dc71a73fbcf.tables.jsonl.gz"",""text"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/40/EXTPAYLOAD-753f2108fb3a3dc71a73fbcf.visible_text.txt.gz""},""section_count"":62,""source_SHA_256"":""4053f3846765c30719f57ab0b6273f3db5260aa4d97941ec9cc1f189a20fbcc1"",""table_cell_count"":0,""table_count"":0,""table_row_count"":0,""visible_character_count"":3270,""warning_codes"":[]}",EXTEXTRACT-c6d7cf56024c79a1318dfaea,html_local,6951632a1e091912cb841db6cba35d029022eecf999ace1c0fb26888ae898c0c,1248,gzip,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/40/EXTPAYLOAD-753f2108fb3a3dc71a73fbcf.visible_text.txt.gz,4053f3846765c30719f57ab0b6273f3db5260aa4d97941ec9cc1f189a20fbcc1
