extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-9e76c1567d3c88e54fd04fa9,EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9,ROOTCOMP-2bd80b90004df8c40043a1c9,readiness_preserved_lineage
EXTEXTRACT-9e76c1567d3c88e54fd04fa9,EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9,ROOTCOMP-36f76234fe1c0afa7230e10f,readiness_preserved_lineage
EXTEXTRACT-9e76c1567d3c88e54fd04fa9,EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9,ROOTCOMP-db957cfd50d6dc21f6ee0133,readiness_preserved_lineage
EXTEXTRACT-1d64f9f44d17505a8e6a962b,EXTPAYLOAD-00036840dd1547c95ddf49b3,ROOTCOMP-6ec7d2e0b8f8ad5b11bd3e7e,readiness_preserved_lineage
EXTEXTRACT-025aab17950d39443fb83572,EXTPAYLOAD-000842740a46817d53deae4c,ROOTCOMP-4175b19a5d0189229fe93ab2,readiness_preserved_lineage
EXTEXTRACT-025aab17950d39443fb83572,EXTPAYLOAD-000842740a46817d53deae4c,ROOTCOMP-d7270125af4f5fd9afbbfa1b,readiness_preserved_lineage
EXTEXTRACT-20c6369ed212a89f2e481e50,EXTPAYLOAD-001335100368c5fa28d271eb,ROOTCOMP-0e73882cff2cbe8b6101bacf,readiness_preserved_lineage
EXTEXTRACT-20c6369ed212a89f2e481e50,EXTPAYLOAD-001335100368c5fa28d271eb,ROOTCOMP-809472877af099c2bc02b747,readiness_preserved_lineage
EXTEXTRACT-20c6369ed212a89f2e481e50,EXTPAYLOAD-001335100368c5fa28d271eb,ROOTCOMP-892fab18d54b558f8057e9f6,readiness_preserved_lineage
EXTEXTRACT-57d60e767f29a0478efd8fde,EXTPAYLOAD-001a1204ca212b6b85f43ef5,ROOTCOMP-08a66c1ee67147d560198849,readiness_preserved_lineage
EXTEXTRACT-d8d07af740a5205341649923,EXTPAYLOAD-001ba8bdc409337d8c467913,ROOTCOMP-cd2a3cdcbe1ff5024fd718ed,readiness_preserved_lineage
EXTEXTRACT-a8969f8fb6139841ce3e007b,EXTPAYLOAD-001f6312d3c142563e4044fd,ROOTCOMP-9a1ae9473389bc73d28446af,readiness_preserved_lineage
EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTPAYLOAD-0027da9767f30538f6a95de6,ROOTCOMP-7f3da6a99285651f9427bbfa,readiness_preserved_lineage
EXTEXTRACT-d326090dec67be9abb127ec1,EXTPAYLOAD-00437bb92546727dc37ba255,ROOTCOMP-9e7bdc798793ee82db315b4e,readiness_preserved_lineage
EXTEXTRACT-d326090dec67be9abb127ec1,EXTPAYLOAD-00437bb92546727dc37ba255,ROOTCOMP-e8d3d7131d55faa2a6278da3,readiness_preserved_lineage
EXTEXTRACT-d326090dec67be9abb127ec1,EXTPAYLOAD-00437bb92546727dc37ba255,ROOTCOMP-eb5d912c4a1d565682bd0023,readiness_preserved_lineage
EXTEXTRACT-79f991abd8d13ba5a0fd97ea,EXTPAYLOAD-00452fdbe1df698e6d99e5fb,ROOTCOMP-09212dc81726e39a8d417625,readiness_preserved_lineage
EXTEXTRACT-8b10b85b441e04b829d7e26d,EXTPAYLOAD-0048c78471b3515ec2731089,ROOTCOMP-eda485ac949a4da1c824d21d,readiness_preserved_lineage
EXTEXTRACT-27dfb6d89cd4c84bd11014d2,EXTPAYLOAD-0052b8a8e93a2c8f1f47cdf1,ROOTCOMP-acb305f8aa5fd6db77a4c9e5,readiness_preserved_lineage
EXTEXTRACT-e7d6b30f9829f80cb2c76096,EXTPAYLOAD-00577fa21ff20d5b617e10e7,ROOTCOMP-781ad4a519432242be3dac50,readiness_preserved_lineage
EXTEXTRACT-1f76adb868a68932733b9e02,EXTPAYLOAD-0062f64da9060a0cd6ed8c7f,ROOTCOMP-57cbfeb99753c04dd8c4ef20,readiness_preserved_lineage
EXTEXTRACT-9649138832fbcaf7842b168b,EXTPAYLOAD-00695731fb429c889ad66e00,ROOTCOMP-5d6d05eba83a09c9447dad94,readiness_preserved_lineage
EXTEXTRACT-9649138832fbcaf7842b168b,EXTPAYLOAD-00695731fb429c889ad66e00,ROOTCOMP-a0133fc5af3d5c2f088d8b59,readiness_preserved_lineage
EXTEXTRACT-5059ce4607f119e2f6f875fe,EXTPAYLOAD-006a99166d964f8c2aaab706,ROOTCOMP-1afd36454d631862f10fd7b5,readiness_preserved_lineage
EXTEXTRACT-5059ce4607f119e2f6f875fe,EXTPAYLOAD-006a99166d964f8c2aaab706,ROOTCOMP-bf1ccef955dbdcc6c89a12cf,readiness_preserved_lineage
EXTEXTRACT-5059ce4607f119e2f6f875fe,EXTPAYLOAD-006a99166d964f8c2aaab706,ROOTCOMP-ed149bcbdecbb939f3fcc342,readiness_preserved_lineage
EXTEXTRACT-59a9ef020587b8b33aa4a8d2,EXTPAYLOAD-00700bc266d4ba049ff71656,ROOTCOMP-e2fb504ffbfab28baa654204,readiness_preserved_lineage
EXTEXTRACT-58e633669a43e2a5b1a21e59,EXTPAYLOAD-00771192db7aa066f7c1f3c5,ROOTCOMP-2d37a8a5660d4b9f3b6af254,readiness_preserved_lineage
EXTEXTRACT-f7fea735049dd844e63d5619,EXTPAYLOAD-0079b97aaafbf6d8287ecb36,ROOTCOMP-718e1f887425f6a7a9695970,readiness_preserved_lineage
EXTEXTRACT-6eac9a1608b69d762ed36d93,EXTPAYLOAD-008722483bb20edd6fe1784e,ROOTCOMP-73b8948fdf48c3241c9ee7cb,readiness_preserved_lineage
EXTEXTRACT-6eac9a1608b69d762ed36d93,EXTPAYLOAD-008722483bb20edd6fe1784e,ROOTCOMP-cae41083bf85b211e5b22514,readiness_preserved_lineage
EXTEXTRACT-4dc9ccad2a93fb97f9ffb993,EXTPAYLOAD-008873b5b51a2c3bfd49fcc1,ROOTCOMP-6ec7d2e0b8f8ad5b11bd3e7e,readiness_preserved_lineage
EXTEXTRACT-dde099efa32badf848b1d6d6,EXTPAYLOAD-0088f8e26b201e1f26a3fbf7,ROOTCOMP-40b77ecd930658466476ef8e,readiness_preserved_lineage
EXTEXTRACT-dde099efa32badf848b1d6d6,EXTPAYLOAD-0088f8e26b201e1f26a3fbf7,ROOTCOMP-93bb9303eb8c74b24bf2f4ab,readiness_preserved_lineage
EXTEXTRACT-2365b4b4d002cf565840048b,EXTPAYLOAD-008a9556aebdcc3e0251c7de,ROOTCOMP-5da4bc1d071f700be51ce2e2,readiness_preserved_lineage
EXTEXTRACT-2365b4b4d002cf565840048b,EXTPAYLOAD-008a9556aebdcc3e0251c7de,ROOTCOMP-928a9c1c8abf53fba44b9993,readiness_preserved_lineage
EXTEXTRACT-2365b4b4d002cf565840048b,EXTPAYLOAD-008a9556aebdcc3e0251c7de,ROOTCOMP-fc787a13e86a836f219c5e0f,readiness_preserved_lineage
EXTEXTRACT-2365b4b4d002cf565840048b,EXTPAYLOAD-008a9556aebdcc3e0251c7de,ROOTCOMP-fec73e68a97093b208046813,readiness_preserved_lineage
EXTEXTRACT-02e45d699bfa205716f9431c,EXTPAYLOAD-00909f509836dd1d7cbf450d,ROOTCOMP-15677a84b9cd334c105308ef,readiness_preserved_lineage
EXTEXTRACT-f91e7b658b80018377a2697a,EXTPAYLOAD-0099935e48efcdcf57b9f5a8,ROOTCOMP-10ec1cc2e4a57ec0c4b49dbb,readiness_preserved_lineage
EXTEXTRACT-8187bffdddb18d66b1405c2a,EXTPAYLOAD-009b8316cff17deee889190d,ROOTCOMP-9816b5f622e1700e4f78dfb3,readiness_preserved_lineage
EXTEXTRACT-76e8cecc41b0c0ecd6e3eeb6,EXTPAYLOAD-00a12b392568f74643c07c1c,ROOTCOMP-62b96ad7c5052c0bb85fead8,readiness_preserved_lineage
EXTEXTRACT-76e8cecc41b0c0ecd6e3eeb6,EXTPAYLOAD-00a12b392568f74643c07c1c,ROOTCOMP-a4ac54d78711ececb43c03ab,readiness_preserved_lineage
EXTEXTRACT-fe326ccbd794fe07936a62aa,EXTPAYLOAD-00a8d28c11f7331b6f77fb6f,ROOTCOMP-c1d9a794038d082afc2fa421,readiness_preserved_lineage
EXTEXTRACT-4d7ea7a08bed827dd99bfcc0,EXTPAYLOAD-00ac5a5318f78383c3b5887b,ROOTCOMP-2644fe18720854aea3bf33e8,readiness_preserved_lineage
EXTEXTRACT-402de9aa497bf5048eb2de3a,EXTPAYLOAD-00afd016a9870870057b9a2d,ROOTCOMP-50b310ccb083f249de381cc8,readiness_preserved_lineage
EXTEXTRACT-402de9aa497bf5048eb2de3a,EXTPAYLOAD-00afd016a9870870057b9a2d,ROOTCOMP-55d6d7e5218640ef3a9713a4,readiness_preserved_lineage
EXTEXTRACT-1074855273455d0f3d06f144,EXTPAYLOAD-00b5328c2a2e71098302a5df,ROOTCOMP-96df05e7770ea1bf200f9c72,readiness_preserved_lineage
EXTEXTRACT-63900e3a46e1e8b2f657d621,EXTPAYLOAD-00b6f11cdc648372e82e9fda,ROOTCOMP-11b00e149bbe06c8729dd152,readiness_preserved_lineage
EXTEXTRACT-ca19e36fb035c5291d538a44,EXTPAYLOAD-00b6f2731a31e347468531e1,ROOTCOMP-a7aa197ba0e7daa48f7954d3,readiness_preserved_lineage
EXTEXTRACT-189b6bae3ab1bef4b0b0581c,EXTPAYLOAD-00b90a2915c1f737e3222770,ROOTCOMP-b99303ce4332bcb2360e1332,readiness_preserved_lineage
EXTEXTRACT-7ca6447f087046fea6d0d4fc,EXTPAYLOAD-00c106b56c3fab0363bafbdb,ROOTCOMP-563a29dec913be98b896ed8d,readiness_preserved_lineage
EXTEXTRACT-7ca6447f087046fea6d0d4fc,EXTPAYLOAD-00c106b56c3fab0363bafbdb,ROOTCOMP-6533d469dedb49e66474e19c,readiness_preserved_lineage
EXTEXTRACT-7ca6447f087046fea6d0d4fc,EXTPAYLOAD-00c106b56c3fab0363bafbdb,ROOTCOMP-698963aa96704a21788a0c7c,readiness_preserved_lineage
EXTEXTRACT-7ca6447f087046fea6d0d4fc,EXTPAYLOAD-00c106b56c3fab0363bafbdb,ROOTCOMP-ef699e72c9f7359e26949fec,readiness_preserved_lineage
EXTEXTRACT-529df2362cdd8969e783a7b3,EXTPAYLOAD-00c82f29fc8c3c5cb8d7eb7c,ROOTCOMP-16c2b1ad3c2f45bb4f0d0b2e,readiness_preserved_lineage
EXTEXTRACT-f0f6f3ad5f18900271517b1b,EXTPAYLOAD-00caec74931993099b10c52d,ROOTCOMP-96df05e7770ea1bf200f9c72,readiness_preserved_lineage
EXTEXTRACT-8ead4055053958e67e129463,EXTPAYLOAD-00dbee82ff0988263847740a,ROOTCOMP-e1047ecfc02916034590ff2e,readiness_preserved_lineage
EXTEXTRACT-c8accb0f2914a0c53f0f0545,EXTPAYLOAD-00e01a90a7df1d6736e6c30d,ROOTCOMP-39a0cd1c58eba94878efe9a5,readiness_preserved_lineage
EXTEXTRACT-c8accb0f2914a0c53f0f0545,EXTPAYLOAD-00e01a90a7df1d6736e6c30d,ROOTCOMP-5285ae188a11bc41421bd62b,readiness_preserved_lineage
EXTEXTRACT-84715dcad193b9e06b520d6e,EXTPAYLOAD-00e6dbf90850f05b3896d517,ROOTCOMP-99bd0e515baa78283000af09,readiness_preserved_lineage
EXTEXTRACT-4d919a4cfe6a3a51baaa4b71,EXTPAYLOAD-00e979ffd516b3681b9e0036,ROOTCOMP-49ec7df3b3e03644cbbb6c4c,readiness_preserved_lineage
EXTEXTRACT-69e2224063cdb1b10c2494ae,EXTPAYLOAD-00f2cebf3d25f4244f906c33,ROOTCOMP-985148696fe4ec3394f5e7bd,readiness_preserved_lineage
EXTEXTRACT-0191636aa545d6f06917f625,EXTPAYLOAD-00f3b6b4ae9d675d81b9530d,ROOTCOMP-740fbfb0b70d916f93c3dd40,readiness_preserved_lineage
EXTEXTRACT-0191636aa545d6f06917f625,EXTPAYLOAD-00f3b6b4ae9d675d81b9530d,ROOTCOMP-b9aaada94cd8288420b6cf2b,readiness_preserved_lineage
EXTEXTRACT-f043f0ce426459329398a8ae,EXTPAYLOAD-00f6f8d7bbc8920ff3621c81,ROOTCOMP-64c382951e5a4d2a088c62d7,readiness_preserved_lineage
EXTEXTRACT-4da6c571e5f98426436925b1,EXTPAYLOAD-01009107b6b3f35ff8ac0e3d,ROOTCOMP-5374544dcbecb89f77eb884d,readiness_preserved_lineage
EXTEXTRACT-4da6c571e5f98426436925b1,EXTPAYLOAD-01009107b6b3f35ff8ac0e3d,ROOTCOMP-84e33d91754e6c4ecfbc5c62,readiness_preserved_lineage
EXTEXTRACT-b74f711f739b5caabe3f39c9,EXTPAYLOAD-010f89e234e564aad1cf7334,ROOTCOMP-3648408020a08a437fa18fce,readiness_preserved_lineage
EXTEXTRACT-c5f8e025499d05a21a5a1adb,EXTPAYLOAD-0110b924b486aa38c049dc5f,ROOTCOMP-926589dfbb6aeab164e47996,readiness_preserved_lineage
EXTEXTRACT-9223911c7a6c84ef18fbd467,EXTPAYLOAD-01125b58a67e2676d85db34d,ROOTCOMP-7346087bb553c20b03cbb0f2,readiness_preserved_lineage
EXTEXTRACT-9223911c7a6c84ef18fbd467,EXTPAYLOAD-01125b58a67e2676d85db34d,ROOTCOMP-af6afc01e29de75f99f7177e,readiness_preserved_lineage
EXTEXTRACT-dc952194705952051200a384,EXTPAYLOAD-011289c779f8d4cebcccfd61,ROOTCOMP-05a699927ad91ea8d3221293,readiness_preserved_lineage
EXTEXTRACT-dc952194705952051200a384,EXTPAYLOAD-011289c779f8d4cebcccfd61,ROOTCOMP-2066cc30dd47024b60cc4c79,readiness_preserved_lineage
EXTEXTRACT-10c7cfbc22215ec30958878c,EXTPAYLOAD-01167a717375bbfc0229baeb,ROOTCOMP-1f99df04e1f36cdb18b4843c,readiness_preserved_lineage
EXTEXTRACT-10c7cfbc22215ec30958878c,EXTPAYLOAD-01167a717375bbfc0229baeb,ROOTCOMP-ef54651b801c3021ae492f45,readiness_preserved_lineage
EXTEXTRACT-e36a87e7455982d948579fdc,EXTPAYLOAD-0116e1fc7121806f9d1cb8d0,ROOTCOMP-43dd7b93bce85f2b5f2b4e39,readiness_preserved_lineage
EXTEXTRACT-a20dc361f19eb234dff48419,EXTPAYLOAD-0117ec5ec50ec09491a00da7,ROOTCOMP-d8da717fb16c45f92c9b5d49,readiness_preserved_lineage
EXTEXTRACT-f17ae8b60af9fb3102b56fd4,EXTPAYLOAD-011bdf92fe9ea9db342bcc2a,ROOTCOMP-2359f1c4774ef46caa5303d6,readiness_preserved_lineage
EXTEXTRACT-b2eade8fc8747e8ca2fa90b5,EXTPAYLOAD-011f1de25fb7b507572ae602,ROOTCOMP-22b6b1e4cbdb454a143b676e,readiness_preserved_lineage
EXTEXTRACT-b2eade8fc8747e8ca2fa90b5,EXTPAYLOAD-011f1de25fb7b507572ae602,ROOTCOMP-8e2c565f31ba60b4d636a063,readiness_preserved_lineage
EXTEXTRACT-b2eade8fc8747e8ca2fa90b5,EXTPAYLOAD-011f1de25fb7b507572ae602,ROOTCOMP-959597fd9612d5c05857e49a,readiness_preserved_lineage
EXTEXTRACT-b2eade8fc8747e8ca2fa90b5,EXTPAYLOAD-011f1de25fb7b507572ae602,ROOTCOMP-eb19e377aaa05215359b351c,readiness_preserved_lineage
EXTEXTRACT-84a583b6aaffcabe5c563f90,EXTPAYLOAD-0120dcc4ce68394357826d36,ROOTCOMP-fba36f55e95143699331fb71,readiness_preserved_lineage
EXTEXTRACT-609cb41ade070842907cd453,EXTPAYLOAD-0124c7b0da0eb54ba9d83fe9,ROOTCOMP-7ef8d4924c4d92798f16f24b,readiness_preserved_lineage
EXTEXTRACT-6b51aaa918923ed773068b92,EXTPAYLOAD-012add8bb35407a7acd8b5f7,ROOTCOMP-457740160d576f894d9c7fbb,readiness_preserved_lineage
EXTEXTRACT-6b51aaa918923ed773068b92,EXTPAYLOAD-012add8bb35407a7acd8b5f7,ROOTCOMP-6ae7e03e9ca6319e1620d352,readiness_preserved_lineage
