extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-cc1f4bf7818a90a7940959d0,EXTPAYLOAD-a8c83f5f37f9db18ca85af67,,readiness_preserved_lineage
EXTEXTRACT-cc1f4bf7818a90a7940959d0,EXTPAYLOAD-a8c83f5f37f9db18ca85af67,,readiness_preserved_lineage
EXTEXTRACT-cc1f4bf7818a90a7940959d0,EXTPAYLOAD-a8c83f5f37f9db18ca85af67,,readiness_preserved_lineage
EXTEXTRACT-cc1f4bf7818a90a7940959d0,EXTPAYLOAD-a8c83f5f37f9db18ca85af67,,readiness_preserved_lineage
EXTEXTRACT-2ae74df26f3b04764ab578b4,EXTPAYLOAD-a8c887380d489c4af765f5db,,readiness_preserved_lineage
EXTEXTRACT-2ae74df26f3b04764ab578b4,EXTPAYLOAD-a8c887380d489c4af765f5db,,readiness_preserved_lineage
EXTEXTRACT-2ae74df26f3b04764ab578b4,EXTPAYLOAD-a8c887380d489c4af765f5db,,readiness_preserved_lineage
EXTEXTRACT-2ae74df26f3b04764ab578b4,EXTPAYLOAD-a8c887380d489c4af765f5db,,readiness_preserved_lineage
EXTEXTRACT-2ae74df26f3b04764ab578b4,EXTPAYLOAD-a8c887380d489c4af765f5db,,readiness_preserved_lineage
EXTEXTRACT-2ae74df26f3b04764ab578b4,EXTPAYLOAD-a8c887380d489c4af765f5db,,readiness_preserved_lineage
EXTEXTRACT-ccf7eb7908e6558cb01dda59,EXTPAYLOAD-a8d0958529126c3e25806e7c,,readiness_preserved_lineage
EXTEXTRACT-ccf7eb7908e6558cb01dda59,EXTPAYLOAD-a8d0958529126c3e25806e7c,,readiness_preserved_lineage
EXTEXTRACT-ccf7eb7908e6558cb01dda59,EXTPAYLOAD-a8d0958529126c3e25806e7c,,readiness_preserved_lineage
EXTEXTRACT-ccf7eb7908e6558cb01dda59,EXTPAYLOAD-a8d0958529126c3e25806e7c,,readiness_preserved_lineage
EXTEXTRACT-ccf7eb7908e6558cb01dda59,EXTPAYLOAD-a8d0958529126c3e25806e7c,,readiness_preserved_lineage
EXTEXTRACT-33ef5eedbd39d6e077db57b9,EXTPAYLOAD-a8dc94c9f41fb246a6fa76b8,,readiness_preserved_lineage
EXTEXTRACT-33ef5eedbd39d6e077db57b9,EXTPAYLOAD-a8dc94c9f41fb246a6fa76b8,,readiness_preserved_lineage
EXTEXTRACT-33ef5eedbd39d6e077db57b9,EXTPAYLOAD-a8dc94c9f41fb246a6fa76b8,,readiness_preserved_lineage
EXTEXTRACT-33ef5eedbd39d6e077db57b9,EXTPAYLOAD-a8dc94c9f41fb246a6fa76b8,,readiness_preserved_lineage
EXTEXTRACT-33ef5eedbd39d6e077db57b9,EXTPAYLOAD-a8dc94c9f41fb246a6fa76b8,,readiness_preserved_lineage
EXTEXTRACT-33ef5eedbd39d6e077db57b9,EXTPAYLOAD-a8dc94c9f41fb246a6fa76b8,,readiness_preserved_lineage
EXTEXTRACT-33ef5eedbd39d6e077db57b9,EXTPAYLOAD-a8dc94c9f41fb246a6fa76b8,,readiness_preserved_lineage
EXTEXTRACT-913b2ab813d01f86f4f89fca,EXTPAYLOAD-a8ee42a8b83125fa6c16b746,,readiness_preserved_lineage
EXTEXTRACT-913b2ab813d01f86f4f89fca,EXTPAYLOAD-a8ee42a8b83125fa6c16b746,,readiness_preserved_lineage
EXTEXTRACT-913b2ab813d01f86f4f89fca,EXTPAYLOAD-a8ee42a8b83125fa6c16b746,,readiness_preserved_lineage
EXTEXTRACT-913b2ab813d01f86f4f89fca,EXTPAYLOAD-a8ee42a8b83125fa6c16b746,,readiness_preserved_lineage
EXTEXTRACT-913b2ab813d01f86f4f89fca,EXTPAYLOAD-a8ee42a8b83125fa6c16b746,,readiness_preserved_lineage
EXTEXTRACT-e84af7bdffbfd1c7d7e75f6c,EXTPAYLOAD-a8f729a979f5346ff6dbfeba,,readiness_preserved_lineage
EXTEXTRACT-e84af7bdffbfd1c7d7e75f6c,EXTPAYLOAD-a8f729a979f5346ff6dbfeba,,readiness_preserved_lineage
EXTEXTRACT-e84af7bdffbfd1c7d7e75f6c,EXTPAYLOAD-a8f729a979f5346ff6dbfeba,,readiness_preserved_lineage
EXTEXTRACT-e84af7bdffbfd1c7d7e75f6c,EXTPAYLOAD-a8f729a979f5346ff6dbfeba,,readiness_preserved_lineage
EXTEXTRACT-e84af7bdffbfd1c7d7e75f6c,EXTPAYLOAD-a8f729a979f5346ff6dbfeba,,readiness_preserved_lineage
EXTEXTRACT-0cc3417b1f5bd0459ace3143,EXTPAYLOAD-a900a2c818cc1ada80963337,,readiness_preserved_lineage
EXTEXTRACT-0cc3417b1f5bd0459ace3143,EXTPAYLOAD-a900a2c818cc1ada80963337,,readiness_preserved_lineage
EXTEXTRACT-0cc3417b1f5bd0459ace3143,EXTPAYLOAD-a900a2c818cc1ada80963337,,readiness_preserved_lineage
EXTEXTRACT-0cc3417b1f5bd0459ace3143,EXTPAYLOAD-a900a2c818cc1ada80963337,,readiness_preserved_lineage
EXTEXTRACT-0cc3417b1f5bd0459ace3143,EXTPAYLOAD-a900a2c818cc1ada80963337,,readiness_preserved_lineage
EXTEXTRACT-0cc3417b1f5bd0459ace3143,EXTPAYLOAD-a900a2c818cc1ada80963337,,readiness_preserved_lineage
