extraction_result_id,canonical_payload_id,retained_source_id,linkage_basis
EXTEXTRACT-9e76c1567d3c88e54fd04fa9,EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9,EXTSOURCE-0001d1c2c0d00a9d04d43cb9,readiness_preserved_lineage
EXTEXTRACT-1d64f9f44d17505a8e6a962b,EXTPAYLOAD-00036840dd1547c95ddf49b3,EXTSOURCE-00036840dd1547c95ddf49b3,readiness_preserved_lineage
EXTEXTRACT-025aab17950d39443fb83572,EXTPAYLOAD-000842740a46817d53deae4c,EXTSOURCE-000842740a46817d53deae4c,readiness_preserved_lineage
EXTEXTRACT-20c6369ed212a89f2e481e50,EXTPAYLOAD-001335100368c5fa28d271eb,EXTSOURCE-001335100368c5fa28d271eb,readiness_preserved_lineage
EXTEXTRACT-57d60e767f29a0478efd8fde,EXTPAYLOAD-001a1204ca212b6b85f43ef5,EXTSOURCE-001a1204ca212b6b85f43ef5,readiness_preserved_lineage
EXTEXTRACT-d8d07af740a5205341649923,EXTPAYLOAD-001ba8bdc409337d8c467913,EXTSOURCE-001ba8bdc409337d8c467913,readiness_preserved_lineage
EXTEXTRACT-a8969f8fb6139841ce3e007b,EXTPAYLOAD-001f6312d3c142563e4044fd,EXTSOURCE-001f6312d3c142563e4044fd,readiness_preserved_lineage
EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTSOURCE-0027da9767f30538f6a95de6,readiness_preserved_lineage
EXTEXTRACT-d326090dec67be9abb127ec1,EXTPAYLOAD-00437bb92546727dc37ba255,EXTSOURCE-00437bb92546727dc37ba255,readiness_preserved_lineage
EXTEXTRACT-79f991abd8d13ba5a0fd97ea,EXTPAYLOAD-00452fdbe1df698e6d99e5fb,EXTSOURCE-00452fdbe1df698e6d99e5fb,readiness_preserved_lineage
EXTEXTRACT-8b10b85b441e04b829d7e26d,EXTPAYLOAD-0048c78471b3515ec2731089,EXTSOURCE-0048c78471b3515ec2731089,readiness_preserved_lineage
EXTEXTRACT-27dfb6d89cd4c84bd11014d2,EXTPAYLOAD-0052b8a8e93a2c8f1f47cdf1,EXTSOURCE-0052b8a8e93a2c8f1f47cdf1,readiness_preserved_lineage
EXTEXTRACT-e7d6b30f9829f80cb2c76096,EXTPAYLOAD-00577fa21ff20d5b617e10e7,EXTSOURCE-00577fa21ff20d5b617e10e7,readiness_preserved_lineage
EXTEXTRACT-1f76adb868a68932733b9e02,EXTPAYLOAD-0062f64da9060a0cd6ed8c7f,EXTSOURCE-0062f64da9060a0cd6ed8c7f,readiness_preserved_lineage
EXTEXTRACT-9649138832fbcaf7842b168b,EXTPAYLOAD-00695731fb429c889ad66e00,EXTSOURCE-00695731fb429c889ad66e00,readiness_preserved_lineage
EXTEXTRACT-5059ce4607f119e2f6f875fe,EXTPAYLOAD-006a99166d964f8c2aaab706,EXTSOURCE-006a99166d964f8c2aaab706,readiness_preserved_lineage
EXTEXTRACT-59a9ef020587b8b33aa4a8d2,EXTPAYLOAD-00700bc266d4ba049ff71656,EXTSOURCE-00700bc266d4ba049ff71656,readiness_preserved_lineage
EXTEXTRACT-58e633669a43e2a5b1a21e59,EXTPAYLOAD-00771192db7aa066f7c1f3c5,EXTSOURCE-00771192db7aa066f7c1f3c5,readiness_preserved_lineage
EXTEXTRACT-f7fea735049dd844e63d5619,EXTPAYLOAD-0079b97aaafbf6d8287ecb36,EXTSOURCE-0079b97aaafbf6d8287ecb36,readiness_preserved_lineage
EXTEXTRACT-6eac9a1608b69d762ed36d93,EXTPAYLOAD-008722483bb20edd6fe1784e,EXTSOURCE-008722483bb20edd6fe1784e,readiness_preserved_lineage
EXTEXTRACT-4dc9ccad2a93fb97f9ffb993,EXTPAYLOAD-008873b5b51a2c3bfd49fcc1,EXTSOURCE-008873b5b51a2c3bfd49fcc1,readiness_preserved_lineage
EXTEXTRACT-dde099efa32badf848b1d6d6,EXTPAYLOAD-0088f8e26b201e1f26a3fbf7,EXTSOURCE-0088f8e26b201e1f26a3fbf7,readiness_preserved_lineage
EXTEXTRACT-2365b4b4d002cf565840048b,EXTPAYLOAD-008a9556aebdcc3e0251c7de,EXTSOURCE-008a9556aebdcc3e0251c7de,readiness_preserved_lineage
EXTEXTRACT-02e45d699bfa205716f9431c,EXTPAYLOAD-00909f509836dd1d7cbf450d,EXTSOURCE-00909f509836dd1d7cbf450d,readiness_preserved_lineage
EXTEXTRACT-f91e7b658b80018377a2697a,EXTPAYLOAD-0099935e48efcdcf57b9f5a8,EXTSOURCE-0099935e48efcdcf57b9f5a8,readiness_preserved_lineage
EXTEXTRACT-8187bffdddb18d66b1405c2a,EXTPAYLOAD-009b8316cff17deee889190d,EXTSOURCE-009b8316cff17deee889190d,readiness_preserved_lineage
EXTEXTRACT-76e8cecc41b0c0ecd6e3eeb6,EXTPAYLOAD-00a12b392568f74643c07c1c,EXTSOURCE-00a12b392568f74643c07c1c,readiness_preserved_lineage
EXTEXTRACT-fe326ccbd794fe07936a62aa,EXTPAYLOAD-00a8d28c11f7331b6f77fb6f,EXTSOURCE-00a8d28c11f7331b6f77fb6f,readiness_preserved_lineage
EXTEXTRACT-4d7ea7a08bed827dd99bfcc0,EXTPAYLOAD-00ac5a5318f78383c3b5887b,EXTSOURCE-00ac5a5318f78383c3b5887b,readiness_preserved_lineage
EXTEXTRACT-402de9aa497bf5048eb2de3a,EXTPAYLOAD-00afd016a9870870057b9a2d,EXTSOURCE-00afd016a9870870057b9a2d,readiness_preserved_lineage
EXTEXTRACT-1074855273455d0f3d06f144,EXTPAYLOAD-00b5328c2a2e71098302a5df,EXTSOURCE-00b5328c2a2e71098302a5df,readiness_preserved_lineage
EXTEXTRACT-63900e3a46e1e8b2f657d621,EXTPAYLOAD-00b6f11cdc648372e82e9fda,EXTSOURCE-00b6f11cdc648372e82e9fda,readiness_preserved_lineage
EXTEXTRACT-ca19e36fb035c5291d538a44,EXTPAYLOAD-00b6f2731a31e347468531e1,EXTSOURCE-00b6f2731a31e347468531e1,readiness_preserved_lineage
EXTEXTRACT-189b6bae3ab1bef4b0b0581c,EXTPAYLOAD-00b90a2915c1f737e3222770,EXTSOURCE-00b90a2915c1f737e3222770,readiness_preserved_lineage
EXTEXTRACT-7ca6447f087046fea6d0d4fc,EXTPAYLOAD-00c106b56c3fab0363bafbdb,EXTSOURCE-00c106b56c3fab0363bafbdb,readiness_preserved_lineage
EXTEXTRACT-529df2362cdd8969e783a7b3,EXTPAYLOAD-00c82f29fc8c3c5cb8d7eb7c,EXTSOURCE-00c82f29fc8c3c5cb8d7eb7c,readiness_preserved_lineage
EXTEXTRACT-f0f6f3ad5f18900271517b1b,EXTPAYLOAD-00caec74931993099b10c52d,EXTSOURCE-00caec74931993099b10c52d,readiness_preserved_lineage
EXTEXTRACT-8ead4055053958e67e129463,EXTPAYLOAD-00dbee82ff0988263847740a,EXTSOURCE-00dbee82ff0988263847740a,readiness_preserved_lineage
EXTEXTRACT-c8accb0f2914a0c53f0f0545,EXTPAYLOAD-00e01a90a7df1d6736e6c30d,EXTSOURCE-00e01a90a7df1d6736e6c30d,readiness_preserved_lineage
EXTEXTRACT-84715dcad193b9e06b520d6e,EXTPAYLOAD-00e6dbf90850f05b3896d517,EXTSOURCE-00e6dbf90850f05b3896d517,readiness_preserved_lineage
EXTEXTRACT-4d919a4cfe6a3a51baaa4b71,EXTPAYLOAD-00e979ffd516b3681b9e0036,EXTSOURCE-00e979ffd516b3681b9e0036,readiness_preserved_lineage
EXTEXTRACT-69e2224063cdb1b10c2494ae,EXTPAYLOAD-00f2cebf3d25f4244f906c33,B4X2500SRD-20260730-c2fe17f413937648d4f4,readiness_preserved_lineage
EXTEXTRACT-0191636aa545d6f06917f625,EXTPAYLOAD-00f3b6b4ae9d675d81b9530d,EXTSOURCE-00f3b6b4ae9d675d81b9530d,readiness_preserved_lineage
EXTEXTRACT-f043f0ce426459329398a8ae,EXTPAYLOAD-00f6f8d7bbc8920ff3621c81,EXTSOURCE-00f6f8d7bbc8920ff3621c81,readiness_preserved_lineage
EXTEXTRACT-4da6c571e5f98426436925b1,EXTPAYLOAD-01009107b6b3f35ff8ac0e3d,EXTSOURCE-01009107b6b3f35ff8ac0e3d,readiness_preserved_lineage
EXTEXTRACT-b74f711f739b5caabe3f39c9,EXTPAYLOAD-010f89e234e564aad1cf7334,EXTSOURCE-010f89e234e564aad1cf7334,readiness_preserved_lineage
EXTEXTRACT-c5f8e025499d05a21a5a1adb,EXTPAYLOAD-0110b924b486aa38c049dc5f,EXTSOURCE-0110b924b486aa38c049dc5f,readiness_preserved_lineage
EXTEXTRACT-9223911c7a6c84ef18fbd467,EXTPAYLOAD-01125b58a67e2676d85db34d,EXTSOURCE-01125b58a67e2676d85db34d,readiness_preserved_lineage
EXTEXTRACT-dc952194705952051200a384,EXTPAYLOAD-011289c779f8d4cebcccfd61,EXTSOURCE-011289c779f8d4cebcccfd61,readiness_preserved_lineage
EXTEXTRACT-10c7cfbc22215ec30958878c,EXTPAYLOAD-01167a717375bbfc0229baeb,EXTSOURCE-01167a717375bbfc0229baeb,readiness_preserved_lineage
EXTEXTRACT-e36a87e7455982d948579fdc,EXTPAYLOAD-0116e1fc7121806f9d1cb8d0,EXTSOURCE-0116e1fc7121806f9d1cb8d0,readiness_preserved_lineage
EXTEXTRACT-a20dc361f19eb234dff48419,EXTPAYLOAD-0117ec5ec50ec09491a00da7,EXTSOURCE-0117ec5ec50ec09491a00da7,readiness_preserved_lineage
EXTEXTRACT-f17ae8b60af9fb3102b56fd4,EXTPAYLOAD-011bdf92fe9ea9db342bcc2a,EXTSOURCE-011bdf92fe9ea9db342bcc2a,readiness_preserved_lineage
EXTEXTRACT-b2eade8fc8747e8ca2fa90b5,EXTPAYLOAD-011f1de25fb7b507572ae602,EXTSOURCE-011f1de25fb7b507572ae602,readiness_preserved_lineage
EXTEXTRACT-84a583b6aaffcabe5c563f90,EXTPAYLOAD-0120dcc4ce68394357826d36,EXTSOURCE-0120dcc4ce68394357826d36,readiness_preserved_lineage
EXTEXTRACT-609cb41ade070842907cd453,EXTPAYLOAD-0124c7b0da0eb54ba9d83fe9,EXTSOURCE-0124c7b0da0eb54ba9d83fe9,readiness_preserved_lineage
EXTEXTRACT-6b51aaa918923ed773068b92,EXTPAYLOAD-012add8bb35407a7acd8b5f7,EXTSOURCE-012add8bb35407a7acd8b5f7,readiness_preserved_lineage
EXTEXTRACT-d6ade04cff0c70c1192bd626,EXTPAYLOAD-012dae3a8409088fe55c6842,EXTSOURCE-012dae3a8409088fe55c6842,readiness_preserved_lineage
EXTEXTRACT-0a94a774b62a6d4df1cb03ca,EXTPAYLOAD-0131240c6fc2b7daa962e497,EXTSOURCE-0131240c6fc2b7daa962e497,readiness_preserved_lineage
EXTEXTRACT-dfcfc0ebc234f90a663c7498,EXTPAYLOAD-013a7600dd45bda0f76f0a3e,EXTSOURCE-013a7600dd45bda0f76f0a3e,readiness_preserved_lineage
EXTEXTRACT-cdbf2d1c5075517b66c0d7b7,EXTPAYLOAD-013cc0551241308798c92d78,EXTSOURCE-013cc0551241308798c92d78,readiness_preserved_lineage
EXTEXTRACT-b8a39c5b29b8dbe10517935b,EXTPAYLOAD-013cee2a9104b3a6839ff324,EXTSOURCE-013cee2a9104b3a6839ff324,readiness_preserved_lineage
EXTEXTRACT-937001bd1f428dee456502c1,EXTPAYLOAD-0140ed1317b38ef289281c58,EXTSOURCE-0140ed1317b38ef289281c58,readiness_preserved_lineage
EXTEXTRACT-3928945e69a777f6a605e73a,EXTPAYLOAD-0140eeb01ae042f934e1ed81,EXTSOURCE-0140eeb01ae042f934e1ed81,readiness_preserved_lineage
EXTEXTRACT-a6bb36b93f4c67c730fbbe2c,EXTPAYLOAD-01458188e8f051054827d6b8,EXTSOURCE-01458188e8f051054827d6b8,readiness_preserved_lineage
EXTEXTRACT-a89dbc07ade644861ecab9d4,EXTPAYLOAD-0148fafad63e2f30869c71b6,EXTSOURCE-0148fafad63e2f30869c71b6,readiness_preserved_lineage
EXTEXTRACT-03f3c644803170f854e75221,EXTPAYLOAD-0154b7025483656267e7e986,EXTSOURCE-0154b7025483656267e7e986,readiness_preserved_lineage
EXTEXTRACT-7b85fa848ab1acc41478e9f6,EXTPAYLOAD-015bb9284b0e40d8f62470a3,EXTSOURCE-015bb9284b0e40d8f62470a3,readiness_preserved_lineage
EXTEXTRACT-a9a3c911ebd00050dddbd37a,EXTPAYLOAD-01604ea8fdbf7ee08442abfa,EXTSOURCE-01604ea8fdbf7ee08442abfa,readiness_preserved_lineage
EXTEXTRACT-7e20e11bfded1b0086b2f4e2,EXTPAYLOAD-0162f7b1bfa7141ceb5f7c69,EXTSOURCE-0162f7b1bfa7141ceb5f7c69,readiness_preserved_lineage
EXTEXTRACT-8ec2758e00cc4d6dabfd3d98,EXTPAYLOAD-0167cc71e74ff7d0798abe16,EXTSOURCE-0167cc71e74ff7d0798abe16,readiness_preserved_lineage
EXTEXTRACT-e60ebbdfd8e05381a653109b,EXTPAYLOAD-01688dcc9fe6d17506bec03f,EXTSOURCE-01688dcc9fe6d17506bec03f,readiness_preserved_lineage
EXTEXTRACT-30f9a0d33a67b65093c80895,EXTPAYLOAD-016c0799eba7b9299bad6051,EXTSOURCE-016c0799eba7b9299bad6051,readiness_preserved_lineage
EXTEXTRACT-a855fadfd66f6b155743a9ac,EXTPAYLOAD-016fd9b7fb0f792e5aebd5d8,EXTSOURCE-016fd9b7fb0f792e5aebd5d8,readiness_preserved_lineage
EXTEXTRACT-cfc5812e24d8a9a8a635fced,EXTPAYLOAD-017124dafa9d641286861c32,EXTSOURCE-017124dafa9d641286861c32,readiness_preserved_lineage
EXTEXTRACT-0e010ddcff6b6d57f7721a5a,EXTPAYLOAD-01760aae4b62693451352815,EXTSOURCE-01760aae4b62693451352815,readiness_preserved_lineage
EXTEXTRACT-cc57c31817af49032982aa32,EXTPAYLOAD-0180f01f8b12a283560fb016,EXTSOURCE-0180f01f8b12a283560fb016,readiness_preserved_lineage
EXTEXTRACT-00c4a332f149bce493bda1b5,EXTPAYLOAD-018266f237cd46940aa9aaee,EXTSOURCE-018266f237cd46940aa9aaee,readiness_preserved_lineage
EXTEXTRACT-f04277e829bd3311e34f0285,EXTPAYLOAD-0183b310d99d88dd29b84196,EXTSOURCE-0183b310d99d88dd29b84196,readiness_preserved_lineage
EXTEXTRACT-19437614c74c9a888936e11d,EXTPAYLOAD-0189a45b5f7a4d4449e8ec0f,EXTSOURCE-0189a45b5f7a4d4449e8ec0f,readiness_preserved_lineage
EXTEXTRACT-0528a4c5fa55c1ef2561d807,EXTPAYLOAD-0194fc273034576c253be7d3,EXTSOURCE-0194fc273034576c253be7d3,readiness_preserved_lineage
EXTEXTRACT-2ab042904244861812d58e9e,EXTPAYLOAD-01999dd50a9bdec7a4bac0dd,B4X2500SRD-20260730-74699e4450c04d79c0c9,readiness_preserved_lineage
