canonical_source_record_id,canonical_payload_id,extraction_result_id,primary_terminal_status,modality_status,artifact_count,artifact_bytes,character_count,page_count,table_count,structured_record_count,candidate_ids,root_event_ids,mechanism_event_ids,claim_ids,municipality,state,period,side_scope,department_scope,source_family,administrative_source_type,extraction_priority,propagation_basis
EXTREADYQ-ee1398d2cfdc9c5fe1ce879a,EXTPAYLOAD-8ee26f11fd5272e6050a6e9e,EXTEXTRACT-77912fb9359a422e6b9d50d6,extracted_text_ok,pdf_extracted_ok,3,2343,3617,1,0,0,RESCAND-39e0aa5cf35d1cf9f6305e25,ROOTCOMP-30d038a3a748c0609825fca0|ROOTCOMP-3e2916f42abeb07f56562528,MECHEXP-03f09635e6e0a62ffeca2eb2|MECHEXP-0de5f72eb1f1811bbe667b69|MECHEXP-40abfaabc0257e73c207ecbb|MECHEXP-586655b8fbdb768efc5fae6e|MECHEXP-67d07711867aecc7c9011521|MECHEXP-6ec061468b92d38346856563|MECHEXP-c3045ccdd24bec8dae2df139|MECHEXP-dca1fd88c0c27a16270eecc6|MECHEXP-e6f426483368ea895be6023d,,Amsterdam,NY,2024,unclear,unclear,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-79ab5b9b1594d79f979d99e5,EXTPAYLOAD-8ee44f2ce85ee94390653190,EXTEXTRACT-7c2b6792b28685c5aae9862c,extracted_text_ok,pdf_extracted_ok,3,28497,90254,54,0,0,RESCAND-e7f7f5fec9120e3000245d38,ROOTCOMP-28a759aa014548b8940d34b4|ROOTCOMP-d6123663a17e5150ab6f5228,MECHEXP-073058048b354ee6eadc497e|MECHEXP-18f11d721c99ac5f9835385d|MECHEXP-2700b6b5dc1fe4a84dc1f3ca|MECHEXP-4c6e8fce0e0d38c170828f2d|MECHEXP-93bbeeca7bc69b96ad89baf3|MECHEXP-9ecde69fe8d49c60039eed1f|MECHEXP-db9d6d57ab6d86a7b2621bf5|MECHEXP-eb9b36c80b30c7af379fc1a0|MECHEXP-ec91b4e3b7396346804c8055,,Chester,OH,2021,fire,fire,staffing_and_headcount,other,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-7852fabb802d24aad83136ad,EXTPAYLOAD-8ee63df4fa5d00cbd9f813ee,EXTEXTRACT-2f9d2be5472c6269eabfeee0,extracted_text_ok,pdf_extracted_ok,3,10787,32794,9,0,0,RESCAND-f49a806345bc7daa05430904,ROOTCOMP-6b2d08c2e4dab3ca20c86ed9,MECHEXP-542e92c4a5a05d180343cc34|MECHEXP-a64920d9dcf70f5a5df92021|MECHEXP-b52f710961def8642f7d3582|MECHEXP-c9654758f1ab72d24ec916eb|MECHEXP-eebb38c74c63cd89f49a7a3d,,Cheltenham,PA,2022,police,police,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-f135ecd86283be224cd667a8,EXTPAYLOAD-8ef1565065b4341f9a29886d,EXTEXTRACT-aa0958226613f4bddeb20cf2,extracted_text_ok,pdf_extracted_ok,3,4177,7308,7,0,0,EXTCAND-91118d1e3e7cb8dae67f61d7,ROOTCOMP-21839eb56764b0df8064ee4a,MECHEXP-4e9b641808cdea5ad2f16790|MECHEXP-6a550b31921b52adfe5260c0|MECHEXP-7e0d3d0a9fa4b3cd4402c374|MECHEXP-8ce2b360d442ea3b50633d3f|MECHEXP-8d93e1bf5b867be02f524500,,Ithaca,NY,2023,non_safety,non_safety,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-0ba91bf3d9c9ace58df21d9a,EXTPAYLOAD-8ef73d2f91061f92f3013c10,EXTEXTRACT-3591a9740a957527fc7107dd,extracted_text_ok,pdf_extracted_ok,3,3830,5623,4,0,0,EXTCAND-db3c9569b1e7631fb2be8891,ROOTCOMP-736600197db265015f0dd357,MECHEXP-18aa78a65ff3f106b783b7bf|MECHEXP-519d69ee0c6debc6830b42ab|MECHEXP-70442cd59ffa8cb3bebd56bc|MECHEXP-8ce7fe413b425232cbb61582|MECHEXP-a1f5c6b6586c0bde7ad9f050,,Sisseton,SD,2022,police,police,implementation_confirmation,ordinance_or_resolution,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-2b100acc84a79994e1a14090,EXTPAYLOAD-8ef9bc833dcc77d0e62cb321,EXTEXTRACT-c2c49d281d212c859ef2be05,extracted_text_ok,html_text_extracted_ok,5,3427,2100,0,0,0,EXTCAND-6fba899076b84208156323bb,ROOTCOMP-471a1570145a7be0e7652999|ROOTCOMP-b0f967537f2356da5e4a4bc4|ROOTCOMP-c311975e50c628d0c3b0f2d4,MECHEXP-067203eee148b33ca4611474|MECHEXP-0bd7bbfd371906cf90a1c56d|MECHEXP-1b29e715e15aa590cda029aa|MECHEXP-2940df81e543b43d400cd634|MECHEXP-4f6b464af328856e77f63224|MECHEXP-5b1a1832c4ea2903769c89a4|MECHEXP-7dfeb4cf092ba741e678bfbd|MECHEXP-813fdea20a18231b14d3c07c|MECHEXP-83062d7a7232e9419396fa9a|MECHEXP-cf125c54d5d66f7df426089d|MECHEXP-e395aa2d4c4b67f38265228a,,Bronxville,NY,2024,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-44bdc28bbcc607f0281133b5,EXTPAYLOAD-8efc2bcf52be96bdcc1df423,EXTEXTRACT-496a8f9e364eb9491c0663d4,extracted_text_ok,html_text_extracted_ok,5,2940,1655,0,0,0,RESCAND-1b9858b6f735aff5cea6ffa3,ROOTCOMP-a37cc1b842e697864f38bf65,MECHEXP-196bcb317c1ea47597c748b7|MECHEXP-321d1a42bafb3bb351aab861|MECHEXP-a9ea63581618cb420df5fc8b|MECHEXP-f93ee8878c173eaa09a8ad18,,Caernarvon,PA,2024,police,police,benefits_and_total_compensation,contract_or_mou,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-fcacaa8eb2f309ebc5f9278b,EXTPAYLOAD-8f011ad83e8fc6114a75b90c,EXTEXTRACT-b9041601f9100661655dc045,extracted_text_and_structured_ok,html_text_and_tables_extracted_ok,5,28511,66466,0,2,0,RESCAND-a1a3936effbb43dd5fb974bf,ROOTCOMP-110405f4f84f424b160d00ff,MECHEXP-1aea0d9c2adaa45b4566ef1c|MECHEXP-2f97251a9ee2f64d8517133a|MECHEXP-6fef61676dfee36ea32ebe45|MECHEXP-c9156aa74daed04060f6a6fd|MECHEXP-fbddf3a49c5aa01c964fa4ff,,Bagley,MN,2023,unclear,unclear,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-b54f6caeddb89e223bc7a282,EXTPAYLOAD-8f02c4a4533a4c30d3b849d1,EXTEXTRACT-4303a9cdec15d9df1036a6b9,extracted_text_ok,html_text_extracted_ok,5,5187,4965,0,0,0,EXTCAND-9026d59d92b6f925b13f09bc,ROOTCOMP-09884edb699391452777dfc8|ROOTCOMP-37fd6599c5a45b911d93a82f|ROOTCOMP-513d92a56b25effb2c08b3e6|ROOTCOMP-5912e6d58fa4478ec23ba12d,MECHEXP-0e3be0510c40578dc9ae50a8|MECHEXP-10154ebfd224cc11892cd106|MECHEXP-1c4c6f3e822888e4befe33be|MECHEXP-41e2e8fc0a41034344456ea4|MECHEXP-64f7a6c91228a82cbdad8dd6|MECHEXP-69f9279f8a7bb8d479e7806c|MECHEXP-73ba0a74d835deca906f7c04|MECHEXP-78c61d10b770e5542b73ee62|MECHEXP-86f1ca7a79b1c0d221cc9e2d|MECHEXP-a72f3edf6089d8d9b6a40a32|MECHEXP-ac7c058c80a3e10a5209be7d|MECHEXP-bf38df7a017c373599d04730|MECHEXP-fdad236287bf8ad796e6d1a6,,Lancaster,NY,2024,police,police,implementation_confirmation,ordinance_or_resolution,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-9b899d2eb2445a60464b0c75,EXTPAYLOAD-8f03eef9d8070c9e67dd2447,EXTEXTRACT-a71c85aabdb812206790c392,extracted_text_ok,pdf_extracted_ok,3,11787,32223,9,0,0,RESCAND-201cdcab2cc877d508e4e756,ROOTCOMP-1932437b01fb1eb1c7b62f70,MECHEXP-14663cb9ed722935a09c50a4|MECHEXP-56f75b4a27bc24d2c167c0ee|MECHEXP-b7c7ffe4b24fbaf3ec48d50b|MECHEXP-c1c46c8449fc6aa00b56c7f4|MECHEXP-dc97a0137b1f0675f2802d03,,Blendon,OH,2021,police,police,implementation_confirmation,ordinance_or_resolution,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
