bytes,lane_id,ledger,pointer,row_count,sha256,shard_id,filter_field,filter_value,filtered_row_count_total
5432464,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0000.jsonl.gz,25000,0bd73db03d2674c3c5920f5df106ca6e091de53d9c65b5d5f8759a634b4d1510,normalized_values_shard_0000,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5318208,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0001.jsonl.gz,25000,0d2e6775dffaf22e4e3b3f70c7d62c3f3184607fec5db5b3ee488418f5fd2248,normalized_values_shard_0001,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5405286,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0002.jsonl.gz,25000,11491070605262b78fcbd774b91d9f601e4cf1eaec32c7d13c9a46cf8d78c359,normalized_values_shard_0002,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5280419,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0003.jsonl.gz,25000,34502067a58bcb38d824bf105dfaeec219fad19fba2613804a045423fbf6479f,normalized_values_shard_0003,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5322605,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0004.jsonl.gz,25000,d33916544c6c05caef3a709e48cd030daf0b81407f203764665b98a248ac3ebd,normalized_values_shard_0004,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5028349,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0005.jsonl.gz,25000,656470d2e648e49f427a1a46a0da3093b35d13afb792ca10de3a61c1cc2602b1,normalized_values_shard_0005,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5187462,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0006.jsonl.gz,25000,445884949cdf00fcf5d2436728374308873e03b19d6722e9af9ee7ab09fd7d90,normalized_values_shard_0006,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5167976,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0007.jsonl.gz,25000,e63ab131b547b5918a7e4e0dd6b367f46c39a2960ffec7d5dec517ca59eacb87,normalized_values_shard_0007,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5300300,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0008.jsonl.gz,25000,45689c8119488b4813a229a401ffe48521a431d5b38bd42d5919f6ffa791723d,normalized_values_shard_0008,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5385295,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0009.jsonl.gz,25000,17c4bb42303ce995e7a84e4c3e9fb7623cc56ca0a6a962a4bc7a906e3402028c,normalized_values_shard_0009,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5266862,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0010.jsonl.gz,25000,b2384a74fa1acacf9c438e41e67a5e415d32b555cbb45edec386ae2b32578ed5,normalized_values_shard_0010,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5092033,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0011.jsonl.gz,25000,86fc3ab6d5cdca001d0f97ee71aaa547ee2bef1a876c4528af33737a2d00f0d5,normalized_values_shard_0011,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5103115,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0012.jsonl.gz,25000,2cfb62a25c3acad2dfd851e57961b3800328568226f4d80a343247d1fbf90788,normalized_values_shard_0012,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5315204,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0013.jsonl.gz,25000,bb919d91c83aafe0a07208e36334041eb1101804db446fa8323f08601323c4e2,normalized_values_shard_0013,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5360705,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0014.jsonl.gz,25000,7c1d3477c06e5ce189f5447d1fd08bc0d50826ef61df3c49f26911386c914a7c,normalized_values_shard_0014,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
55297,normalization_lane_001,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0015.jsonl.gz,237,9e5a587c626c5d139c88dda0ba95c1134fa2447d180dafcb1e62eb964bdea8ea,normalized_values_shard_0015,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5431449,normalization_lane_002,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_002/normalized_values/normalized_values_shard_0000.jsonl.gz,25000,cea2485b79a424b78e7a1e19caa161f8326c7bb6fa3288b0d4f0dda51c36d0ab,normalized_values_shard_0000,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5316119,normalization_lane_002,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_002/normalized_values/normalized_values_shard_0001.jsonl.gz,25000,607d0f76eed6384372dc094e81085633c3e483501862813861663d577fd91b31,normalized_values_shard_0001,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5403233,normalization_lane_002,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_002/normalized_values/normalized_values_shard_0002.jsonl.gz,25000,90a87560922291dec3d5906b974dd1c172774e70f4b870b7a08018955c624bcb,normalized_values_shard_0002,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5288267,normalization_lane_002,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_002/normalized_values/normalized_values_shard_0003.jsonl.gz,25000,48436517e521f47b02d965ff87e19197ad748f3f392c8f4a55bdf408c2282e4c,normalized_values_shard_0003,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
5322357,normalization_lane_002,normalized_values,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_002/normalized_values/normalized_values_shard_0004.jsonl.gz,25000,bd83e96b780e8015f98123b081e86c886bf0839f5366e2b6a06b1b5eb09d0dd4,normalized_values_shard_0004,mechanism_outcome_readiness,mechanism_linked_outcome_candidate,1876183
