observation_id,status,reason
EXTRECON-180b5d0eeefd530934c0d7c4,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b1685260de250804b35050dd,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-ece7f6412d38217fea819757,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e685f2a3f537d638d3504070,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-5b78da2326f3434d57100b6a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7a162cf22ddf423480c76ab4,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a9397d1121d241a14bc8e2bf,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-8eac20d5eb5bf8427aae6dd1,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-8ac64192834016628582bb58,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-fd1ec7afebbc2457f6f9e243,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-da49560b319d8b632bdde347,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-26d96d215a5619ff9086d29b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b388eb83097b9b72aa52d7f8,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-45c691f293cdd73878ef5708,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-2c583c7e2c5872a483b6e0a6,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a8baac87c57ff0619bd2f7d7,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-105bbf8d70a7aa723a01e2a9,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-6144b882679616f4f50b45d7,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-ee57ef265a6b0d82af6eee3a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-66c46af4c11071847049dd52,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-be0acd2640579f70ce42f2f8,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-2356fe6d5aad52245fdad696,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-5d36491b2306f0efd53d8028,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-238de1d48dae9801261ef7b5,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-dbfcc4a88335a2f2248157e0,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-c36228e0a3689a789a0a85ca,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a0e2e6dcdb65f8fc1d1163b4,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a4be6874d84c6e9d2366c08b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-89b89b4334862b5658785cc1,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-0c7a43c87003f2ae658d416c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-4c9e176ddcbf4e736347f006,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b8882b22e3c13951a0f0b8ac,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-c2b902a5e2535b1829cad8af,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-26aa3d4573c965904efa50f4,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-775f5daf5384b6f4d532c370,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-1a88100686989ddf26d8708b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-28ffc759b330eedcca99b602,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-296d18214bd36d8117a63728,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-41adccd8a6484be78d1a1417,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-3a62fefd144dd8b601ed4d32,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-29656a9dcc97a3de21c08fc7,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-ff9e0a57b7e1a3035880456a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-cd8e7c3232f3abff8035137b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-966a8eb50a0d90170cea8f3b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-3ad5b399c68cc089e2f61b5c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-0fbe3cd3e4108435bbae804f,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-18eb60054e198bc51878c157,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f4d5c3896ca85dcc92a87369,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-6ad2555819a55977b36ddb3d,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-11fc9d55190ae1decf3b09b0,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f81aa09604e61850e190989f,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b8e68912538d8568f567c487,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-79c5a2f30ee30f8e4841f8dd,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-c4bc7401d67efb092210d8b8,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a399a1c6f265262a5ae33d92,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-683a9be0046a99421bbd56b0,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-4fa543b96d654d194993abcd,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f184f6fa1cd032ef77318a2f,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e8ead6f3ed12d62979877c1c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-ad6aea6dc1171bf9305bcae2,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-d7a5bc6160593e7f6e186c81,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-adbb8d9dff88930eb47ee457,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a4ca199abec2d4b1bfe646e7,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-da5d308e3ee704f3e6be3870,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-8136cf6e1f92b57cf082a853,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-33ec092da63c03145b769ce5,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-99d50d196286125378b4bdb8,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b0cba2dc908b425e703e6271,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-d2b24a40fee9af192d71966a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-433532ad724bf56fc8fbdfd9,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e9e45d967d338d7aafa990f4,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f2acf5fb1ca20e539dfa8c9c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-2a08461437759c98aedf1463,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-d1c55587f07e7dcbaff0af67,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7fe52d0659d8a39fef58f040,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-3230ad36c90302e8d203309f,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-6d3657b8270bf9f022910bc3,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b7adba1b199e3705532e3a13,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-af7b2ac047942b6721bcf91b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-4b124ab2c87f7142c7f2e825,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-388a582a1bff13aba2d0dd43,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-0bec107266b556164a85f2ef,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-8c5d3d91fed1b4d6517fdada,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b0f8fbbdecefec36376ee18b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-c8fe02ff50f0594fd5874e92,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-20f455b0d88e1f19f79326d6,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-d964891542e4e5e4ce716b92,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-55029851f4613e1e813dca57,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e21fb2c10780339ae8a5f165,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-1e132358afdc24f3d9cfe02d,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e24ca80f52a0b4a0b7cbda21,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f0fe086ecdcf91513f85ca7e,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-2c8fe3044a396791bccf8da0,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f9b564eb5d7cfdc85f32e79d,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-d6eea66e65cc39577e2792f0,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b81b4ade866f325aa0fba6d5,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f9b9a1ae28d80951ede21694,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-69c5b903012bd726b8ecbd45,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-132e8ebe22f7fc959c81a2ab,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-caf82ea2e724c784612b53dc,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b27dbdf49d58e99ccb5a4eb2,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-abb38ad929382e9c37810d8a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-ad544f23d8f5956c051a778b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-07d63e57a146231512e86682,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-832d76b34b0724e1931d5810,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-de05633a364db9a54187b49f,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-cdac88f2b54d4c58c067564a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-6a9b256cf343e883cad67127,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-bedfe216c80f5258d418e5c3,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-3c8d3872d9b2bab89270ea3b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e3b64841a9faff4c991a583a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-fc69acecb0f99be83fc436e1,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-680668a12da4896d94184f8d,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a732e249ed55406c79cef23c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f250c13437fe8fa9e4883777,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-4d1d5002c3cd5970ad91bb44,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-990effd2e66b1c2e0f4ba79c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-4965d357e6a8d07968c86a09,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-848b85796a39efa5d42592dd,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-4f8487ccc97c390ee7c4cf30,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-4b19e16ef31aeb321596580d,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-082e16e4dbd0c198970b3bf9,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-6b3d6ee1f669f667c8db498b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7401617073e9529590aa401a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-d99726a0ba07bc5fdcb9fa10,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-49836d5e166fcf0f82fbb2bb,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-09acd6964a140db2c4deee98,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e26788c282ab9667b035bd97,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-cd08b69159f78e03af4cd3b0,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-9ca57c0d7b26886ce9d3aa3e,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-aa98bb9313a94a0804872c46,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-d0d3615ddeaf88c4b80e9933,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-ba2e411df4e305333a2f7999,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-499f36df76b013e6aae16768,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-da549557ad68d9a47b06748c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-25ab27e4eabcbffca08cccc5,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-25e9387b36ba78f220cc5752,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-6b1f9c4453c77ddf78b7586b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-1742db62955d78d1434caa77,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-933ad570c967ed1768f58b02,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-eb58fe4a7b7489a19a15b2be,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-4850aecf794c49d8794dd030,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f15d9948fffb8e5f6856d9de,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-3741c57d2bbbc8c224239686,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7b9bd5f5cd49e28873f8cf9c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-5f0723704b980b0fef80e920,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-06c51b053c8720d12a6ab8ff,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-353c4521949c7fe49b7cc25b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a5af8e9dbedaafc7c40f302b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-88c2a00c3c681c3fa8d275e4,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
