bytes,lane_id,ledger,pointer,row_count,sha256,shard_id,filter_field,filter_value,filtered_row_count_total
2014961,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0000.jsonl.gz,25000,c40e66512ade5d7e5c92a77eb485d7f3ce04a791863115252545361128311392,hold_records_shard_0000,terminal_normalization_status,normalized_identity_hold,244
1985705,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0001.jsonl.gz,25000,3b7c07f08a3ee67d353c2acc681997d66548ef0ef7caae6b27e02433b6b9fe85,hold_records_shard_0001,terminal_normalization_status,normalized_identity_hold,244
2007741,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0002.jsonl.gz,25000,079a08e52946cdde77b918550b31c89b74c046a21529718f675b66c03a7b492a,hold_records_shard_0002,terminal_normalization_status,normalized_identity_hold,244
1988473,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0003.jsonl.gz,25000,95dd4392e0328fc19a73a56e2ea81907b7c192670434cd8e4bdc989a494f452f,hold_records_shard_0003,terminal_normalization_status,normalized_identity_hold,244
1943912,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0004.jsonl.gz,25000,14536e43aa1bb1d11921d678f7c05c7cbe4a05e04b38395cc847159769c6327c,hold_records_shard_0004,terminal_normalization_status,normalized_identity_hold,244
2001653,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0005.jsonl.gz,25000,9fa55644bf6c4b9322b409446be43b535a1b4a3ca12a00fe365fd86cac0323a6,hold_records_shard_0005,terminal_normalization_status,normalized_identity_hold,244
1984400,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0006.jsonl.gz,25000,736922592a391fe729d22029908cf3e2a2447d4791843f08a4cd2a4c21e2c190,hold_records_shard_0006,terminal_normalization_status,normalized_identity_hold,244
1966994,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0007.jsonl.gz,25000,28014cef8152574529deb745aebacb3b8acc77af9892685f42b7a678c08d4ebe,hold_records_shard_0007,terminal_normalization_status,normalized_identity_hold,244
1946888,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0008.jsonl.gz,25000,d38eb2d76474e71aaa60cc1c6a178c3c03f7103218ecc02cd6ca23c56f94cb5a,hold_records_shard_0008,terminal_normalization_status,normalized_identity_hold,244
1963593,normalization_lane_001,hold_records,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/hold_records/hold_records_shard_0009.jsonl.gz,25000,e362c0bc0d2b3109c6728a7aefb73efe9abf4a5f9ccc5ea793cd97e27f50ff3e,hold_records_shard_0009,terminal_normalization_status,normalized_identity_hold,244
